|original|suggestions|rule_id
1311|mus|['Mus', 'aus', 'muss', 'Fuß', 'ums', 'maß', 'süß', 'Ruß', 'Emus', 'Bus', 'Hus', 'Rus', 'Süß', 'ms', 'des', 'mit', 'als', 'auf', 'das', 'für']|GERMAN_SPELLER_RULE
1312|fehnster|['feinster', 'fernster', 'Fenster', 'fester', 'ernster', 'feinste', 'feinsten', 'zehnter', 'finster', 'feinstem', 'feinstes', 'fernsten', 'reinster', 'Zehnstern', 'behoster', 'ehester', 'fahlster', 'feigster', 'feister']|GERMAN_SPELLER_RULE
1313|darr|['dar', 'darf', 'Narr', 'dürr', 'darre', 'darrt', 'der', 'das', 'war', 'dass', 'Jahr', 'da', 'dann', 'dort', 'März', 'dafür', 'daher', 'dazu', 'trat', 'Karl']|GERMAN_SPELLER_RULE
1314|schutelt|['schüttelt', 'gute', 'guten', 'geteilt', 'guter', 'gutes', 'schützt', 'gutem', 'geadelt', 'schadet', 'gabelt', 'schütteln', 'schüttelte', 'schüttet', 'schult', 'sprudelt', 'gaukelt', 'gutheißt', 'schaukelt', 'schwelt']|GERMAN_SPELLER_RULE
1315|abens|['abends', 'Übens', 'Habens', 'Labens', 'aber', 'haben', 'ebenso', 'oben', 'namens', 'Lebens', 'ans', 'eben', 'gaben', 'Jens', 'Labels', 'Hafens', 'Wagens', 'Wiens', 'ebene', 'Grabens']|GERMAN_SPELLER_RULE
1316|suhcht|['sucht', 'zuckt', 'zückt', 'zeigt', 'sorgt', 'suchte', 'Bucht', 'singt', 'rückt', 'zeugt', 'zurecht', 'Furcht', 'Zucht', 'sticht', 'saugt', 'siegt', 'such', 'suche', 'zusteht', 'Wucht']|GERMAN_SPELLER_RULE
1317|suhchtplakat|['Zuchtplakat', 'Suchtplakat']|GERMAN_SPELLER_RULE
1318|numer|['Sumer', 'nur', 'unter', 'immer', 'neuer', 'außer', 'guter', 'nunmehr', 'näher', 'Güter', 'Nummer', 'Römer', 'quer', 'unser', 'Homer', 'Huber', 'Humor', 'Ulmer', 'armer', 'naher']|GERMAN_SPELLER_RULE
1319|gmelde|['melde', 'gelbe', 'gemeldet', 'melden', 'meldet', 'milde', 'gelte', 'zielte', 'Felde', 'klärte', 'Amélie', 'grelle', 'kühlte', 'hielte', 'klebte', 'quälte', 'adelte', 'kleide', 'glätte', 'Abmelde']|GERMAN_SPELLER_RULE
1320|bkarm|['Eckart', 'kam', 'bekam', 'kaum', 'paar', 'bar', 'arm', 'warm', 'Darm', 'Acker', 'barg', 'Äcker', 'Äckern', 'Eckhard', 'Eckhart', 'Eckturm', 'karg', 'ocker', 'paart', 'abkam']|GERMAN_SPELLER_RULE
1321|gefönden|['gefunden', 'getönten', 'befinden', 'gehörten', 'befanden', 'gebunden', 'gefangen', 'befunden', 'gefundene', 'gesunden', 'gehenden', 'gelösten', 'gewunden', 'befänden', 'fänden', 'gebenden', 'geeinten', 'gepfändet', 'getönte', 'getöntem']|GERMAN_SPELLER_RULE
1322|haustüra|['Haustür', 'Haustüre']|GERMAN_SPELLER_RULE
1323|alls|['Alls', 'als', 'alle', 'alles', 'all', 'falls', 'allzu', 'Balls', 'Calls', 'Falls', 'Halls', 'Kalls', 'Walls', 'aus', 'allem', 'allen', 'aller', 'also', 'alte', 'Fall']|GERMAN_SPELLER_RULE
1324|widr|['wird', 'vier', 'wir', 'wider', 'vitro', 'wirr', 'widre', 'mit', 'war', 'wie', 'vor', 'wieder', 'hier', 'ihr', 'viel', 'will', 'City', 'Sitz', 'weder', 'litt']|GERMAN_SPELLER_RULE
1325|dol|['wohl', 'tot', 'Kohl', 'Pohl', 'hohl', 'mol', 'Idol', 'top', 'cool', 'toll', 'doll', 'doof', 'hol', 'Hohl', 'Mol', 'Pol', 'Pool', 'Sol', 'Tool', 'Wohl']|GERMAN_SPELLER_RULE
1326|Stad|['Stadt', 'Statt', 'Seat', 'Stand', 'Stab', 'Spät', 'Etat', 'Stau', 'Satt', 'Skat', 'Stak', 'Saat', 'Stet', 'Spat', 'Sind', 'Seit', 'Stade', 'Starb', 'Star', 'Stark']|GERMAN_SPELLER_RULE
1327|hänckte|['geneckte', 'heckte', 'deckte', 'genügte', 'lenkte', 'senkte', 'weckte', 'hängte', 'heizte', 'hetzte', 'hinkte', 'hackte', 'heckt', 'leckte', 'Denkakte', 'Gencode', 'benagte', 'geneckt', 'genecktem', 'geneckten']|GERMAN_SPELLER_RULE
1328|nemand|['jemand', 'niemand', 'befand', 'gemalt', 'bemalt', 'Gewand', 'Zement', 'gemäht', 'nehmend', 'Gemünd', 'Pedant', 'Sämann', 'behänd', 'bemaßt', 'dement', 'genant', 'niemands', 'nähend']|GERMAN_SPELLER_RULE
1329|juhnge|['junge', 'jungen', 'junger', 'Bühne', 'jung', 'junges', 'jünger', 'ruhige', 'Lunge', 'Zunge', 'kühne', 'Sühne', 'jungem', 'Hühnchen', 'Buhne', 'Dünge', 'Hühne', 'Junge', 'dünge']|GERMAN_SPELLER_RULE
1330|halo|['Hallo']|HALO_HALLO
1331|hholo|['holt', 'Paolo', 'Polo', 'hohl', 'solo', 'hohle', 'Thilo', 'hold', 'hole', 'hallo', 'hol', 'Ecolo', 'Solo', 'hohoho', 'holz', 'hols']|GERMAN_SPELLER_RULE
1332|diech|['Sieg', 'dich', 'träg', 'bieg', 'lieg', 'siech', 'wieg', 'die', 'sich', 'durch', 'diese', 'liegt', 'dies', 'doch', 'ging', 'dient', 'ich', 'trug', 'trägt', 'tief']|GERMAN_SPELLER_RULE
1333|schonn|['schon', 'schön', 'schöne', 'schönen', 'schonen', 'schont', 'gönnt', 'schone', 'gönne', 'schönt', 'ganz', 'ging', 'grün', 'schien', 'schoss', 'gern', 'gen', 'schöner']|GERMAN_SPELLER_RULE
1334|bieschen|['biegen', 'liegen', 'prägen', 'wiegen', 'Ziegen', 'bisschen', 'siegen', 'Lieschen', 'biogen', 'biege', 'preschen', 'Biegen', 'Liegen', 'Riegen', 'Siegen', 'Wiegen', 'beigen', 'biegend', 'pirschen', 'pyogen']|GERMAN_SPELLER_RULE
1335|Mituden|['Minuten', 'Miauten', 'Mitjuden', 'Methoden', 'Mitten', 'Minden', 'Milden', 'Mythen', 'Zitaten', 'Modulen', 'Bitumen', 'Mieden', 'Veduten', 'Medusen', 'Mithören', 'Mixturen', 'Mitreden', 'Miauen', 'Mitosen', 'Minute']|GERMAN_SPELLER_RULE
1336|schperter|['später', 'Spender', 'Sperber', 'späten', 'spätere', 'schwerer', 'Speyer', 'Sportler', 'späte', 'Speer', 'Sperre', 'gerader', 'spenden', 'sperren', 'sperrte', 'Schwerter', 'Spende', 'sparte', 'spendet', 'spätes']|GERMAN_SPELLER_RULE
1337|laehte|['lachte', 'machte', 'lebte', 'legte', 'lehrte', 'drehte', 'lehnte', 'achte', 'dachte', 'liebte', 'Mächte', 'lagerte', 'laute', 'lichte', 'Nächte', 'lacht', 'latente', 'rächte', 'Drähte', 'leaste']|GERMAN_SPELLER_RULE
1338|winer|['einer', 'vier', 'wider', 'binär', 'Diner', 'Binär', 'vifer', 'wiener', 'Liner', 'eine', 'einem', 'einen', 'wie', 'eines', 'seiner', 'wieder', 'hier', 'weiter', 'Kinder', 'hinter']|GERMAN_SPELLER_RULE
1339|Ires|['Iris', 'Ihres', 'Ares', 'Aires', 'Fräs', 'Ines', 'Ire', 'Präs', 'Iren', 'Ures', 'Irres', 'Des', 'Es', 'Eines', 'Drei', 'Dies', 'Ihre', 'Ließ', 'Ihren', 'Frei']|GERMAN_SPELLER_RULE
1340|Frü|['Fr ü', 'Fr', 'Für', 'Früh', 'Von', 'Er', 'Vom', 'FC', 'Vor', 'Art', 'Form', 'Ort', 'Frau', 'Frei', 'Pro', 'Van', 'FDP', 'Fort', 'Fuß', 'Frühe']|GERMAN_SPELLER_RULE
1341|Stit|['Stadt', 'Seit', 'Stil', 'Edith', 'Stift', 'Seid', 'Edit', 'Stet', 'Shit', 'Stylt', 'Smith', 'Zeit', 'Mit', 'Sie', 'Sind', 'Weit', 'Sein', 'Seite', 'Sitz', 'Statt']|GERMAN_SPELLER_RULE
1342|amf|['auf', 'am', 'im', 'als', 'an', 'aus', 'um', 'ab', 'man', 'kam', 'km', 'Amt', 'Name', 'cm', 'mm', 'Kampf', 'alt', 'darf', 'elf', 'mal']|GERMAN_SPELLER_RULE
1343|kukct|['guckt', 'rückt', 'kürzt', 'zuckt', 'zückt', 'bückt', 'duckt', 'guckst', 'kickt', 'guck', 'bückst', 'gucke', 'guckte', 'gurkt', 'juckt', 'kackst', 'kackt', 'kickst', 'muckt']|GERMAN_SPELLER_RULE
1344|nurkemzwo|[]|GERMAN_SPELLER_RULE
1345|stit|['seit', 'Edith', 'seid', 'Edit', 'stet', 'stylt', 'zeit', 'mit', 'sie', 'sind', 'sein', 'Stadt', 'statt', 'Zeit', 'sei', 'somit', 'steht', 'zeigt', 'setzt', 'stets']|GERMAN_SPELLER_RULE
1346|git|['Git', 'mit', 'gibt', 'gilt', 'gut', 'Eid', 'fit', 'gib', 'chi', 'kt', 'chic', 'Bit', 'Hit', 'Kid', 'Kit', 'Lid', 'Mit', 'Vith', 'gis', 'die']|GERMAN_SPELLER_RULE
1347|Wastet|['Lastet', 'Wartet', 'Rastet', 'Tastet', 'Fastet', 'Waltet', 'Hastet', 'Watet', 'Kästet', 'Mästet', 'Vater', 'Wasser', 'Westen', 'Lautet', 'Wagtet', 'Walter', 'Wandet', 'Gäste', 'Wandtet', 'Waldes']|GERMAN_SPELLER_RULE
1348|nab|['ab', 'gab', 'nah', 'Kap', 'na', 'hab', 'gäb', 'Cap', 'Hab', 'Lab', 'Map', 'Rap', 'Tab', 'Jap', 'an', 'das', 'war', 'am', 'nach', 'hat']|GERMAN_SPELLER_RULE
1349|schurch|['gurke', 'gurkt', 'schürze', 'schürzt', 'ging', 'schlug', 'schwach', 'schräg', 'schützt', 'glich', 'gang', 'schlich', 'schüren', 'schürte', 'schütze', 'Schurke', 'Schurz', 'Schürze', 'schürt', 'guckt']|GERMAN_SPELLER_RULE
1350|din|['DIN', 'die', 'in', 'den', 'ein', 'hin', 'tun', 'bin', 'min', 'dein', 'dir', 'Odin', 'drin', 'div', 'Ein', 'Gin', 'Pin', 'Yin', 'der', 'des']|GERMAN_SPELLER_RULE
1351|beschlosen|['beschlossen', 'weglosen', 'reglosen', 'Weglosen', 'beschloss', 'Sechslosen', 'geschlossen', 'Berglosen', 'beschossen', 'rechtlosen', 'begrüßen', 'Zuglosen', 'beschlossene', 'Buschlosen', 'beschützen', 'Fischlosen', 'beschießen', 'Tischlosen', 'beschlagen', 'Fuchslosen']|GERMAN_SPELLER_RULE
1352|Telofonnumer|['Telefonnummer']|GERMAN_SPELLER_RULE
1353|rase=|['Rase']|UPPERCASE_SENTENCE_START
1354|nartürlisch|['natürlich', 'natürliche', 'natürliches', 'natürlichst']|GERMAN_SPELLER_RULE
1355|Anru=f|['Anjou', 'An', 'Anruf', 'Nur', 'Neu', 'Ans', 'Art', 'Hanau', 'Anna', 'Peru', 'Anbau', 'Arm', 'André', 'Au', 'Anne', 'Anno', 'Andy', 'Kanu', 'Aarau', 'Nauru']|GERMAN_SPELLER_RULE
1356|gefonden|['gefunden', 'gewohnten', 'getönten', 'befinden', 'gehörten', 'geworden', 'befanden', 'gewonnen', 'gebunden', 'gefangen', 'befunden', 'bewohnten', 'gefundene', 'gesunden', 'betonten', 'gehenden', 'gelösten', 'gegolten', 'gelobten', 'gewohnte']|GERMAN_SPELLER_RULE
1357|bes=chlosen|['Bes']|UPPERCASE_SENTENCE_START
1358|gleisch|['gleich', 'gleiche', 'Fleisch', 'gleicht', 'gleiches', 'klevisch', 'gleichst', 'klecks', 'gleichen', 'leicht', 'gelegt', 'kleines', 'gleicher', 'gleichem', 'Zweig', 'chemisch', 'glich', 'Reichs', 'gleichsam']|GERMAN_SPELLER_RULE
1359|gap|['gab', 'gäb', 'kam', 'gar', 'Kap', 'gäbe', 'hab', 'gib', 'kapp', 'kau', 'Cap', 'Hab', 'Lab', 'Map', 'Rap', 'Tab', 'gabt', 'gäbt', 'kWp', 'kp']|GERMAN_SPELLER_RULE
1360|sofard|['sofort', 'Hofart', 'sogar', 'sofern', 'sobald', 'Mozart', 'Hofrat', 'Hobart', 'Tonart', 'zögert', 'solare', 'schart', 'solar', 'Hofamt', 'Board', 'Boxart', 'Domart', 'Gokart', 'Hofakt', 'Hufart']|GERMAN_SPELLER_RULE
1361|adrese|['diese', 'Straße', 'Adresse', 'strebe', 'drehe', 'andres', 'atmete', 'Atresie', 'Radreise', 'Sterze', 'Stress', 'abdrehe', 'ablese', 'abläse', 'abrege', 'abreise', 'absäße', 'addest', 'addete', 'adele']|GERMAN_SPELLER_RULE
1362|gehörd|['gehört', 'gehörte', 'gehöre', 'gehurt', 'gehören', 'gehörten', 'geehrt', 'gehabt', 'gelöst', 'kehrt', 'geholt', 'Behörde', 'gehörend', 'gehörig', 'gekürt', 'nähert', 'Gehöft', 'gegart', 'gehend']|GERMAN_SPELLER_RULE
1363|belen|['beten', 'Selen', 'Sälen', 'bellen', 'beben', 'Gelen', 'Velen', 'bäten', 'peilen', 'pellen', 'perlen', 'pesen', 'pulen', 'gegen', 'beiden', 'denen', 'deren', 'neuen', 'allen', 'neben']|GERMAN_SPELLER_RULE
1364|gluglis=ch|['Gluglis']|UPPERCASE_SENTENCE_START
1365|soger|['sog er', 'zöger', 'sogar', 'sicher', 'zogen', 'Roger', 'Löcher', 'Poker', 'Joker', 'Kocher', 'zögert', 'sogen', 'zögern', 'Köcher', 'Locher', 'zöge', 'zögen', 'Gocher', 'Höker', 'löcher']|GERMAN_SPELLER_RULE
1366|ausgeschteld|['ausgestellt', 'ausgesiedelt', 'Fußgestell', 'aufgestylt', 'ausfegtest', 'ausgastest', 'ausgestalte', 'auskostend', 'auskostest', 'auslegtest', 'aussägtest', 'austestend', 'austestest', 'rausgeschält']|GERMAN_SPELLER_RULE
1367|umarmd|['umarmt', 'umarmte', 'umarme', 'umarmen', 'umarmend', 'umarmst', 'umarmtem', 'umarmten', 'umarmter', 'umarmtes', 'umarmtet', 'umkamt', 'umtrat']|GERMAN_SPELLER_RULE
1368|sofurd|['sofort', 'sofern', 'Erfurt', 'wofür', 'zögert', 'zufügt', 'schürt', 'Hofart', 'Jogurt', 'Sofort', 'covert', 'soffst', 'töpfert']|GERMAN_SPELLER_RULE
1369|gescheng|['gegen', 'geschenkt', 'Geschenk', 'wegen', 'gesehen', 'Gegend', 'legen', 'beging', 'regen', 'Regent', 'Degen', 'Geschenke', 'Segen', 'beschenkt', 'geschehe', 'geschont', 'gesehene', 'lägen']|GERMAN_SPELLER_RULE
1370|dunke|['dünge', 'dünke', 'tunke', 'junge', 'dunkel', 'dunkle', 'dünne', 'Lunge', 'Zunge', 'denke', 'Funke', 'danke', 'drücke', 'düngen', 'tanke', 'unke', 'Dünge', 'Junge', 'Lounge', 'Quecke']|GERMAN_SPELLER_RULE
1371|Liebed|['Liebe', 'Lieben', 'Lieber', 'Liebes', 'Liebend', 'Bietet', 'Sieben', 'Liebst', 'Lied', 'Liebem', 'Lieder', 'Liegen', 'Leber', 'Lippe', 'Leben', 'Fieber', 'Giebel', 'Blieben', 'Liedes', 'Leitet']|GERMAN_SPELLER_RULE
1372|gefeld|['gipfelt', 'gefegt', 'gefeit', 'gegelt', 'kegelt', 'täfelt', 'gelegt', 'Umfeld', 'geholt', 'gelebt', 'gemalt', 'regelt', 'Krefeld', 'behält', 'gefällt', 'gefiel', 'gesägt', 'gipfelte', 'defekt', 'gefehlt']|GERMAN_SPELLER_RULE
1373|geschteld|['gesteht', 'festhält', 'geachtelt', 'geschielt', 'geschwelt', 'gestylt', 'kästest', 'nestelt', 'besteht', 'gestellt', 'geschieht', 'Gestalt', 'gestört', 'gesichtet', 'gestand', 'gestielt', 'gezüchtet', 'gestaut', 'gestern', 'gezüchtete']|GERMAN_SPELLER_RULE
1374|lip|['Typ', 'gib', 'hip', 'Clip', 'Dip', 'Slip', 'leb', 'Flip', 'die', 'in', 'im', 'mit', 'ein', 'bis', 'sie', 'wie', 'gab', 'gibt', 'hin', 'ließ']|GERMAN_SPELLER_RULE
1375|nochmalß|['nochmals', 'nochmal', 'nachmals', 'Hochtals', 'Lochmaß', 'nachmale', 'nachmalst', 'nachmalt', 'nachmaß', 'nochmalig']|GERMAN_SPELLER_RULE
1376|Steckbrife|['Steckbrief', 'Steckbriefe', 'Steckbriefen', 'Steckbriefes', 'Steckbriefs', 'Steckgriff', 'Steckgriffe']|GERMAN_SPELLER_RULE
1377|traurg|['traurig', 'traure', 'trug', 'drang', 'Strauch', 'traurige', 'träumt', 'drauf', 'trauen', 'trauert', 'traut', 'traute', 'trauern', 'traue', 'träume', 'trau', 'träg', 'daure', 'draus', 'dräue']|GERMAN_SPELLER_RULE
1378|wemand|['jemand', 'befand', 'verband', 'gemalt', 'niemand', 'bemalt', 'vakant', 'Gewand', 'Zement', 'gemäht', 'wand', 'weiland', 'Gemünd', 'Pedant', 'Sämann', 'behänd', 'bemaßt', 'dement', 'genant', 'vegan']|GERMAN_SPELLER_RULE
1379|Kricht|['Bricht', 'Nicht', 'Kriecht', 'Kirche', 'Kracht', 'Zeigt', 'Kickt', 'Leicht', 'Geigt', 'Trägt', 'Glicht', 'Recht', 'Kragt', 'Reicht', 'Krocht', 'Spricht', 'Gericht', 'Licht', 'Sicht', 'Dicht']|GERMAN_SPELLER_RULE
1380|freundentrenen|['freunde-dienen', 'freunde-drehen', 'freunde-drängen', 'freunde-thronen', 'freunde-trennen', 'freunde-treten', 'freunde-tränken', 'freunden-reden', 'freunden-regen', 'freunden-rennen', 'freunden-rängen']|GERMAN_SPELLER_RULE
1381|famiste|['fasste', 'famose', 'fähigste', 'Batiste', 'Damaste', 'fadeste', 'fadste', 'fahlste', 'fairste', 'faste', 'faulste', 'feiste', 'freiste', 'friste', 'miste', 'mäste']|GERMAN_SPELLER_RULE
1382|Kuke|['Lücke', 'Mücke', 'Tücke', 'Rücke', 'Kacke', 'Kecke', 'Bücke', 'Zücke', 'Gucke', 'Zuge', 'Züge', 'Kicke', 'Rückte', 'Auge', 'Küche', 'Gute', 'Kugel', 'Dicke', 'Rücken', 'Rückt']|GERMAN_SPELLER_RULE
1383|schtift|['stuft', 'stifte', 'stapft', 'steift', 'stopft', 'stylt', 'gibt', 'statt', 'gilt', 'stand', 'steht', 'stieg', 'scheint', 'Schrift', 'griff', 'steigt', 'stieß', 'stirbt', 'greift']|GERMAN_SPELLER_RULE
1384|hant|['hat', 'fand', 'Band', 'Land', 'hält', 'hängt', 'Hand', 'Rand', 'hart', 'Kant', 'Sand', 'ahnt', 'halt', 'hast', 'habt', 'haut', 'wand', 'hakt', 'Tand', 'Wand']|GERMAN_SPELLER_RULE
1385|Telofonire|['Telefonie', 'Telefonier', 'Telefoniere']|GERMAN_SPELLER_RULE
1386|frole|['frohe', 'frone', 'fröne', 'fröre', 'gröle', 'große', 'viele', 'Größe', 'freie', 'frühe', 'rote', 'voll', 'volle', 'vorne', 'Krone', 'drohte', 'Probe', 'grobe', 'fehle', 'froh']|GERMAN_SPELLER_RULE
1387|encklich|['endlich', 'bucklig', 'ewiglich', 'Knicklicht', 'dicklich', 'knickrig', 'picklig', 'wacklig', 'ärztlich']|GERMAN_SPELLER_RULE
1388|klngelt|['klingelt', 'gängelt', 'klügelt', 'klüngelt', 'kungelt', 'mangelt', 'geangelt', 'klingeln', 'angelt', 'gaukelt', 'klagend', 'klingelte', 'Altgeld', 'munkelt', 'Gangelt', 'dengelt', 'dunkelt', 'flegelt', 'funkelt', 'geekelt']|GERMAN_SPELLER_RULE
1389|gehlaufen|['geh laufen', 'geh Laufen', 'gelaufen', 'verlaufen', 'belaufen', 'gehauen', 'erlaufen', 'gelaufene', 'Schlaufen', 'weglaufen', 'herlaufen', 'Herlaufen', 'Mehlaugen', 'Verläufen', 'Zerlaufen', 'geklauten', 'zerlaufen']|GERMAN_SPELLER_RULE
1390|auserdem|['außerdem', 'äußerem', 'äußerndem', 'äußerte', 'äußerten', 'äußertet', 'äußeres', 'ausarten', 'ausreden', 'ausartet', 'Tausendem', 'absentem', 'absurdem', 'ausarte', 'ausrede', 'ausredet', 'büßendem', 'düsendem', 'fußendem', 'hausendem']|GERMAN_SPELLER_RULE
1391|findes|['find es', 'finden', 'findet', 'indes', 'Kindes', 'finde', 'Windes', 'Rindes', 'findest', 'Hintes', 'fittes', 'lindes', 'eines', 'Kinder', 'fanden', 'hinter', 'indem', 'Landes', 'Winter', 'hinten']|GERMAN_SPELLER_RULE
1392|Lolly|['Lilly', 'Molly', 'Dolly', 'Soll', 'Lolli', 'Rolle', 'Solle', 'Voll', 'Volle', 'Wolle', 'Billy', 'Kelly', 'Willy', 'Zoll', 'Hölle', 'Tilly', 'Lola', 'Zölle', 'Rollt', 'Tolle']|GERMAN_SPELLER_RULE
1393|plakarte|['blockierte', 'blick-arte', 'Plakate', 'block-arte', 'plagte', 'Blick-arte', 'blickende', 'Block-arte', 'paarte', 'blau-arte', 'flackerte', 'Blockwarte', 'Flugkarte', 'Klickrate', 'Plankarte', 'beackerte', 'blockartig', 'blockartige', 'blockbare', 'blockende']|GERMAN_SPELLER_RULE
1394|Fnster|['Fenster', 'Fester', 'Pfister', 'Finster', 'Unter', 'Vater', 'Erster', 'Münster', 'Bester', 'Feste', 'Muster', 'Festen', 'Unser', 'Falter', 'Felder', 'Festes', 'Vetter', 'Fünfter', 'Elster', 'Fenstern']|GERMAN_SPELLER_RULE
1395|freud|['Freud', 'freut', 'fremd', 'freute', 'freue', 'bläut', 'dräut', 'freu', 'freund', 'fräst', 'frei', 'trägt', 'breit', 'freie', 'Freund', 'dreht', 'fragt', 'fremde', 'treu']|GERMAN_SPELLER_RULE
1396|seher|['Seher', 'zäher', 'sehr', 'sehen', 'eher', 'näher', 'jeher', 'sehe', 'zähen', 'zähe', 'scher', 'sähe', 'sähen', 'Geher', 'zähem', 'zähes', 'Häher', 'Mäher', 'Näher', 'jäher']|GERMAN_SPELLER_RULE
1397|Fresen|['Fräsen', 'Fresken', 'Fräßen', 'Versen', 'Freien', 'Friesen', 'Fressen', 'Fersen', 'Freuen', 'Phrasen', 'Fraßen', 'Vreden', 'Tresen', 'Fiesen', 'Brezen', 'Fläzen', 'Fräse', 'Fräsens', 'Fräsend', 'Fräser']|GERMAN_SPELLER_RULE
1398|hingeselt|['hingezielt', 'hingestellt', 'hingelegt', 'eingesät', 'einkesselt', 'hingebend', 'hingeeilt', 'hingehend', 'hingemalt', 'hingerät', 'hingesetzt', 'hingezeigt', 'hingäbest', 'hingäbet', 'hinkämest', 'hinkämet', 'hinsegelt', 'hingesagt', 'hingesandt', 'hingesendet']|GERMAN_SPELLER_RULE
1399|angrufen|['anknüpfen', 'angerufen', 'anrufen', 'ankaufen', 'nachrufen', 'angreifen', 'abgerufen', 'angriffen', 'abrufen', 'anknüpfend', 'anlaufen', 'anzurufen', 'aufrufen', 'ausrufen', 'abkaufen', 'angerufene', 'anhäufen', 'anknüpften', 'Ankäufen', 'ankreuzen']|GERMAN_SPELLER_RULE
1400|ersaunt|['erstaunt', 'ersannt', 'ersauft', 'ersäuft', 'erwähnt', 'erbaut', 'ernannt', 'erlaubt', 'erzeugt', 'erzählt', 'erkannt', 'versandt', 'Versand', 'erkauft', 'ermahnt', 'erstand', 'erzürnt', 'ersann', 'umzäunt', 'erahnt']|GERMAN_SPELLER_RULE
1401|gfragt|['fragt', 'gefragt', 'gerächt', 'geragt', 'kragt', 'gerät', 'gesagt', 'befragt', 'fragte', 'gejagt', 'ragt', 'gesägt', 'kraft', 'gerückt', 'gefragte', 'gerügt', 'gewagt', 'klagt', 'gepackt', 'aufragt']|GERMAN_SPELLER_RULE
1402|op|['OP', 'ob', 'von', 'ab', 'vom', 'vor', 'ohne', 'oft', 'zog', 'Tod', 'Rom', 'bot', 'sog', 'Hof', 'Tor', 'rot', 'tot', 'Bob', 'Dom', 'Joe']|GERMAN_SPELLER_RULE
1403|sahr|['Jahr', 'sehr', 'sah', 'wahr', 'Lahr', 'zäh', 'zähe', 'sähe', 'zahm', 'zäher', 'Kahr', 'fahr', 'Fahr', 'Mahr', 'sahn', 'saht', 'zahl', 'zehr', 'zähl', 'zähm']|GERMAN_SPELLER_RULE
1404|Lutcher|['Ludger', 'Luther', 'Lunger', 'Ludgers', 'Langer', 'Lutscher', 'Länger', 'Bücher', 'Bürger', 'Junger', 'Nutzer', 'Letzter', 'Zucker', 'Zürcher', 'Jünger', 'Hunger', 'Lunge', 'Luthers', 'Locker', 'Löcher']|GERMAN_SPELLER_RULE
1405|mitgbracht|['mitgebracht', 'mitspracht', 'mitbrachte', 'mitgebrachte', 'mitgemacht', 'mitgedacht', 'mitgelacht', 'mitgeraucht', 'mitsprach', 'mitsprachst', 'mitsprecht', 'mitspricht', 'mitspräche', 'mitsprächet', 'mitbraucht', 'mitgebraucht']|GERMAN_SPELLER_RULE
1406|gesichte|['gesichtet', 'gesuchte', 'gesägte', 'gesagte', 'geeichte', 'gewichte', 'gezechte', 'gezischte', 'käsige', 'mäßigte', 'besuchte', 'leichte', 'reichte', 'Berichte', 'Gedichte', 'Gesicht', 'gerichtet', 'gesagt', 'gesucht', 'gezielte']|GERMAN_SPELLER_RULE
1407|glafen|['klaren', 'klären', 'klagen', 'klauen', 'klopfen', 'klaffen', 'kläffen', 'kamen', 'lagen', 'Grafen', 'Hafen', 'blauen', 'gaben', 'galten', 'laufen', 'trafen', 'Plänen', 'geladen', 'glauben', 'kalten']|GERMAN_SPELLER_RULE
1408|vermiszetel|['vermischten', 'vermischte', 'vermisste', 'vermissten', 'vermischter', 'vermisster', 'vermischtes', 'vermischtem', 'vermischtet', 'vermisstem', 'vermisstes', 'vermisstet']|GERMAN_SPELLER_RULE
1409|nigs|['nicht', 'nichts', 'Gigs', 'Eichs', 'Wyks', 'piks', 'wichs', 'Ayings', 'sich', 'bis', 'nach', 'noch', 'ins', 'dies', 'ließ', 'nie', 'Liga', 'Sitz', 'hieß', 'Königs']|GERMAN_SPELLER_RULE
1410|gerüjet|['gegründet', 'Märzjet', 'geriet', 'Werkjet', 'gerodet', 'Bergjet', 'gerückt', 'Herzjet', 'gerühmt', 'Kernjet', 'geredet', 'Lärmjet', 'gerügt', 'Menüjet', 'gerührt', 'gerüstet', 'Fernjet', 'gehütet', 'Lernjet', 'gebrütet']|GERMAN_SPELLER_RULE
1411|zun|['zu', 'zum', 'zur', 'nun', 'tun', 'cum', 'süß', 'zünd', 'Run', 'Sun', 'Tun', 'Fun', 'in', 'und', 'den', 'von', 'an', 'auf', 'aus', 'ein']|GERMAN_SPELLER_RULE
1412|Gluk|['Glück', 'Klug', 'Blick', 'Klick', 'Stück', 'Gluck', 'Flug', 'Klack', 'Glocke', 'Fleck', 'Flick', 'Glücks', 'Block', 'Kluge', 'Glückt', 'Klickt', 'Gauck', 'Knack', 'Glucke', 'Glut']|GERMAN_SPELLER_RULE
1413|kluklich|['glücklich', 'klüglich', 'glückliche', 'kläglich', 'klügliche', 'grünlich', 'glücklichen', 'käuflich', 'glücklicher', 'glückliches', 'tauglich', 'glockig', 'glücklichem', 'klägliche', 'kärglich', 'Flugloch', 'Blicklicht', 'Blickloch', 'glaublich', 'glücklichst']|GERMAN_SPELLER_RULE
1414|Fermist|['Fermis', 'Vermisst', 'Vermied', 'Verlust', 'Vereist', 'Vermint', 'Frist', 'Vermaßt', 'Vermont', 'Vermiest', 'Bereist', 'Verminst', 'Gereist', 'Vermiss', 'Vereint', 'Verdis', 'Vergibt', 'Gereizt', 'Verweist', 'Fermi']|GERMAN_SPELLER_RULE
