|corrected|suggestions
1055|Erschrocken|
1056|Gekichert|
1057|Gehtnichtmehr|
1058|Neue|
1059|Bemerkt|
1060|Turm|
1061|Huscht|
1062|Vorletzten|
1063|Verstehen|
1064|Schönes|
1065|Holzklötze|
1066|Kaputtgeht|
1067|Hinsetzen|
1068|Holzklötzen|
1069|Meinung|
1070|Gebaut|
1071|Rausgekommen|['Herausgekommen']
1072|Bobby|
1073|James|
1074|Bond|
1075|Hingesetzt|
1076|Umgefallen|
1077|Gewundert|
1078|Packt|
1079|Klotz|
1080|Drin|
1081|Pistole|
1082|Rausgeschossen|
1083|Passierte|
1084|Fast|
1085|Heftigen|
1086|Wackelt|
1087|Bloß|
1088|Wackeln|
1089|Kippt|
1090|Seufzt|
1091|Hilfe|
1092|Geschnappt|
1093|Wär|
1094|Zauberkiste|
1095|Bauklötzchen|
1096|Wackelte|
1097|Bauklötzen|
1098|Viele|
1099|Letzte|
1100|Gerade|
1101|Hals|
1102|Saßen|
1103|Langweilen|
1104|Wohl|
1105|Nachbarschaft|
1106|Begrüßte|
1107|Dominick|['Dominic', 'Domknick', 'Dominik', 'Domblick', 'Dominica', 'Domini', 'Domgenick', 'Dominics', 'Domknicks', 'Dominiks', 'Domkick', 'Domknicke', 'Dominico', 'Domfick', 'Domklick', 'Domenik', 'Dom-fick', 'Domeniks', 'Dom-kick', 'Dominicas']
1108|Untern|
1109|Knallte|
1110|Gegen|
1111|Zeigte|
1112|Jengaturm|['Jungsturm', 'Längsturm', 'Hängeturm', 'Denkturm', 'Jungturm', 'Mensaturm']
1113|Gesetzt|
1114|Leon|
1115|Ronaldo|
1116|Sitzen|
1117|Gefangen|
1118|Gespannt|
1119|Gelber|
1120|Zerbrochen|
1121|Holz|
1122|Holzteil|
1123|Krabbeln|
1124|Bewegt|
1125|Bauklotz|
1126|Setzte|
1127|Fragten|
1128|Schnupperte|
1129|Vorletztes|
1130|Drauftun|['Drauf tun', 'Auftun', 'Tauften', 'Rauften', 'Trauten', 'Raustun', 'Träumten', 'Dräuten', 'Träufeln', 'Drauflud']
1131|Schob|
1132|Rechts|
1133|Setz|
1134|Unfall|
1135|Umfällt|
1136|Sonntag|
1137|Gespielt|
1138|Spiel|
1139|Sollen|
1140|Dieser|
1141|Dieses|
1142|Oh|
1143|Lieblingsspiel|
1144|Sollst|
1145|Bald|
1146|Glaube|
1147|Holzstein|
1148|Vorsicht|
1149|Schrie|
1150|Brach|
1151|Erschrecken|
1152|Herkamt|
1153|Man|
1154|Schleicht|
1155|Festgehalten|
1156|Kuckten|['Rückten', 'Guckten', 'Bückten', 'Duckten', 'Gucken', 'Glückten', 'Juckten', 'Muckten', 'Checkten', 'Ruckten', 'Zuckten', 'Guckte', 'Zückten', 'Gucktet', 'Rückte', 'Gurkten', 'Suchten', 'Küsten', 'Kackten', 'Rücken']
1157|Wackelturm|['Wackel Turm', 'Winkelturm']
1158|Pappkartons|['Kartons']
1159|Trafen|
1160|Schlich|
1161|Krabbelte|
1162|Plumpste|
1163|Schoss|
1164|Blitz|
1165|Hervor|
1166|Dauernd|
1167|Doofen|
1168|Schmerz|
1169|Klötze|
1170|T-Shirt|
1171|Doktor|
1172|Bausteine|
1173|Heraus|
1174|Damit|
1175|Sollten|
1176|Sollte|
1177|So|
1178|Reingeschmuggelt|
1179|Kleine|
1180|Pause|
1181|Po|
1182|Nicko|['Nick', 'Nickt', 'Nico', 'Sakko', 'Nicki', 'Nicke', 'Nicks', 'Kokkoh', 'Nicht', 'Dick', 'Diego', 'Niko', 'Dicke', 'Mekka', 'Mick', 'Rico', 'Mirko', 'Nickel', 'Nizza', 'Knickt']
1183|Nervös|
1184|Festzuhalten|
1185|Merken|
1186|Diesen|
1187|Tretet|
1188|Interessiert|
1189|Auszuruhen|
1190|Bricht|
1191|Durcheinander|
1192|Baustein|
1193|Holzburg|
1194|Klotztraum|['Klotzt Raum']
1195|Einbricht|
1196|Überhaupt|
1197|Merkten|
1198|Mochte|
1199|Einzige|
1200|Welt|
1201|Süß|
1202|Ängstlich|
1203|Steckte|
1204|Körper|
1205|Links|
1206|Nächste|
1207|Schritt|
1208|Lächeln|
1209|Otto|
1210|Kaputtgemacht|
1211|Versteck|
1212|Kisten|
1213|Flieg|
1214|Schlägt|
1215|Streich|
1216|Pulli|
1217|Netteste|
1218|Kennen|
1219|Gingka|['Ginkgo', 'Ging', 'Gina', 'Gingen', 'Genick', 'Ginge', 'Ginkgos', 'Gingst', 'Genicke', 'Genicks', 'Ringgau', 'Giga', 'Geneckt', 'Ginko', 'Genickt', 'Ginget', 'Ginger', 'Gingt', 'Zynga', 'Gings']
1220|Hagane|['Hagana', 'Pagane', 'Organe', 'Haare', 'Lagune', 'Hagen', 'Vakant', 'Nagano', 'Haken', 'Sagan', 'Humane', 'Banane', 'Vakante', 'Dekane', 'Haan', 'Vakanz', 'Hagener', 'Warane', 'Hanne', 'Fasane']
1221|Klettern|
1222|Krachte|
1223|Haare|
1224|Hurra|
1225|Kippst|
1226|Kaputter|
1227|Rechte|
1228|Eigentlich|
1229|Gemütlich|
1230|Letztem|
1231|Ganzen|
1232|Daneben|
1233|Braune|
1234|Ner|['Der', 'Er', 'New', 'Nur', 'Her', 'Neu', 'Per', 'Wer', 'Bär', 'Nerv', 'Nerz', 'Wär', 'Mär', 'Oer', 'Nerd', 'Nee', 'Nero', 'Den', 'Des', 'Dem']
1235|Wisst|
1236|Nö|
1237|Fing|
1238|Sahen|
1239|Nochmal|
1240|Höher|
1241|Hoch|
1242|Haltet|
1243|Gestaunt|
1244|Lass|
1245|Schleich|['Gleich', 'Schuldeich', 'Scheich', 'Gleiche', 'Ski-eich', 'Schleiz', 'Gleicht', 'Such-eich', 'Glich', 'Suchteich', 'Schweich', 'Schleicht', 'Schweiz', 'Schlich', 'Gleis', 'Schweig', 'Gleise', 'Gelege', 'Schleiche']
1246|Kaputte|
1247|Bello|['Bälle', 'Cello', 'Belle', 'Bell', 'Bellt', 'Bella', 'Pell', 'Bells', 'Pelle', 'Fällt', 'Pellt', 'Bill', 'Fälle', 'Hell', 'Helle', 'Billy', 'Fell', 'Kelly', 'Welle', 'Zelle']
1248|Machen|
1249|Klötzen|
1250|Bemerken|
1251|Fall|
1252|Jengateil|['Längsteil', 'Denkteil', 'Lenkteil', 'Senkteil', 'Hängeteil', 'Denk-teil', 'Jungteil', 'Jung-teil', 'Mensateil']
1253|Jengaspiel|['Denkspiel', 'Längsspiel', 'Hängespiel', 'Ränkespiel', 'Denk-spiel', 'Jungspiel', 'Jung-spiel', 'Mensaspiel']
1254|Zopf|
1255|Fasziniert|
1256|Besuch|
1257|Ausgepackt|
1258|Fertiggemacht|
1259|Reingegangen|['Hereingegangen']
1260|Platz|
1261|Aufgeblieben|
1262|Ah|
1263|Herausgefunden|
1264|Gebrüllt|
1265|Jenga|['Jena', 'Länge', 'Jelka', 'Eng', 'Jenna', 'Hängt', 'Jener', 'Junge', 'Menge', 'Enge', 'Jene', 'Genua', 'Jens', 'Jenem', 'Denkt', 'Jenen', 'Fängt', 'Jung', 'Längs', 'Gänge']
1266|Rauszuziehen|['Herauszuziehen']
1267|Größer|
1268|Geschickt|
1269|Beschloss|
1270|Rappelte|
1271|Wow|
1272|Achtung|
1273|Aha|
1274|Problem|
1275|Zerstörte|
1276|Fritz|
1277|Niemals|
1278|Schönen|
1279|Angerannt|
1280|Dritt|
1281|Bumm|['Mumm', 'Dumm', 'Pump', 'Summ', 'Bums', 'Um', 'Zum', 'Burg', 'Mm', 'Buch', 'Beim', 'Turm', 'Ums', 'Baum', 'Bund', 'Summe', 'Bäume', 'Damm', 'Hamm', 'Bush']
1282|Hinfällt|
1283|Schaff|
1284|Felix|
1285|Machst|
1286|Drehte|
1287|Kindern|
1288|Tobi|
1289|Mag|
1290|Bestimmt|
1291|Ran|
1292|Wechseln|
1293|Plätze|
1294|Paket|
1295|Kippte|
1296|Draufsetzt|
1297|Nirgendswo|['Nirgends wo', 'Nirgendwo', 'Irgendwo', 'Nirgends']
1298|Gruseliges|
1299|Wackel|
1300|Samstag|
1301|Cooles|
1302|Eiffelturm|
1303|Pyramide|
1304|Entdeckte|
1305|Geträumt|
1306|Gleichzeitig|
1307|Fliegende|
1308|Unbekannte|
1309|Während|
1310|Hinein|
1311|Auseinander|
1312|Vertieft|
1313|Sessel|
1314|Verabschiedeten|
1315|Reinzukommen|['Hereinzukommen']
1316|Reingekommen|['Hereingekommen']
1317|Angstvoll|
1318|Blödsinn|
1319|Gewackelt|
1320|Räuber|
1321|Patrick|
1322|Schock|
1323|Dreckspatz|
1324|Bemerk|['Bezirk', 'Bemerkt', 'Bremer', 'Bemerke', 'Bemerken', 'Beyer', 'Bemerkte', 'Bäder', 'Vermerk', 'Beere', 'Gemerkt', 'Bädern', 'Lembeck', 'Merk', 'Gewerk', 'Beiwerk', 'Hemer', 'Hemers', 'Beamer', 'Obereck']
1325|Tode|
1326|Can|['CAN', 'An', 'Man', 'Kann', 'Van', 'San', 'Kam', 'Jan', 'Clan', 'Caen', 'Ran', 'Zäh', 'Cam', 'Cap', 'Kau', 'Cyan', 'Dan', 'Fan', 'Pan', 'Scan']
1327|Anderen|
1328|Schlimm|
1329|Arme|
1330|Knallt|
1331|Missverständnis|
1332|Verschüttet|
1333|Ausleert|
1334|Mülleimer|
1335|Räumt|
1336|Tüte|
1337|Teppich|
1338|Staubsaugerbeutel|
1339|Ausleeren|
1340|Geplatzt|
1341|Geräusch|
1342|Staubsauger|
1343|Aß|
1344|Geschlabbert|
1345|Auswechseln|
1346|Beutel|
1347|Kratzt|
1348|Puff|
1349|Denk|
1350|Schief|
1351|Geworfen|
1352|Leeren|
1353|Schmeißen|
1354|Festhält|
1355|Dreck|
1356|Saugt|
1357|Staub|
1358|Knochen|
1359|Holt|
1360|Sack|
1361|Wegwerfen|
1362|Aufgestaubt|['Auf gestaubt', 'Aufgestaut', 'Aufgestaute', 'Aufgestuft', 'Aufgesaugt', 'Aufgetaut', 'Abgestaubt', 'Angestaubt', 'Aufgestallt', 'Aufgestampft', 'Aufgesteppt', 'Aufgestrebt']
1363|Rausgeholt|
1364|Gedacht|
1365|Staubsaugertüte|
1366|Fand|
1367|Zerrt|
1368|Staubsaugt|
1369|Mülltonne|
1370|Aufgesaugt|
1371|Müll|
1372|Diese|
1373|Dachte|
1374|Ziehen|
1375|Aufräumen|
1376|Staubsaugen|
1377|Schläft|
1378|Zerreißt|
1379|Ecke|
1380|Versteht|
1381|Erschrak|
1382|Fliegen|
1383|Staubt|
1384|Zerrte|
1385|Eher|
1386|Wäre|
1387|Aggressiv|
1388|Fressnapf|
1389|Festgekrallt|
1390|Halsband|
1391|Gepackt|
1392|Explosion|
1393|Nehmen|
1394|Häng|['Henk', 'Hängt', 'Hang', 'Hing', 'Heck', 'Deng', 'Denk', 'Hänge', 'Henks', 'Häg', 'Peng', 'Den', 'Wenn', 'Ging', 'Hin', 'Lang', 'Werk', 'Denn', 'Wenig', 'Her']
1395|Wirft|
1396|Geräuschen|
1397|Aufgeplatzt|
1398|Irgendwie|
1399|Hm|
1400|Spricht|
1401|Kreist|
1402|Saugbeutel|
1403|Kannst|
1404|Aufpasst|
1405|Leert|
1406|Riss|
1407|Explodiert|
1408|Fegt|
1409|Laut|
1410|Wechselt|
1411|Zerrissen|
1412|Dreckige|
1413|Zuletzt|
1414|Übersetzt|
1415|Hoffentlich|
1416|Staubsauger-Müllbeutel|
1417|Knochens|
1418|Krallt|
1419|Lärm|
1420|Hundekekse|
1421|Wohnzimmer|
1422|Verlangt|
1423|Leckeren|
1424|Egal|
1425|Hauptsache|
1426|Bekomme|
1427|Hundeknochen|
1428|Wohnung|
1429|Bellst|
1430|Aufsaugt|
1431|Erschreckte|
1432|Unbedingt|
1433|Peng|
1434|Staubbeutel|
1435|Bettelte|
1436|Halsleine|
1437|Geschmissen|
1438|Rausgenommen|['Herausgenommen']
1439|Risse|
1440|Wühlen|
1441|Durch|
1442|Gegend|
1443|Kekse|
1444|Musst|
1445|Reintun|
1446|Entsorgen|
1447|Vorderbeine|
1448|Benommen|
1449|Lieblingsknochen|
1450|Beißt|
1451|Gelingt|
1452|Schmutz|
1453|Schockiert|
1454|Weggestaubt|['Weg gestaubt', 'Weg Gestaubt', 'Weggesaust', 'Weggetaut', 'Weggesaugt']
1455|Stimmt|
1456|Abgerissen|
1457|Halskette|
1458|Geschieht|
1459|Platzte|
1460|Arbeit|
1461|Ärger|
1462|Allein|
1463|Zulassen|
1464|Wiederzukriegen|
1465|Leckerlie|['Leckerli', 'Leckere', 'Leckerle', 'Leckerlis', 'Leckerde', 'Leckelbe', 'Leckerei', 'Leckerbe', 'Leckereien', 'Leckelite', 'Leckerste', 'Leckerbin', 'Lockerließ', 'Leckernte', 'Leckarie', 'Leckerlös', 'Leckeule', 'Lecklilie', 'Leckerlen', 'Leckerbse']
1466|Wohnte|
1467|Staubsaugte|
1468|Wegschmiss|
1469|Griff|
1470|Geleert|
1471|Entschuldigte|
1472|Holte|
1473|Dvd-|['Oft', 'Tat-', 'Akt-', 'Alt-', 'Tot', 'Art-', 'Dato', 'Ast-', 'Tat', 'Dada', 'Tut', 'DatF', 'Tote', 'Data', 'Täte', 'Date', 'Töte', 'Dom-', 'Dito', 'Dutt']
1474|Film-|
1475|Küchenabteilung|
1476|Verstreut|
1477|Knochenkekse|
1478|Hundeschüssel|
1479|Geplatzte|
1480|Leckerlis|
1481|Auszuleeren|
1482|Schnappte|
1483|Knall|
1484|Gesaugt|
1485|Hausarbeit|
1486|Platzt|
1487|Leckerli|
1488|Fasst|
1489|Staubgesaugt|['Staub gesaugt', 'Staub Gesaugt', 'Staubsaugt']
1490|Nachgekuckt|['Nachgeguckt', 'Nachgerückt', 'Dachkuckuck', 'Nachgeguckte', 'Nachgeruckt', 'Nachgedruckt', 'Weggeguckt', 'Angekuckt', 'Nachgebucht', 'Hochgeguckt', 'Nachgegucktem', 'Nachgeguckten', 'Nachgeguckter', 'Nachgegucktes', 'Nachgekocht', 'Nachgerückte', 'Nachgesucht', 'Nachguckt', 'Nachgedüngt', 'Nachgehackt']
1491|Wegschmeißen|
1492|Zurückhaben|
1493|Beobachtet|
1494|Behindert|
1495|Schmutzig|
1496|Vielen|
1497|Weitem|
1498|Staubsack|
1499|Bettelt|
1500|Zerkratzt|
1501|Umsonst|
1502|Lehnt|
1503|Aufgefangen|
1504|Verschwundenen|
1505|Schlafen|
1506|Reißen|
1507|Wegschmeißt|
1508|Nervige|
1509|Nickt|
1510|Ud|['USA', 'Out', 'US', 'Und', 'Uhr', 'Auf', 'USS', 'Aus', 'Ulm', 'Um', 'Ad', 'Zum', 'UCI', 'Zur', 'UNO', 'Nur', 'UTC', 'Gut', 'Uwe', 'Nun']
1511|Nervig|
1512|Gelärm|['Gedärm', 'Gelärmt', 'Gelärme', 'Gelegt', 'Gelege', 'Geklärt', 'Täler', 'Gelebt', 'Tälern', 'Gelernt', 'Gelenk', 'Geheim', 'Geläut', 'Gelehrt', 'Geber', 'Geier', 'Geleit', 'Gelbem', 'Geher', 'Gelähmt']
1513|Gestaubt|
1514|Entsetzt|
1515|Gekratzt|
1516|Angebellt|
1517|Gekleckert|
1518|Krallen|
1519|Nachmittag|
1520|Schläfchen|
1521|Napf|
1522|Ausbauen|
1523|Zerplatzt|
1524|Entfernt|
1525|Eingesaugt|
1526|Klammert|
1527|Hundeleckerlis|
1528|Benutzt|
1529|Keksen|
1530|Hose|
1531|Ausgeruht|
1532|Gefahren|
1533|Werfen|
1534|Beschließ|['Wegließ', 'Beschließt', 'Beschluss', 'Beschieß', 'Beschließe', 'Begier', 'Berglied', 'Beschloss', 'Bescheids', 'Beschrieb', 'Beschlags', 'Beschließen', 'Beglich', 'Beschied', 'Beschießt', 'Verschließ', 'Bezahltes', 'Weglief', 'Wegließe', 'Begieße']
1535|Zerriss|
1536|Erwischt|
1537|Schmeißt|
1538|Zerkratzen|
1539|Schlimmes|
1540|Wunderschöner|
1541|Langweilig|
1542|Einsaugte|['einsog', 'Ein saugte', 'Eintauchte', 'Einsauge', 'Einhauchte', 'Einsaugen', 'Einpaukte', 'Einsaue', 'Ansaugte', 'Einsackte', 'Einsaugst', 'Einsagte', 'Einstute', 'Eins-unke', 'Einsaugt', 'Einsaute', 'Einsägte', 'Einsäumte', 'Einzäunte', 'Hinsagte', 'Einräumte']
1543|Verhindert|
1544|Kette|
1545|Detektive|
1546|Apropos|
1547|Herausgeschleudert|
1548|Anfang|
1549|Schüssel|
1550|Leerte|
1551|Verschmutzt|
1552|Mitgenommen|
1553|Gefasst|
1554|Kekschen|['Kätzchen', 'Päckchen', 'Keks-gen', 'Keuschen', 'Keks-mähen', 'Geigen', 'Kerzchen', 'Keschen', 'Mäxchen', 'Koggen', 'Seggen', 'Käuzchen', 'Bäckchen', 'Jäckchen', 'Säckchen', 'Menschen', 'Gingen', 'Zeigen', 'Gelegen', 'Gesehen']
1555|Kratz|
1556|Krallte|
1557|Genüsslich|
1558|Müllbeutel|
1559|Anschließend|
1560|Sauber|
1561|Küche|
1562|Wacht|
1563|Auge|
1564|Ausversehen|['Aus versehen', 'Ausersehen', 'Ausweisehen', 'Mustersehen', 'Ausforschen', 'Ausgesehen', 'Kupfersehen', 'Ausmärschen', 'Ausersehene', 'Puffersehen', 'Auswärtsehen', 'Auszuersehen', 'Alstersehen', 'Ausfuhrsehen', 'Außensehen', 'Bus-ersehen', 'Fuß-ersehen', 'Süß-ersehen']
1565|Wauwau|['Baucau', 'Wachau', 'Waldau', 'Warnau', 'Wasgau']
1566|Sagst|
1567|Wauwauwau|[]
1568|Gott|
1569|Krach|
1570|Einstaubt|
1571|Müllsäcke|
1572|Tauscht|
1573|Wegzuschmeißen|
1574|Räum|
1575|Aufgeräumt|
1576|Ausgeschüttelt|
1577|Essstücke|
1578|Spitzen|
1579|Näher|
1580|Leckerchen|
1581|Sinn|
1582|Beginnen|
1583|Erledigung|
1584|Verhindern|
1585|Kuck|['Knick', 'Guck', 'Puck', 'Guckt', 'Zuck', 'Keck', 'Kick', 'Klick', 'Knack', 'Kokke', 'Ruck', 'Bück', 'Zück', 'Buck', 'Gluck', 'Buick', 'Rück', 'Gucke', 'Auch']
1586|Geräusche|
1587|Putzte|
1588|Putzen|
1589|Kratzte|
1590|Räumen|
1591|Zupft|
1592|Aufräumte|
1593|Locker|
1594|Stürz|['Sturz', 'Stürzt', 'Stars', 'Stürze', 'Sterz', 'Starb', 'Störs', 'Stark', 'Start', 'Stets', 'Stück', 'Stieß', 'Sturm', 'Stürzte', 'Stils', 'Stolz', 'Stirn', 'Stürzen', 'Storch', 'Stützt']
1595|Geputzt|
1596|Irgendwoanders|['Irgend woanders', 'Irgendwo anders']
1597|Überrascht|
1598|Behalten|
1599|Mission|
1600|Frühstück|
1601|Buh|
1602|Spieß|
1603|Gerettet|
1604|Gequietscht|
1605|Schick|
1606|Schnappst|
1607|Ärgermachende|['Ärger machende']
1608|Staubkessel|
1609|Mutter|
1610|Versprochen|
1611|Einzuschlafen|
1612|Bemerkte|
1613|Starrt|
1614|Vollen|
1615|Explodierte|
1616|Ergattert|
1617|Perfekte|
1618|Fangt|
1619|Zwischen|
1620|Saugte|
1621|Richtung|
1622|Bam|['Am', 'Kam', 'Bau', 'Bat', 'Bad', 'Bar', 'Baum', 'Ppm', 'Bär', 'Cam', 'Bai', 'Häm', 'Sam', 'Bay', 'Bäh', 'Pah', 'Im', 'An', 'Bag', 'Das']
1623|Hungrig|
1624|Unvorsichtig|
1625|Wegsaugt|
1626|Herbst|
1627|Räumte|
1628|Dritte|
1629|Mittagsschlaf|
1630|Kletterte|
1631|Weckt|
1632|Wach|
1633|Fang|
1634|Aufgestanden|
1635|Wiederhaben|
1636|Daran|
1637|Ernst|
1638|Mach|
1639|Unmöglich|
1640|Putzt|
1641|Verkratzte|
1642|Fliege|
1643|Dreckhaufen|
1644|Unglückstag|
1645|Draufgeklettert|['Drauf geklettert', 'Raufgeklettert', 'Heraufgeklettert', 'Draufgeklebter', 'Rausgeklettert']
1646|Rausnehmen|['Herausnehmen']
1647|Genervt|
1648|Aufgerissen|
1649|Oje|
1650|Umwechseln|
1651|Könntest|
1652|Lied|
1653|Gepfiffen|
1654|Dem|
1655|Ausgeleert|
1656|Geweckt|
1657|Leid|
1658|Schöner|
1659|Weckte|
1660|Entfernte|
1661|Aufzureißen|
1662|Sauerei|
1663|Schimpft|
1664|Geholt|
1665|Guckte|
1666|Spitzname|
1667|Irgendwo|
1668|Rumlaufen|['Herumlaufen']
1669|Ließ|
1670|Flitzte|
1671|Fleisch|
1672|Geschäfte|
1673|Kurzer|
1674|Mögliche|
1675|Notieren|
1676|Geklebt|
1677|Steckbrief|
1678|Waut|['Laut', 'Wald', 'Baut', 'Ward', 'Waadt', 'Wagt', 'Watt', 'Maut', 'Wut', 'Haut', 'Taut', 'Wand', 'Waid', 'Wart', 'Kaut', 'Wägt', 'Saut', 'Baud', 'Raut', 'Auf']
1679|Vermissen|
1680|Vorsichtshalber|
1681|Bedankte|
1682|Gelegt|
1683|Leckeres|
1684|Warum|
1685|Aufzuhängen|
1686|Apparat|
1687|Hausnummer|
1688|Hoffnung|
1689|Aufgestellt|
1690|Terasse|['Trasse', 'Straße', 'Terrasse', 'Gefäße', 'Therapie', 'Besäße', 'Therese', 'Krasse', 'Terrassen', 'Melasse', 'Trassen', 'Verlasse', 'Erfasse', 'Gemäße', 'Thereses', 'Torgasse', 'Bergasse', 'Brasse', 'Gelasse', 'Gerassel']
1691|Klar|
1692|Gefolgt|
1693|Bismarckstraße|
1694|Bellend|
1695|Weinen|
1696|Abgehauen|
1697|Mittwoch|
1698|Verlaufen|
1699|Schenkte|
1700|Hofft|
1701|Innenstadt|
1702|Unternehmen|
1703|Spaß|
1704|Verteilte|
1705|Tschüss|
1706|Schließlich|
1707|Im|
1708|Straßenwand|
1709|Sooooo|['Voodoo']
1710|Früher|
1711|Aufgeschrieben|
1712|Aufhängt|
1713|Aufs|
1714|Antwortet|
1715|Haustür|
1716|Schrecklich|
1717|Aufhören|
1718|Leg|
1719|Tröstung|
1720|Dank|
1721|Futterschüssel|
1722|Vergangen|
1723|Fürchterlich|
1724|Freudensprung|
1725|Ans|
1726|Wasserfall|
1727|Stimme|
1728|Wunderschönes|
1729|Gelb-Braun|
1730|Vermisster|
1731|Bringe|
1732|Ärgerte|
1733|Kannste|['Kannte', 'Nannte', 'Kannst', 'Künste', 'Kännte', 'Längste', 'Konnte', 'Kante', 'Könnte', 'Kantate', 'Kaste', 'Grenzte', 'Wannsee', 'Kannten', 'Rannte', 'Glänzte', 'Kanute', 'Bannte', 'Kanister', 'Dünnste']
1734|Vorbeikommen|
1735|Seufzend|
1736|Schaut|
1737|Rausgegangen|['Herausgegangen']
1738|Kumpel|
1739|Anzeige|
1740|Meter|
1741|Knuddelte|
1742|Seit|
1743|Kopieren|
1744|Kopierte|
1745|Einzigen|
1746|Runtergerollt|['Heruntergerollt']
1747|Dolle|
1748|Lieblingshundefutter|
1749|Trösten|
1750|Donnerstag|
1751|Morgens|
1752|Hoffte|
1753|Halbe|
1754|Plakats|
1755|Riesenhunger|
1756|Fleischklößchen|
1757|Begann|
1758|Kullerten|
1759|Haus|
1760|Ciao|
1761|Nachts|
1762|Schlussendlich|
1763|Büro|
1764|Geklaut|
1765|Brachte|
1766|Gehts|
1767|Bauchschmerzen|
1768|Hörer|
1769|Dankt|
1770|Wedelte|
1771|Brauchst|
1772|Ordnung|
1773|Kamen|
1774|Machte|
1775|Wollts|['Wollte', 'Worlds', 'Volles', 'Sollte', 'Wollt', 'Vollaß', 'Volkes', 'Vollst', 'Volt', 'Wallis', 'Völlig', 'Willis', 'Wollen', 'Rollt', 'Wollten', 'Rollte', 'Voll', 'Sollst', 'Volle', 'Voller']
1776|Riesenlolli|['Riesenrolle', 'Riesenrolli', 'Riesenwolle', 'Riesenzoll', 'Riesenhölle', 'Riesenzölle', 'Riesencelli', 'Riesencollie', 'Riesengully', 'Riesenjolle', 'Riesenrollo', 'Riesenzolls', 'Riesenpolle', 'Riesenlille', 'Riesenlobby', 'Riesenmoll', 'Riesenpulli', 'Riesenrally', 'Riesenrollis']
1777|Glücklichste|
1778|Davor|
1779|Flyer|
1780|Fühlt|
1781|Schreibtisch|
1782|Juchhu|
1783|Schrille|
1784|Begrüßen|
1785|Lieben|
1786|Küsst|
1787|Sehnsüchtig|
1788|Geh|
1789|Heimgekehrt|
1790|Vermisstenplakate|[]
1791|Rief|
1792|Stunde|
1793|Klingelingeling|['Klingelenkelin', 'Klingelengerling', 'Klingelangelring', 'Klingelinselring']
1794|Sprachlos|
1795|Schale|
1796|Telefonierten|
1797|Bonbon|
1798|Besitzerin|
1799|Dicken|
1800|Finger|
1801|Umgefahren|
1802|Smilie|['Familie', 'Milde', 'Amalie', 'Emily', 'Silbe', 'Stille', 'Stile', 'Emilia', 'Lilie', 'Style', 'Seile', 'Amélie', 'Silke', 'Smiley', 'Emilys', 'Homilie', 'Philie', 'Zilie', 'Seilte', 'Skyline']
1803|Rücken|
1804|Stock|
1805|Verrückter|
1806|Guck|
1807|Drücken|
1808|Welche|
1809|Mama|
1810|Rutschten|
1811|Rutsche|
1812|Fremder|
1813|Portionen|
1814|Schreibt|
1815|Dadrauf|
1816|Wusstest|
1817|Erfreulich|
1818|Finden|
1819|Hattest|
1820|Lieblingsgeschmack|
1821|Telefonnummern|
1822|Manchmal|
1823|Nirgends|
1824|Möchtest|
1825|Wiedergeben|
1826|Hungern|
1827|Plz|['PLZ', 'Als', 'PCs', 'Bis', 'Pilz', 'Öls', 'Pelz', 'Bös', 'Des', 'PHs', 'Aus', 'PMs', 'Das', 'Pos', 'Bei', 'PAs', 'Ins', 'PNs', 'Was', 'Also']
1828|Hausmauern|
1829|Hinterwand|
1830|Vermissten|
1831|Rate|
1832|Meisten|
1833|Beherrschen|
1834|Riesig|
1835|Erst|
1836|Erfahrt|
1837|Vergisst|
1838|Kacke|
1839|Heiße|
1840|Hundephantom|
1841|Annimmst|
1842|Schicken|
1843|Futterte|
1844|Nachrichten|
1845|Erwischen|
1846|Versteckte|
1847|Kaum|
1848|Dafür|
1849|Geklopft|
1850|Rum|
1851|Lutschen|
1852|Deiner|
1853|Ausgebrochen|
1854|Läufst|
1855|Mordshunger|
1856|Zwecklos|
1857|Lieblingsfutter|
1858|Allen|
1859|Vermisstenanzeigen|
1860|Hauswänden|
1861|Überfahren|
1862|Hebt|
1863|Strahlend|
1864|Geschäft|
1865|Vergaß|
1866|Bell|
1867|Hörst|
1868|Nunmal|['Nun mal', 'Neunmal', 'Einmal', 'Zumal', 'Fünfmal', 'Normal', 'Wundmal', 'Gunma', 'Rummal']
1869|Stopp|
1870|Happy|
1871|Verliebt|
1872|Jippie|
1873|Großen|
1874|Auffrisst|
1875|1234-Schule|
1876|Sonntagmorgen|
1877|Geburtstag|
1878|Enttäuscht|
1879|Zurückgebracht|
1880|Solltest|
1881|Angehängt|
1882|Gehockt|
1883|Schulwände|
1884|Diesmal|
1885|Heißen|
1886|Strahlte|
1887|Buddeln|
1888|Anrufe|
1889|Bonbons|
1890|Knabberessen|['Knabber essen', 'Knabber Essen', 'Knabbereien']
1891|Beruhigt|
1892|Hoffe|
1893|Dort|
1894|Hundewiese|
1895|Frühen|
1896|Allerbester|
1897|Salto|
1898|Telefonhörers|
1899|Mittag|
1900|Zappelig|
1901|Angelächelt|
1902|Ausnahmsweise|
1903|Still|
1904|Trifft|
1905|Jacke|
1906|Ausgeteilt|
1907|Pfötchen|
1908|Mathe|['Mathematik']
1909|Vogel|
1910|Lehrerin|
1911|Knuddelig|
1912|Rausgekuckt|
1913|Geschimpft|
1914|Wegzubringen|
