|original|corrected|filename|freq_ori|freq_cor|freq_tup|suggestions|in_sugg|sugg_idx|idx0
2880|geschnapt|geschnappt|04-108-3-II-Jenga.csv|4|5|4|['geschnappt', 'Geschnappt', 'geschnaubt', 'geschnippt', 'eingeschnappt', 'geschnipst', 'geschnattert', 'zugeschnappt', 'geschnuppert', 'geschnarrt']|True|0.0|True
2881|ferstegt|versteckt|04-110-3-II-Jenga.csv|4|44|4|['versteckt', 'Versteckt', 'festlegt', 'versteckst', 'versteckte', 'verstecktem', 'versteckten', 'festigt', 'verstärkt', 'Versteckst']|True|0.0|True
2882|hinsetsen|hinsetzen|04-110-3-II-Jenga.csv|5|20|5|['hinsetzen', 'hinsetzten', 'Hinsetzen', 'ansetzen', 'hinzusetzen', 'ansetzend', 'hinsetzte', 'hinsetzt', 'einsetzen', 'hineinsetzen']|True|0.0|True
2883|kibt|kippt|04-110-3-II-Jenga.csv|1|4|1|['kippt', 'gibt', 'Gibt', 'kippst', 'gebt', 'gibts', 'gibst', 'kippte', 'klebt', 'kippten']|True|0.0|True
2884|wer|wär|04-110-3-II-Jenga.csv|13|8|7|['wer', 'Wer', 'wehr', 'wär', 'wir', 'weher', 'wert', 'wacker', 'Wehr', 'warf']|True|3.0|False
2885|zaubergiste|Zauberkiste|04-110-3-II-Jenga.csv|1|1|1|['Zauberkiste', 'Zaubergeister', 'Zauberkünste', 'Zauberkästen', 'Zauberkasten', 'Zauberkünsten', 'Zauberkette', 'Zauberkreis', 'Zauberkräfte', 'Zaubertinte']|True|0.0|True
2886|schpetr|später|04-110-3-II-Jenga.csv|1|32|1|['später', 'Später', 'Speer', 'spätere', 'späteren', 'schepper', 'sperr', 'spät', 'Sperr', 'späht']|True|0.0|True
2887|unlen|unten|04-110-3-II-Jenga.csv|1|5|1|['umlegen', 'unten', 'umlernen', 'tummlen', 'uneben', 'dunklen', 'einlullen', 'ungelenk', 'unseligen', 'Unten']|True|1.0|False
2888|wid|wieder|04-110-3-II-Jenga.csv|2|207|1|['wird', 'wild', 'widmen', 'wider', 'Wird', 'Wind', 'widern', 'wie', 'widme', 'wiehernd']|False||False
2889|Bauklötzchin|Bauklötzchen|04-111-3-II-Jenga.csv|1|2|1|['Bauklötzchen', 'Bauklötzen', 'Bauklötze', 'Baumplätzchen', 'Bauchklatscher', 'Betonklötzen', 'Blaugletscher', 'Blutklößen', 'Ballkönigin', 'Baumaschinen']|True|0.0|True
2890|wakelte|wackelte|04-111-3-II-Jenga.csv|9|9|9|['wackelte', 'Wackelte', 'wackelten', 'werkelte', 'fackelte', 'wackelt', 'werkelten', 'wackelnde', 'wackelige', 'wickelte']|True|0.0|True
2891|kartog|Karton|04-111-3-II-Jenga.csv|2|260|2|['Karton', 'Kartons', 'Cordon', 'Cordrock', 'Cartoon', 'kroch', 'Kanton', 'garstig', 'Katalog', 'Karo']|True|0.0|True
2892|wertich|fertig|04-111-3-II-Jenga.csv|2|43|2|['westlich', 'fertig', 'wörtlich', 'westliche', 'verticken', 'wert', 'westlichem', 'westlichen', 'verstrich', 'wesentlich']|True|1.0|False
2893|gevallen|gefallen|04-111-3-II-Jenga.csv|1|69|1|['gefallen', 'Gefallen', 'gefallenen', 'gefallene', 'gefallener', 'Gefallenen', 'Gefallene', 'hergefallen', 'gefalle', 'herfallen']|True|0.0|True
2894|wolten|wollte|04-111-3-II-Jenga.csv|15|201|1|['wollten', 'Wollten', 'Volten', 'wollen', 'wohlsten', 'walten', 'wohnten', 'wölbten', 'wolltet', 'wollte']|True|9.0|False
2895|baar|aber|04-113-3-II-Jenga.csv|2|60|1|['paar', 'Paar', 'Basar', 'bar', 'paaren', 'behaart', 'Paare', 'Paaren', 'barer', 'Paars']|False||False
2896|Bauklözen|Bauklötzen|04-116-3-II-Jenga.csv|1|3|1|['Bauklötzen', 'Bauklötzchen', 'Bauklötze', 'Blutklößen', 'Betonklötzen', 'Blutklöße', 'Baumkerzen', 'Baukränen', 'baumlosen', 'Baumplätzchen']|True|0.0|True
2897|fiele|viele|04-116-3-II-Jenga.csv|1|4|1|['fiele', 'Fiele', 'viele', 'fielen', 'Viele', 'vieler', 'vielen', 'vieles', 'vielem', 'fiel']|True|2.0|False
2898|lezte|letzte|04-116-3-II-Jenga.csv|1|2|1|['letzte', 'Letzte', 'lechzte', 'fläzte', 'letzten', 'letztes', 'letztem', 'letzter', 'glänzte', 'Letzten']|True|0.0|True
2899|krabelt|krabbelt|04-116-3-II-Jenga.csv|9|15|9|['krabbelt', 'kribbelt', 'krabbelte', 'krabbelten', 'krakelt', 'krakeelt', 'Kribbelt', 'Krabbelte', 'krabbelnd', 'gekrabbelt']|True|0.0|True
2900|gerada|gerade|04-116-3-II-Jenga.csv|1|8|1|['gerader', 'gerade', 'Gerade', 'gerad', 'geraden', 'geradem', 'gerate', 'Geraden', 'grade', 'gerahmter']|True|1.0|False
2901|draf|drauf|04-116-3-II-Jenga.csv|2|6|2|['traf', 'Traf', 'drauf', 'trafen', 'brav', 'Drauf', 'darauf', 'trafst', 'druff', 'straff']|True|2.0|False
2902|rundergefallen|runtergefallen|04-116-3-II-Jenga.csv|1|28|1|['runtergefallen', 'heruntergefallen', 'heruntergefallenen', 'heruntergefallenem', 'runtergefallenes', 'heruntergefallenes', 'runterfallen', 'hinuntergefallen', 'herunterfallen', 'hergefallen']|True|0.0|True
2903|wallte|wollte|04-120-3-II-Jenga.csv|1|201|1|['wallte', 'wellte', 'weilte', 'wollte', 'Walde', 'wallt', 'walten', 'wählte', 'Wollte', 'walzte']|True|3.0|False
2904|pasiert|passiert|04-120-3-II-Jenga.csv|22|75|22|['passiert', 'Passiert', 'paschiert', 'posiert', 'passierte', 'passierten', 'pariert', 'spaziert', 'paniert', 'Passierte']|True|0.0|True
2905|runtagefallen|runtergefallen|04-120-3-II-Jenga.csv|1|28|1|['runtergefallen', 'heruntergefallen', 'heruntergefallenen', 'heruntergefallenem', 'runtergefallenes', 'heruntergefallenes', 'runterfallen', 'hinuntergefallen', 'herunterfallen', 'runterfalle']|True|0.0|True
2906|Halz|Hals|04-120-3-II-Jenga.csv|1|1|1|['Hals', 'hals', 'Holz', 'Halse', 'Hatz', 'Halt', 'Heils', 'Harz', 'halst', 'Halses']|True|0.0|True
2907|sasen|saßen|04-122-3-II-Jenga.csv|7|10|7|['saßen', 'sausen', 'Samsen', 'spaßen', 'sausten', 'säßen', 'lasen', 'Sausen', 'sagen', 'samen']|True|0.0|True
2908|Langweiten|langweilen|04-122-3-II-Jenga.csv|1|1|1|['langweilten', 'Langweilen', 'langweilen', 'Langweilerin', 'langweilte', 'Langweiler', 'Langweilst', 'Langweile', 'langweiligen', 'langweilt']|True|2.0|False
2909|blöslich|plötzlich|04-122-3-II-Jenga.csv|1|62|1|['blässlich', 'plötzlich', 'Plötzlich', 'blässliche', 'plötzliche', 'blässlichen', 'plötzlichem', 'plötzlichen', 'bläulich', 'lösliche']|True|1.0|False
2910|woll|wohl|04-122-3-II-Jenga.csv|6|10|6|['wohl', 'wolln', 'wollt', 'wolle', 'wollen', 'Voll', 'Wohl', 'voll', 'Wollt', 'Wolle']|True|0.0|True
2911|Nartbarschaft|Nachbarschaft|04-122-3-II-Jenga.csv|1|2|1|['Nachbarschaft', 'nachbarschaftlichen', 'Nachbarstaat', 'Nachbarstand', 'Nachbarstisch', 'Nachbarhöfen', 'Nachbarsgarten', 'Nachbarschaftshilfe', 'Nachbarhof', 'Naturlandschaft']|True|0.0|True
2912|begruste|begrüßte|04-122-3-II-Jenga.csv|1|3|1|['begrüßte', 'begrüßten', 'begrünte', 'begrüßt', 'begrüße', 'begründe', 'begrasten', 'Begrüßt', 'Begrüße', 'begrünten']|True|0.0|True
2913|nimmich|nämlich|04-122-3-II-Jenga.csv|1|21|1|['nimm', 'Nimm', 'grimmig', 'nimmt', 'mi-mich', 'himmlisch', 'nimmst', 'einstimmig', 'heimisch', 'nämlich']|True|9.0|False
2914|Domminick|Dominick|04-122-3-II-Jenga.csv|1|1|1|['Dominikaner', 'Dümmling', 'Dämmrig', 'Domino', 'Damentuch', 'Dominos', 'dämmerig', 'dominierte', 'Domizil', 'dämmrig']|False||False
2915|umtern|untern|04-122-3-II-Jenga.csv|1|1|1|['untern', 'unterm', 'unteren', 'umändern', 'rumstehn', 'umlernen', 'summten', 'jungen', 'untere', 'Unterm']|True|0.0|True
2916|beweckte|bewegte|04-122-3-II-Jenga.csv|1|3|1|['bewegte', 'bezweckte', 'Bewegte', 'bewegten', 'bewegtes', 'bewegter', 'herbewegte', 'Bewegten', 'besockten', 'befleckte']|True|0.0|True
2917|ruste|rutschte|04-122-3-II-Jenga.csv|1|5|1|['rumste', 'rußige', 'pruste', 'rüstige', 'rüsten', 'rutschte', 'rüstet', 'rummste', 'rußigen', 'prusten']|True|5.0|False
2918|knalte|knallte|04-122-3-II-Jenga.csv|17|20|17|['knallte', 'Knallte', 'knallten', 'Kalte', 'knalle', 'kalte', 'kugelte', 'knallt', 'krallte', 'kraulte']|True|0.0|True
2919|gengen|gegen|04-122-3-II-Jenga.csv|1|5|1|['Gängen', 'geringen', 'gingen', 'geringem', 'gängigen', 'gelungen', 'genügen', 'gelten', 'gegen', 'Gänge']|True|8.0|False
2920|gihn|ging|04-122-3-II-Jenga.csv|1|19|1|['ging', 'Ging', 'gehn', 'Gin', 'ihn', 'Gähn', 'ginge', 'gähnen', 'gingen', 'gepennt']|True|0.0|True
2921|seitgte|zeigte|04-122-3-II-Jenga.csv|1|8|1|['zeigte', 'beseitigte', 'seidige', 'sättigte', 'säugte', 'seidig', 'seidigen', 'siegte', 'Seidige', 'zeigten']|True|0.0|True
2922|Bauklöse|Bauklötze|04-124-3-II-Jenga.csv|1|15|1|['Bauklötze', 'Bauklötzen', 'Bauklötzchen', 'Blutklöße', 'Blutklößen', 'bauchlose', 'baumlose', 'Bauernkäse', 'Packliste', 'Bauleute']|True|0.0|True
2923|Torm|Turm|04-127-3-II-Jenga.csv|8|24|8|['Türme', 'Turm', 'Türmen', 'Tor', 'Turms', 'Turme', 'türmen', 'Form', 'Tormann', 'Tors']|True|1.0|False
2924|JengaTorm|Jengaturm|04-127-3-II-Jenga.csv|1|2|1|['Senatoren', 'Sendeturm', 'Jungredakteuren', 'Sanatorium', 'Jagdhorns', 'Jemandem', 'Schwingtor', 'Jedoch', 'Jagdhorn', 'Sektor']|False||False
2925|Kartongt|Karton|04-127-3-II-Jenga.csv|4|260|4|['Karton', 'Kartons', 'Kartenlegen', 'Cordon', 'Kanton', 'Cartoon', 'Karbon', 'Kordon', 'Kronen', 'Kartontürme']|True|0.0|True
2926|wast|fast|04-127-3-II-Jenga.csv|8|22|7|['warst', 'wachst', 'weist', 'Warst', 'wagst', 'wascht', 'Wanst', 'warnst', 'was', 'Wachst']|False||False
2927|sesen|setzen|04-127-3-II-Jenga.csv|2|15|2|['säßen', 'setzen', 'sechsen', 'Spesen', 'setzend', 'setzten', 'Sechsen', 'Sensen', 'säen', 'Setzen']|True|1.0|False
2928|gesest|gesetzt|04-127-3-II-Jenga.csv|1|1|1|['gesetzt', 'Gesetzt', 'gestehst', 'gesät', 'gesetzte', 'gesetzten', 'Gespenst', 'gesessen', 'Gestehst', 'geseufzt']|True|0.0|True
2929|giebt|kippt|04-127-3-II-Jenga.csv|16|4|1|['gibt', 'Gibt', 'gibts', 'gibst', 'geliebt', 'gübt', 'gebt', 'gesiebt', 'geerbt', 'hergibt']|False||False
2930|Leo|Leon|04-127-3-II-Jenga.csv|1|1|1|['Leos', 'Leu', 'Lion', 'Lios', 'Legos', 'Limo', 'Leun', 'Leer', 'Leut', 'Los']|False||False
2931|grin|drin|04-128-3-II-Jenga.csv|1|25|1|['gering', 'grindig', 'grün', 'grient', 'Grins', 'griene', 'grimm', 'gram', 'Kriegern', 'Grün']|False||False
2932|dren|drin|04-128-3-II-Jenga.csv|1|25|1|['drehn', 'deren', 'drehen', 'drein', 'Deren', 'Drehen', 'derer', 'drunten', 'drin', 'dräng']|True|8.0|False
2933|Ronald|Ronaldo|04-128-3-II-Jenga.csv|1|1|1|['Rosengold', 'Rondell', 'Rund', 'Rosalinde', 'Rouge', 'Rundum', 'Roulade', 'Roman', 'Rollt', 'rodelt']|False||False
2934|gekokt|gekuckt|04-128-3-II-Jenga.csv|4|33|4|['geguckt', 'gekackt', 'gekocht', 'gekickt', 'gegongt', 'gekalkt', 'verkuckt', 'verkorkt', 'gehockt', 'geknackt']|False||False
2935|Rauß|raus|04-128-3-II-Jenga.csv|1|26|1|['Raus', 'raus', 'Ruß', 'Reiß', 'Raufuß', 'drauß', 'Raums', 'Raues', 'Rausch', 'Rauchs']|True|1.0|False
2936|zietzen|sitzen|04-132-3-II-Jenga.csv|1|12|1|['Zitzen', 'siezen', 'Siezen', 'zusetzen', 'Zusätzen', 'sitzen', 'sitzend', 'Zitze', 'Sitzen', 'zierten']|True|5.0|False
2937|Katongs|Kartons|04-132-3-II-Jenga.csv|1|9|1|['Kartons', 'Karton', 'Kanton', 'Kanons', 'Kanon', 'Kapitäns', 'Castings', 'Cordon', 'Kaution', 'Kokons']|True|0.0|True
2938|Kantong|Karton|04-132-3-II-Jenga.csv|1|260|1|['Kanton', 'Karton', 'Kanon', 'Chanson', 'Kantor', 'Kartons', 'Kanons', 'Kordon', 'Kanone', 'Kanonen']|True|1.0|False
2939|hinsezen|hinsetzen|04-132-3-II-Jenga.csv|4|20|4|['hinsetzen', 'Hinsetzen', 'hinsetzten', 'ansetzen', 'hinzusetzen', 'hinsehen', 'ansetzend', 'Hinsehen', 'hinsetzt', 'einsetzen']|True|0.0|True
2940|fiell|fiel|04-132-3-II-Jenga.csv|3|45|1|['fiel', 'Fiel', 'viel', 'Viel', 'fiele', 'fielen', 'will', 'fielst', 'Fiele', 'fidel']|True|0.0|True
2941|möste|möchte|04-134-3-II-Jenga.csv|1|14|1|['möschte', 'möchte', 'mäste', 'müsste', 'Möchte', 'müßte', 'möchten', 'müßige', 'möchtet', 'Müsste']|True|1.0|False
2942|Wen|Wenn|04-134-3-II-Jenga.csv|6|5|5|['Wen', 'Wenn', 'Wem', 'Wehen', 'wenn', 'wen', 'Wein', 'Wenns', 'Wehe', 'Was']|True|1.0|False
2943|Koton|Karton|04-134-3-II-Jenga.csv|1|260|1|['Kokon', 'Kordon', 'Kokons', 'Karton', 'Konto', 'Kanton', 'Cordon', 'Kondom', 'Kokos', 'Kaution']|True|3.0|False
2944|wohlte|wollte|04-134-3-II-Jenga.csv|7|201|7|['wollte', 'johlte', 'wählte', 'wühlte', 'wohlige', 'wohlsten', 'Wollte', 'wohltätige', 'wollten', 'Volte']|True|0.0|True
2945|kabutgeganen|kaputtgegangen|04-134-3-II-Jenga.csv|1|17|1|['kaputtgegangen', 'kaputtgehauen', 'gutgegangen', 'kaputtgingen', 'kaputtgehen', 'glattgegangen', 'ausgegangen', 'kaputtkriegen', 'aufgegangen', 'kaputtging']|True|0.0|True
2946|Glük|Glück|04-134-3-II-Jenga.csv|1|18|1|['Glück', 'Glücks', 'glückt', 'Glücklich', 'glücken', 'Glückes', 'Gluck', 'Glöckchen', 'Glucks', 'glücklich']|True|0.0|True
2947|gefanen|gefangen|04-134-3-II-Jenga.csv|1|5|1|['gefangen', 'Gefangen', 'gefahrenen', 'gefangenen', 'gefahren', 'gewannen', 'gefangenem', 'gefangene', 'Gefangenen', 'Gefahren']|True|0.0|True
2948|gespant|gespannt|04-134-3-II-Jenga.csv|6|10|6|['gespannt', 'Gespannt', 'gespannte', 'gespanntem', 'gespannten', 'gespart', 'gespannter', 'Gespannte', 'verspannt', 'bespannt']|True|0.0|True
2949|Geber|gelber|04-134-3-II-Jenga.csv|1|1|1|['Gelber', 'Gräber', 'Geifer', 'Greifer', 'Gebe', 'Gebell', 'Gebein', 'gebar', 'Geben', 'Gebeten']|False||False
2950|rauß|raus|04-134-3-II-Jenga.csv|12|26|12|['raus', 'drauß', 'reiß', 'Raus', 'heraus', 'draußen', 'kraus', 'raues', 'draus', 'reißt']|True|0.0|True
2951|verstckt|versteckt|04-135-3-II-Jenga.csv|1|44|1|['versteckt', 'verstockt', 'versteckst', 'Versteckt', 'verstrickt', 'Versteckst', 'versteckte', 'verstecktem', 'versteckten', 'verstockten']|True|0.0|True
2952|veticht|fertig|04-135-3-II-Jenga.csv|1|43|1|['verdichten', 'vertippt', 'vernichte', 'verdickt', 'vernichten', 'fertigt', 'festigt', 'vernichtest', 'verdichtet', 'verdingt']|False||False
2953|sans|saß|04-135-3-II-Jenga.csv|1|59|1|['Sands', 'seins', 'Spans', 'staunst', 'Sandes', 'Sandsack', 'ans', 'Zahns', 'sann', 'sang']|False||False
2954|kartag|Karton|04-135-3-II-Jenga.csv|1|260|1|['Charta', 'Kurstag', 'Cottage', 'krank', 'karthagische', 'Krage', 'karg', 'Garage', 'garstig', 'karrte']|False||False
2955|aunwol|obwohl|04-135-3-II-Jenga.csv|1|4|1|['unwohl', 'Unwohl', 'grauenvoll', 'anschwoll', 'sinnvoll', 'grauenvolle', 'grauenvollem', 'grauenvollen', 'baumwollene', 'reinwollen']|False||False
2956|zubrochen|zerbrochen|04-135-3-II-Jenga.csv|1|1|1|['zukrochen', 'zerbrochen', 'zusprechen', 'zugesprochen', 'zuprosten', 'zugekrochen', 'zurollen', 'einzubrechen', 'zubrachte', 'Zerbrochen']|True|1.0|False
2957|Bam|kam|04-135-3-II-Jenga.csv|1|129|1|['Baum', 'Boom', 'Bekam', 'Beim', 'Bann', 'Bahn', 'bang', 'Bar', 'Vamp', 'Beamen']|False||False
2958|Hols|Holz|04-136-3-II-Jenga.csv|1|1|1|['Holz', 'Holst', 'Holmes', 'holst', 'Holgers', 'Hotels', 'Hole', 'Hol', 'Holle', 'Hals']|True|0.0|True
2959|Hozlteil|Holzteil|04-136-3-II-Jenga.csv|1|1|1|['Holzteil', 'Holzteile', 'Holzteilen', 'Holzleim', 'Holzkeil', 'Hochseil', 'Holzstiel', 'Hochstein', 'Holzdiele', 'Holzengel']|True|0.0|True
2960|duen|tun|04-136-3-II-Jenga.csv|1|11|1|['dun', 'üben', 'tuen', 'düsen', 'duzen', 'ducken', 'dummen', 'duschen', 'duften', 'deuten']|False||False
2961|Leste|letzte|04-136-3-II-Jenga.csv|1|2|1|['Letzte', 'Liste', 'Leiste', 'Lest', 'Lästert', 'letzte', 'Liebste', 'lästige', 'Letzten', 'Letztes']|True|5.0|False
2962|tail|Teil|04-136-3-II-Jenga.csv|1|1|1|['teil', 'Teil', 'Taille', 'mail', 'stabil', 'teils', 'Toile', 'teilt', 'teile', 'steil']|True|1.0|False
2963|Turmm|Turm|04-136-3-II-Jenga.csv|4|24|4|['Turm', 'Turms', 'Turme', 'Turmes', 'Türme', 'Türmen', 'Tummi', 'türmt', 'Turmdach', 'Turmuhr']|True|0.0|True
2964|insezen|hinsetzen|04-136-3-II-Jenga.csv|1|20|1|['hinsetzen', 'entsetzen', 'Entsetzen', 'einsetzen', 'Hinsetzen', 'aufsetzen', 'hinsetzten', 'ansetzen', 'entsetzten', 'reinsetzen']|True|0.0|True
2965|Kaoton|Karton|04-136-3-II-Jenga.csv|1|260|1|['Kaution', 'Karton', 'Chaoten', 'Kanton', 'Kokon', 'Karotten', 'Kartons', 'Kordon', 'Kapätän', 'koten']|True|1.0|False
2966|erstcaunt|erstaunt|04-136-3-II-Jenga.csv|1|7|1|['erstaunt', 'Erstaunt', 'erstaunte', 'erstauntem', 'erstaunten', 'erstaunter', 'Erstaunten', 'erstauntes', 'erstaunen', 'erstand']|True|0.0|True
2967|Krabeln|krabbeln|04-136-3-II-Jenga.csv|1|3|1|['Krabbeln', 'krabbeln', 'Kribbeln', 'Kabeln', 'kribbeln', 'krabbelnd', 'krakeln', 'Krabben', 'graben', 'krabbelten']|True|1.0|False
2968|Holzkloze|Holzklötze|04-136-3-II-Jenga.csv|1|2|1|['Holzklötze', 'Holzklotz', 'Holzklötzchen', 'Holzkreuze', 'Holzlanze', 'Holzkreuzen', 'Holzkreuzes', 'Holzkohle', 'Holzkreuz', 'Holzklauben']|True|0.0|True
2969|Aallle|Alle|04-136-3-II-Jenga.csv|1|7|1|['Alle', 'Allee', 'alle', 'Aale', 'parallele', 'Abfalle', 'Allen', 'Alles', 'Allem', 'Aller']|True|0.0|True
2970|bewekt|bewegt|04-138-3-II-Jenga.csv|2|5|2|['bewegt', 'Bewegt', 'bewegst', 'bewirkt', 'bewegte', 'beweg', 'bewegten', 'bezweckst', 'bewegen', 'bezweckt']|True|0.0|True
2971|Bauklözte|Bauklötze|04-139-3-II-Jenga.csv|1|15|1|['Bauklötze', 'Bauklötzen', 'Bauklötzchen', 'Bauleute', 'Baumleute', 'Packliste', 'Blutklöße', 'Backkünste', 'Blutklößen', 'Baukasten']|True|0.0|True
2972|nu|nur|04-139-3-II-Jenga.csv|1|7|1|['nu', 'Nu', 'neu', 'nun', 'nur', 'Nun', 'Nuß', 'Nur', 'Neu', 'ni']|True|4.0|False
2973|Bauklozt|Bauklotz|04-139-3-II-Jenga.csv|1|5|1|['Bauklötzen', 'Bauklötze', 'Bauklötzchen', 'Baukunst', 'Blutkloß', 'beglotzten', 'Bankrott', 'baumlosen', 'Bauchloch', 'Baukasten']|False||False
2974|Bauklöste|Bauklötze|04-139-3-II-Jenga.csv|1|15|1|['Bauklötze', 'Bauklötzen', 'Bauklötzchen', 'Blutklöße', 'Packliste', 'Bauleute', 'Blutklößen', 'Baukasten', 'Baumleute', 'Blutklößeteig']|True|0.0|True
2975|sezte|setzte|04-139-3-II-Jenga.csv|3|6|3|['setzte', 'sechste', 'setzten', 'schätzte', 'stelzte', 'Sechste', 'Setzten', 'ersetzte', 'scherzte', 'entsetzte']|True|0.0|True
2976|Plöztlch|Plötzlich|04-139-3-II-Jenga.csv|1|117|1|['Plötzlich', 'plötzlich', 'Plötzliche', 'plötzliche', 'plötzlichem', 'plötzlichen', 'plötzlicher', 'plötzliches', 'urplötzlich', 'Plötzen']|True|0.0|True
2977|frakten|fragten|04-139-3-II-Jenga.csv|1|1|1|['fragten', 'freuten', 'fragte', 'fragen', 'Franken', 'verhakten', 'befragten', 'verjagten', 'Fakten', 'fragt']|True|0.0|True
2978|te|da|04-139-3-II-Jenga.csv|3|86|1|['äffte', 'trete', 'tret', 'Tee', 'tät', 'äfften', 'teste', 'täte', 'jute', 'tue']|False||False
2979|schnupfte|schnupperte|04-140-3-II-Jenga.csv|1|3|1|['schnupfte', 'schnupft', 'schupfte', 'schnupperte', 'schlupfte', 'schnupfen', 'schnuffte', 'schrumpfte', 'Schnupfen', 'stupfte']|True|3.0|False
2980|vorletzdes|vorletztes|04-140-3-II-Jenga.csv|1|1|1|['vorletztes', 'Vorletztes', 'verletztes', 'vorletzter', 'vorletzte', 'vorletzten', 'verletzender', 'verletzende', 'verletzenden', 'verletztem']|True|0.0|True
2981|drauftuen|drauftun|04-143-3-II-Jenga.csv|1|2|1|['draufdrücken', 'draufhauen', 'draufstoßen', 'drauftreten', 'Draufhauen', 'draufstehen', 'draufstanden', 'draufsetzen', 'draufspucken', 'Drauftreten']|False||False
2982|lezten|letzten|04-143-3-II-Jenga.csv|2|10|2|['letzten', 'letztem', 'Letzten', 'fläzten', 'letztens', 'glänzten', 'letztes', 'Letztens', 'letzteren', 'letzter']|True|0.0|True
2983|schop|schob|04-143-3-II-Jenga.csv|1|1|1|['schob', 'Schob', 'Schopf', 'stopp', 'Stopp', 'stob', 'schoben', 'stopf', 'Shoppen', 'Stopf']|True|0.0|True
2984|rechz|rechts|04-143-3-II-Jenga.csv|2|3|2|['rechts', 'recht', 'Rechts', 'Recht', 'rechte', 'rechtem', 'rechten', 'rächt', 'brecht', 'juchzt']|True|0.0|True
2985|set|setz|04-143-3-II-Jenga.csv|8|6|2|['set', 'Seht', 'sät', 'Set', 'seht', 'sehnt', 'setzt', 'setz', 'seit', 'suchet']|True|7.0|False
2986|grischt|kriecht|04-149-3-II-Jenga.csv|1|14|1|['kreischt', 'Kriecht', 'gerecht', 'drischt', 'kriecht', 'grinst', 'glitscht', 'gekreischt', 'Gischt', 'gereist']|True|4.0|False
2987|sehtz|setz|04-149-3-II-Jenga.csv|1|6|1|['setz', 'Setz', 'seht', 'setzt', 'setze', 'setzen', 'schätz', 'setzte', 'Sets', 'Setzt']|True|0.0|True
2988|ralsgegommen|rausgekommen|04-149-3-II-Jenga.csv|1|5|1|['rausgekommen', 'herausgekommen', 'rangekommen', 'rausgenommen', 'losgekommen', 'reingekommen', 'ausgekommen', 'rausbekommen', 'herabgekommen', 'raufgekommen']|True|0.0|True
2989|hinggefallen|hingefallen|04-149-3-II-Jenga.csv|1|11|1|['hingefallen', 'Hingefallen', 'hereingefallen', 'hinabgefallen', 'eingefallen', 'hineingefallen', 'angefallen', 'hineinfallen', 'hinfallen', 'hinuntergefallen']|True|0.0|True
2990|woh|wo|04-149-3-II-Jenga.csv|3|8|3|['wo', 'wohn', 'wohl', 'woher', 'Wohl', 'wohnlich', 'wohin', 'wohne', 'wohnen', 'froh']|True|0.0|True
2991|rausgegommen|rausgekommen|04-149-3-II-Jenga.csv|1|5|1|['rausgekommen', 'herausgekommen', 'rausgenommen', 'ausgekommen', 'raufgekommen', 'rausbekommen', 'reingekommen', 'herausgenommen', 'hinausgekommen', 'heraufgekommen']|True|0.0|True
2992|gefahlen|gefallen|04-154-3-II-Jenga.csv|6|69|6|['gefallen', 'befahlen', 'Gefallen', 'gefallenen', 'gefehlt', 'gefallene', 'gefahren', 'Gefühlen', 'Gefallenen', 'gefallener']|True|0.0|True
2993|kaputgehgangen|kaputtgegangen|04-154-3-II-Jenga.csv|2|17|2|['kaputtgegangen', 'kaputtgemacht', 'kaputtgelacht', 'kaputtgingen', 'kaputtgehauen', 'gutgegangen', 'glattgegangen', 'kaputtgehen', 'kaputtging', 'kaputtgeht']|True|0.0|True
2994|unfal|Unfall|04-160-3-II-Jenga.csv|2|3|2|['Unfall', 'Unfalls', 'umfalle', 'umfallen', 'Unfälle', 'umfällt', 'Unfällen', 'umfiel', 'mundfaul', 'fünfmal']|True|0.0|True
2995|belht|bellt|04-160-3-II-Jenga.csv|2|138|2|['bellt', 'belehrt', 'belohnt', 'belädt', 'hebelt', 'bellst', 'belegt', 'pellt', 'bellte', 'bellten']|True|0.0|True
2996|Kihste|Kiste|04-160-3-II-Jenga.csv|1|27|1|['Kiste', 'Kühnste', 'Kisten', 'Küste', 'Kühnsten', 'Künste', 'kühnste', 'koste', 'Küsten', 'kiekste']|True|0.0|True
2997|weihl|weil|04-160-3-II-Jenga.csv|2|82|2|['weil', 'weilt', 'weih', 'Weil', 'wohl', 'Well', 'weiht', 'Wahl', 'weilen', 'weichlich']|True|0.0|True
2998|umfelt|umfällt|04-160-3-II-Jenga.csv|2|2|2|['umfällt', 'Umfeld', 'umfällst', 'Umwelt', 'umfielen', 'humpelt', 'rumpelt', 'umflutet', 'umwallte', 'umwandelt']|True|0.0|True
2999|glühg|Glück|04-160-3-II-Jenga.csv|1|18|1|['glüht', 'glühe', 'Glück', 'glühen', 'glühend', 'gepflügt', 'glückt', 'glühte', 'glühten', 'glücken']|True|2.0|False
3000|gebliben|geblieben|04-160-3-II-Jenga.csv|3|8|3|['geblieben', 'Geblieben', 'gebliebenen', 'gebliebene', 'gebliebener', 'verblieben', 'verbleiben', 'verbliebenen', 'geliebten', 'dageblieben']|True|0.0|True
3001|Kisste|Kiste|04-160-3-II-Jenga.csv|1|27|1|['Kiste', 'küsste', 'Knister', 'Kisten', 'Kissen', 'Küste', 'Küsst', 'küssten', 'Knistern', 'kiekste']|True|0.0|True
