Schdift	Stift	2
lart	lacht	1
Klenlt	klingelt	1
Luscher	Lutscher	4
froit	freut	2
fensta	Fenster	3
froiit	freut	1
knikt	kriegt	1
Flu	Flur	1
maht	macht	5
soagen	Sorgen	1
frakt	fragt	2
gehsen	gesehen	13
Weill	weil	3
gukt	guckt	12
Schbigel	Spiegel	1
überaschung	Überraschung	11
umam	umarm	1
hundefuter	Hundefutter	3
telefonirt	telefoniert	3
umarmnt	umarmt	2
wehgen	wegen	1
geschengt	geschenkt	2
Loly	Lolli	24
nim	nimm	6
vorloren	verloren	1
häten	hängten	1
zätl	Zettel	1
Hllo	Hallo	1
bis	bins	1
gefunen	gefunden	3
fochbie	vorbei	1
Dreien	rein	1
Laucher	Lutscher	1
gächt	gebracht	1
hazt	hast	1
Te	The	1
Plockate	Plakate	2
fermist	vermisst	19
Kugte	kuckte	2
sonzt	sonst	2
haus	haust	1
walm	weil	1
jemant	jemand	10
jemat	jemand	2
tur	Tür	2
bäld	bellt	1
zeteln	Zetteln	2
sietzt	sitzt	1
umamnt	umarmt	1
futert	futtert	1
Klepte	klebte	1
stul	Stuhl	3
kukte	kuckte	21
lechelte	lächelte	5
worher	vorher	1
Bbätter	Blätter	1
Jemad	jemand	1
Geschek	Geschenk	1
weckgelaufen	weggelaufen	7
haber	aber	1
ga	gar	9
nicksten	nächsten	2
frest	fresst	2
wigen	wegen	1
Trauegen	traurigen	1
frags	fragt	1
has	hast	3
plackate	Plakate	8
aufgehengt	aufgehängt	9
ofen	offen	4
aleine	alleine	7
One	ohne	1
beser	besser	3
Keht	geht	1
Kukut	kuckt	1
Füla	Füller	1
flent	flennt	1
Würsichin	Würstchen	1
Ketan	getan	1
Freund,in	Freundin	1
kefunden	gefunden	3
klinelt	klingelt	3
luche	Lutscher	1
Frud	freut	1
famist	vermisst	4
hon	schon	1
gerfrüut	gefreut	1
Weckgehlaufen	weggelaufen	1
dis	bis	3
früt	freut	2
rausch	raus	1
geden	geben	2
freschen	fressen	1
faschwundene	verschwundene	1
klienelt	klingelt	1
sargt	sagt	4
mus	muss	20
fehnster	Fenster	4
darr	da	1
schutelt	schüttelt	1
abens	abends	1
suhcht	sucht	3
suhchtplakat	Suchplakat	1
numer	Nummer	12
gmelde	gemeldet	1
bkarm	bekam	1
gefönden	gefunden	1
haustüra	Haustüre	1
alls	alles	1
widr	wieder	1
dol	doll	8
Stad	Stadt	11
hänckte	hängte	2
nemand	niemand	1
juhnge	Junge	1
hholo	hallo	1
diech	dich	3
schonn	schon	6
bieschen	bisschen	1
Mituden	Minuten	1
schperter	später	1
horte	hörte	3
taz	das	1
laehte	lachte	1
winer	wieder	1
Ires	ihres	1
Frü	Früh	1
Stit	steht	1
amf	auf	1
kukct	kuckt	1
nurkemzwo	nirgendwo	1
stit	steht	1
git	geht	4
Wastet	wartet	1
nab	hab	1
schurch	schon	1
beschlosen	beschlossen	2
hegen	hängen	1
Telofonnumer	Telefonnummer	1
rase=	Rasse	1
nartürlisch	natürlich	1
Anru=f	Anruf	2
gefonden	gefunden	1
bes=chlosen	beschlossen	1
gleisch	gleich	2
gap	gab	2
sofard	sofort	1
adrese	Adresse	5
gehörd	gehört	1
belen	Bellen	5
gluglis=ch	glücklich	1
soger	sogar	10
ausgeschteld	rausgestellt	1
du	da	1
umarmd	umarmt	3
sofurd	sofort	1
gescheng	Geschenk	1
dunke	danke	1
Liebed	lieber	1
gefeld	gefehlt	1
geschteld	gestellt	1
lip	lieb	1
nochmalß	nochmals	1
Steckbrife	Steckbriefe	7
traurg	traurig	3
wemand	jemand	2
Kricht	kriegt	1
freundentrenen	Freudentränen	2
famiste	vermisste	1
Kuke	kucke	1
schtift	Stift	3
hant	Hand	15
Telofonire	telefoniere	1
frole	freue	1
encklich	endlich	2
klngelt	klingelt	1
gehlaufen	gelaufen	3
auserdem	außerdem	1
findes	findest	1
Lolly	Lolli	42
plakarte	Plakate	7
Fnster	Fenster	4
freud	freut	10
seher	sehr	7
Fresen	Fressen	1
hingeselt	hingestellt	1
angrufen	angerufen	1
ersaunt	erstaunt	1
gfragt	gefragt	1
op	ob	5
sahr	sah	16
wicht	wischt	1
Lutcher	Lutscher	6
mitgbracht	mitgebracht	1
gesichte	Geschichte	2
glafen	gelaufen	1
vermiszetel	Vermisstzettel	1
nigs	nix	3
gerüjet	gerührt	1
zun	zum	5
Gluk	Glück	1
kluklich	glücklich	1
Fermist	vermisst	1
sich	sie	3
gechent	gehängt	1
Kukt	kuckt	6
telofonichet	telefoniert	1
Var	war	2
lolipop	Lollipop	3
seigt	zeigt	7
gecht	geht	5
yemant	jemand	3
Kugt	kuckt	7
fohr	vor	7
biessien	bisschen	1
Telefonumer	Telefonnummer	3
lechelt	lächelt	7
unger	Hunger	2
rgeht	geht	1
weinnent	weinend	1
Strasen	Straßen	1
Wende	Wände	3
Fota	Foto	1
aufgehangt	aufgehängt	1
weist	weißt	12
tatzechlich	tatsächlich	1
kingelt	klingelt	1
Ferlohren	verloren	2
plackarte	Plakate	1
giehng	ging	1
Dunn	Dann	2
kliengelte	klingelte	4
gehgangen	gegangen	9
cklingelte	klingelte	2
Tühr	Tür	3
Lutschelr	Lutscher	1
enkt	hängt	1
nimat	niemand	2
Kesen	gesehen	1
Huse	Hause	5
kekan	gegangen	1
Kefaint	geweint	1
fua	vor	1
Telefun	Telefon	2
sain	sein	1
Fruint	Freund	1
ankerufen	angerufen	1
Kefruit	gefreut	1
wekgelaufen	weggelaufen	7
Sekbrife	Steckbriefe	1
futernopf	Futternapf	1
schlus	Schluss	4
falid	verliert	1
schpanzin	spazieren	1
tarlisch	traurig	1
telefornert	telefoniert	1
wekgelafen	weggelaufen	1
augehangen	aufgehangen	1
Waind	weint	1
Weck	weg	1
uartet	wartet	1
Telewoniniem	telefonieren	1
froin	freuen	1
froien	freuen	1
nimant	niemand	2
Trokenfutter	Trockenfutter	1
keines	kleines	1
Mätchen	Mädchen	5
Pakatte	Plakate	1
klibt	klebt	1
aluer	aber	1
zuh	zur	1
Tuhe	Türe	2
deurl	doll	1
deuldlih	deutlich	1
unarmen	umarmen	1
fsest	fresst	1
abet	aber	1
laragsama	langsamer	1
gehenkt	gehängt	1
gesehn	gesehen	17
Brigen	bringen	1
oke	okay	4
gloglich	glücklich	1
Blumenstraus	Blumenstrauß	1
frölichkeit	Fröhlichkeit	1
Plackte	Plakate	2
Plackaten	Plakaten	2
sen	sehen	2
abe	habe	1
fraut	freut	2
danch	danach	3
trinen	drinnen	1
nirgenswo	nirgendwo	2
hord	hört	1
istn	ist	1
chnel	schnell	1
ture	Türe	1
dasrauf	darauf	1
widerzusehen	wiederzusehen	5
such	sich	1
valoren	verloren	2
hnkt	hängt	1
anrut	anruft	1
glügrich	glücklich	1
hngte	hängte	1
drasen	draußen	1
heiy	hey	1
Würklich	Wirklich	1
brin	bring	3
okey	okay	13
klingld	klingelt	1
freßchen	Fresschen	1
Wandt	Wand	1
Kulie	Kuli	3
Gechenk	Geschenk	1
ver	wer	2
gechenk	Geschenk	1
Gechichte	Geschichte	2
suht	sucht	2
Want	Wand	1
Stuel	Stuhl	1
loiete	Leute	1
noma	Nummer	1
lest	lässt	39
füler	Füller	4
miet	mit	4
gefroiet	gefreut	1
wieda	wieder	4
trauich	traurig	1
Werloren	verloren	1
Ged	geht	1
Watete	wartete	1
ema	immer	1
nocht	noch	1
ruat	ruft	1
dn	dann	1
ruut	ruft	1
gewunden	gefunden	4
ate	hatte	3
wür	für	2
einene	eine	1
Lhden	lachten	1
Glüglie	glücklich	1
ewes	ewig	1
feteilt	verteilt	1
voler	voller	2
Schelt	schellt	1
Dindon	Dingdong	1
don	dong	1
sechr	sehr	1
biest	bist	2
stehd	steht	1
drann	dran	4
were	wer	1
rüher	rüber	2
danker	danke	1
geschet	Geschenk	1
sond	sonst	1
wirs	wirst	1
sanem	seinen	1
stüft	Stift	2
san	sein	3
frond	Freund	1
fronden	Freundin	1
baei	bei	1
gefrout	gefreut	1
gestelt	gestellt	12
gedrükt	gedrückt	1
lolepop	Lollipop	1
läst	lässt	25
fahlen	fallen	2
Deusch	Deutsch	1
nichd	nicht	3
Jemant	Jemand	1
Hu	Hund	1
ish	ich	3
dish	dich	1
verschtanden	verstanden	2
Hauser	Häuser	1
gesturmt	gestürmt	1
fagesen	vergessen	2
wuste	wusste	38
beckteftig	beschäftigt	1
gesriben	geschrieben	1
gekikt	gekuckt	1
zurükkricht	zurückkriegt	1
sid	sieht	14
ren	renn	2
lanwel	langweil	1
sagtt	sagt	2
wuf	wuff	18
zurüg	zurück	4
dannke	danke	2
einruft	anruft	2
Füler	Füller	4
holo	hallo	1
gedruckt	gedrückt	2
veloren	verloren	2
bleter	Blätter	1
puld	Pult	1
gegomen	gekommen	1
gecheng	Geschenk	1
ummt	umarmt	1
gechen	Geschenk	1
idde	Idee	4
Tazächlich	tatsächlich	1
gescheinge	Geschenk	1
Lucher	Lutscher	7
Un	Und	4
wisen	wissen	10
weK	weg	2
Kan	kann	4
fröide	Freude	1
wais	weiß	1
saKt	sagt	1
hicht	nicht	1
aphaun	abhauen	1
Umamt	umarmt	2
gegeden	gegeben	1
Jez	jetzt	3
efunde	gefunden	1
trauisch	traurig	1
gloklich	glücklich	1
Bilt	Bild	1
kinden	klingeln	1
fek	weg	1
wartetde	wartete	1
wartede	wartete	1
kligelts	klingelts	1
gehtan	getan	2
zürück	zurück	6
konmen	kommen	1
zoll	soll	1
kligel	Klingel	1
Glücklisch	glücklich	1
Ferloren	verloren	2
Jst	Jetzt	1
chon	schon	1
hap	hab	6
widergefunden	wiedergefunden	1
gecheg	Geschenk	1
genumen	genommen	1
hegnd	hängt	1
bescheit	Bescheid	3
farten	warten	2
bekonen	bekommen	3
gelechent	gelächelt	1
Sizt	sitzt	1
tenefon	Telefon	1
telefohn	Telefon	1
Silder	Schilder	1
se	es	1
richdik	richtig	1
gülücklich	glücklich	1
gekilinelt	geklingelt	1
hählt	hält	1
wachtet	wartet	4
futa	Futter	2
zurük	zurück	21
gesscheng	Geschenk	1
froyde	Freude	1
sachen	suchen	1
kligeld	klingelt	2
gscheng	Geschenk	1
EHN	END	1
dauuste	dauerte	1
dauate	dauerte	1
gaz	ganz	1
plotzlich	plötzlich	10
telofon	Telefon	3
nuch	nur	1
Si	Sie	2
hngt	hängt	1
pagt	Plakat	1
Waeit	weint	1
angs	Angst	6
wrtet	wartet	1
kigt	kriegt	3
wot	freut	1
snt	sind	1
uma	umarm	1
gesichnt	Geschenk	1
nr	er	1
esehn	Essen	1
sch	sich	1
Schtift	Stift	2
sackte	sagte	3
Geweind	geweint	1
Postan	Poster	1
geschreiben	geschrieben	1
lag	lang	1
traugi	traurig	1
träschn	Tränchen	1
hebe	habe	1
gefreud	gefreut	5
träschen	Tränchen	1
mitgebraht	mitgebracht	2
irhe	ihre	2
geessen	gegessen	1
traschen	Tränchen	1
risige	riesige	1
ainer	einer	1
notfal	Notfall	1
kainer	keiner	2
liblingsessen	Lieblingsessen	2
drause	draußen	2
hingestelt	hingestellt	8
gesakt	gesagt	3
freudentrenen	Freudentränen	6
dauf	drauf	1
steth	steht	1
sihe	sie	1
zetel	Zettel	8
Schuhle	Schule	12
priwat	privat	1
unglauplich	unglaublich	1
Sihe	Sie	1
hemerten	hämmerten	1
ma	na	1
fuhternapf	Futternapf	1
grücklich	glücklich	1
Geschenckt	geschenkt	1
gebanken	Gedanken	1
Beibe	Beide	1
Bekomen	bekommen	2
pa	paar	4
dannnach	danach	1
zuch	such	1
ya	ja	4
mitbring	mitbringen	1
gechng	Geschenk	1
mitgebrht	mitgebracht	1
übeal	überall	1
fenzder	Fenster	1
schelt	schellt	6
häte	hätte	4
aufgepast	aufgepasst	3
fermise	vermisse	2
harbe	habe	3
taurich	traurig	1
nichtz	nichts	5
sakd	sagt	1
glaiech	gleich	1
sieich	sich	1
luscha	Lutscher	1
liber	lieber	2
acha	aber	1
spingt	springt	5
Schlus	Schluss	1
gelanded	gelandet	3
plischnas	plitschnass	1
trausen	draußen	2
abba	aber	2
Wise	Wiese	1
Frusch	Frosch	1
Maua	Mauer	13
Wasa	Wasser	1
konte	konnte	24
geschrin	geschrien	3
hirhin	hierhin	3
höen	hören	1
hiterher	hinterher	4
enem	einem	2
Blat	Blatt	8
geschprungen	gesprungen	9
einnes	Eines	1
ruse	raus	1
gerunte	gerannt	1
frazuced	versucht	1
shnel	schnell	1
frzuced	versucht	1
of	auf	3
andre	andere	3
muarr	Mauer	1
when	wenn	1
site	Seite	1
wer	war	5
nase	nass	1
Spatzirgang	Spaziergang	1
sied	sieht	28
ziet	zieht	17
Wisse	Wiese	1
schpringt	springt	9
Wassa	Wasser	2
Schtrömt	strömt	1
dolle	doll	4
angekomen	angekommen	9
sarkt	sagt	1
spatsiren	spazieren	1
hintaher	hinterher	5
schrinkt	springt	1
losGerisen	losgerissen	1
hintaHer	hinterher	1
löft	läuft	1
froch	Frosch	24
sqrint	springt	1
mouer	Mauer	1
On	Und	1
get's	geht's	1
loslasen	loslassen	3
zurükwinken	zurückwinken	1
klabt	klappt	1
Jezt	Jetzt	9
jagd	jagt	2
forne	vorne	6
rehnen	rennen	4
rehnt	rennt	1
eineholt	eingeholt	1
Alz	Als	2
ankahmen	ankamen	1
sas	saß	28
schnüfelt	schnüffelt	2
Fosch	Frosch	1
west	fest	4
kreftig	kräftig	3
wüsten	wüssten	1
ihn	hin	3
Plechtenass	plitschnass	1
komst	kommst	2
mussen	müssen	4
sprinkt	springt	14
nas	nass	19
spatsirn	spazieren	2
schneL	schnell	1
Lest	lässt	5
hiterHer	hinterher	1
mauar	Mauer	1
ien	in	1
spazirengegangen	spazierengegangen	1
gehrochen	gerochen	2
dafon	davon	10
schlap	schlapp	1
gahsi	Gassi	1
veg	weg	2
fehstalten	festhalten	1
schnufelt	schnüffelt	2
freusch	Frosch	2
maua	Mauer	14
deide	beide	1
gerund	gerannt	1
züruk	zurück	1
gerant	gerannt	18
plitznass	plitschnass	1
ferapreded	verabredet	1
losgeisen	losgerissen	1
mas	nass	1
gesechen	gesehen	2
scheler	schneller	1
sidz	sitzt	1
geangen	gegangen	1
gerohen	gerochen	2
künte	könnte	2
gegngen	gegangen	2
gelht	gelacht	1
neugierg	neugierig	1
schpazinen	spazieren	1
wolte-	wollte	1
ferfolgt-	verfolgt	1
Mauer-	Mauer	1
ins-	ins	1
waser	Wasser	18
rennd	rennt	10
losgelasen	losgelassen	12
Nasen	Nassen	2
Blad	Blatt	3
Spaziren	spazieren	5
freigehlasen	freigelassen	1
Kom	Komm	2
hüfpt	hüpft	1
Meuer	Mauer	1
Waser	Wasser	3
kuken	kucken	14
gehsehn	gesehen	5
Froch	Frosch	18
schsprinkt	springt	1
fußgangerzone	Fußgängerzone	1
hastich	hastig	1
landed	landet	2
geschnupert	geschnuppert	2
erschrekt	erschreckt	18
jedefa	ebenfalls	1
ladet	landet	1
spartziergang	Spaziergang	1
Bleb	Bleib	1
nichs	nichts	10
stadesen	stattdessen	1
Her	Herr	3
wangen	fangen	1
schaft	schafft	7
ader	aber	9
Hern	Herrn	4
schdringt	springt	1
uer	über	1
serose	Seerose	2
daswegen	deswegen	6
ausgerust	ausgerutscht	1
blat	Blatt	5
nemlich	nämlich	9
inz	ins	12
müsten	müssten	5
kurwe	Kurve	3
Blutzlich	Plötzlich	1
sprinngt	springt	1
rusch	rutsch	1
wenigsten	wenigstens	1
Plasch	platsch	1
bischien	bisschen	1
gasi	Gassi	8
Wrosch	Frosch	4
kontge	konnte	1
losgelaen	losgelassen	1
gehoschen	gehorchen	1
gehorschen	Gehorchen	1
spazian	spazieren	1
feshalten	festhalten	1
schpazien	spazieren	3
heer	her	1
wekk	weg	1
hehr	her	1
flus	Fluss	2
losgelaße	losgelassen	1
püber	rüber	1
plitschenass	pitschnass	1
sparzien	spazieren	1
zeit	sieht	1
festalten	festhalten	1
sprint	springt	5
Sparzirgang	Spaziergang	1
Leuft	läuft	4
hienterher	hinterher	7
zohg	zog	1
stran	stramm	1
konen	können	1
ranten	rannten	11
gonte	konnte	1
gehzogen	gezogen	1
endegt	entdeckt	2
iergentwas	irgendwas	1
renntt	rennt	1
weiler	weiter	2
farliert	verliert	1
wiert	wird	8
zit	zieht	15
trefen	treffen	16
passirt	passiert	11
zuruk	zurück	3
müsen	müssen	5
nasen	Nassen	1
Bark	Park	2
Früling	Frühling	2
komich	komisch	2
wusten	wussten	8
hta	hat	2
plöstlich	Plötzlich	2
weggerant	weggerannt	7
geschwiste	geschwitzte	2
hende	Hände	3
gerisen	gerissen	3
nei	nein	2
anung	Ahnung	4
ein-	ein	2
filach	vielleicht	2
sons	sonst	4
verliren	verlieren	2
höfst	hüpft	2
gespungen	gesprungen	1
schspaziren	spazieren	1
hienderheer	hinterher	1
hiderheer	hinterher	1
Plat	Blatt	1
Teisch	Teich	3
spaziern	spazieren	1
plözliech	plötzlich	1
spatsieren	spazieren	1
mid	mit	3
reist	reißt	32
brüben	drüben	1
stechn	stecken	1
kommherzeichen	Komm-her-Zeichen	1
stele	Stelle	1
fligt	fliegt	16
Tant	tarnt	1
saua	sauer	1
beschefdigt	beschäftigt	1
siest	siehst	2
verwolgen	verfolgen	2
erschrikt	erschrickt	1
lossgelasen	losgelassen	1
hinnterher	hinterher	1
plichenass	plitschnass	1
staziren	spazieren	1
weklauen	weglaufen	1
plitcheplachenass	plitscheplatschenass	1
hatet	hattet	2
sorük	zurück	1
zürck	zurück	2
steken	stecken	3
geblben	geblieben	1
Henterher	hinterher	1
bleb	bleib	1
schten	stehen	2
forosch	Frosch	1
wode	wurde	1
gluklesch	glücklich	1
Schteken	stecken	1
gebleben	geblieben	1
teisch	Teich	2
Lalen	Leinen	1
Forsch	Frosch	2
Mauea	Mauer	1
Pach	patsch	1
parg	Park	1
Folden	wollten	1
sparsiren	spazieren	1
fegendan	wehgetan	1
cha	ja	1
wreigelasen	freigelassen	1
Fegedan	wehgetan	1
hannd	hat	1
aper	aber	2
feg	weg	3
hinder	hinter	4
grönen	grünen	1
pland	Blatt	1
wolde	wollte	2
ausgeruchnd	ausgerutscht	1
dass	das	48
gestregnd	gestreckt	1
nichnd	nicht	1
uun	und	1
hapen	haben	1
ausgelachnd	ausgelacht	2
faser	Wasser	1
verlirt	verliert	1
schnüwelt	schnüffelt	1
Frasch	Frosch	1
einfch-	einfach	1
stopen	stoppen	3
schrbrigt	springt	2
wegleift	wegläuft	1
sPasieren	spazieren	1
sPninkt	springt	1
ausgeacht	ausgelacht	1
Schbasin	spazieren	1
Plöslich	Plötzlich	1
inn	ihn	3
Ferfolkt	verfolgt	1
Ties	Tier	1
plischnass	plitschnass	1
gezoggen	gezogen	1
gechprungen	gesprungen	1
Spasirgan	Spaziergang	1
schnela	schneller	2
ferfolgen	verfolgen	1
schnelar	schneller	1
hinterbeinwe	Hinterbeine	1
ferfolgt	verfolgt	1
sprink	spring	1
ebensfals	ebenfalls	1
serosenblat	Seerosenblatt	1
Gsiise	Gassi	1
rennet	rennt	1
Fröch	Frosch	1
gesperugen	gesprungen	1
spint	springt	2
Uder	über	1
Mumer	Mauer	1
niss	nass	1
geworen	geworden	1
Fröchen	Frosch	1
Glüch	Glück	1
unglüch	Unglück	1
endeckt	entdeckt	3
zürüg	zurück	1
sofot	sofort	2
hieher	hierher	1
hienter	hinter	4
hupft	hüpft	4
spatzirn	spazieren	3
wier	wir	12
einenen	einen	2
spinkt	springt	4
sprigt	springt	2
seerosenblat	Seerosenblatt	1
trotdem	trotzdem	1
war	wahr	1
genen	gehen	1
irgentwas	irgendwas	3
schtaunte	staunte	1
schprang	sprang	4
geschprugen	gesprungen	1
lossgelassen	losgelassen	1
rutch	rutsch	1
pringt	springt	1
wiesen	wissen	9
schnufelte	schnüffelte	1
hinterhir	hinterher	1
plasch	platsch	1
minte	meinte	1
weiso	wieso	1
gehrant	gerannt	3
fliehn	fliehen	1
gaßi	Gassi	1
Belt	bellt	20
bazierz	passierts	1
gerutcht	gerutscht	1
Forosch	Frosch	1
plidchnass	pitschnass	1
Spacieren	spazieren	1
sicht	sitzt	2
ers	er	2
spasieren	spazieren	4
ergan	ärgern	1
Schpringt	springt	1
darhin	dahin	1
set	seht	1
an	ein	1
Fusch	Frosch	2
Spnt	Springt	1
üBr	über	1
Dr	der	1
spasien	spazieren	1
endwicht	entwischt	1
schtet	steht	2
erschoft	erschöpft	1
flizt	flitzt	1
Schpinkt	springt	1
Kinde	Kinder	1
Rent	rennt	6
seerosenBlate	Seerosenblatt	1
Jargt	jagt	1
raw	war	1
Gerand	gerannt	2
saiel	Seil	1
unde	und	3
wasa	Wasser	1
geplust	geplumpst	1
Gerlacht	gelacht	1
jakt	jagt	2
geschprongen	gesprungen	1
schneler	schneller	11
ihrgentein	irgendein	1
wehgehgetan	wehgetan	1
gehsehen	gesehen	14
hinterheher	hinterher	1
gehrannt	gerannt	1
sprienk	spring	1
wehk	weg	2
richt	riecht	8
Fros	Frosch	6
sprienkt	springt	1
spaciren	spazieren	2
farückt	verrückt	1
pasiren	passieren	2
enen	einen	2
Seerosenbatt	Seerosenblatt	1
erzelten	erzählten	1
ziht	zieht	13
lost,läst	loslässt	1
bleit	bleibt	1
Jahrck	jag	1
Flus	Fluss	3
Laine	Leine	2
Koum	Komm	1
herchen	Herrchen	1
spilt	spielt	4
umd	und	1
hinta	hinter	5
gewoten	geworden	1
lahen	lachen	3
ructe	rutschte	1
Henden	Händen	1
farükten	Verrückten	1
om	um	1
schaf=en	schaffen	1
pice	pitsche	1
pace	patsche	1
farükt	verrückt	1
roschte	rutschte	1
lantete	landete	1
schpaziren	spazieren	1
wecKlaufen	weglaufen	1
abar	aber	1
wecKgelaufen	weggelaufen	1
Komzeischen	Kommzeichen	1
abdr	aber	1
Komen	kommen	2
loh	Loch	1
laht	lacht	2
schprinKt	springt	1
weita	weiter	1
schpinKt	springt	1
uba	über	1
Mauar	Mauer	2
schprinK	spring	1
ubar	über	1
gluKlich	glücklich	2
Abar	Aber	1
hinteher	hinterher	6
hort	hört	5
gehgahngen	gegangen	1
hinte	hinter	4
einmall	einmal	19
hinterhergerant	hinterhergerannt	2
cher	her	2
hihrher	hierher	1
schpite	Schritte	1
logt	legt	1
Fus	Fuß	3
Kurwe	Kurve	1
hübpft	hüpft	2
glüchklich	glücklich	1
fungzuniert	funktioniert	1
sieh	sieht	1
wütent	wütend	4
plitchnass	klitschnass	1
englich	endlich	3
eingefannen	eingefangen	1
bruke	Brücke	1
GesprunG	gesprungen	1
sprun	Sprung	1
spukt	spuckt	1
sonder	sondern	4
Frosche	Frösche	1
pahg	Park	1
springd	springt	1
glüg	Glück	2
gehabd	gehabt	1
wiso	Wieso	2
schnupert	schnuppert	2
etlang	entlang	1
lif	lief	5
spatzihren	spazieren	1
weter	Wetter	1
meer	mehr	6
fas	was	2
keroren	gerochen	1
loskelasen	losgelassen	1
kessen	gesehen	1
Loift	läuft	1
inteEea	hinterher	1
Sprinkt	springt	1
einnen	einen	1
Stain	Stein	1
kefloken	geflogen	1
ferlir	verlier	1
reingespungen	reingesprungen	1
serosenblatt	Seerosenblatt	1
gelanet	gelandet	1
red	rennt	3
Lastt	lasst	1
folkt	folgt	3
schprikt	springt	1
schprik	spring	1
werd	wird	1
picenas	pitschnass	1
wegerant	weggerannt	1
spriengen	springen	1
inst	ins	1
warsa	Wasser	1
gechochen	gerochen	1
clipe	Klippe	1
gehüft	gehüpft	1
sparzieren	spazieren	2
foler	voller	4
spriengt	springt	2
fasucht	versucht	2
aufsuhalten	aufzuhalten	1
mind	Mund	1
hahf	auf	1
haltan	halten	1
hleih	bleib	1
waiter	weiter	1
wah	war	2
huhfde	hüpfte	1
herrunder	herunter	2
dens	den	1
auck	auch	2
hinser	hinter	1
gligluh	glücklich	1
shperigt	springt	1
dennn	den	1
dahnn	dann	1
Frossteug	Froschteich	1
dum	um	1
henrunter	herunter	1
nash	nass	1
wahl	weil	1
Freeschteig	Froschteich	1
warheen	waren	1
haluen	haben	1
eder	der	1
wahh	war	1
rrei	frei	1
wahr	war	51
schtg	stark	1
mähr	mehr	1
hnterher	hinterher	1
traurch	traurig	1
SPaßirgang	Spaziergang	1
SPaßirn	spazieren	1
irgentwohin	irgendwohin	2
ergert	ärgert	2
gahn	kann	1
Frochjagt	Froschjagd	1
inter	hinter	2
sith	sieht	1
dase	dass	1
Frochi	Froschi	1
abber	aber	2
En	Ende	1
rena	rennt	1
plötzli	plötzlich	1
aufgerekt	aufgeregt	2
sogt	sagt	3
ober	aber	2
höt	hört	2
hundelein	Hundeleine	1
sprikt	springt	1
guken	gucken	1
nahs	nass	2
Teh	The	5
rutschich	rutschig	1
weg.gerant	weggerannt	1
hübft	hüpft	1
gesprungn	gesprungen	1
gehfalen	gefallen	1
chate	hatte	3
gechapt	gehabt	1
chenta	hinter	1
chergelaufen	hergelaufen	1
iemm	ihm	1
Don	Dann	1
chienter	hinter	1
iem	ihm	1
chaben	haben	2
niecht	nicht	3
verutscht	verrutscht	1
gesprung	gesprungen	2
sum	zum	3
njgirk	neugierig	1
kewig	kräftig	1
Lajne	Leine	1
frusch	Frosch	1
interHer	hinterher	1
welte	wollte	1
verückte	verrückte	3
rasst	rast	1
wegfligt	wegfliegt	1
Wiesse	Wiese	1
frirt	friert	1
zitert	zittert	1
amer	armer	2
Spazirgang	Spaziergang	1
laüft	läuft	2
hinderher	hinterher	1
emal	einmal	1
ebenfals	ebenfalls	2
eingehollt	eingeholt	1
runtergerucht	runtergerutscht	1
under	unter	15
Traugiek	traurig	1
Ale	Alle	5
glükliech	glücklich	1
wech	weg	7
öhrgendetwas	irgendetwas	1
ehr	er	2
stok	stark	1
losgehlasen	losgelassen	1
lauFt	läuft	1
schbrnng	spring	1
Huhd	Hund	1
schbring	spring	1
wassa	Wasser	1
rrent	rennt	1
sprit	springt	1
rehent	rennt	1
wasen	Versehen	1
gehupft	gehüpft	2
plums	plumps	1
glüKlich	glücklich	1
geschbrungen	gesprungen	5
ausgelach	ausgelacht	1
gebrül	Gebrüll	1
schpringd	springt	1
Spazien	spazieren	1
anmal	einmal	3
anfach	einfach	1
leiner	Leine	1
möcklich	möglich	2
Mäuer	Mauer	3
kehen	gehen	1
luft	läuft	1
losgerant	losgerannt	1
zurok	zurück	1
karm	kam	6
stakengebliben	steckengeblieben	1
spassien	spazieren	1
mehar	mehr	1
endeg	entdeck	1
aderes	anderes	1
Maur	Mauer	1
Laiene	Leine	1
Losgelasen	losgelassen	2
weglauvt	weglauft	1
vroch	Frosch	3
ud	und	2
woltle	wollte	1
vangen	fangen	1
gelauven	gelaufen	2
Parck	Park	4
kahn	kann	2
kurte	knurrte	1
fater	Pfote	1
Fise	Wiese	1
sprinckt	springt	2
Maer	Mauer	1
rufeifen	rufen	1
beien	beiden	1
läft	läuft	1
läuf	läuft	1
woops	wupps	1
mau	Mauer	1
plicheplachnass	pitschepatschenass	1
ausgerutcht	ausgerutscht	2
Wal	Weil	1
rentt	rennt	2
wise	Wiese	1
frog	Frosch	4
Flüsmauer	Flussmauer	1
sprngt	springt	1
schpaziern	spazieren	1
wetat	wehtat	1
fros	Frosch	1
err	er	1
hienterhelaufen	hinterherlaufen	1
stekt	steckt	2
Stekt	steckt	1
hint	hinter	2
foSch	Frosch	1
schbringt	springt	3
schPringt	springt	1
wi	wie	2
schprinat	springt	1
urd	wird	1
Liser	Lisa	1
snel	schnell	1
gerchen	gerochen	1
mugirig	neugierig	1
hochgeckgechbrungen	hochgesprungen	1
eilich	eilig	1
zied	zieht	2
entdekt	entdeckt	1
siezt	sitzt	1
Kaput	kaputt	8
abgerucht	abgerutscht	1
tagges	Tages	1
kün	können	1
in-	ihn	1
nischt	nicht	1
einfage	einfangen	1
glük	Glück	3
