original	corrected	filename	freq_ori	freq_cor	freq_tup	norma_correction	confidence
liber	lieber	03-005-3-I-Frosch.csv	2	3	2	lieber	1
acha	aber	03-005-3-I-Frosch.csv	1	60	1	acht	0.124592
spingt	springt	03-005-3-I-Frosch.csv	5	80	5	spickte	0.082748
Schlus	Schluss	03-005-3-I-Frosch.csv	1	6	1	Schluss	0.338864
gelanded	gelandet	03-005-3-I-Frosch.csv	3	5	3	gelandet	0.665959
plischnas	plitschnass	03-005-3-I-Frosch.csv	1	6	1	pitschnass	0.217972
trausen	draußen	03-006-3-I-Frosch.csv	2	74	2	draußen	1
abba	aber	03-006-3-I-Frosch.csv	2	60	2	aba	0.65891
Wise	Wiese	03-006-3-I-Frosch.csv	1	5	1	Wiese	1
Frusch	Frosch	03-006-3-I-Frosch.csv	1	77	1	Frucht	0.188669
Maua	Mauer	03-006-3-I-Frosch.csv	13	44	13	Mauer	0.639736
Wasa	Wasser	03-006-3-I-Frosch.csv	1	29	1	Wasser	0.308249
konte	konnte	03-012-3-I-Frosch.csv	24	31	24	konnte	1
geschrin	geschrien	03-012-3-I-Frosch.csv	3	7	3	geschrien	0.284411
hirhin	hierhin	03-012-3-I-Frosch.csv	3	3	3	hierhin	0.713013
höen	hören	03-012-3-I-Frosch.csv	1	3	1	hüten	0.507709
hiterher	hinterher	03-012-3-I-Frosch.csv	4	38	4	hinterher	0.270199
enem	einem	03-012-3-I-Frosch.csv	2	5	2	einem	1
Blat	Blatt	03-012-3-I-Frosch.csv	8	19	8	Blatt	1
geschprungen	gesprungen	03-012-3-I-Frosch.csv	9	26	9	gesprungen	0.691195
einnes	Eines	03-021-3-I-Frosch.csv	1	4	1	eines	0.814043
ruse	raus	03-021-3-I-Frosch.csv	1	26	1	Rauschen	0.102705
gerunte	gerannt	03-021-3-I-Frosch.csv	1	44	1	geraunten	0.140188
frazuced	versucht	03-021-3-I-Frosch.csv	1	43	1	freuet	0.197559
sahr	sehr	03-021-3-I-Frosch.csv	17	67	1	sah	1
shnel	schnell	03-021-3-I-Frosch.csv	1	76	1	schnell	0.294949
frzuced	versucht	03-021-3-I-Frosch.csv	1	43	1	freuet	0.243302
of	auf	03-021-3-I-Frosch.csv	3	17	3	f	0.558656
andre	andere	03-021-3-I-Frosch.csv	3	5	3	andere	1
siet	Seite	03-021-3-I-Frosch.csv	54	3	1	sieht	1
muarr	Mauer	03-021-3-I-Frosch.csv	1	44	1	murre	0.285919
when	wenn	03-021-3-I-Frosch.csv	1	46	1	wen	0.731247
site	Seite	03-021-3-I-Frosch.csv	1	3	1	sitten	0.319971
wer	war	03-021-3-I-Frosch.csv	13	109	5	Wer	0.333333
nase	nass	03-021-3-I-Frosch.csv	1	26	1	Nase	0.27343
Spatzirgang	Spaziergang	03-025-3-I-Frosch.csv	1	10	1	Spaziergang	0.436318
sied	sieht	03-025-3-I-Frosch.csv	29	159	28	sieht	0.5
ziet	zieht	03-025-3-I-Frosch.csv	17	63	17	zieht	1
Wisse	Wiese	03-025-3-I-Frosch.csv	1	5	1	Wiese	1
schpringt	springt	03-025-3-I-Frosch.csv	9	80	9	springt	0.156315
Wassa	Wasser	03-025-3-I-Frosch.csv	2	29	2	Wasser	1
Schtrömt	strömt	03-025-3-I-Frosch.csv	1	1	1	Strömt	0.664805
dolle	doll	03-025-3-I-Frosch.csv	4	16	4	Bolle	0.19965
angekomen	angekommen	03-025-3-I-Frosch.csv	9	19	9	angekommen	1
sarkt	sagt	03-025-3-I-Frosch.csv	1	52	1	sagt	0.135641
Jetz	Jetzt	03-025-3-I-Frosch.csv	15	27	8	jetzt	0.388449
spatsiren	spazieren	03-026-3-I-Frosch.csv	1	116	1	sparen	0.25906
hintaher	hinterher	03-026-3-I-Frosch.csv	5	38	5	hinterher	0.639736
Fro	Frosch	03-026-3-I-Frosch.csv	6	77	1	froh	0.203808
schrinkt	springt	03-026-3-I-Frosch.csv	1	80	1	schenkt	0.0608196
losGerisen	losgerissen	03-028-3-I-Frosch.csv	1	2	1	losgerissen	0.503318
hintaHer	hinterher	03-028-3-I-Frosch.csv	1	38	1	hinterher	0.452491
löft	läuft	03-028-3-I-Frosch.csv	1	45	1	läuft	1
froch	Frosch	03-028-3-I-Frosch.csv	24	77	24	Frucht	0.196439
sqrint	springt	03-028-3-I-Frosch.csv	1	80	1	Sprint	0.281822
mouer	Mauer	03-028-3-I-Frosch.csv	1	44	1	Mauer	0.373964
On	Und	03-029-3-I-Frosch.csv	1	11	1	Os	0.447406
get's	geht's	03-029-3-I-Frosch.csv	1	1	1	er's	0.278934
loslasen	loslassen	03-037-3-I-Frosch.csv	3	3	3	loslassen	0.740051
zurükwinken	zurückwinken	03-037-3-I-Frosch.csv	1	1	1	zurückwinken	0.715914
klabt	klappt	03-037-3-I-Frosch.csv	1	2	1	Grabt	0.121179
Jezt	Jetzt	03-037-3-I-Frosch.csv	14	27	9	Jetzt	0.5
jagd	jagt	03-037-3-I-Frosch.csv	2	6	2	jagt	1
forne	vorne	03-037-3-I-Frosch.csv	6	6	6	Vorne	0.5
rehnen	rennen	03-037-3-I-Frosch.csv	4	33	4	rennen	0.462926
rehnt	rennt	03-037-3-I-Frosch.csv	1	167	1	rennt	1
eineholt	eingeholt	03-037-3-I-Frosch.csv	1	2	1	eingeholt	0.275915
Alz	Als	03-037-3-I-Frosch.csv	2	26	2	Als	0.5
ankahmen	ankamen	03-037-3-I-Frosch.csv	1	2	1	ankamen	0.503185
sas	saß	03-037-3-I-Frosch.csv	28	59	28	saß	1
schnüfelt	schnüffelt	03-040-3-I-Frosch.csv	2	5	2	schnüffelt	0.676331
Fosch	Frosch	03-040-3-I-Frosch.csv	1	77	1	Fisch	0.506921
west	fest	03-045-3-I-Frosch.csv	4	18	4	West	0.475648
kreftig	kräftig	03-045-3-I-Frosch.csv	3	4	3	kräftig	0.579121
wüsten	wüssten	03-045-3-I-Frosch.csv	1	1	1	winden	0.124523
u	du	03-045-3-I-Frosch.csv	5	14	3	um	0.0426288
ihn	hin	03-045-3-I-Frosch.csv	12	17	3	Ihr	0.25
Plechtenass	plitschnass	03-045-3-I-Frosch.csv	1	6	1	Blechnase	0.136937
komst	kommst	03-045-3-I-Frosch.csv	2	2	2	kommst	0.232086
mussen	müssen	03-045-3-I-Frosch.csv	4	9	4	müssen	1
sprinkt	springt	03-049-3-I-Frosch.csv	14	80	14	springt	0.618246
nas	nass	03-049-3-I-Frosch.csv	19	26	19	nass	1
spatsirn	spazieren	03-057-3-I-Frosch.csv	2	116	2	Spaten	0.173155
schneL	schnell	03-057-3-I-Frosch.csv	1	76	1	schnell	0.321226
Lest	lässt	03-057-3-I-Frosch.csv	5	72	5	lest	0.764895
hiterHer	hinterher	03-057-3-I-Frosch.csv	1	38	1	hierher	0.432827
mauar	Mauer	03-057-3-I-Frosch.csv	1	44	1	Mauer	0.182587
ien	in	03-057-3-I-Frosch.csv	2	21	1	ein	0.333333
spazirengegangen	spazierengegangen	03-058-3-I-Frosch.csv	1	1	1	spazierengegangen	0.713013
gehrochen	gerochen	03-058-3-I-Frosch.csv	2	9	2	gerochen	0.412508
dafon	davon	03-060-3-I-Frosch.csv	10	12	10	davon	1
schlap	schlapp	03-060-3-I-Frosch.csv	1	1	1	schlapp	0.276091
gahsi	Gassi	03-062-3-I-Frosch.csv	1	19	1	kratzi	0.0291602
veg	weg	03-062-3-I-Frosch.csv	2	94	2	weg	1
fehstalten	festhalten	03-062-3-I-Frosch.csv	1	4	1	verstellten	0.118076
schnufelt	schnüffelt	03-062-3-I-Frosch.csv	2	5	2	schnüffelt	0.429801
freusch	Frosch	03-062-3-I-Frosch.csv	2	77	2	Frauchen	0.160132
maua	Mauer	03-062-3-I-Frosch.csv	14	44	14	aua	0.615308
deide	beide	03-062-3-I-Frosch.csv	1	5	1	beide	0.269175
gerund	gerannt	03-063-3-I-Frosch.csv	1	44	1	geraunt	0.129905
züruk	zurück	03-063-3-I-Frosch.csv	1	61	1	zurück	1
gerant	gerannt	03-063-3-I-Frosch.csv	18	44	18	gerannt	1
plitznass	plitschnass	03-063-3-I-Frosch.csv	1	6	1	pitschnass	0.157943
ferapreded	verabredet	03-064-3-I-Frosch.csv	1	7	1	verabredet	0.339717
losgeisen	losgerissen	03-064-3-I-Frosch.csv	1	2	1	loseisen	0.588877
mas	nass	03-064-3-I-Frosch.csv	1	26	1	muss	1
gesechen	gesehen	03-065-3-I-Frosch.csv	2	97	2	gesehen	1
scheler	schneller	03-065-3-I-Frosch.csv	1	16	1	schelle	0.246662
sidz	sitzt	03-065-3-I-Frosch.csv	1	40	1	sitz	0.744977
geangen	gegangen	03-075-3-I-Frosch.csv	1	57	1	hangen	0.0462948
gerohen	gerochen	03-075-3-I-Frosch.csv	2	9	2	gerochen	0.343431
künte	könnte	03-075-3-I-Frosch.csv	2	13	2	Kühnste	0.0335784
gegngen	gegangen	03-075-3-I-Frosch.csv	2	57	2	gegangen	0.498635
gelht	gelacht	03-075-3-I-Frosch.csv	1	10	1	gelt	0.731247
neugierg	neugierig	03-077-3-I-Frosch.csv	1	7	1	neugierig	0.424498
schpazinen	spazieren	03-088-3-I-Frosch.csv	1	116	1	Spazier	0.0634264
wolte-	wollte	03-088-3-I-Frosch.csv	1	201	1	wollte	0.378012
ferfolgt-	verfolgt	03-088-3-I-Frosch.csv	1	4	1	verfolgt	0.370035
Mauer-	Mauer	03-088-3-I-Frosch.csv	1	44	1	Mauer	0.53265
ins-	ins	03-088-3-I-Frosch.csv	1	16	1	hinzu	0.0442592
waser	Wasser	03-088-3-I-Frosch.csv	18	29	18	Wasser	1
rennd	rennt	03-090-3-I-Frosch.csv	10	167	10	rennt	1
losgelasen	losgelassen	03-090-3-I-Frosch.csv	12	23	12	losgelassen	0.740051
Nasen	Nassen	03-090-3-I-Frosch.csv	2	3	2	Nasen	0.320726
Blad	Blatt	03-090-3-I-Frosch.csv	3	19	3	Blatt	0.258567
Spaziren	spazieren	03-095-3-I-Frosch.csv	5	116	5	Spazieren	0.713013
freigehlasen	freigelassen	03-095-3-I-Frosch.csv	1	2	1	freigelassen	0.414105
Kom	Komm	03-095-3-I-Frosch.csv	4	5	2	Komm	0.5
hüfpt	hüpft	03-095-3-I-Frosch.csv	1	12	1	hüpft	0.521381
Meuer	Mauer	03-095-3-I-Frosch.csv	1	44	1	Meer	0.556215
Waser	Wasser	03-095-3-I-Frosch.csv	3	29	3	Wasser	1
kuken	kucken	03-095-3-I-Frosch.csv	14	19	14	gucken	1
gehsehn	gesehen	03-097-3-I-Frosch.csv	5	97	5	gesen	0.462601
Froch	Frosch	03-097-3-I-Frosch.csv	18	77	18	Frucht	0.198645
schsprinkt	springt	03-097-3-I-Frosch.csv	1	80	1	gesprengt	0.0232616
fußgangerzone	Fußgängerzone	03-102-3-I-Frosch.csv	1	1	1	Fußgängerzone	0.377893
hastich	hastig	03-102-3-I-Frosch.csv	1	1	1	Hastig	0.168407
landed	landet	03-102-3-I-Frosch.csv	2	3	2	landet	0.634544
Alls	Als	03-102-3-I-Frosch.csv	19	26	18	Als	0.5
geschnupert	geschnuppert	03-105-3-I-Frosch.csv	2	2	2	geschnuppert	0.643826
erschrekt	erschreckt	03-105-3-I-Frosch.csv	18	30	18	erschreckt	1
jedefa	ebenfalls	03-105-3-I-Frosch.csv	1	4	1	jeder	0.350914
ladet	landet	03-105-3-I-Frosch.csv	1	3	1	ladet	0.727286
spartziergang	Spaziergang	03-108-3-I-Frosch.csv	1	10	1	Spaziergang	0.366669
Bleb	Bleib	03-108-3-I-Frosch.csv	1	1	1	Bleib	0.0858588
nichs	nichts	03-108-3-I-Frosch.csv	10	25	10	nichts	1
Kom	komm	03-110-3-I-Frosch.csv	4	32	2	Komm	0.5
stadesen	stattdessen	03-110-3-I-Frosch.csv	1	1	1	standest	0.0267461
Her	Herr	03-110-3-I-Frosch.csv	3	20	3	Herr	0.5
wangen	fangen	03-110-3-I-Frosch.csv	1	4	1	Wangen	0.72264
schaft	schafft	03-110-3-I-Frosch.csv	7	7	7	Schaft	0.647035
ader	aber	03-110-3-I-Frosch.csv	9	60	9	aber	1
Hern	Herrn	03-110-3-I-Frosch.csv	4	4	4	Her	0.542194
schdringt	springt	03-110-3-I-Frosch.csv	1	80	1	strengt	0.00783325
uer	über	03-110-3-I-Frosch.csv	1	35	1	er	0.556215
serose	Seerose	03-110-3-I-Frosch.csv	2	2	2	Seerose	0.576492
daswegen	deswegen	03-113-3-I-Frosch.csv	6	6	6	deswegen	0.650654
ausgerust	ausgerutscht	03-113-3-I-Frosch.csv	1	9	1	ausgerutscht	0.084693
blat	Blatt	03-113-3-I-Frosch.csv	5	19	5	Blatt	1
nemlich	nämlich	03-113-3-I-Frosch.csv	9	21	9	nämlich	1
inz	ins	03-113-3-I-Frosch.csv	12	16	12	ins	1
müsten	müssten	03-120-3-I-Frosch.csv	5	5	5	müssten	1
kurwe	Kurve	03-120-3-I-Frosch.csv	3	4	3	kurze	0.367879
Blutzlich	Plötzlich	03-122-3-I-Frosch.csv	1	117	1	Blitzlicht	0.246314
sprinngt	springt	03-122-3-I-Frosch.csv	1	80	1	springt	0.638841
rusch	rutsch	03-122-3-I-Frosch.csv	1	2	1	Rausch	0.297668
wenigsten	wenigstens	03-122-3-I-Frosch.csv	1	2	1	wenigsten	0.372833
Plasch	platsch	03-124-3-I-Frosch.csv	1	2	1	Plausch	0.259852
bischien	bisschen	03-124-3-I-Frosch.csv	1	57	1	bieschen	0.300915
gasi	Gassi	03-127-3-I-Frosch.csv	8	19	8	Kusine	0.0882735
Wrosch	Frosch	03-127-3-I-Frosch.csv	4	77	4	Frosch	0.38504
kontge	konnte	03-127-3-I-Frosch.csv	1	31	1	konnte	0.383418
renen	Rennen	03-127-3-I-Frosch.csv	28	1	1	rennen	1
losgelaen	losgelassen	03-127-3-I-Frosch.csv	1	23	1	losgelassen	0.308652
Weill	Weil	03-127-3-I-Frosch.csv	6	4	3	weil	1
gehoschen	gehorchen	03-127-3-I-Frosch.csv	1	1	1	gehorchen	0.453375
gehorschen	Gehorchen	03-127-3-I-Frosch.csv	1	1	1	gehorchen	0.282779
spazian	spazieren	03-128-3-I-Frosch.csv	1	116	1	spazieren	0.367429
feshalten	festhalten	03-128-3-I-Frosch.csv	1	4	1	festhalten	0.483615
schpazien	spazieren	03-129-3-I-Frosch.csv	3	116	3	Spazier	0.106817
heer	her	03-132-3-I-Frosch.csv	1	7	1	her	0.293255
wekk	weg	03-132-3-I-Frosch.csv	1	94	1	wen	0.0573433
hehr	her	03-132-3-I-Frosch.csv	2	7	1	her	0.256179
flus	Fluss	03-132-3-I-Frosch.csv	2	5	2	Fluss	1
losgelaße	losgelassen	03-135-3-I-Frosch.csv	1	23	1	losgelassen	0.281703
püber	rüber	03-135-3-I-Frosch.csv	1	7	1	rüber	0.691121
plitschenass	pitschnass	03-135-3-I-Frosch.csv	1	3	1	pitschenass	0.285953
sparzien	spazieren	03-136-3-I-Frosch.csv	1	116	1	Sparschwein	0.0457432
zeit	sieht	03-136-3-I-Frosch.csv	1	159	1	Zeit	1
festalten	festhalten	03-136-3-I-Frosch.csv	1	4	1	verstellten	0.122725
sprint	springt	03-136-3-I-Frosch.csv	5	80	5	Sprint	0.321377
Sparzirgang	Spaziergang	03-138-3-I-Frosch.csv	1	10	1	Spaziergang	0.446317
Leuft	läuft	03-143-3-I-Frosch.csv	4	45	4	leuft	0.5
hienterher	hinterher	03-143-3-I-Frosch.csv	7	38	7	hinterher	0.847038
zohg	zog	03-143-3-I-Frosch.csv	1	1	1	zog	0.731247
stran	stramm	03-143-3-I-Frosch.csv	1	3	1	Strand	0.13878
konen	können	03-143-3-I-Frosch.csv	1	11	1	können	0.390485
ranten	rannten	03-143-3-I-Frosch.csv	11	13	11	rannten	0.630246
san	sah	03-143-3-I-Frosch.csv	4	46	1	lang	0.5
gonte	konnte	03-149-3-I-Frosch.csv	1	31	1	konnte	1
gehzogen	gezogen	03-149-3-I-Frosch.csv	1	5	1	gezogen	0.731247
endegt	entdeckt	03-149-3-I-Frosch.csv	2	9	2	entdeckt	1
iergentwas	irgendwas	03-154-3-I-Frosch.csv	1	8	1	irgendwas	0.434816
renntt	rennt	03-154-3-I-Frosch.csv	1	167	1	rennt	0.509179
weiler	weiter	03-154-3-I-Frosch.csv	2	17	2	Weiler	0.658937
farliert	verliert	03-154-3-I-Frosch.csv	1	5	1	verliert	0.531573
wiert	wird	03-154-3-I-Frosch.csv	8	27	8	wird	1
zit	zieht	03-160-3-I-Frosch.csv	16	63	15	zieht	1
trefen	treffen	03-160-3-I-Frosch.csv	16	22	16	treffen	1
passirt	passiert	03-160-3-I-Frosch.csv	11	75	11	passiert	1
Jez	Jetzt	03-160-3-I-Frosch.csv	5	27	2	Jet	0.587889
zuruk	zurück	03-160-3-I-Frosch.csv	3	61	3	zurück	1
müsen	müssen	03-160-3-I-Frosch.csv	5	9	5	Nüssen	0.135906
nasen	Nassen	03-160-3-I-Frosch.csv	2	3	1	Nasen	0.31498
Bark	Park	03-161-3-I-Frosch.csv	2	15	2	barg	0.393478
Früling	Frühling	03-161-3-I-Frosch.csv	2	2	2	Frühling	0.579292
komich	komisch	03-161-3-I-Frosch.csv	2	3	2	kommich	0.281411
wusten	wussten	03-161-3-I-Frosch.csv	8	8	8	Wussten	0.390394
hta	hat	03-161-3-I-Frosch.csv	2	131	2	na	0.449748
plöstlich	Plötzlich	03-161-3-I-Frosch.csv	3	117	2	östlich	0.350016
weggerant	weggerannt	03-161-3-I-Frosch.csv	7	12	7	weggerannt	0.412498
geschwiste	geschwitzte	03-161-3-I-Frosch.csv	2	2	2	Geschwister	0.291389
hende	Hände	03-161-3-I-Frosch.csv	3	4	3	Hände	1
gerisen	gerissen	03-161-3-I-Frosch.csv	3	7	3	gerissen	0.481817
nei	nein	03-161-3-I-Frosch.csv	2	5	2	nein	1
anung	Ahnung	03-161-3-I-Frosch.csv	4	4	4	nun	0.342342
ein-	ein	03-161-3-I-Frosch.csv	2	26	2	ein	0.53265
filach	vielleicht	03-161-3-I-Frosch.csv	2	27	2	flach	0.331611
sons	sonst	03-161-3-I-Frosch.csv	4	9	4	sonnt	0.197047
verliren	verlieren	03-161-3-I-Frosch.csv	2	3	2	verleihen	0.0815736
höfst	hüpft	03-161-3-I-Frosch.csv	2	12	2	häufst	0.47409
gespungen	gesprungen	03-163-3-I-Frosch.csv	1	26	1	gesungen	0.568723
schspaziren	spazieren	03-167-3-I-Frosch.csv	1	116	1	spazieren	0.337773
hienderheer	hinterher	03-167-3-I-Frosch.csv	1	38	1	hinterher	0.359777
hiderheer	hinterher	03-167-3-I-Frosch.csv	1	38	1	hierher	0.41119
Plat	Blatt	03-167-3-I-Frosch.csv	1	19	1	Platt	0.570335
Teisch	Teich	03-167-3-I-Frosch.csv	3	5	3	Teich	0.336684
spaziern	spazieren	03-170-3-I-Frosch.csv	1	116	1	Spazier	0.503347
plözliech	plötzlich	03-170-3-I-Frosch.csv	1	62	1	plötzlich	0.505136
spatsieren	spazieren	03-172-3-I-Frosch.csv	1	116	1	spazieren	0.32824
mid	mit	03-172-3-I-Frosch.csv	3	18	3	Met	0.218751
reist	reißt	03-172-3-I-Frosch.csv	32	34	32	reist	0.871905
brüben	drüben	03-172-3-I-Frosch.csv	1	1	1	drüben	0.262934
stechn	stecken	03-176-3-I-Frosch.csv	1	7	1	Stern	0.295367
kommherzeichen	Komm-her-Zeichen	03-176-3-I-Frosch.csv	1	1	1	Sommersachen	0.0915041
stele	Stelle	03-176-3-I-Frosch.csv	1	1	1	stelle	0.510992
fligt	fliegt	03-176-3-I-Frosch.csv	16	29	16	fliegt	1
Tant	tarnt	03-176-3-I-Frosch.csv	1	1	1	Tante	1
saua	sauer	03-176-3-I-Frosch.csv	1	2	1	aua	0.666487
beschefdigt	beschäftigt	03-181-3-I-Frosch.csv	1	6	1	beschäftigt	0.426447
siest	siehst	03-181-3-I-Frosch.csv	2	2	2	siecht	0.237207
verwolgen	verfolgen	03-182-3-I-Frosch.csv	2	3	2	verfolgen	0.520575
erschrikt	erschrickt	03-182-3-I-Frosch.csv	1	2	1	erschrickt	0.582452
lossgelasen	losgelassen	03-183-3-I-Frosch.csv	1	23	1	losgelassen	0.493234
hinnterher	hinterher	03-183-3-I-Frosch.csv	1	38	1	hinterher	0.827768
plichenass	plitschnass	03-183-3-I-Frosch.csv	1	6	1	pitschenass	0.239331
staziren	spazieren	03-184-3-I-Frosch.csv	1	116	1	spazieren	0.309477
weklauen	weglaufen	03-184-3-I-Frosch.csv	1	2	1	klauen	0.384651
plitcheplachenass	plitscheplatschenass	03-184-3-I-Frosch.csv	1	1	1	plitcheplachenass	0
hatet	hattet	03-185-3-I-Frosch.csv	3	2	2	hatte	1
sorük	zurück	03-185-3-I-Frosch.csv	1	61	1	sorg	0.354299
zürck	zurück	03-185-3-I-Frosch.csv	2	61	2	zurück	0.384925
steken	stecken	03-185-3-I-Frosch.csv	3	7	3	stücken	0.369922
geblben	geblieben	03-185-3-I-Frosch.csv	1	8	1	gelben	0.65891
Henterher	hinterher	03-185-3-I-Frosch.csv	1	38	1	hinterher	0.231375
bleb	bleib	03-185-3-I-Frosch.csv	1	2	1	Bleib	0.0859306
schten	stehen	03-185-3-I-Frosch.csv	2	16	2	schaden	0.130531
forosch	Frosch	03-185-3-I-Frosch.csv	1	77	1	forsch	0.558656
wel	will	03-185-3-I-Frosch.csv	4	157	2	weil	0.5
wode	wurde	03-185-3-I-Frosch.csv	1	5	1	ford	0.142588
gluklesch	glücklich	03-185-3-I-Frosch.csv	1	163	1	glücklich	0.120539
Schteken	stecken	03-185-3-I-Frosch.csv	1	7	1	Schecken	0.182315
gebleben	geblieben	03-185-3-I-Frosch.csv	1	8	1	geblieben	0.123822
teisch	Teich	03-185-3-I-Frosch.csv	2	5	2	Teich	0.334628
Lalen	Leinen	03-194-3-I-Frosch.csv	1	1	1	Laien	0.449152
Forsch	Frosch	03-194-3-I-Frosch.csv	2	77	2	forsch	0.366747
Mauea	Mauer	03-194-3-I-Frosch.csv	1	44	1	Macher	0.217091
Pach	patsch	03-194-3-I-Frosch.csv	1	1	1	Pacht	0.284653
parg	Park	03-197-3-I-Frosch.csv	1	15	1	Park	0.21527
Folden	wollten	03-197-3-I-Frosch.csv	1	22	1	foltern	0.0858304
sparsiren	spazieren	03-197-3-I-Frosch.csv	1	116	1	parieren	0.316724
fegendan	wehgetan	03-197-3-I-Frosch.csv	1	17	1	wiegender	0.0969734
cha	ja	03-197-3-I-Frosch.csv	1	7	1	ja	1
wreigelasen	freigelassen	03-197-3-I-Frosch.csv	1	2	1	freigelassen	0.493338
Fegedan	wehgetan	03-197-3-I-Frosch.csv	1	17	1	wieder	0.0719918
hannd	hat	03-197-3-I-Frosch.csv	1	131	1	Hand	0.649995
aper	aber	03-197-3-I-Frosch.csv	2	60	2	aber	0.174607
feg	weg	03-197-3-I-Frosch.csv	3	94	3	weg	1
hinder	hinter	03-197-3-I-Frosch.csv	4	31	4	hinter	0.434426
grönen	grünen	03-197-3-I-Frosch.csv	1	1	1	krönen	0.678627
pland	Blatt	03-197-3-I-Frosch.csv	1	19	1	Plant	0.596336
wolde	wollte	03-197-3-I-Frosch.csv	2	201	2	Wollte	0.180312
ausgeruchnd	ausgerutscht	03-197-3-I-Frosch.csv	1	9	1	ausgeruht	0.356976
dass	das	03-197-3-I-Frosch.csv	49	66	48	das	1
gestregnd	gestreckt	03-197-3-I-Frosch.csv	1	1	1	verstricken	0.01953
nichnd	nicht	03-197-3-I-Frosch.csv	1	135	1	dreschenden	0.0671181
uun	und	03-197-3-I-Frosch.csv	1	106	1	Hut	0.0529747
hapen	haben	03-197-3-I-Frosch.csv	1	19	1	hatten	0.409653
ausgelachnd	ausgelacht	03-197-3-I-Frosch.csv	2	4	2	ausgelacht	0.473894
faser	Wasser	03-197-3-I-Frosch.csv	1	29	1	Faser	0.316781
verlirt	verliert	03-200-3-I-Frosch.csv	1	5	1	verliert	0.713013
schnüwelt	schnüffelt	03-200-3-I-Frosch.csv	1	5	1	schwelt	0.301471
Frasch	Frosch	03-200-3-I-Frosch.csv	1	77	1	Frauchen	0.118563
einfch-	einfach	03-200-3-I-Frosch.csv	1	9	1	einfach	0.216273
stopen	stoppen	03-200-3-I-Frosch.csv	4	4	3	stoppen	0.468436
schrbrigt	springt	03-203-3-I-Frosch.csv	2	80	2	erbringen	0.034934
wegleift	wegläuft	03-206-3-I-Frosch.csv	1	1	1	wegläuft	0.433251
sPasieren	spazieren	03-206-3-I-Frosch.csv	1	116	1	spazieren	0.327113
sPninkt	springt	03-206-3-I-Frosch.csv	1	80	1	sinkt	0.234015
ausgeacht	ausgelacht	03-206-3-I-Frosch.csv	1	4	1	Ausgehnacht	0.0224275
Schbasin	spazieren	03-207-3-I-Frosch.csv	1	116	1	spaziert	0.00663837
Plöslich	Plötzlich	03-207-3-I-Frosch.csv	1	117	1	plötzlich	1
inn	ihn	03-207-3-I-Frosch.csv	4	270	3	in	0.790304
Ferfolkt	verfolgt	03-207-3-I-Frosch.csv	1	4	1	verfolgt	1
Ties	Tier	03-207-3-I-Frosch.csv	1	1	1	Tier	0.279666
plischnass	plitschnass	03-207-3-I-Frosch.csv	1	6	1	pitschnass	0.328752
gezoggen	gezogen	03-210-3-I-Frosch.csv	1	5	1	gezogen	0.588877
gechprungen	gesprungen	03-210-3-I-Frosch.csv	1	26	1	gesprungen	0.55081
Spasirgan	Spaziergang	03-211-3-I-Frosch.csv	1	10	1	spaßigen	0.209843
schnela	schneller	03-211-3-I-Frosch.csv	2	16	2	schneller	0.330684
ferfolgen	verfolgen	03-211-3-I-Frosch.csv	1	3	1	verfolgen	1
schnelar	schneller	03-211-3-I-Frosch.csv	1	16	1	Schneelast	0.0726924
hinterbeinwe	Hinterbeine	03-211-3-I-Frosch.csv	1	1	1	Hinterbeine	0.317688
ferfolgt	verfolgt	03-211-3-I-Frosch.csv	1	4	1	verfolgt	1
sprink	spring	03-211-3-I-Frosch.csv	1	8	1	spring	0.0738487
ebensfals	ebenfalls	03-211-3-I-Frosch.csv	1	4	1	ebenfalls	0.474864
serosenblat	Seerosenblatt	03-211-3-I-Frosch.csv	1	6	1	Rosenblatt	0.181193
nasen	nassen	03-211-3-I-Frosch.csv	2	1	1	Nasen	0.31498
Gsiise	Gassi	03-218-3-I-Frosch.csv	1	19	1	Greise	0.38431
rennet	rennt	03-218-3-I-Frosch.csv	1	167	1	rennen	0.473977
inen	hin	03-218-3-I-Frosch.csv	8	17	2	Innen	0.333333
Fröch	Frosch	03-218-3-I-Frosch.csv	1	77	1	Frech	0.46291
gesperugen	gesprungen	03-218-3-I-Frosch.csv	1	26	1	gesprungen	0.314688
spint	springt	03-218-3-I-Frosch.csv	2	80	2	spinnt	1
Uder	über	03-218-3-I-Frosch.csv	1	35	1	Unter	0.52306
Mumer	Mauer	03-218-3-I-Frosch.csv	1	44	1	Mum	0.427347
niss	nass	03-218-3-I-Frosch.csv	1	26	1	niest	0.225169
geworen	geworden	03-218-3-I-Frosch.csv	1	4	1	bewohnen	0.0282073
Fröchen	Frosch	03-218-3-I-Frosch.csv	1	77	1	Fröschen	0.552487
Glüch	Glück	03-218-3-I-Frosch.csv	1	18	1	glücken	0.0312678
unglüch	Unglück	03-218-3-I-Frosch.csv	1	3	1	Unglück	0.0402842
endeckt	entdeckt	03-220-3-I-Frosch.csv	3	9	3	entdeckt	1
zürüg	zurück	03-220-3-I-Frosch.csv	1	61	1	zurück	0.0908739
sofot	sofort	03-220-3-I-Frosch.csv	2	24	2	Sofort	0.180553
hieher	hierher	03-220-3-I-Frosch.csv	1	5	1	hierher	0.237769
hienter	hinter	03-220-3-I-Frosch.csv	4	31	4	hinterher	1
