original	corrected	filename	freq_ori	freq_cor	freq_tup	norma_correction	confidence
laragsama	langsamer	02-329-2-IV-Weg.csv	1	1	1	langsame	0.176862
gehenkt	gehängt	02-332-2-IV-Weg.csv	1	2	1	gehenkt	0.840137
wall	weil	02-332-2-IV-Weg.csv	5	82	4	weil	1
gesehn	gesehen	02-332-2-IV-Weg.csv	17	97	17	gesehen	1
Brigen	bringen	02-332-2-IV-Weg.csv	1	6	1	bringen	1
oke	okay	02-332-2-IV-Weg.csv	4	26	4	OK	0.25
watte	warte	02-332-2-IV-Weg.csv	3	4	1	Matte	0.12917
gloglich	glücklich	02-332-2-IV-Weg.csv	1	163	1	klanglich	0.322836
Blumenstraus	Blumenstrauß	02-332-2-IV-Weg.csv	1	1	1	Plumeaus	0.102373
frölichkeit	Fröhlichkeit	02-332-2-IV-Weg.csv	1	1	1	Fröhlichkeit	0.407757
Plackte	Plakate	02-338-2-IV-Weg.csv	2	88	2	plackte	0.689425
Plackaten	Plakaten	02-338-2-IV-Weg.csv	2	7	2	blanklagen	0.0557804
si	Sie	02-338-2-IV-Weg.csv	51	8	3	Sie	0.5
sen	sehen	02-338-2-IV-Weg.csv	2	10	2	sehen	0.5
abe	habe	02-338-2-IV-Weg.csv	2	16	1	aber	1
fraut	freut	02-338-2-IV-Weg.csv	2	42	2	Fracht	0.282111
danch	danach	02-338-2-IV-Weg.csv	3	21	3	dennoch	0.0789564
trinen	drinnen	02-338-2-IV-Weg.csv	1	24	1	drinnen	1
nirgenswo	nirgendwo	02-339-2-IV-Weg.csv	2	3	2	nirgendwo	0.413869
hord	hört	02-339-2-IV-Weg.csv	1	10	1	horde	0.26363
istn	ist	02-339-2-IV-Weg.csv	1	33	1	ist	0.636119
chnel	schnell	02-339-2-IV-Weg.csv	1	76	1	schnell	1
kan	kann	02-339-2-IV-Weg.csv	39	54	37	kann	1
ture	Türe	02-339-2-IV-Weg.csv	1	3	1	Türe	1
dasrauf	darauf	02-339-2-IV-Weg.csv	1	2	1	darauf	0.666487
widerzusehen	wiederzusehen	02-339-2-IV-Weg.csv	5	5	5	wiederzusehen	0.340432
si	sich	02-339-2-IV-Weg.csv	51	55	2	Sie	0.5
such	sich	02-339-2-IV-Weg.csv	2	55	1	Suche	0.5
valoren	verloren	02-340-2-IV-Weg.csv	2	52	2	verloren	0.639736
hnkt	hängt	02-340-2-IV-Weg.csv	1	158	1	hinkt	0.513063
anrut	anruft	02-340-2-IV-Weg.csv	1	9	1	herum	0.0457901
glügrich	glücklich	02-340-2-IV-Weg.csv	1	163	1	klüglich	0.309171
hngte	hängte	02-342-2-IV-Weg.csv	1	23	1	engte	0.587319
drasen	draußen	02-342-2-IV-Weg.csv	1	74	1	draußen	1
heiy	hey	02-342-2-IV-Weg.csv	1	1	1	heim	0.367879
Würklich	Wirklich	02-342-2-IV-Weg.csv	1	1	1	wirklich	0.293319
brin	bring	02-342-2-IV-Weg.csv	3	9	3	drin	0.289514
okey	okay	02-342-2-IV-Weg.csv	17	26	13	Okay	0.5
klingld	klingelt	02-342-2-IV-Weg.csv	1	66	1	klingelt	0.355476
Schnel	Schnell	02-342-2-IV-Weg.csv	5	3	3	Schnell	0.5
freßchen	Fresschen	02-342-2-IV-Weg.csv	1	1	1	frechen	0.434636
Wandt	Wand	02-346-2-IV-Weg.csv	1	5	1	Wand	0.425431
Kulie	Kuli	02-346-2-IV-Weg.csv	3	5	3	Kuli	0.734435
Gechenk	Geschenk	02-346-2-IV-Weg.csv	1	21	1	gehenkt	0.382701
ver	wer	02-346-2-IV-Weg.csv	4	5	2	wer	0.314471
gechenk	Geschenk	02-346-2-IV-Weg.csv	1	21	1	gehenkt	0.388822
Gechichte	Geschichte	02-346-2-IV-Weg.csv	2	14	2	geschickte	0.163893
suht	sucht	02-347-2-IV-Weg.csv	2	11	2	Zucht	0.17828
Want	Wand	02-349-2-IV-Weg.csv	1	5	1	Wand	1
Stuel	Stuhl	02-349-2-IV-Weg.csv	1	7	1	Stuhl	0.212702
loiete	Leute	02-355-2-IV-Weg.csv	1	1	1	leite	0.426511
noma	Nummer	02-355-2-IV-Weg.csv	1	28	1	enormer	0.0561137
lest	lässt	02-355-2-IV-Weg.csv	39	72	39	liest	0.5
füler	Füller	02-355-2-IV-Weg.csv	4	18	4	Füller	0.524118
miet	mit	02-355-2-IV-Weg.csv	4	18	4	mit	1
gefroiet	gefreut	02-355-2-IV-Weg.csv	1	24	1	gefreit	0.390432
wieda	wieder	02-355-2-IV-Weg.csv	4	207	4	wieder	0.287035
trauich	traurig	02-360-2-IV-Weg.csv	1	119	1	traue	0.405474
Werloren	verloren	02-369-2-IV-Weg.csv	1	52	1	verloren	0.367879
Ged	geht	02-369-2-IV-Weg.csv	1	85	1	geht	0.309637
Watete	wartete	02-369-2-IV-Weg.csv	1	19	1	Vagheit	0.0158299
ema	immer	02-369-2-IV-Weg.csv	1	59	1	immer	0.162419
nocht	noch	02-369-2-IV-Weg.csv	1	15	1	noch	0.187179
ruat	ruft	02-369-2-IV-Weg.csv	1	15	1	raut	0.501186
dn	dann	02-369-2-IV-Weg.csv	4	651	1	aneres	0.00527426
ruut	ruft	02-369-2-IV-Weg.csv	1	15	1	Raus	0.0838895
gewunden	gefunden	02-369-2-IV-Weg.csv	4	40	4	gewunden	0.405945
ate	hatte	02-369-2-IV-Weg.csv	3	427	3	arte	0.1587
wür	für	02-369-2-IV-Weg.csv	2	16	2	wir	0.329344
einene	eine	02-369-2-IV-Weg.csv	1	9	1	einen	0.363838
Lhden	lachten	02-369-2-IV-Weg.csv	1	3	1	Laden	0.439415
Glüglie	glücklich	02-369-2-IV-Weg.csv	1	163	1	glücklich	0.178407
ewes	ewig	02-369-2-IV-Weg.csv	1	1	1	dehnen	0.0385827
feteilt	verteilt	02-371-2-IV-Weg.csv	1	3	1	vierteilt	0.0942569
voler	voller	02-371-2-IV-Weg.csv	2	7	2	voller	1
Schelt	schellt	02-371-2-IV-Weg.csv	1	9	1	schellt	0.518001
Dindon	Dingdong	02-371-2-IV-Weg.csv	1	1	1	Danton	0.359761
don	dong	02-371-2-IV-Weg.csv	5	2	1	dort	0.0486496
sechr	sehr	02-371-2-IV-Weg.csv	1	67	1	sehr	0.490807
biest	bist	02-371-2-IV-Weg.csv	2	8	2	Biest	0.809529
stehd	steht	02-373-2-IV-Weg.csv	1	37	1	steht	0.228426
drann	dran	02-378-2-IV-Weg.csv	4	9	4	dran	0.756595
were	wer	02-379-2-IV-Weg.csv	7	5	1	wäre	1
rüher	rüber	02-379-2-IV-Weg.csv	2	7	2	rühr	0.104704
danker	danke	02-379-2-IV-Weg.csv	1	13	1	danke	0.231315
geschet	Geschenk	02-379-2-IV-Weg.csv	1	21	1	geschart	0.285344
sond	sonst	02-379-2-IV-Weg.csv	1	9	1	sonnt	0.405155
wirs	wirst	02-379-2-IV-Weg.csv	1	1	1	wir	0.190397
sanem	seinen	02-382-2-IV-Weg.csv	1	2	1	seinem	0.484495
stüft	Stift	02-382-2-IV-Weg.csv	2	24	2	stuft	0.576117
san	sein	02-382-2-IV-Weg.csv	4	20	3	lang	0.5
frond	Freund	02-382-2-IV-Weg.csv	1	21	1	freund	0.323157
fronden	Freundin	02-382-2-IV-Weg.csv	1	4	1	freunden	0.395476
dan	dein	02-382-2-IV-Weg.csv	627	2	1	Da	0.333333
baei	bei	02-382-2-IV-Weg.csv	1	16	1	bei	0.55175
gefrout	gefreut	02-382-2-IV-Weg.csv	1	24	1	gefreut	0.360159
gestelt	gestellt	02-382-2-IV-Weg.csv	12	16	12	gestellt	1
gedrükt	gedrückt	02-382-2-IV-Weg.csv	1	5	1	gedrückt	0.715914
lolepop	Lollipop	02-382-2-IV-Weg.csv	1	44	1	Bolero	0.144597
läst	lässt	02-383-2-IV-Weg.csv	25	72	25	lässt	1
fahlen	fallen	02-383-2-IV-Weg.csv	2	25	2	wallen	0.382605
Deusch	Deutsch	02-387-2-IV-Weg.csv	1	1	1	Deut	0.500118
nichd	nicht	02-387-2-IV-Weg.csv	3	135	3	nicht	0.366439
Jemant	Jemand	02-387-2-IV-Weg.csv	1	3	1	jemand	0.33236
Hu	Hund	02-387-2-IV-Weg.csv	1	16	1	Hus	0.217873
ish	ich	02-387-2-IV-Weg.csv	3	11	3	ist	0.546221
dish	dich	02-387-2-IV-Weg.csv	1	5	1	bliesen	0.0560128
verschtanden	verstanden	02-387-2-IV-Weg.csv	2	3	2	verstanden	0.315542
Hauser	Häuser	02-396-2-IV-Weg.csv	1	1	1	hause	0.25544
gesturmt	gestürmt	02-396-2-IV-Weg.csv	1	1	1	gestürmt	0.54666
fagesen	vergessen	02-397-2-IV-Weg.csv	2	139	2	wagenden	0.0853738
wuste	wusste	02-397-2-IV-Weg.csv	38	42	38	wusste	1
beckteftig	beschäftigt	02-397-2-IV-Weg.csv	1	6	1	ecktet	0.158815
gesriben	geschrieben	02-397-2-IV-Weg.csv	1	10	1	gerieben	0.475214
gekikt	gekuckt	02-397-2-IV-Weg.csv	1	33	1	gekickt	0.715914
zurükkricht	zurückkriegt	02-399-2-IV-Weg.csv	1	1	1	zurückkriecht	0.510456
sid	sieht	02-399-2-IV-Weg.csv	15	159	14	sieht	0.5
ren	renn	02-399-2-IV-Weg.csv	4	2	2	rein	0.5
Stet	Steht	02-412-2-IV-Weg.csv	2	1	1	steht	1
lanwel	langweil	02-412-2-IV-Weg.csv	1	1	1	lande	0.254576
sagtt	sagt	02-412-2-IV-Weg.csv	2	52	2	sagt	0.611935
wuf	wuff	02-412-2-IV-Weg.csv	18	39	18	Wuf	0.5
zurüg	zurück	02-412-2-IV-Weg.csv	4	61	4	zurück	0.185798
dannke	danke	02-412-2-IV-Weg.csv	2	13	2	danke	0.625906
einruft	anruft	02-413-2-IV-Weg.csv	2	9	2	gerufen	0.0261176
ein	in	02-413-2-IV-Weg.csv	4	21	1	Ein	0.111111
Füler	Füller	02-413-2-IV-Weg.csv	4	18	4	Füller	0.720699
holo	hallo	02-413-2-IV-Weg.csv	1	12	1	hole	0.580734
gedruckt	gedrückt	02-414-2-IV-Weg.csv	2	5	2	gedruckt	0.353086
veloren	verloren	02-416-2-IV-Weg.csv	2	52	2	velaren	0.547663
bleter	Blätter	02-416-2-IV-Weg.csv	1	7	1	Blätter	0.5
puld	Pult	02-416-2-IV-Weg.csv	1	1	1	Pult	0.448687
gegomen	gekommen	02-416-2-IV-Weg.csv	1	26	1	gekommen	0.393362
gecheng	Geschenk	02-416-2-IV-Weg.csv	1	21	1	gehen	0.522952
ummt	umarmt	02-416-2-IV-Weg.csv	1	40	1	und	0.107352
gechen	Geschenk	02-416-2-IV-Weg.csv	4	21	1	gehen	1
idde	Idee	02-417-2-IV-Weg.csv	4	34	4	siede	0.0753599
Tazächlich	tatsächlich	02-417-2-IV-Weg.csv	1	7	1	tatsächlich	0.327148
gescheinge	Geschenk	02-417-2-IV-Weg.csv	1	21	1	geschieden	0.155932
Lucher	Lutscher	02-417-2-IV-Weg.csv	7	56	7	Lutscher	0.205464
Un	Und	02-418-2-IV-Weg.csv	4	11	4	Und	1
wisen	wissen	02-418-2-IV-Weg.csv	10	20	10	wiesen	0.454846
weK	weg	02-418-2-IV-Weg.csv	2	94	2	weg	0.493109
Kan	kann	02-418-2-IV-Weg.csv	5	54	4	kann	1
fröide	Freude	02-418-2-IV-Weg.csv	1	16	1	freite	0.344857
wais	weiß	02-418-2-IV-Weg.csv	1	30	1	weiß	1
saKt	sagt	02-418-2-IV-Weg.csv	1	52	1	sagt	0.493109
hicht	nicht	02-418-2-IV-Weg.csv	1	135	1	eicht	0.587319
aphaun	abhauen	02-418-2-IV-Weg.csv	1	3	1	abhauen	0.377005
Umamt	umarmt	02-418-2-IV-Weg.csv	2	40	2	Unart	0.273236
gegeden	gegeben	02-418-2-IV-Weg.csv	1	6	1	Gegenden	0.147224
Jez	jetzt	02-422-2-IV-Weg.csv	5	75	3	Jet	0.587889
efunde	gefunden	02-422-2-IV-Weg.csv	1	40	1	gefunden	0.0445401
trauisch	traurig	02-427-2-IV-Weg.csv	1	119	1	traust	0.371154
vun	von	02-427-2-IV-Weg.csv	2	76	1	von	0.514317
gloklich	glücklich	02-427-2-IV-Weg.csv	1	163	1	glücklich	0.322318
Bilt	Bild	02-443-2-IV-Weg.csv	1	5	1	Bild	1
kinden	klingeln	02-443-2-IV-Weg.csv	1	7	1	winden	0.365048
umam	umarmen	02-443-2-IV-Weg.csv	2	15	1	Hunan	0.0650404
fek	weg	02-443-2-IV-Weg.csv	1	94	1	weck	0.114819
wartetde	wartete	02-445-2-IV-Weg.csv	1	19	1	wartete	0.659103
wartede	wartete	02-445-2-IV-Weg.csv	1	19	1	wartete	0.25715
kligelts	klingelts	02-445-2-IV-Weg.csv	1	2	1	klingelt	0.231836
gehtan	getan	02-445-2-IV-Weg.csv	2	11	2	getan	0.731247
zürück	zurück	02-445-2-IV-Weg.csv	6	61	6	zurück	0.150483
konmen	kommen	02-445-2-IV-Weg.csv	1	17	1	kommen	0.521457
zoll	soll	02-445-2-IV-Weg.csv	1	5	1	soll	0.671076
kligel	Klingel	02-445-2-IV-Weg.csv	1	2	1	klingel	0.253044
Glücklisch	glücklich	02-445-2-IV-Weg.csv	1	163	1	glücklich	0.470778
Ferloren	verloren	02-450-2-IV-Weg.csv	2	52	2	verloren	0.464157
Jst	Jetzt	02-450-2-IV-Weg.csv	1	27	1	Jet	0.560765
chon	schon	02-450-2-IV-Weg.csv	1	20	1	hohn	0.248311
hap	hab	02-450-2-IV-Weg.csv	6	8	6	hab	0.246655
widergefunden	wiedergefunden	02-450-2-IV-Weg.csv	1	1	1	wiedergefunden	0.503808
gecheg	Geschenk	02-450-2-IV-Weg.csv	1	21	1	gesagt	0.0686061
genumen	genommen	02-450-2-IV-Weg.csv	1	41	1	genuin	0.413403
hegnd	hängt	02-455-2-IV-Weg.csv	1	158	1	gegen	0.039072
bescheit	Bescheid	02-455-2-IV-Weg.csv	3	4	3	Bescheid	1
farten	warten	02-462-2-IV-Weg.csv	2	3	2	warten	0.565156
bekonen	bekommen	02-462-2-IV-Weg.csv	3	31	3	bekommen	0.322611
gelechent	gelächelt	02-462-2-IV-Weg.csv	1	3	1	gelegenen	0.119292
Sizt	sitzt	02-463-2-IV-Weg.csv	1	40	1	sitzt	1
tenefon	Telefon	02-463-2-IV-Weg.csv	1	39	1	teeren	0.286382
telefohn	Telefon	02-463-2-IV-Weg.csv	1	39	1	Telefon	0.267808
Silder	Schilder	02-463-2-IV-Weg.csv	1	1	1	schilder	0.114199
se	es	02-463-2-IV-Weg.csv	9	14	1	sehe	0.5
richdik	richtig	02-463-2-IV-Weg.csv	1	9	1	richtig	0.21714
gülücklich	glücklich	02-464-2-IV-Weg.csv	1	163	1	glücklich	0.473922
gekilinelt	geklingelt	02-464-2-IV-Weg.csv	1	13	1	gekillt	0.384925
hählt	hält	02-465-2-IV-Weg.csv	1	24	1	hält	0.731247
wachtet	wartet	02-468-2-IV-Weg.csv	4	67	4	wachtet	0.777582
futa	Futter	02-468-2-IV-Weg.csv	2	31	2	fütter	0.210209
zurük	zurück	02-468-2-IV-Weg.csv	21	61	21	zurück	1
gesscheng	Geschenk	02-468-2-IV-Weg.csv	1	21	1	Geschenk	0.471698
froyde	Freude	02-468-2-IV-Weg.csv	1	16	1	rode	0.287431
sachen	suchen	02-471-2-IV-Weg.csv	1	1	1	Sachen	1
kligeld	klingelt	02-471-2-IV-Weg.csv	2	66	2	klingelt	0.274458
gscheng	Geschenk	02-471-2-IV-Weg.csv	1	21	1	Geschenk	0.292397
EHN	END	02-471-2-IV-Weg.csv	1	1	1	EH	0.414363
dauuste	dauerte	02-474-2-IV-Weg.csv	1	3	1	hauste	0.144023
dauate	dauerte	02-474-2-IV-Weg.csv	1	3	1	dauerte	0.639736
gaz	ganz	02-474-2-IV-Weg.csv	1	48	1	ganz	1
plotzlich	plötzlich	02-474-2-IV-Weg.csv	10	62	10	Plötzlich	0.5
telofon	Telefon	02-474-2-IV-Weg.csv	3	39	3	Telefon	0.323814
nuch	nur	02-474-2-IV-Weg.csv	2	7	1	noch	0.514317
Si	Sie	02-476-2-IV-Weg.csv	2	8	2	sie	0.316134
hngt	hängt	02-476-2-IV-Weg.csv	1	158	1	engt	0.587319
pagt	Plakat	02-476-2-IV-Weg.csv	2	15	1	packt	0.365834
Waeit	weint	02-476-2-IV-Weg.csv	1	67	1	weit	0.309162
angs	Angst	02-476-2-IV-Weg.csv	6	12	6	angst	0.256375
wrtet	wartet	02-476-2-IV-Weg.csv	1	67	1	Wunden	0.121115
kigt	kriegt	02-476-2-IV-Weg.csv	3	51	3	kickt	0.199444
wot	freut	02-476-2-IV-Weg.csv	1	42	1	wohnt	1
di	da	02-476-2-IV-Weg.csv	12	86	1	die	1
snt	sind	02-476-2-IV-Weg.csv	1	66	1	eint	0.241098
fon	freuen	02-476-2-IV-Weg.csv	63	11	2	vom	0.333333
uma	umarm	02-476-2-IV-Weg.csv	1	2	1	Hummer	0.0630451
gesichnt	Geschenk	02-476-2-IV-Weg.csv	1	21	1	geschient	0.0648034
nr	er	02-476-2-IV-Weg.csv	1	14	1	einten	0.0662132
esehn	Essen	02-476-2-IV-Weg.csv	1	18	1	Seen	0.365999
sch	sich	02-476-2-IV-Weg.csv	2	55	1	sich	0.025938
Schtift	Stift	02-477-2-IV-Weg.csv	2	24	2	stiert	0.160023
sackte	sagte	02-477-2-IV-Weg.csv	3	39	3	sackte	0.782203
Geweind	geweint	02-477-2-IV-Weg.csv	1	7	1	geweint	0.64646
Postan	Poster	02-486-2-IV-Weg.csv	1	10	1	Posten	0.650654
geschreiben	geschrieben	02-486-2-IV-Weg.csv	1	10	1	geschleift	0.0882117
lag	lang	02-486-2-IV-Weg.csv	1	1	1	lag	0.558534
traugi	traurig	02-486-2-IV-Weg.csv	1	119	1	tauge	0.381782
träschn	Tränchen	02-486-2-IV-Weg.csv	1	3	1	träg	0.357507
hebe	habe	02-486-2-IV-Weg.csv	1	16	1	Hiebe	0.136993
gefreud	gefreut	02-486-2-IV-Weg.csv	5	24	5	gefreut	0.331606
träschen	Tränchen	02-486-2-IV-Weg.csv	1	3	1	trägen	0.562012
mitgebraht	mitgebracht	02-486-2-IV-Weg.csv	2	9	2	mitgebracht	0.292081
irhe	ihre	02-486-2-IV-Weg.csv	2	23	2	ihre	0.119019
geessen	gegessen	02-486-2-IV-Weg.csv	1	21	1	besessen	0.0389659
traschen	Tränchen	02-486-2-IV-Weg.csv	1	3	1	tragen	0.24804
risige	riesige	02-489-2-IV-Weg.csv	1	1	1	riesige	0.542891
ainer	einer	02-489-2-IV-Weg.csv	1	9	1	einer	0.815957
notfal	Notfall	02-489-2-IV-Weg.csv	1	1	1	notfalls	0.349406
kainer	keiner	02-489-2-IV-Weg.csv	2	12	2	kleiner	0.176835
liblingsessen	Lieblingsessen	02-489-2-IV-Weg.csv	2	5	2	Lieblingen	0.101175
drause	draußen	02-489-2-IV-Weg.csv	2	74	2	draußen	1
hingestelt	hingestellt	02-489-2-IV-Weg.csv	8	11	8	hingestellt	0.662315
gesakt	gesagt	02-489-2-IV-Weg.csv	3	37	3	gesagt	1
freudentrenen	Freudentränen	02-489-2-IV-Weg.csv	6	36	6	Freudentränen	0.421158
dauf	drauf	02-491-2-IV-Weg.csv	1	6	1	drauf	0.193113
steth	steht	02-491-2-IV-Weg.csv	1	37	1	schart	0.0479025
sihe	sie	02-497-2-IV-Weg.csv	1	86	1	siehe	1
zetel	Zettel	02-497-2-IV-Weg.csv	8	16	8	Zettel	1
Schuhle	Schule	02-497-2-IV-Weg.csv	12	27	12	Schule	1
priwat	privat	02-497-2-IV-Weg.csv	1	1	1	privat	0.558695
unglauplich	unglaublich	02-497-2-IV-Weg.csv	1	1	1	unglaublich	0.656407
Sihe	Sie	02-497-2-IV-Weg.csv	1	8	1	siehe	0.408458
hemerten	hämmerten	02-497-2-IV-Weg.csv	1	1	1	gemieteten	0.0226922
ma	na	02-497-2-IV-Weg.csv	4	1	1	na	0.134324
fuhternapf	Futternapf	02-497-2-IV-Weg.csv	1	7	1	fernab	0.10315
grücklich	glücklich	02-500-2-IV-Weg.csv	1	163	1	glücklich	0.455583
Geschenckt	geschenkt	02-500-2-IV-Weg.csv	1	6	1	geschenkt	0.745368
gebanken	Gedanken	02-603-2-IV-Weg.csv	1	1	1	gebangt	0.0634968
Beibe	Beide	02-603-2-IV-Weg.csv	1	2	1	beige	0.291049
Bekomen	bekommen	02-603-2-IV-Weg.csv	2	31	2	bekommen	0.639044
pa	paar	02-604-2-IV-Weg.csv	4	40	4	da	1
dannnach	danach	02-604-2-IV-Weg.csv	1	21	1	danach	0.61719
zuch	such	02-647-2-IV-Weg.csv	1	2	1	such	0.24546
ya	ja	02-647-2-IV-Weg.csv	4	7	4	ja	0.583369
mitbring	mitbringen	02-647-2-IV-Weg.csv	1	1	1	mitbringe	0.597357
gechng	Geschenk	02-647-2-IV-Weg.csv	1	21	1	gen	0.39586
mitgebrht	mitgebracht	02-647-2-IV-Weg.csv	1	9	1	mitgebt	0.457731
übeal	überall	02-659-2-IV-Weg.csv	1	35	1	übel	0.55175
fenzder	Fenster	02-659-2-IV-Weg.csv	1	80	1	Fender	0.39348
schelt	schellt	02-659-2-IV-Weg.csv	6	9	6	schellt	0.553851
häte	hätte	02-682-2-IV-Weg.csv	4	5	4	hätte	0.18796
aufgepast	aufgepasst	02-682-2-IV-Weg.csv	3	4	3	aufgepasst	1
fermise	vermisse	02-682-2-IV-Weg.csv	2	2	2	vermiese	0.368354
harbe	habe	02-682-2-IV-Weg.csv	3	16	3	habe	0.409605
taurich	traurig	02-692-2-IV-Weg.csv	1	119	1	starre	0.0738031
nichtz	nichts	02-692-2-IV-Weg.csv	5	25	5	Nichts	0.5
sakd	sagt	02-692-2-IV-Weg.csv	1	52	1	sagt	0.556937
glaiech	gleich	02-692-2-IV-Weg.csv	1	7	1	gleich	0.618814
sieich	sich	02-692-2-IV-Weg.csv	1	55	1	schien	0.0520525
luscha	Lutscher	02-692-2-IV-Weg.csv	1	56	1	Lutscher	0.12275
liber	lieber	03-005-3-I-Frosch.csv	2	3	2	lieber	1
acha	aber	03-005-3-I-Frosch.csv	1	60	1	ach	0.149375
spingt	springt	03-005-3-I-Frosch.csv	5	80	5	spickt	0.111131
Schlus	Schluss	03-005-3-I-Frosch.csv	1	6	1	Schluss	0.338864
gelanded	gelandet	03-005-3-I-Frosch.csv	3	5	3	gelandet	0.665959
plischnas	plitschnass	03-005-3-I-Frosch.csv	1	6	1	pitschnass	0.217972
trausen	draußen	03-006-3-I-Frosch.csv	2	74	2	draußen	1
abba	aber	03-006-3-I-Frosch.csv	2	60	2	abbat	0.54326
Wise	Wiese	03-006-3-I-Frosch.csv	1	5	1	Wiese	1
Frusch	Frosch	03-006-3-I-Frosch.csv	1	77	1	Frucht	0.188669
Maua	Mauer	03-006-3-I-Frosch.csv	13	44	13	Mauer	0.639736
Wasa	Wasser	03-006-3-I-Frosch.csv	1	29	1	Wasser	0.308249
konte	konnte	03-012-3-I-Frosch.csv	24	31	24	konnte	1
geschrin	geschrien	03-012-3-I-Frosch.csv	3	7	3	geschrien	0.284411
hirhin	hierhin	03-012-3-I-Frosch.csv	3	3	3	hierhin	0.713013
höen	hören	03-012-3-I-Frosch.csv	1	3	1	hüten	0.507709
hiterher	hinterher	03-012-3-I-Frosch.csv	4	38	4	hinterher	0.270199
enem	einem	03-012-3-I-Frosch.csv	2	5	2	einem	1
Blat	Blatt	03-012-3-I-Frosch.csv	8	19	8	Blatt	1
geschprungen	gesprungen	03-012-3-I-Frosch.csv	9	26	9	gesprungen	0.691195
einnes	Eines	03-021-3-I-Frosch.csv	1	4	1	eines	0.814043
ruse	raus	03-021-3-I-Frosch.csv	1	26	1	ruße	0.510997
gerunte	gerannt	03-021-3-I-Frosch.csv	1	44	1	geraunte	0.153634
frazuced	versucht	03-021-3-I-Frosch.csv	1	43	1	freue	0.174787
sahr	sehr	03-021-3-I-Frosch.csv	17	67	1	sah	1
shnel	schnell	03-021-3-I-Frosch.csv	1	76	1	schnell	0.294949
frzuced	versucht	03-021-3-I-Frosch.csv	1	43	1	freue	0.215256
of	auf	03-021-3-I-Frosch.csv	3	17	3	oft	0.520616
andre	andere	03-021-3-I-Frosch.csv	3	5	3	andere	1
siet	Seite	03-021-3-I-Frosch.csv	54	3	1	sieht	1
muarr	Mauer	03-021-3-I-Frosch.csv	1	44	1	Murr	0.376754
when	wenn	03-021-3-I-Frosch.csv	1	46	1	wen	0.731247
site	Seite	03-021-3-I-Frosch.csv	1	3	1	siede	0.24542
wer	war	03-021-3-I-Frosch.csv	13	109	5	Wer	0.333333
nase	nass	03-021-3-I-Frosch.csv	1	26	1	Nase	0.27343
Spatzirgang	Spaziergang	03-025-3-I-Frosch.csv	1	10	1	patzigen	0.162437
sied	sieht	03-025-3-I-Frosch.csv	29	159	28	sieht	0.5
ziet	zieht	03-025-3-I-Frosch.csv	17	63	17	zieht	1
Wisse	Wiese	03-025-3-I-Frosch.csv	1	5	1	Wiese	1
schpringt	springt	03-025-3-I-Frosch.csv	9	80	9	springt	0.156315
Wassa	Wasser	03-025-3-I-Frosch.csv	2	29	2	Wasser	1
Schtrömt	strömt	03-025-3-I-Frosch.csv	1	1	1	strömt	0.626653
dolle	doll	03-025-3-I-Frosch.csv	4	16	4	Bohle	0.151575
angekomen	angekommen	03-025-3-I-Frosch.csv	9	19	9	angekommen	1
sarkt	sagt	03-025-3-I-Frosch.csv	1	52	1	sagt	0.135641
Jetz	Jetzt	03-025-3-I-Frosch.csv	15	27	8	jetzt	0.388449
spatsiren	spazieren	03-026-3-I-Frosch.csv	1	116	1	sparen	0.25906
hintaher	hinterher	03-026-3-I-Frosch.csv	5	38	5	hinterher	0.639736
Fro	Frosch	03-026-3-I-Frosch.csv	6	77	1	froh	0.203808
schrinkt	springt	03-026-3-I-Frosch.csv	1	80	1	Scherings	0.140747
losGerisen	losgerissen	03-028-3-I-Frosch.csv	1	2	1	losgerissen	0.503318
hintaHer	hinterher	03-028-3-I-Frosch.csv	1	38	1	hinterher	0.452491
löft	läuft	03-028-3-I-Frosch.csv	1	45	1	läuft	1
froch	Frosch	03-028-3-I-Frosch.csv	24	77	24	Frucht	0.196439
sqrint	springt	03-028-3-I-Frosch.csv	1	80	1	Sprint	0.281822
mouer	Mauer	03-028-3-I-Frosch.csv	1	44	1	mauer	0.547663
On	Und	03-029-3-I-Frosch.csv	1	11	1	Oh	0.423979
get's	geht's	03-029-3-I-Frosch.csv	1	1	1	's	0.284695
loslasen	loslassen	03-037-3-I-Frosch.csv	3	3	3	loslassen	0.740051
zurükwinken	zurückwinken	03-037-3-I-Frosch.csv	1	1	1	zurückwirken	0.364069
klabt	klappt	03-037-3-I-Frosch.csv	1	2	1	klebt	0.650654
Jezt	Jetzt	03-037-3-I-Frosch.csv	14	27	9	Jetzt	0.5
jagd	jagt	03-037-3-I-Frosch.csv	2	6	2	jagt	1
forne	vorne	03-037-3-I-Frosch.csv	6	6	6	Vorne	0.5
rehnen	rennen	03-037-3-I-Frosch.csv	4	33	4	rennen	0.462926
rehnt	rennt	03-037-3-I-Frosch.csv	1	167	1	rennt	1
eineholt	eingeholt	03-037-3-I-Frosch.csv	1	2	1	eingeholt	0.275915
Alz	Als	03-037-3-I-Frosch.csv	2	26	2	Als	0.5
ankahmen	ankamen	03-037-3-I-Frosch.csv	1	2	1	ankamen	0.503185
sas	saß	03-037-3-I-Frosch.csv	28	59	28	saß	1
schnüfelt	schnüffelt	03-040-3-I-Frosch.csv	2	5	2	schnüffelt	0.676331
Fosch	Frosch	03-040-3-I-Frosch.csv	1	77	1	Fisch	0.506921
