original|corrected|filename
"Dan|"|Dann|02-445-2-IV-Weg.csv
gebellt|gebellt|02-445-2-IV-Weg.csv
kligel|Klingel|02-445-2-IV-Weg.csv
Glücklisch|glücklich|02-445-2-IV-Weg.csv
Ferloren|verloren|02-450-2-IV-Weg.csv
Jst|Jetzt|02-450-2-IV-Weg.csv
Bis|bis|02-450-2-IV-Weg.csv
chon|schon|02-450-2-IV-Weg.csv
Ich|ich|02-450-2-IV-Weg.csv
hap|hab|02-450-2-IV-Weg.csv
widergefunden|wiedergefunden|02-450-2-IV-Weg.csv
gecheg|Geschenk|02-450-2-IV-Weg.csv
genumen|genommen|02-450-2-IV-Weg.csv
hegnd|hängt|02-455-2-IV-Weg.csv
bescheit|Bescheid|02-455-2-IV-Weg.csv
umarmten|umarmten|02-455-2-IV-Weg.csv
farten|warten|02-462-2-IV-Weg.csv
keinen|keinen|02-462-2-IV-Weg.csv
bekonen|bekommen|02-462-2-IV-Weg.csv
gelechent|gelächelt|02-462-2-IV-Weg.csv
"Hat|"|hat|02-463-2-IV-Weg.csv
Sizt|sitzt|02-463-2-IV-Weg.csv
Warten|warten|02-463-2-IV-Weg.csv
Ans|ans|02-463-2-IV-Weg.csv
tenefon|Telefon|02-463-2-IV-Weg.csv
telefohn|Telefon|02-463-2-IV-Weg.csv
Lukas|Lukas|02-463-2-IV-Weg.csv
Silder|Schilder|02-463-2-IV-Weg.csv
Habe|habe|02-463-2-IV-Weg.csv
se|es|02-463-2-IV-Weg.csv
richdik|richtig|02-463-2-IV-Weg.csv
wi_der|wieder|02-463-2-IV-Weg.csv
zuhause|zuhause|02-463-2-IV-Weg.csv
telefo-^nirt|telefoniert|02-464-2-IV-Weg.csv
gülücklich|glücklich|02-464-2-IV-Weg.csv
ge_worden|geworden|02-464-2-IV-Weg.csv
ge_kilinelt|geklingelt|02-464-2-IV-Weg.csv
ge_^geben|gegeben|02-464-2-IV-Weg.csv
steckbriefe|Steckbriefe|02-465-2-IV-Weg.csv
wand|Wand|02-465-2-IV-Weg.csv
Angerufen|angerufen|02-465-2-IV-Weg.csv
hählt|hält|02-465-2-IV-Weg.csv
wachtet|wartet|02-468-2-IV-Weg.csv
futa|Futter|02-468-2-IV-Weg.csv
hin_gelegt|hingelegt|02-468-2-IV-Weg.csv
zurük|zurück|02-468-2-IV-Weg.csv
kom-^en|kommen|02-468-2-IV-Weg.csv
ges_^scheng|Geschenk|02-468-2-IV-Weg.csv
froyde|Freude|02-468-2-IV-Weg.csv
ars|Lars|02-468-2-IV-Weg.csv
klingel|Klingel|02-468-2-IV-Weg.csv
sachen|suchen|02-471-2-IV-Weg.csv
do,do|Dodo|02-471-2-IV-Weg.csv
kligeld|klingelt|02-471-2-IV-Weg.csv
gscheng|Geschenk|02-471-2-IV-Weg.csv
EHN|END|02-471-2-IV-Weg.csv
einige|einige|02-474-2-IV-Weg.csv
dauuste|dauerte|02-474-2-IV-Weg.csv
dauate|dauerte|02-474-2-IV-Weg.csv
gaz|ganz|02-474-2-IV-Weg.csv
plotzlich|plötzlich|02-474-2-IV-Weg.csv
telofon|Telefon|02-474-2-IV-Weg.csv
nuch|nur|02-474-2-IV-Weg.csv
"Si|"|Sie|02-476-2-IV-Weg.csv
hngt|hängt|02-476-2-IV-Weg.csv
"pagt|"|Plakat|02-476-2-IV-Weg.csv
Waeit|weint|02-476-2-IV-Weg.csv
angs|Angst|02-476-2-IV-Weg.csv
wrtet|wartet|02-476-2-IV-Weg.csv
kigt|kriegt|02-476-2-IV-Weg.csv
wot|freut|02-476-2-IV-Weg.csv
"di|"|da|02-476-2-IV-Weg.csv
snt|sind|02-476-2-IV-Weg.csv
seht|seht|02-476-2-IV-Weg.csv
fon|freuen|02-476-2-IV-Weg.csv
"uma|"|umarm|02-476-2-IV-Weg.csv
"unt|"|und|02-476-2-IV-Weg.csv
gesichnt|Geschenk|02-476-2-IV-Weg.csv
nr|er|02-476-2-IV-Weg.csv
"sa|"|sah|02-476-2-IV-Weg.csv
esehn|Essen|02-476-2-IV-Weg.csv
"fon|"|freuen|02-476-2-IV-Weg.csv
sch|sich|02-476-2-IV-Weg.csv
ver_mist|vermisst|02-477-2-IV-Weg.csv
DoDo|Dodo|02-477-2-IV-Weg.csv
Schtift|Stift|02-477-2-IV-Weg.csv
sackte|sagte|02-477-2-IV-Weg.csv
Geweind|geweint|02-477-2-IV-Weg.csv
komte|~kommte|02-477-2-IV-Weg.csv
brinGen|bringen|02-477-2-IV-Weg.csv
futterte|futterte|02-477-2-IV-Weg.csv
Liebe|Liebe|02-486-2-IV-Weg.csv
Postan|Poster|02-486-2-IV-Weg.csv
Nummer|Nummer|02-486-2-IV-Weg.csv
geschreiben|geschrieben|02-486-2-IV-Weg.csv
Pa|paar|02-486-2-IV-Weg.csv
lag|lang|02-486-2-IV-Weg.csv
gevate|~gewarte|02-486-2-IV-Weg.csv
wache|?wache|02-486-2-IV-Weg.csv
traugi|traurig|02-486-2-IV-Weg.csv
träschn|Tränchen|02-486-2-IV-Weg.csv
hebe|habe|02-486-2-IV-Weg.csv
gefreud|gefreut|02-486-2-IV-Weg.csv
"Gott|"|Gott|02-486-2-IV-Weg.csv
"sei|"|sei|02-486-2-IV-Weg.csv
dank|Dank|02-486-2-IV-Weg.csv
träschen|Tränchen|02-486-2-IV-Weg.csv
mitgebraht|mitgebracht|02-486-2-IV-Weg.csv
irhe|ihre|02-486-2-IV-Weg.csv
geessen|gegessen|02-486-2-IV-Weg.csv
umgearmen|~umgearmen|02-486-2-IV-Weg.csv
traschen|Tränchen|02-486-2-IV-Weg.csv
risige|riesige|02-489-2-IV-Weg.csv
Zuhause|zuhause|02-489-2-IV-Weg.csv
ainer|einer|02-489-2-IV-Weg.csv
notfal|Notfall|02-489-2-IV-Weg.csv
kainer|keiner|02-489-2-IV-Weg.csv
liblings_essen|Lieblingsessen|02-489-2-IV-Weg.csv
drause|draußen|02-489-2-IV-Weg.csv
hingestelt|hingestellt|02-489-2-IV-Weg.csv
Rufte|~rufte|02-489-2-IV-Weg.csv
gesakt|gesagt|02-489-2-IV-Weg.csv
freudentrenen|Freudentränen|02-489-2-IV-Weg.csv
um_armte|umarmte|02-489-2-IV-Weg.csv
allen|allen|02-491-2-IV-Weg.csv
Straßen|Straßen|02-491-2-IV-Weg.csv
dauf|drauf|02-491-2-IV-Weg.csv
steth|steht|02-491-2-IV-Weg.csv
Telefonanruf|Telefonanruf|02-491-2-IV-Weg.csv
Endlich|Endlich|02-491-2-IV-Weg.csv
kleines|kleines|02-491-2-IV-Weg.csv
flucher|?flucher|02-492-2-IV-Weg.csv
Jem-^and|jemand|02-492-2-IV-Weg.csv
dana-^ch|danach|02-492-2-IV-Weg.csv
verstanden|verstanden|02-492-2-IV-Weg.csv
Namens|namens|02-493-2-IV-Weg.csv
sihe|sie|02-497-2-IV-Weg.csv
zetel|Zettel|02-497-2-IV-Weg.csv
Schuhle|Schule|02-497-2-IV-Weg.csv
priwat|privat|02-497-2-IV-Weg.csv
raum|Raum|02-497-2-IV-Weg.csv
gefund_^en|gefunden|02-497-2-IV-Weg.csv
un_glauplich|unglaublich|02-497-2-IV-Weg.csv
Sihe|Sie|02-497-2-IV-Weg.csv
klingelten|klingelten|02-497-2-IV-Weg.csv
hemerten|hämmerten|02-497-2-IV-Weg.csv
kaum|kaum|02-497-2-IV-Weg.csv
ma|na|02-497-2-IV-Weg.csv
fuhternapf|Futternapf|02-497-2-IV-Weg.csv
hang|~hang|02-500-2-IV-Weg.csv
grücklich|glücklich|02-500-2-IV-Weg.csv
Sprang|sprang|02-500-2-IV-Weg.csv
Geschenckt|geschenkt|02-500-2-IV-Weg.csv
Hunde_Futter|Hundefutter|02-500-2-IV-Weg.csv
gebanken|Gedanken|02-603-2-IV-Weg.csv
Beibe|Beide|02-603-2-IV-Weg.csv
überraschung|Überraschung|02-603-2-IV-Weg.csv
Bekomen|bekommen|02-603-2-IV-Weg.csv
pa|paar|02-604-2-IV-Weg.csv
dann_nach|danach|02-604-2-IV-Weg.csv
büro|Büro|02-604-2-IV-Weg.csv
zuch|such|02-647-2-IV-Weg.csv
ya|ja|02-647-2-IV-Weg.csv
mit_bring|mitbringen|02-647-2-IV-Weg.csv
umarm-^t|umarmt|02-647-2-IV-Weg.csv
gechng|Geschenk|02-647-2-IV-Weg.csv
mit_gebrht|mitgebracht|02-647-2-IV-Weg.csv
freuch|?freuch|02-647-2-IV-Weg.csv
übeal|überall|02-659-2-IV-Weg.csv
sorgen|Sorgen|02-659-2-IV-Weg.csv
"has|"|hast|02-659-2-IV-Weg.csv
kommst|kommst|02-659-2-IV-Weg.csv
fenzder|Fenster|02-659-2-IV-Weg.csv
schelt|schellt|02-659-2-IV-Weg.csv
"O|"|O|02-682-2-IV-Weg.csv
häte|hätte|02-682-2-IV-Weg.csv
auf_gepast|aufgepasst|02-682-2-IV-Weg.csv
fer_mise|vermisse|02-682-2-IV-Weg.csv
warte|warte|02-682-2-IV-Weg.csv
harbe|habe|02-682-2-IV-Weg.csv
brauche|brauche|02-682-2-IV-Weg.csv
um_^armt|umarmt|02-682-2-IV-Weg.csv
taurich|traurig|02-692-2-IV-Weg.csv
angst|Angst|02-692-2-IV-Weg.csv
nichtz|nichts|02-692-2-IV-Weg.csv
sakd|sagt|02-692-2-IV-Weg.csv
glaiech|gleich|02-692-2-IV-Weg.csv
sieich|sich|02-692-2-IV-Weg.csv
Ein|Ein|02-692-2-IV-Weg.csv
luscha|Lutscher|02-692-2-IV-Weg.csv
liber|lieber|03-005-3-I-Frosch.csv
acha|aber|03-005-3-I-Frosch.csv
lieber|lieber|03-005-3-I-Frosch.csv
Frosch|Frosch|03-005-3-I-Frosch.csv
spingt|springt|03-005-3-I-Frosch.csv
Schlus|Schluss|03-005-3-I-Frosch.csv
Wasser|Wasser|03-005-3-I-Frosch.csv
gelanded|gelandet|03-005-3-I-Frosch.csv
plischnas|plitschnass|03-005-3-I-Frosch.csv
lachen|lachen|03-005-3-I-Frosch.csv
trausen|draußen|03-006-3-I-Frosch.csv
abba|aber|03-006-3-I-Frosch.csv
uu|?uu|03-006-3-I-Frosch.csv
Wise|Wiese|03-006-3-I-Frosch.csv
Frusch|Frosch|03-006-3-I-Frosch.csv
Maua|Mauer|03-006-3-I-Frosch.csv
springen|springen|03-006-3-I-Frosch.csv
gespingt|~gespringt|03-006-3-I-Frosch.csv
Wasa|Wasser|03-006-3-I-Frosch.csv
?!.|?!.|03-006-3-I-Frosch.csv
konte|konnte|03-012-3-I-Frosch.csv
Leine|Leine|03-012-3-I-Frosch.csv
geschrin|geschrien|03-012-3-I-Frosch.csv
hirhin|hierhin|03-012-3-I-Frosch.csv
höen|hören|03-012-3-I-Frosch.csv
rannten|rannten|03-012-3-I-Frosch.csv
hiterher|hinterher|03-012-3-I-Frosch.csv
enem|einem|03-012-3-I-Frosch.csv
Blat|Blatt|03-012-3-I-Frosch.csv
geschprungen|gesprungen|03-012-3-I-Frosch.csv
Bum|Bum|03-012-3-I-Frosch.csv
Lachen|lachen|03-012-3-I-Frosch.csv
einnes|Eines|03-021-3-I-Frosch.csv
ruse|raus|03-021-3-I-Frosch.csv
gerunte|gerannt|03-021-3-I-Frosch.csv
frazuced|versucht|03-021-3-I-Frosch.csv
fang|fang|03-021-3-I-Frosch.csv
sahr|sehr|03-021-3-I-Frosch.csv
shnel|schnell|03-021-3-I-Frosch.csv
frzuced|versucht|03-021-3-I-Frosch.csv
fangen|fangen|03-021-3-I-Frosch.csv
frosch|Frosch|03-021-3-I-Frosch.csv
of|auf|03-021-3-I-Frosch.csv
andre|andere|03-021-3-I-Frosch.csv
siet|Seite|03-021-3-I-Frosch.csv
muarr|Mauer|03-021-3-I-Frosch.csv
when|wenn|03-021-3-I-Frosch.csv
site|Seite|03-021-3-I-Frosch.csv
wer|war|03-021-3-I-Frosch.csv
nase|nass|03-021-3-I-Frosch.csv
Spatzirgang|Spaziergang|03-025-3-I-Frosch.csv
sied|sieht|03-025-3-I-Frosch.csv
ziet|zieht|03-025-3-I-Frosch.csv
Wisse|Wiese|03-025-3-I-Frosch.csv
schpringt|springt|03-025-3-I-Frosch.csv
Kommen|kommen|03-025-3-I-Frosch.csv
"ligt|"|liegt|03-025-3-I-Frosch.csv
Teich|Teich|03-025-3-I-Frosch.csv
Sitzt|sitzt|03-025-3-I-Frosch.csv
Wassa|Wasser|03-025-3-I-Frosch.csv
Schtrömt|strömt|03-025-3-I-Frosch.csv
dolle|doll|03-025-3-I-Frosch.csv
an_gekomen|angekommen|03-025-3-I-Frosch.csv
sarkt|sagt|03-025-3-I-Frosch.csv
Jetz|Jetzt|03-025-3-I-Frosch.csv
Nass|nass|03-025-3-I-Frosch.csv
leine|Leine|03-025-3-I-Frosch.csv
gleiche|Gleiche|03-025-3-I-Frosch.csv
spatsiren|spazieren|03-026-3-I-Frosch.csv
hintaher|hinterher|03-026-3-I-Frosch.csv
hinter_^her|hinterher|03-026-3-I-Frosch.csv
"Fro|"|Frosch|03-026-3-I-Frosch.csv
schrinkt|springt|03-026-3-I-Frosch.csv
landet|landet|03-026-3-I-Frosch.csv
&|&|03-028-3-I-Frosch.csv
los_^Gerisen|losgerissen|03-028-3-I-Frosch.csv
hin_^ta_Her|hinterher|03-028-3-I-Frosch.csv
löft|läuft|03-028-3-I-Frosch.csv
froch|Frosch|03-028-3-I-Frosch.csv
sqrint|springt|03-028-3-I-Frosch.csv
mouer|Mauer|03-028-3-I-Frosch.csv
wasser|Wasser|03-028-3-I-Frosch.csv
"On|"|Und|03-029-3-I-Frosch.csv
gelassen|gelassen|03-029-3-I-Frosch.csv
O|O|03-029-3-I-Frosch.csv
get's|geht's|03-029-3-I-Frosch.csv
gelandet|gelandet|03-029-3-I-Frosch.csv
nass|nass|03-029-3-I-Frosch.csv
park|Park|03-037-3-I-Frosch.csv
los_lasen|loslassen|03-037-3-I-Frosch.csv
weh_tut|wehtut|03-037-3-I-Frosch.csv
zurük_^winken|zurückwinken|03-037-3-I-Frosch.csv
klabt|klappt|03-037-3-I-Frosch.csv
Jezt|Jetzt|03-037-3-I-Frosch.csv
jagd|jagt|03-037-3-I-Frosch.csv
hält|hält|03-037-3-I-Frosch.csv
kurz|kurz|03-037-3-I-Frosch.csv
Rechte|rechte|03-037-3-I-Frosch.csv
Bein|Bein|03-037-3-I-Frosch.csv
forne|vorne|03-037-3-I-Frosch.csv
rehnen|rennen|03-037-3-I-Frosch.csv
rehnt|rennt|03-037-3-I-Frosch.csv
eineholt|eingeholt|03-037-3-I-Frosch.csv
gesprungen|gesprungen|03-037-3-I-Frosch.csv
Alz|Als|03-037-3-I-Frosch.csv
ankahmen|ankamen|03-037-3-I-Frosch.csv
sas|saß|03-037-3-I-Frosch.csv
lachten|lachten|03-037-3-I-Frosch.csv
schnüfelt|schnüffelt|03-040-3-I-Frosch.csv
Fosch|Frosch|03-040-3-I-Frosch.csv
trocken|trocken|03-040-3-I-Frosch.csv
.?!.|.?!.|03-040-3-I-Frosch.csv
west|fest|03-045-3-I-Frosch.csv
kreftig|kräftig|03-045-3-I-Frosch.csv
können|können|03-045-3-I-Frosch.csv
Sonne|Sonne|03-045-3-I-Frosch.csv
heiß|heiß|03-045-3-I-Frosch.csv
wüsten|wüssten|03-045-3-I-Frosch.csv
Wer|wer|03-045-3-I-Frosch.csv
Wo|wo|03-045-3-I-Frosch.csv
"willst|"|willst|03-045-3-I-Frosch.csv
u|du|03-045-3-I-Frosch.csv
ihn|hin|03-045-3-I-Frosch.csv
Plechte_^nass|plitschnass|03-045-3-I-Frosch.csv
Wann|wann|03-045-3-I-Frosch.csv
komst|kommst|03-045-3-I-Frosch.csv
mussen|müssen|03-045-3-I-Frosch.csv
sprinkt|springt|03-049-3-I-Frosch.csv
ge_sprungen|gesprungen|03-049-3-I-Frosch.csv
nas|nass|03-049-3-I-Frosch.csv
Geh|geh|03-057-3-I-Frosch.csv
spatsirn|spazieren|03-057-3-I-Frosch.csv
schneL|schnell|03-057-3-I-Frosch.csv
Lest|lässt|03-057-3-I-Frosch.csv
Los|los|03-057-3-I-Frosch.csv
Hinter_^Her|hinterher|03-057-3-I-Frosch.csv
hiter_Her|hinterher|03-057-3-I-Frosch.csv
mauar|Mauer|03-057-3-I-Frosch.csv
ien|in|03-057-3-I-Frosch.csv
spaziren-^gegangen|spazierengegangen|03-058-3-I-Frosch.csv
gehrochen|gerochen|03-058-3-I-Frosch.csv
zieh|zieh|03-060-3-I-Frosch.csv
lässt|lässt|03-060-3-I-Frosch.csv
zurück|zurück|03-060-3-I-Frosch.csv
Spät|spät|03-060-3-I-Frosch.csv
spät|spät|03-060-3-I-Frosch.csv
nassen|Nassen|03-060-3-I-Frosch.csv
dafon|davon|03-060-3-I-Frosch.csv
begeistert|begeistert|03-060-3-I-Frosch.csv
schlap|schlapp|03-060-3-I-Frosch.csv
gahsi|Gassi|03-062-3-I-Frosch.csv
veg|weg|03-062-3-I-Frosch.csv
fehstalten|festhalten|03-062-3-I-Frosch.csv
schnufelt|schnüffelt|03-062-3-I-Frosch.csv
freusch|Frosch|03-062-3-I-Frosch.csv
maua|Mauer|03-062-3-I-Frosch.csv
deide|beide|03-062-3-I-Frosch.csv
Geschichte|Geschichte|03-063-3-I-Frosch.csv
Einmal|Einmal|03-063-3-I-Frosch.csv
gerund|gerannt|03-063-3-I-Frosch.csv
"faln|"|fallen|03-063-3-I-Frosch.csv
züruk|zurück|03-063-3-I-Frosch.csv
gerant|gerannt|03-063-3-I-Frosch.csv
einfach|einfach|03-063-3-I-Frosch.csv
rennen|rennen|03-063-3-I-Frosch.csv
geschaft|geschafft|03-063-3-I-Frosch.csv
darüber|darüber|03-063-3-I-Frosch.csv
plitz_^nass|plitschnass|03-063-3-I-Frosch.csv
ferapreded|verabredet|03-064-3-I-Frosch.csv
Gegangen|gegangen|03-064-3-I-Frosch.csv
losgeisen|losgerissen|03-064-3-I-Frosch.csv
jagt|jagt|03-064-3-I-Frosch.csv
mas|nass|03-064-3-I-Frosch.csv
spazieren|spazieren|03-065-3-I-Frosch.csv
Wiese|Wiese|03-065-3-I-Frosch.csv
hinterher|hinterher|03-065-3-I-Frosch.csv
gesechen|gesehen|03-065-3-I-Frosch.csv
scheler|schneller|03-065-3-I-Frosch.csv
sidz|sitzt|03-065-3-I-Frosch.csv
seerose|Seerose|03-065-3-I-Frosch.csv
Sah|Sah|03-074-3-I-Frosch.csv
rutscht|rutscht|03-074-3-I-Frosch.csv
konnte|konnte|03-074-3-I-Frosch.csv
"den|"|den|03-074-3-I-Frosch.csv
teich|Teich|03-074-3-I-Frosch.csv
Hunde_park|Hundepark|03-075-3-I-Frosch.csv
geangen|gegangen|03-075-3-I-Frosch.csv
gerohen|gerochen|03-075-3-I-Frosch.csv
künte|könnte|03-075-3-I-Frosch.csv
fest-^halten|festhalten|03-075-3-I-Frosch.csv
seil|Seil|03-075-3-I-Frosch.csv
gegngen|gegangen|03-075-3-I-Frosch.csv
gelht|gelacht|03-075-3-I-Frosch.csv
fer|?fer|03-077-3-I-Frosch.csv
verfolg|verfolg|03-077-3-I-Frosch.csv
neugierg|neugierig|03-077-3-I-Frosch.csv
schpazinen|spazieren|03-088-3-I-Frosch.csv
Dodo-|Dodo|03-088-3-I-Frosch.csv
wolte-|wollte|03-088-3-I-Frosch.csv
ge-^schprungen|gesprungen|03-088-3-I-Frosch.csv
ferfolgt-|verfolgt|03-088-3-I-Frosch.csv
Mauer-|Mauer|03-088-3-I-Frosch.csv
ge_schprungen|gesprungen|03-088-3-I-Frosch.csv
ins-|ins|03-088-3-I-Frosch.csv
waser|Wasser|03-088-3-I-Frosch.csv
ge_falen|gefallen|03-088-3-I-Frosch.csv
rennd|rennt|03-090-3-I-Frosch.csv
los_gelasen|losgelassen|03-090-3-I-Frosch.csv
hopst|hopst|03-090-3-I-Frosch.csv
Nasen|Nassen|03-090-3-I-Frosch.csv
Blad|Blatt|03-090-3-I-Frosch.csv
tot|tot|03-090-3-I-Frosch.csv
"Spaziren|"|spazieren|03-095-3-I-Frosch.csv
Halt|Halt|03-095-3-I-Frosch.csv
frei_geh_lasen|freigelassen|03-095-3-I-Frosch.csv
"Kom|"|Komm|03-095-3-I-Frosch.csv
Kleines|kleines|03-095-3-I-Frosch.csv
loch|Loch|03-095-3-I-Frosch.csv
folgen|folgen|03-095-3-I-Frosch.csv
Folgen|folgen|03-095-3-I-Frosch.csv
hüfpt|hüpft|03-095-3-I-Frosch.csv
Meuer|Mauer|03-095-3-I-Frosch.csv
Waser|Wasser|03-095-3-I-Frosch.csv
landen|landen|03-095-3-I-Frosch.csv
kuken|kucken|03-095-3-I-Frosch.csv
Aus|aus|03-095-3-I-Frosch.csv
geh_sehn|gesehen|03-097-3-I-Frosch.csv
Froch|Frosch|03-097-3-I-Frosch.csv
schsprinkt|springt|03-097-3-I-Frosch.csv
Nasse|Nasse|03-102-3-I-Frosch.csv
Spazieren|spazieren|03-102-3-I-Frosch.csv
fußgangerzone|Fußgängerzone|03-102-3-I-Frosch.csv
nicht|Nicht|03-102-3-I-Frosch.csv
hastich|hastig|03-102-3-I-Frosch.csv
flip|?flip|03-102-3-I-Frosch.csv
merken|merken|03-102-3-I-Frosch.csv
hinter^herläuft|hinterherläuft|03-102-3-I-Frosch.csv
selber|selber|03-102-3-I-Frosch.csv
landed|landet|03-102-3-I-Frosch.csv
Alls|Als|03-102-3-I-Frosch.csv
The|The|03-102-3-I-Frosch.csv
End|End|03-102-3-I-Frosch.csv
tage|Tage|03-105-3-I-Frosch.csv
geschnupert|geschnuppert|03-105-3-I-Frosch.csv
erschrekt|erschreckt|03-105-3-I-Frosch.csv
sprin-^gt|springt|03-105-3-I-Frosch.csv
jedefa|ebenfalls|03-105-3-I-Frosch.csv
ladet|landet|03-105-3-I-Frosch.csv
spartzier-^gang|Spaziergang|03-108-3-I-Frosch.csv
nachmittag|Nachmittag|03-108-3-I-Frosch.csv
Leider|Leider|03-108-3-I-Frosch.csv
Schnell|schnell|03-108-3-I-Frosch.csv
rutschte|rutschte|03-108-3-I-Frosch.csv
Bleb|Bleib|03-108-3-I-Frosch.csv
nichs|nichts|03-108-3-I-Frosch.csv
rennte|~rennte|03-108-3-I-Frosch.csv
ein-^fach|einfach|03-108-3-I-Frosch.csv
schrin-^kte|~springte|03-108-3-I-Frosch.csv
spazire_^n|spazieren|03-110-3-I-Frosch.csv
ziete|~ziehte|03-110-3-I-Frosch.csv
losgelasen|losgelassen|03-110-3-I-Frosch.csv
Kom|komm|03-110-3-I-Frosch.csv
stadesen|stattdessen|03-110-3-I-Frosch.csv
Her|Herr|03-110-3-I-Frosch.csv
wangen|fangen|03-110-3-I-Frosch.csv
"sch_aft|"|schafft|03-110-3-I-Frosch.csv
ader|aber|03-110-3-I-Frosch.csv
Hern|Herrn|03-110-3-I-Frosch.csv
schdringt|springt|03-110-3-I-Frosch.csv
"uer|"|über|03-110-3-I-Frosch.csv
serose|Seerose|03-110-3-I-Frosch.csv
das_wegen|deswegen|03-113-3-I-Frosch.csv
ausgerust|ausgerutscht|03-113-3-I-Frosch.csv
blat|Blatt|03-113-3-I-Frosch.csv
nemlich|nämlich|03-113-3-I-Frosch.csv
inz|ins|03-113-3-I-Frosch.csv
Läuft|läuft|03-120-3-I-Frosch.csv
komm_^zeichen|Kommzeichen|03-120-3-I-Frosch.csv
müsten|müssten|03-120-3-I-Frosch.csv
Komm_zeichen|Kommzeichen|03-120-3-I-Frosch.csv
mal|Mal|03-120-3-I-Frosch.csv
hüpfte|hüpfte|03-120-3-I-Frosch.csv
Froh|froh|03-120-3-I-Frosch.csv
schweres|schweres|03-120-3-I-Frosch.csv
kurwe|Kurve|03-120-3-I-Frosch.csv
Lachte|lachte|03-120-3-I-Frosch.csv
hüpfe|hüpfe|03-120-3-I-Frosch.csv
dieser|dieser|03-120-3-I-Frosch.csv
Anna|Anna|03-122-3-I-Frosch.csv
Blutzlich|Plötzlich|03-122-3-I-Frosch.csv
sprinngt|springt|03-122-3-I-Frosch.csv
rusch|rutsch|03-122-3-I-Frosch.csv
dachte|dachte|03-122-3-I-Frosch.csv
wenigsten|wenigstens|03-122-3-I-Frosch.csv
folgt|folgt|03-124-3-I-Frosch.csv
flitzt|flitzt|03-124-3-I-Frosch.csv
im-^mer|immer|03-124-3-I-Frosch.csv
flitz|flitz|03-124-3-I-Frosch.csv
Plasch|platsch|03-124-3-I-Frosch.csv
bischien|bisschen|03-124-3-I-Frosch.csv
gasi|Gassi|03-127-3-I-Frosch.csv
auf_geregt|aufgeregt|03-127-3-I-Frosch.csv
Wrosch|Frosch|03-127-3-I-Frosch.csv
kontge|konnte|03-127-3-I-Frosch.csv
renen|Rennen|03-127-3-I-Frosch.csv
losgelaen|losgelassen|03-127-3-I-Frosch.csv
Weill|Weil|03-127-3-I-Frosch.csv
gehoschen|gehorchen|03-127-3-I-Frosch.csv
laufen|Laufen|03-127-3-I-Frosch.csv
hüpfen|Hüpfen|03-127-3-I-Frosch.csv
gehorschen|Gehorchen|03-127-3-I-Frosch.csv
spazian|spazieren|03-128-3-I-Frosch.csv
feshalten|festhalten|03-128-3-I-Frosch.csv
freunde|Freunde|03-128-3-I-Frosch.csv
gewurden|~gewurden|03-128-3-I-Frosch.csv
schpazien|spazieren|03-129-3-I-Frosch.csv
"schnell|"|schnell|03-129-3-I-Frosch.csv
festhalten|festhalten|03-129-3-I-Frosch.csv
heer|her|03-132-3-I-Frosch.csv
wekk|weg|03-132-3-I-Frosch.csv
hehr|her|03-132-3-I-Frosch.csv
flus|Fluss|03-132-3-I-Frosch.csv
los_gelaße|losgelassen|03-135-3-I-Frosch.csv
werden|werden|03-135-3-I-Frosch.csv
hinter_her_laufen|hinterherlaufen|03-135-3-I-Frosch.csv
püber|rüber|03-135-3-I-Frosch.csv
aus_gelacht|ausgelacht|03-135-3-I-Frosch.csv
plitsche_^nass|pitschnass|03-135-3-I-Frosch.csv
sarzenre|?sarzenre|03-136-3-I-Frosch.csv
sparzien|spazieren|03-136-3-I-Frosch.csv
zeit|sieht|03-136-3-I-Frosch.csv
fest_alten|festhalten|03-136-3-I-Frosch.csv
sprint|springt|03-136-3-I-Frosch.csv
lache|lache|03-136-3-I-Frosch.csv
Sparzirgang|Spaziergang|03-138-3-I-Frosch.csv
hüpft|hüpft|03-138-3-I-Frosch.csv
drüber|drüber|03-138-3-I-Frosch.csv
Douo|Dodo|03-143-3-I-Frosch.csv
Leuft|läuft|03-143-3-I-Frosch.csv
hienter-^her|hinterher|03-143-3-I-Frosch.csv
Dada|Dodo|03-143-3-I-Frosch.csv
Hundeleine|Hundeleine|03-143-3-I-Frosch.csv
zohg|zog|03-143-3-I-Frosch.csv
stran|stramm|03-143-3-I-Frosch.csv
konen|können|03-143-3-I-Frosch.csv
ein_holen|einholen|03-143-3-I-Frosch.csv
ranten|rannten|03-143-3-I-Frosch.csv
san|sah|03-143-3-I-Frosch.csv
angreift|angreift|03-143-3-I-Frosch.csv
lauften|~lauften|03-143-3-I-Frosch.csv
hienter_her|hinterher|03-143-3-I-Frosch.csv
gehoren|~gehören|03-149-3-I-Frosch.csv
gonte|konnte|03-149-3-I-Frosch.csv
gehzogen|gezogen|03-149-3-I-Frosch.csv
endegt|entdeckt|03-149-3-I-Frosch.csv
läuft|läuft|03-154-3-I-Frosch.csv
iergent_was|irgendwas|03-154-3-I-Frosch.csv
mit_rennen|mitrennen|03-154-3-I-Frosch.csv
sonst|sonst|03-154-3-I-Frosch.csv
renntt|rennt|03-154-3-I-Frosch.csv
weiler|weiter|03-154-3-I-Frosch.csv
farliert|verliert|03-154-3-I-Frosch.csv
wiert|wird|03-154-3-I-Frosch.csv
schneller|schneller|03-154-3-I-Frosch.csv
