original|corrected|filename|freq_ori|freq_cor|freq_tup
Ein|Ein|02-692-2-IV-Weg.csv|68|72|67
luscha|Lutscher|02-692-2-IV-Weg.csv|1|113|1
liber|lieber|03-005-3-I-Frosch.csv|2|9|2
acha|aber|03-005-3-I-Frosch.csv|1|879|1
lieber|lieber|03-005-3-I-Frosch.csv|5|9|5
Frosch|Frosch|03-005-3-I-Frosch.csv|274|457|274
spingt|springt|03-005-3-I-Frosch.csv|5|224|5
Schlus|Schluss|03-005-3-I-Frosch.csv|1|21|1
Wasser|Wasser|03-005-3-I-Frosch.csv|22|75|22
gelanded|gelandet|03-005-3-I-Frosch.csv|3|15|3
plischnas|plitschnass|03-005-3-I-Frosch.csv|1|6|1
lachen|lachen|03-005-3-I-Frosch.csv|107|125|102
trausen|draußen|03-006-3-I-Frosch.csv|2|134|2
abba|aber|03-006-3-I-Frosch.csv|2|879|2
Wise|Wiese|03-006-3-I-Frosch.csv|1|16|1
Frusch|Frosch|03-006-3-I-Frosch.csv|1|457|1
Maua|Mauer|03-006-3-I-Frosch.csv|13|222|13
springen|springen|03-006-3-I-Frosch.csv|10|12|10
Wasa|Wasser|03-006-3-I-Frosch.csv|1|75|1
konte|konnte|03-012-3-I-Frosch.csv|24|121|24
Leine|Leine|03-012-3-I-Frosch.csv|70|106|70
geschrin|geschrien|03-012-3-I-Frosch.csv|3|9|3
hirhin|hierhin|03-012-3-I-Frosch.csv|3|5|3
höen|hören|03-012-3-I-Frosch.csv|1|7|1
rannten|rannten|03-012-3-I-Frosch.csv|12|25|12
hiterher|hinterher|03-012-3-I-Frosch.csv|4|208|4
enem|einem|03-012-3-I-Frosch.csv|2|292|2
Blat|Blatt|03-012-3-I-Frosch.csv|8|41|8
geschprungen|gesprungen|03-012-3-I-Frosch.csv|9|56|9
Bum|Bum|03-012-3-I-Frosch.csv|8|6|6
Lachen|lachen|03-012-3-I-Frosch.csv|16|125|16
einnes|Eines|03-021-3-I-Frosch.csv|1|204|1
ruse|raus|03-021-3-I-Frosch.csv|1|432|1
gerunte|gerannt|03-021-3-I-Frosch.csv|1|63|1
frazuced|versucht|03-021-3-I-Frosch.csv|1|71|1
fang|fang|03-021-3-I-Frosch.csv|24|24|20
sahr|sehr|03-021-3-I-Frosch.csv|17|489|1
shnel|schnell|03-021-3-I-Frosch.csv|1|324|1
frzuced|versucht|03-021-3-I-Frosch.csv|1|71|1
fangen|fangen|03-021-3-I-Frosch.csv|43|48|42
frosch|Frosch|03-021-3-I-Frosch.csv|106|457|106
of|auf|03-021-3-I-Frosch.csv|3|2264|3
andre|andere|03-021-3-I-Frosch.csv|3|34|3
siet|Seite|03-021-3-I-Frosch.csv|54|22|1
muarr|Mauer|03-021-3-I-Frosch.csv|1|222|1
when|wenn|03-021-3-I-Frosch.csv|1|121|1
site|Seite|03-021-3-I-Frosch.csv|1|22|1
wer|war|03-021-3-I-Frosch.csv|93|1815|5
nase|nass|03-021-3-I-Frosch.csv|7|63|1
Spatzirgang|Spaziergang|03-025-3-I-Frosch.csv|1|10|1
sied|sieht|03-025-3-I-Frosch.csv|29|274|28
ziet|zieht|03-025-3-I-Frosch.csv|17|100|17
Wisse|Wiese|03-025-3-I-Frosch.csv|1|16|1
schpringt|springt|03-025-3-I-Frosch.csv|9|224|9
Kommen|kommen|03-025-3-I-Frosch.csv|5|90|5
Teich|Teich|03-025-3-I-Frosch.csv|14|33|14
Sitzt|sitzt|03-025-3-I-Frosch.csv|2|144|2
Wassa|Wasser|03-025-3-I-Frosch.csv|2|75|2
Schtrömt|strömt|03-025-3-I-Frosch.csv|1|1|1
dolle|doll|03-025-3-I-Frosch.csv|4|35|4
angekomen|angekommen|03-025-3-I-Frosch.csv|9|60|9
sarkt|sagt|03-025-3-I-Frosch.csv|1|951|1
Jetz|Jetzt|03-025-3-I-Frosch.csv|15|106|8
Nass|nass|03-025-3-I-Frosch.csv|5|63|5
leine|Leine|03-025-3-I-Frosch.csv|31|106|31
gleiche|Gleiche|03-025-3-I-Frosch.csv|4|3|3
spatsiren|spazieren|03-026-3-I-Frosch.csv|1|146|1
hintaher|hinterher|03-026-3-I-Frosch.csv|5|208|5
Fro|Frosch|03-026-3-I-Frosch.csv|6|457|1
schrinkt|springt|03-026-3-I-Frosch.csv|1|224|1
landet|landet|03-026-3-I-Frosch.csv|21|26|21
losGerisen|losgerissen|03-028-3-I-Frosch.csv|1|2|1
hintaHer|hinterher|03-028-3-I-Frosch.csv|1|208|1
löft|läuft|03-028-3-I-Frosch.csv|1|86|1
froch|Frosch|03-028-3-I-Frosch.csv|24|457|24
sqrint|springt|03-028-3-I-Frosch.csv|1|224|1
mouer|Mauer|03-028-3-I-Frosch.csv|1|222|1
wasser|Wasser|03-028-3-I-Frosch.csv|24|75|24
On|Und|03-029-3-I-Frosch.csv|1|910|1
gelassen|gelassen|03-029-3-I-Frosch.csv|13|22|13
get's|geht's|03-029-3-I-Frosch.csv|1|2|1
gelandet|gelandet|03-029-3-I-Frosch.csv|10|15|10
nass|nass|03-029-3-I-Frosch.csv|32|63|32
park|Park|03-037-3-I-Frosch.csv|11|75|11
loslasen|loslassen|03-037-3-I-Frosch.csv|3|7|3
wehtut|wehtut|03-037-3-I-Frosch.csv|1|1|1
zurükwinken|zurückwinken|03-037-3-I-Frosch.csv|1|1|1
klabt|klappt|03-037-3-I-Frosch.csv|1|4|1
Jezt|Jetzt|03-037-3-I-Frosch.csv|14|106|9
jagd|jagt|03-037-3-I-Frosch.csv|2|15|2
hält|hält|03-037-3-I-Frosch.csv|62|86|62
kurz|kurz|03-037-3-I-Frosch.csv|17|22|17
Rechte|rechte|03-037-3-I-Frosch.csv|1|2|1
Bein|Bein|03-037-3-I-Frosch.csv|23|48|23
forne|vorne|03-037-3-I-Frosch.csv|6|14|6
rehnen|rennen|03-037-3-I-Frosch.csv|4|77|4
rehnt|rennt|03-037-3-I-Frosch.csv|1|314|1
eineholt|eingeholt|03-037-3-I-Frosch.csv|1|2|1
gesprungen|gesprungen|03-037-3-I-Frosch.csv|29|56|29
Alz|Als|03-037-3-I-Frosch.csv|2|374|2
ankahmen|ankamen|03-037-3-I-Frosch.csv|1|2|1
sas|saß|03-037-3-I-Frosch.csv|28|134|28
lachten|lachten|03-037-3-I-Frosch.csv|32|43|32
schnüfelt|schnüffelt|03-040-3-I-Frosch.csv|2|7|2
Fosch|Frosch|03-040-3-I-Frosch.csv|1|457|1
trocken|trocken|03-040-3-I-Frosch.csv|1|1|1
west|fest|03-045-3-I-Frosch.csv|4|189|4
kreftig|kräftig|03-045-3-I-Frosch.csv|3|5|3
können|können|03-045-3-I-Frosch.csv|21|32|21
Sonne|Sonne|03-045-3-I-Frosch.csv|4|4|4
heiß|heiß|03-045-3-I-Frosch.csv|7|5|5
wüsten|wüssten|03-045-3-I-Frosch.csv|1|1|1
Wer|wer|03-045-3-I-Frosch.csv|14|83|1
Wo|wo|03-045-3-I-Frosch.csv|89|203|3
willst|willst|03-045-3-I-Frosch.csv|9|14|9
u|du|03-045-3-I-Frosch.csv|5|474|3
ihn|hin|03-045-3-I-Frosch.csv|404|174|3
Plechtenass|plitschnass|03-045-3-I-Frosch.csv|1|6|1
Wann|wann|03-045-3-I-Frosch.csv|2|5|1
komst|kommst|03-045-3-I-Frosch.csv|2|7|2
mussen|müssen|03-045-3-I-Frosch.csv|4|32|4
sprinkt|springt|03-049-3-I-Frosch.csv|14|224|14
nas|nass|03-049-3-I-Frosch.csv|19|63|19
Geh|geh|03-057-3-I-Frosch.csv|3|9|2
spatsirn|spazieren|03-057-3-I-Frosch.csv|2|146|2
schneL|schnell|03-057-3-I-Frosch.csv|1|324|1
Lest|lässt|03-057-3-I-Frosch.csv|5|93|5
Los|los|03-057-3-I-Frosch.csv|20|160|18
hiterHer|hinterher|03-057-3-I-Frosch.csv|1|208|1
mauar|Mauer|03-057-3-I-Frosch.csv|1|222|1
ien|in|03-057-3-I-Frosch.csv|2|1368|1
spazirengegangen|spazierengegangen|03-058-3-I-Frosch.csv|1|1|1
gehrochen|gerochen|03-058-3-I-Frosch.csv|2|22|2
zieh|zieh|03-060-3-I-Frosch.csv|2|2|2
lässt|lässt|03-060-3-I-Frosch.csv|19|93|19
zurück|zurück|03-060-3-I-Frosch.csv|72|133|72
Spät|spät|03-060-3-I-Frosch.csv|4|27|4
spät|spät|03-060-3-I-Frosch.csv|19|27|19
nassen|Nassen|03-060-3-I-Frosch.csv|2|4|1
dafon|davon|03-060-3-I-Frosch.csv|10|21|10
begeistert|begeistert|03-060-3-I-Frosch.csv|6|7|6
schlap|schlapp|03-060-3-I-Frosch.csv|1|1|1
gahsi|Gassi|03-062-3-I-Frosch.csv|1|28|1
veg|weg|03-062-3-I-Frosch.csv|2|553|2
fehstalten|festhalten|03-062-3-I-Frosch.csv|1|22|1
schnufelt|schnüffelt|03-062-3-I-Frosch.csv|2|7|2
freusch|Frosch|03-062-3-I-Frosch.csv|2|457|2
maua|Mauer|03-062-3-I-Frosch.csv|14|222|14
deide|beide|03-062-3-I-Frosch.csv|1|50|1
Geschichte|Geschichte|03-063-3-I-Frosch.csv|13|35|13
Einmal|Einmal|03-063-3-I-Frosch.csv|5|6|4
gerund|gerannt|03-063-3-I-Frosch.csv|1|63|1
züruk|zurück|03-063-3-I-Frosch.csv|1|133|1
gerant|gerannt|03-063-3-I-Frosch.csv|18|63|18
einfach|einfach|03-063-3-I-Frosch.csv|51|60|51
rennen|rennen|03-063-3-I-Frosch.csv|42|77|42
darüber|darüber|03-063-3-I-Frosch.csv|10|13|10
plitznass|plitschnass|03-063-3-I-Frosch.csv|1|6|1
ferapreded|verabredet|03-064-3-I-Frosch.csv|1|11|1
Gegangen|gegangen|03-064-3-I-Frosch.csv|1|256|1
losgeisen|losgerissen|03-064-3-I-Frosch.csv|1|2|1
jagt|jagt|03-064-3-I-Frosch.csv|6|15|6
mas|nass|03-064-3-I-Frosch.csv|1|63|1
spazieren|spazieren|03-065-3-I-Frosch.csv|29|146|28
Wiese|Wiese|03-065-3-I-Frosch.csv|9|16|9
gesechen|gesehen|03-065-3-I-Frosch.csv|2|267|2
scheler|schneller|03-065-3-I-Frosch.csv|1|33|1
sidz|sitzt|03-065-3-I-Frosch.csv|1|144|1
seerose|Seerose|03-065-3-I-Frosch.csv|2|5|2
Sah|Sah|03-074-3-I-Frosch.csv|5|2|2
rutscht|rutscht|03-074-3-I-Frosch.csv|7|12|7
konnte|konnte|03-074-3-I-Frosch.csv|89|121|89
teich|Teich|03-074-3-I-Frosch.csv|14|33|14
Hundepark|Hundepark|03-075-3-I-Frosch.csv|4|4|4
geangen|gegangen|03-075-3-I-Frosch.csv|1|256|1
gerohen|gerochen|03-075-3-I-Frosch.csv|2|22|2
künte|könnte|03-075-3-I-Frosch.csv|2|41|2
festhalten|festhalten|03-075-3-I-Frosch.csv|16|22|16
seil|Seil|03-075-3-I-Frosch.csv|130|605|130
gegngen|gegangen|03-075-3-I-Frosch.csv|2|256|2
gelht|gelacht|03-075-3-I-Frosch.csv|1|45|1
verfolg|verfolg|03-077-3-I-Frosch.csv|2|2|2
neugierg|neugierig|03-077-3-I-Frosch.csv|1|9|1
schpazinen|spazieren|03-088-3-I-Frosch.csv|1|146|1
wolte-|wollte|03-088-3-I-Frosch.csv|1|470|1
ferfolgt-|verfolgt|03-088-3-I-Frosch.csv|1|4|1
Mauer-|Mauer|03-088-3-I-Frosch.csv|1|222|1
ins-|ins|03-088-3-I-Frosch.csv|1|175|1
waser|Wasser|03-088-3-I-Frosch.csv|18|75|18
rennd|rennt|03-090-3-I-Frosch.csv|10|314|10
losgelasen|losgelassen|03-090-3-I-Frosch.csv|12|36|12
hopst|hopst|03-090-3-I-Frosch.csv|2|2|2
Nasen|Nassen|03-090-3-I-Frosch.csv|5|4|2
Blad|Blatt|03-090-3-I-Frosch.csv|3|41|3
tot|tot|03-090-3-I-Frosch.csv|5|6|5
Spaziren|spazieren|03-095-3-I-Frosch.csv|5|146|5
Halt|Halt|03-095-3-I-Frosch.csv|14|18|12
freigehlasen|freigelassen|03-095-3-I-Frosch.csv|1|2|1
Kom|Komm|03-095-3-I-Frosch.csv|4|25|2
Kleines|kleines|03-095-3-I-Frosch.csv|2|13|1
loch|Loch|03-095-3-I-Frosch.csv|4|19|4
folgen|folgen|03-095-3-I-Frosch.csv|4|5|4
Folgen|folgen|03-095-3-I-Frosch.csv|1|5|1
hüfpt|hüpft|03-095-3-I-Frosch.csv|1|31|1
Meuer|Mauer|03-095-3-I-Frosch.csv|1|222|1
Waser|Wasser|03-095-3-I-Frosch.csv|3|75|3
landen|landen|03-095-3-I-Frosch.csv|2|2|2
kuken|kucken|03-095-3-I-Frosch.csv|14|26|14
Aus|aus|03-095-3-I-Frosch.csv|13|826|2
gehsehn|gesehen|03-097-3-I-Frosch.csv|5|267|5
Froch|Frosch|03-097-3-I-Frosch.csv|18|457|18
schsprinkt|springt|03-097-3-I-Frosch.csv|1|224|1
Nasse|Nasse|03-102-3-I-Frosch.csv|2|1|1
Spazieren|spazieren|03-102-3-I-Frosch.csv|2|146|2
fußgangerzone|Fußgängerzone|03-102-3-I-Frosch.csv|1|1|1
nicht|Nicht|03-102-3-I-Frosch.csv|1043|6|3
hastich|hastig|03-102-3-I-Frosch.csv|1|1|1
merken|merken|03-102-3-I-Frosch.csv|10|14|10
hinterherläuft|hinterherläuft|03-102-3-I-Frosch.csv|1|1|1
landed|landet|03-102-3-I-Frosch.csv|2|26|2
Alls|Als|03-102-3-I-Frosch.csv|19|374|18
The|The|03-102-3-I-Frosch.csv|48|55|48
End|End|03-102-3-I-Frosch.csv|56|58|55
tage|Tage|03-105-3-I-Frosch.csv|3|10|3
geschnupert|geschnuppert|03-105-3-I-Frosch.csv|2|2|2
erschrekt|erschreckt|03-105-3-I-Frosch.csv|18|63|18
jedefa|ebenfalls|03-105-3-I-Frosch.csv|1|4|1
ladet|landet|03-105-3-I-Frosch.csv|1|26|1
spartziergang|Spaziergang|03-108-3-I-Frosch.csv|1|10|1
nachmittag|Nachmittag|03-108-3-I-Frosch.csv|5|39|5
Leider|Leider|03-108-3-I-Frosch.csv|13|9|9
Schnell|schnell|03-108-3-I-Frosch.csv|12|324|4
rutschte|rutschte|03-108-3-I-Frosch.csv|5|10|5
Bleb|Bleib|03-108-3-I-Frosch.csv|1|2|1
nichs|nichts|03-108-3-I-Frosch.csv|10|74|10
Kom|komm|03-110-3-I-Frosch.csv|4|130|2
stadesen|stattdessen|03-110-3-I-Frosch.csv|1|1|1
Her|Herr|03-110-3-I-Frosch.csv|3|123|3
wangen|fangen|03-110-3-I-Frosch.csv|3|48|1
schaft|schafft|03-110-3-I-Frosch.csv|7|7|7
ader|aber|03-110-3-I-Frosch.csv|9|879|9
Hern|Herrn|03-110-3-I-Frosch.csv|4|6|4
schdringt|springt|03-110-3-I-Frosch.csv|1|224|1
uer|über|03-110-3-I-Frosch.csv|1|224|1
serose|Seerose|03-110-3-I-Frosch.csv|2|5|2
daswegen|deswegen|03-113-3-I-Frosch.csv|6|33|6
ausgerust|ausgerutscht|03-113-3-I-Frosch.csv|1|9|1
blat|Blatt|03-113-3-I-Frosch.csv|5|41|5
nemlich|nämlich|03-113-3-I-Frosch.csv|9|30|9
inz|ins|03-113-3-I-Frosch.csv|12|175|12
Läuft|läuft|03-120-3-I-Frosch.csv|2|86|2
kommzeichen|Kommzeichen|03-120-3-I-Frosch.csv|1|4|1
müsten|müssten|03-120-3-I-Frosch.csv|5|7|5
Kommzeichen|Kommzeichen|03-120-3-I-Frosch.csv|1|4|1
mal|Mal|03-120-3-I-Frosch.csv|103|21|16
hüpfte|hüpfte|03-120-3-I-Frosch.csv|4|7|4
Froh|froh|03-120-3-I-Frosch.csv|2|89|2
schweres|schweres|03-120-3-I-Frosch.csv|1|1|1
kurwe|Kurve|03-120-3-I-Frosch.csv|3|4|3
Lachte|lachte|03-120-3-I-Frosch.csv|6|67|6
hüpfe|hüpfe|03-120-3-I-Frosch.csv|1|1|1
dieser|dieser|03-120-3-I-Frosch.csv|16|19|16
Anna|Anna|03-122-3-I-Frosch.csv|3|3|3
Blutzlich|Plötzlich|03-122-3-I-Frosch.csv|1|384|1
sprinngt|springt|03-122-3-I-Frosch.csv|1|224|1
rusch|rutsch|03-122-3-I-Frosch.csv|1|2|1
dachte|dachte|03-122-3-I-Frosch.csv|94|106|94
wenigsten|wenigstens|03-122-3-I-Frosch.csv|1|2|1
folgt|folgt|03-124-3-I-Frosch.csv|6|10|6
flitzt|flitzt|03-124-3-I-Frosch.csv|1|2|1
flitz|flitz|03-124-3-I-Frosch.csv|1|1|1
Plasch|platsch|03-124-3-I-Frosch.csv|1|3|1
bischien|bisschen|03-124-3-I-Frosch.csv|1|64|1
gasi|Gassi|03-127-3-I-Frosch.csv|8|28|8
Wrosch|Frosch|03-127-3-I-Frosch.csv|4|457|4
kontge|konnte|03-127-3-I-Frosch.csv|1|121|1
renen|Rennen|03-127-3-I-Frosch.csv|28|1|1
losgelaen|losgelassen|03-127-3-I-Frosch.csv|1|36|1
Weill|Weil|03-127-3-I-Frosch.csv|6|58|3
gehoschen|gehorchen|03-127-3-I-Frosch.csv|1|1|1
laufen|Laufen|03-127-3-I-Frosch.csv|41|4|3
hüpfen|Hüpfen|03-127-3-I-Frosch.csv|4|3|3
gehorschen|Gehorchen|03-127-3-I-Frosch.csv|1|1|1
spazian|spazieren|03-128-3-I-Frosch.csv|1|146|1
feshalten|festhalten|03-128-3-I-Frosch.csv|1|22|1
freunde|Freunde|03-128-3-I-Frosch.csv|7|25|7
schpazien|spazieren|03-129-3-I-Frosch.csv|3|146|3
heer|her|03-132-3-I-Frosch.csv|1|128|1
wekk|weg|03-132-3-I-Frosch.csv|1|553|1
hehr|her|03-132-3-I-Frosch.csv|2|128|1
flus|Fluss|03-132-3-I-Frosch.csv|2|6|2
losgelaße|losgelassen|03-135-3-I-Frosch.csv|1|36|1
werden|werden|03-135-3-I-Frosch.csv|11|11|11
hinterherlaufen|hinterherlaufen|03-135-3-I-Frosch.csv|2|3|2
püber|rüber|03-135-3-I-Frosch.csv|1|70|1
ausgelacht|ausgelacht|03-135-3-I-Frosch.csv|1|5|1
plitschenass|pitschnass|03-135-3-I-Frosch.csv|1|3|1
sparzien|spazieren|03-136-3-I-Frosch.csv|1|146|1
zeit|sieht|03-136-3-I-Frosch.csv|62|274|1
festalten|festhalten|03-136-3-I-Frosch.csv|1|22|1
sprint|springt|03-136-3-I-Frosch.csv|5|224|5
lache|lache|03-136-3-I-Frosch.csv|4|4|4
Sparzirgang|Spaziergang|03-138-3-I-Frosch.csv|1|10|1
hüpft|hüpft|03-138-3-I-Frosch.csv|19|31|19
drüber|drüber|03-138-3-I-Frosch.csv|3|3|3
Leuft|läuft|03-143-3-I-Frosch.csv|4|86|4
hienterher|hinterher|03-143-3-I-Frosch.csv|7|208|7
Hundeleine|Hundeleine|03-143-3-I-Frosch.csv|13|14|13
zohg|zog|03-143-3-I-Frosch.csv|1|21|1
stran|stramm|03-143-3-I-Frosch.csv|1|5|1
konen|können|03-143-3-I-Frosch.csv|1|32|1
einholen|einholen|03-143-3-I-Frosch.csv|6|9|6
ranten|rannten|03-143-3-I-Frosch.csv|11|25|11
san|sah|03-143-3-I-Frosch.csv|4|279|1
angreift|angreift|03-143-3-I-Frosch.csv|1|1|1
gonte|konnte|03-149-3-I-Frosch.csv|1|121|1
gehzogen|gezogen|03-149-3-I-Frosch.csv|1|17|1
endegt|entdeckt|03-149-3-I-Frosch.csv|2|13|2
läuft|läuft|03-154-3-I-Frosch.csv|39|86|39
iergentwas|irgendwas|03-154-3-I-Frosch.csv|1|11|1
mitrennen|mitrennen|03-154-3-I-Frosch.csv|1|1|1
sonst|sonst|03-154-3-I-Frosch.csv|17|27|17
renntt|rennt|03-154-3-I-Frosch.csv|1|314|1
weiler|weiter|03-154-3-I-Frosch.csv|2|193|2
farliert|verliert|03-154-3-I-Frosch.csv|1|12|1
wiert|wird|03-154-3-I-Frosch.csv|8|100|8
schneller|schneller|03-154-3-I-Frosch.csv|17|33|17
zit|zieht|03-160-3-I-Frosch.csv|16|100|15
trefen|treffen|03-160-3-I-Frosch.csv|16|51|16
Schiller|Schiller|03-160-3-I-Frosch.csv|2|2|2
passirt|passiert|03-160-3-I-Frosch.csv|11|104|11
Jez|Jetzt|03-160-3-I-Frosch.csv|5|106|2
Ohh|Ohh|03-160-3-I-Frosch.csv|4|5|3
zuruk|zurück|03-160-3-I-Frosch.csv|3|133|3
müsen|müssen|03-160-3-I-Frosch.csv|5|32|5
Luigi|Luigi|03-160-3-I-Frosch.csv|11|11|11
Landet|landet|03-160-3-I-Frosch.csv|2|26|2
nasen|Nassen|03-160-3-I-Frosch.csv|2|4|1
Bark|Park|03-161-3-I-Frosch.csv|2|75|2
Früling|Frühling|03-161-3-I-Frosch.csv|2|2|2
komich|komisch|03-161-3-I-Frosch.csv|2|21|2
wusten|wussten|03-161-3-I-Frosch.csv|8|12|8
hta|hat|03-161-3-I-Frosch.csv|2|3155|2
plöstlich|Plötzlich|03-161-3-I-Frosch.csv|3|384|2
weggerant|weggerannt|03-161-3-I-Frosch.csv|7|14|7
geschwiste|geschwitzte|03-161-3-I-Frosch.csv|2|2|2
hende|Hände|03-161-3-I-Frosch.csv|3|11|3
gerisen|gerissen|03-161-3-I-Frosch.csv|3|13|3
nei|nein|03-161-3-I-Frosch.csv|2|101|2
leider|leider|03-161-3-I-Frosch.csv|12|17|12
anung|Ahnung|03-161-3-I-Frosch.csv|4|5|4
ein-|ein|03-161-3-I-Frosch.csv|2|2154|2
filach|vielleicht|03-161-3-I-Frosch.csv|2|37|2
Froschkönig|Froschkönig|03-161-3-I-Frosch.csv|2|2|2
sons|sonst|03-161-3-I-Frosch.csv|4|27|4
verliren|verlieren|03-161-3-I-Frosch.csv|2|4|2
höfst|hüpft|03-161-3-I-Frosch.csv|2|31|2
Brücke|Brücke|03-163-3-I-Frosch.csv|1|2|1
gespungen|gesprungen|03-163-3-I-Frosch.csv|1|56|1
schspaziren|spazieren|03-167-3-I-Frosch.csv|1|146|1
hienderheer|hinterher|03-167-3-I-Frosch.csv|1|208|1
hiderheer|hinterher|03-167-3-I-Frosch.csv|1|208|1
Plat|Blatt|03-167-3-I-Frosch.csv|1|41|1
Teisch|Teich|03-167-3-I-Frosch.csv|3|33|3
spaziern|spazieren|03-170-3-I-Frosch.csv|1|146|1
plözliech|plötzlich|03-170-3-I-Frosch.csv|1|198|1
spatsieren|spazieren|03-172-3-I-Frosch.csv|1|146|1
mid|mit|03-172-3-I-Frosch.csv|3|1459|3
reist|reißt|03-172-3-I-Frosch.csv|32|44|32
brüben|drüben|03-172-3-I-Frosch.csv|1|4|1
stechn|stecken|03-176-3-I-Frosch.csv|1|11|1
ah|ah|03-176-3-I-Frosch.csv|8|13|8
einzufangen|einzufangen|03-176-3-I-Frosch.csv|2|2|2
einfangen|einfangen|03-176-3-I-Frosch.csv|1|2|1
Macht|macht|03-176-3-I-Frosch.csv|6|270|6
kommherzeichen|Komm-her-Zeichen|03-176-3-I-Frosch.csv|1|1|1
stele|Stelle|03-176-3-I-Frosch.csv|1|1|1
fligt|fliegt|03-176-3-I-Frosch.csv|16|52|16
jagen|jagen|03-176-3-I-Frosch.csv|6|7|6
Tant|tarnt|03-176-3-I-Frosch.csv|1|1|1
scharfe|scharfe|03-176-3-I-Frosch.csv|2|2|2
saua|sauer|03-176-3-I-Frosch.csv|1|26|1
Ohren|Ohren|03-176-3-I-Frosch.csv|2|4|2
Oben|oben|03-176-3-I-Frosch.csv|1|25|1
Sommermorgens|Sommermorgens|03-181-3-I-Frosch.csv|1|1|1
beschefdigt|beschäftigt|03-181-3-I-Frosch.csv|1|10|1
riss|riss|03-181-3-I-Frosch.csv|28|44|26
Los|Los|03-181-3-I-Frosch.csv|20|3|2
schrie|schrie|03-181-3-I-Frosch.csv|57|70|57
konnten|konnten|03-181-3-I-Frosch.csv|13|18|13
riechen|riechen|03-181-3-I-Frosch.csv|2|4|2
würde|würde|03-181-3-I-Frosch.csv|17|19|16
sicht|Sicht|03-181-3-I-Frosch.csv|4|1|1
groß|groß|03-181-3-I-Frosch.csv|13|13|13
heulte|heulte|03-181-3-I-Frosch.csv|6|6|6
hihihohohah|hihihohohah|03-181-3-I-Frosch.csv|1|1|1
Du|Du|03-181-3-I-Frosch.csv|33|49|31
siest|siehst|03-181-3-I-Frosch.csv|2|2|2
witzig|witzig|03-181-3-I-Frosch.csv|4|4|4
hahaha|hahaha|03-181-3-I-Frosch.csv|1|1|1
Froschjagd|Froschjagd|03-182-3-I-Frosch.csv|1|2|1
verwolgen|verfolgen|03-182-3-I-Frosch.csv|2|4|2
unglücklich|unglücklich|03-182-3-I-Frosch.csv|1|2|1
halb|halb|03-182-3-I-Frosch.csv|3|2|2
erschrikt|erschrickt|03-182-3-I-Frosch.csv|1|3|1
losgelassen|losgelassen|03-182-3-I-Frosch.csv|11|36|11
Freute|freute|03-183-3-I-Frosch.csv|3|116|3
lossgelasen|losgelassen|03-183-3-I-Frosch.csv|1|36|1
hinnterher|hinterher|03-183-3-I-Frosch.csv|1|208|1
plichenass|plitschnass|03-183-3-I-Frosch.csv|1|6|1
staziren|spazieren|03-184-3-I-Frosch.csv|1|146|1
weklauen|weglaufen|03-184-3-I-Frosch.csv|1|4|1
aufgibt|aufgibt|03-184-3-I-Frosch.csv|1|1|1
plitcheplachenass|plitscheplatschenass|03-184-3-I-Frosch.csv|1|1|1
hatet|hattet|03-185-3-I-Frosch.csv|3|3|2
sorük|zurück|03-185-3-I-Frosch.csv|1|133|1
zürck|zurück|03-185-3-I-Frosch.csv|2|133|2
steken|stecken|03-185-3-I-Frosch.csv|3|11|3
geblben|geblieben|03-185-3-I-Frosch.csv|1|15|1
Henterher|hinterher|03-185-3-I-Frosch.csv|1|208|1
bleb|bleib|03-185-3-I-Frosch.csv|1|9|1
schten|stehen|03-185-3-I-Frosch.csv|2|49|2
forosch|Frosch|03-185-3-I-Frosch.csv|1|457|1
wel|will|03-185-3-I-Frosch.csv|4|320|2
wode|wurde|03-185-3-I-Frosch.csv|1|62|1
gluklesch|glücklich|03-185-3-I-Frosch.csv|1|423|1
Schteken|stecken|03-185-3-I-Frosch.csv|1|11|1
gebleben|geblieben|03-185-3-I-Frosch.csv|1|15|1
teisch|Teich|03-185-3-I-Frosch.csv|2|33|2
Lalen|Leinen|03-194-3-I-Frosch.csv|1|1|1
Forsch|Frosch|03-194-3-I-Frosch.csv|2|457|2
Mauea|Mauer|03-194-3-I-Frosch.csv|1|222|1
Pach|patsch|03-194-3-I-Frosch.csv|1|1|1
parg|Park|03-197-3-I-Frosch.csv|1|75|1
Folden|wollten|03-197-3-I-Frosch.csv|1|60|1
sparsiren|spazieren|03-197-3-I-Frosch.csv|1|146|1
gerast|gerast|03-197-3-I-Frosch.csv|2|2|2
fegendan|wehgetan|03-197-3-I-Frosch.csv|1|20|1
cha|ja|03-197-3-I-Frosch.csv|1|179|1
wreigelasen|freigelassen|03-197-3-I-Frosch.csv|1|2|1
Fegedan|wehgetan|03-197-3-I-Frosch.csv|1|20|1
hannd|hat|03-197-3-I-Frosch.csv|1|3155|1
aper|aber|03-197-3-I-Frosch.csv|2|879|2
feg|weg|03-197-3-I-Frosch.csv|3|553|3
hinder|hinter|03-197-3-I-Frosch.csv|4|162|4
dieselben|dieselben|03-197-3-I-Frosch.csv|1|1|1
grönen|grünen|03-197-3-I-Frosch.csv|1|4|1
pland|Blatt|03-197-3-I-Frosch.csv|1|41|1
wolde|wollte|03-197-3-I-Frosch.csv|2|470|2
Fangen|fangen|03-197-3-I-Frosch.csv|2|48|2
