original|corrected|filename|freq_ori|freq_cor|freq_tup
dass|das|03-197-3-I-Frosch.csv|49|66|48
gesen|gesehen|03-197-3-I-Frosch.csv|33|97|33
gestregnd|gestreckt|03-197-3-I-Frosch.csv|1|1|1
hand|hat|03-197-3-I-Frosch.csv|20|131|20
draurich|traurig|03-197-3-I-Frosch.csv|2|119|2
feil|weil|03-197-3-I-Frosch.csv|8|82|8
in|ihn|03-197-3-I-Frosch.csv|261|270|260
nichnd|nicht|03-197-3-I-Frosch.csv|1|135|1
hand|hat|03-197-3-I-Frosch.csv|20|131|20
uun|und|03-197-3-I-Frosch.csv|1|106|1
hapen|haben|03-197-3-I-Frosch.csv|1|19|1
ausgelachnd|ausgelacht|03-197-3-I-Frosch.csv|2|4|2
feil|weil|03-197-3-I-Frosch.csv|8|82|8
ausgelachnd|ausgelacht|03-197-3-I-Frosch.csv|2|4|2
hand|hat|03-197-3-I-Frosch.csv|20|131|20
feil|weil|03-197-3-I-Frosch.csv|8|82|8
faser|Wasser|03-197-3-I-Frosch.csv|1|29|1
runder|runter|03-197-3-I-Frosch.csv|18|60|18
gefalen|gefallen|03-197-3-I-Frosch.csv|50|69|50
verlirt|verliert|03-200-3-I-Frosch.csv|1|5|1
läst|lässt|03-200-3-I-Frosch.csv|25|72|25
schnüwelt|schnüffelt|03-200-3-I-Frosch.csv|1|5|1
Frasch|Frosch|03-200-3-I-Frosch.csv|1|77|1
einfch-|einfach|03-200-3-I-Frosch.csv|1|9|1
stopen|stoppen|03-200-3-I-Frosch.csv|4|4|3
Jetz|Jetzt|03-200-3-I-Frosch.csv|15|27|8
frölich|fröhlich|03-200-3-I-Frosch.csv|51|92|51
frölich|fröhlich|03-200-3-I-Frosch.csv|51|92|51
last|lasst|03-203-3-I-Frosch.csv|18|26|18
in|ihn|03-203-3-I-Frosch.csv|261|270|260
rent|rennt|03-203-3-I-Frosch.csv|96|167|96
schrbrigt|springt|03-203-3-I-Frosch.csv|2|80|2
schrbrigt|springt|03-203-3-I-Frosch.csv|2|80|2
wegleift|wegläuft|03-206-3-I-Frosch.csv|1|1|1
sPasieren|spazieren|03-206-3-I-Frosch.csv|1|116|1
wek|weg|03-206-3-I-Frosch.csv|33|94|31
ranten|rannten|03-206-3-I-Frosch.csv|11|13|11
sPninkt|springt|03-206-3-I-Frosch.csv|1|80|1
Wassa|Wasser|03-206-3-I-Frosch.csv|2|29|2
in|ihn|03-206-3-I-Frosch.csv|261|270|260
ausgeacht|ausgelacht|03-206-3-I-Frosch.csv|1|4|1
gehn|gehen|03-207-3-I-Frosch.csv|20|78|20
Schbasin|spazieren|03-207-3-I-Frosch.csv|1|116|1
Plöslich|Plötzlich|03-207-3-I-Frosch.csv|1|117|1
rend|rennt|03-207-3-I-Frosch.csv|42|167|42
inn|ihn|03-207-3-I-Frosch.csv|4|270|3
Ferfolkt|verfolgt|03-207-3-I-Frosch.csv|1|4|1
üder|über|03-207-3-I-Frosch.csv|8|35|8
Ties|Tier|03-207-3-I-Frosch.csv|1|1|1
üder|über|03-207-3-I-Frosch.csv|8|35|8
plischnass|plitschnass|03-207-3-I-Frosch.csv|1|6|1
Blat|Blatt|03-207-3-I-Frosch.csv|8|19|8
gezoggen|gezogen|03-210-3-I-Frosch.csv|1|5|1
leuft|läuft|03-210-3-I-Frosch.csv|27|45|27
gechprungen|gesprungen|03-210-3-I-Frosch.csv|1|26|1
Spasirgan|Spaziergang|03-211-3-I-Frosch.csv|1|10|1
gen|gehen|03-211-3-I-Frosch.csv|31|78|31
gasi|Gassi|03-211-3-I-Frosch.csv|8|19|8
rent|rennt|03-211-3-I-Frosch.csv|96|167|96
schnela|schneller|03-211-3-I-Frosch.csv|2|16|2
schnela|schneller|03-211-3-I-Frosch.csv|2|16|2
kan|kann|03-211-3-I-Frosch.csv|39|54|37
mer|mehr|03-211-3-I-Frosch.csv|69|84|68
rend|rennt|03-211-3-I-Frosch.csv|42|167|42
wek|weg|03-211-3-I-Frosch.csv|33|94|31
ferfolgen|verfolgen|03-211-3-I-Frosch.csv|1|3|1
schnelar|schneller|03-211-3-I-Frosch.csv|1|16|1
hinterbeinwe|Hinterbeine|03-211-3-I-Frosch.csv|1|1|1
ferfolgt|verfolgt|03-211-3-I-Frosch.csv|1|4|1
dan|dann|03-211-3-I-Frosch.csv|627|651|621
sprink|spring|03-211-3-I-Frosch.csv|1|8|1
sprinkt|springt|03-211-3-I-Frosch.csv|14|80|14
ebensfals|ebenfalls|03-211-3-I-Frosch.csv|1|4|1
maua|Mauer|03-211-3-I-Frosch.csv|14|44|14
sprinkt|springt|03-211-3-I-Frosch.csv|14|80|14
serosenblat|Seerosenblatt|03-211-3-I-Frosch.csv|1|6|1
nasen|nassen|03-211-3-I-Frosch.csv|2|1|1
Gsiise|Gassi|03-218-3-I-Frosch.csv|1|19|1
rennet|rennt|03-218-3-I-Frosch.csv|1|167|1
inen|hin|03-218-3-I-Frosch.csv|8|17|2
suht|sucht|03-218-3-I-Frosch.csv|2|11|2
Fröch|Frosch|03-218-3-I-Frosch.csv|1|77|1
inen|hin|03-218-3-I-Frosch.csv|8|17|2
gesperugen|gesprungen|03-218-3-I-Frosch.csv|1|26|1
in|ihn|03-218-3-I-Frosch.csv|261|270|260
nich|nicht|03-218-3-I-Frosch.csv|110|135|109
spint|springt|03-218-3-I-Frosch.csv|2|80|2
Uder|über|03-218-3-I-Frosch.csv|1|35|1
Mumer|Mauer|03-218-3-I-Frosch.csv|1|44|1
niss|nass|03-218-3-I-Frosch.csv|1|26|1
geworen|geworden|03-218-3-I-Frosch.csv|1|4|1
Fröchen|Frosch|03-218-3-I-Frosch.csv|1|77|1
nich|nicht|03-218-3-I-Frosch.csv|110|135|109
Glüch|Glück|03-218-3-I-Frosch.csv|1|18|1
unglüch|Unglück|03-218-3-I-Frosch.csv|1|3|1
warn|waren|03-220-3-I-Frosch.csv|20|40|20
gegan|gegangen|03-220-3-I-Frosch.csv|6|57|6
endeckt|entdeckt|03-220-3-I-Frosch.csv|3|9|3
is|ist|03-220-3-I-Frosch.csv|19|33|16
zürüg|zurück|03-220-3-I-Frosch.csv|1|61|1
sofot|sofort|03-220-3-I-Frosch.csv|2|24|2
hieher|hierher|03-220-3-I-Frosch.csv|1|5|1
warn|waren|03-220-3-I-Frosch.csv|20|40|20
hienter|hinter|03-220-3-I-Frosch.csv|4|31|4
hate|hatte|03-220-3-I-Frosch.csv|400|427|400
hupft|hüpft|03-220-3-I-Frosch.csv|4|12|4
spatzirn|spazieren|03-224-3-I-Frosch.csv|3|116|3
rent|rennt|03-224-3-I-Frosch.csv|96|167|96
lest|lässt|03-224-3-I-Frosch.csv|39|72|39
wier|wir|03-224-3-I-Frosch.csv|12|16|12
renen|rennen|03-224-3-I-Frosch.csv|28|33|27
im|ihm|03-224-3-I-Frosch.csv|60|61|58
einenen|einen|03-224-3-I-Frosch.csv|2|11|2
uber|über|03-224-3-I-Frosch.csv|12|35|12
Maua|Mauer|03-224-3-I-Frosch.csv|13|44|13
spinkt|springt|03-224-3-I-Frosch.csv|4|80|4
sprigt|springt|03-224-3-I-Frosch.csv|2|80|2
wal|weil|03-224-3-I-Frosch.csv|23|82|22
seerosenblat|Seerosenblatt|03-224-3-I-Frosch.csv|1|6|1
trotdem|trotzdem|03-224-3-I-Frosch.csv|1|10|1
war|wahr|03-224-3-I-Frosch.csv|4|1|1
genen|gehen|03-226-3-I-Frosch.csv|1|78|1
schpazien|spazieren|03-226-3-I-Frosch.csv|3|116|3
wolte|wollte|03-226-3-I-Frosch.csv|173|201|173
irgentwas|irgendwas|03-226-3-I-Frosch.csv|3|8|3
schtaunte|staunte|03-226-3-I-Frosch.csv|1|2|1
wolte|wollte|03-226-3-I-Frosch.csv|173|201|173
irgentwas|irgendwas|03-226-3-I-Frosch.csv|3|8|3
schprang|sprang|03-226-3-I-Frosch.csv|4|9|4
sar|sah|03-226-3-I-Frosch.csv|8|46|8
das|dass|03-226-3-I-Frosch.csv|985|1017|981
geschprugen|gesprungen|03-226-3-I-Frosch.csv|1|26|1
Spaziren|spazieren|03-227-3-I-Frosch.csv|5|116|5
lossgelassen|losgelassen|03-227-3-I-Frosch.csv|1|23|1
mer|mehr|03-229-3-I-Frosch.csv|69|84|68
rutch|rutsch|03-229-3-I-Frosch.csv|1|2|1
Froch|Frosch|03-229-3-I-Frosch.csv|18|77|18
Froch|Frosch|03-229-3-I-Frosch.csv|18|77|18
pringt|springt|03-229-3-I-Frosch.csv|1|80|1
froch|Frosch|03-229-3-I-Frosch.csv|24|77|24
wiesen|wissen|03-230-3-I-Frosch.csv|9|20|9
war|wir|03-230-3-I-Frosch.csv|4|16|2
wa|was|03-230-3-I-Frosch.csv|30|15|3
spatzirn|spazieren|03-230-3-I-Frosch.csv|3|116|3
gehgangen|gegangen|03-230-3-I-Frosch.csv|9|57|9
speter|später|03-230-3-I-Frosch.csv|15|32|15
wusten|wussten|03-230-3-I-Frosch.csv|8|8|8
das|dass|03-230-3-I-Frosch.csv|985|1017|981
mer|mehr|03-230-3-I-Frosch.csv|69|84|68
schnufelte|schnüffelte|03-230-3-I-Frosch.csv|1|4|1
hinterhir|hinterher|03-230-3-I-Frosch.csv|1|38|1
plasch|platsch|03-230-3-I-Frosch.csv|1|2|1
viel|fiel|03-230-3-I-Frosch.csv|28|45|26
inz|ins|03-230-3-I-Frosch.csv|12|16|12
minte|meinte|03-230-3-I-Frosch.csv|1|1|1
wiesen|wissen|03-230-3-I-Frosch.csv|9|20|9
war|wir|03-230-3-I-Frosch.csv|4|16|2
weiso|wieso|03-230-3-I-Frosch.csv|1|8|1
gehrant|gerannt|03-230-3-I-Frosch.csv|3|44|3
fliehn|fliehen|03-231-3-I-Frosch.csv|1|1|1
gen|gehen|03-232-3-I-Frosch.csv|31|78|31
gaßi|Gassi|03-232-3-I-Frosch.csv|1|19|1
rent|rennt|03-232-3-I-Frosch.csv|96|167|96
Belt|bellt|03-232-3-I-Frosch.csv|20|138|20
bazierz|passierts|03-232-3-I-Frosch.csv|1|1|1
gerutcht|gerutscht|03-232-3-I-Frosch.csv|1|3|1
Forosch|Frosch|03-232-3-I-Frosch.csv|1|77|1
dan|dann|03-232-3-I-Frosch.csv|627|651|621
plidchnass|pitschnass|03-232-3-I-Frosch.csv|1|3|1
sin|sind|03-232-3-I-Frosch.csv|19|66|13
Fro|froh|03-232-3-I-Frosch.csv|6|35|5
Spacieren|spazieren|03-234-3-I-Frosch.csv|1|116|1
rent|rennt|03-234-3-I-Frosch.csv|96|167|96
rent|rennt|03-234-3-I-Frosch.csv|96|167|96
lest|lässt|03-234-3-I-Frosch.csv|39|72|39
hate|hatte|03-234-3-I-Frosch.csv|400|427|400
felt|fällt|03-234-3-I-Frosch.csv|93|198|90
waser|Wasser|03-234-3-I-Frosch.csv|18|29|18
sicht|sitzt|03-234-3-I-Frosch.csv|3|40|2
blat|Blatt|03-234-3-I-Frosch.csv|5|19|5
ers|er|03-234-3-I-Frosch.csv|3|14|2
kukt|kuckt|03-234-3-I-Frosch.csv|73|152|73
spasieren|spazieren|03-236-3-I-Frosch.csv|4|116|4
rennd|rennt|03-236-3-I-Frosch.csv|10|167|10
in|ihn|03-236-3-I-Frosch.csv|261|270|260
last|lasst|03-236-3-I-Frosch.csv|18|26|18
ergan|ärgern|03-236-3-I-Frosch.csv|1|2|1
Schpringt|springt|03-236-3-I-Frosch.csv|1|80|1
darhin|dahin|03-236-3-I-Frosch.csv|1|2|1
spatziren|spazieren|03-237-3-I-Frosch.csv|11|116|11
rent|rennt|03-237-3-I-Frosch.csv|96|167|96
dan|dann|03-237-3-I-Frosch.csv|627|651|621
set|seht|03-237-3-I-Frosch.csv|8|1|1
rent|rennt|03-237-3-I-Frosch.csv|96|167|96
rent|rennt|03-237-3-I-Frosch.csv|96|167|96
nas|nass|03-237-3-I-Frosch.csv|19|26|19
rent|rennt|03-241-3-I-Frosch.csv|96|167|96
an|ein|03-241-3-I-Frosch.csv|1|26|1
Fusch|Frosch|03-241-3-I-Frosch.csv|2|77|2
rent|rennt|03-241-3-I-Frosch.csv|96|167|96
Fusch|Frosch|03-241-3-I-Frosch.csv|2|77|2
Spnt|Springt|03-241-3-I-Frosch.csv|1|1|1
üBr|über|03-241-3-I-Frosch.csv|1|35|1
Dr|der|03-241-3-I-Frosch.csv|1|9|1
spasien|spazieren|03-246-3-I-Frosch.csv|1|116|1
dan|dann|03-246-3-I-Frosch.csv|627|651|621
in|ihn|03-246-3-I-Frosch.csv|261|270|260
endwicht|entwischt|03-246-3-I-Frosch.csv|1|1|1
nas|nass|03-246-3-I-Frosch.csv|19|26|19
nas|nass|03-246-3-I-Frosch.csv|19|26|19
schtet|steht|03-246-3-I-Frosch.csv|2|37|2
sint|sind|03-246-3-I-Frosch.csv|20|66|20
erschoft|erschöpft|03-246-3-I-Frosch.csv|1|2|1
Spaziren|spazieren|03-249-3-I-Frosch.csv|5|116|5
flizt|flitzt|03-249-3-I-Frosch.csv|1|1|1
kan|kann|03-249-3-I-Frosch.csv|39|54|37
in|ihn|03-249-3-I-Frosch.csv|261|270|260
mer|mehr|03-249-3-I-Frosch.csv|69|84|68
lest|lässt|03-249-3-I-Frosch.csv|39|72|39
in|ihn|03-249-3-I-Frosch.csv|261|270|260
Schpinkt|springt|03-249-3-I-Frosch.csv|1|80|1
kom|komm|03-249-3-I-Frosch.csv|29|32|28
kom|komm|03-249-3-I-Frosch.csv|29|32|28
kom|komm|03-249-3-I-Frosch.csv|29|32|28
Kinde|Kinder|03-249-3-I-Frosch.csv|1|5|1
Plözlich|Plötzlich|03-249-3-I-Frosch.csv|47|117|45
hupft|hüpft|03-249-3-I-Frosch.csv|4|12|4
Rent|rennt|03-249-3-I-Frosch.csv|6|167|6
in|ihn|03-249-3-I-Frosch.csv|261|270|260
hupft|hüpft|03-249-3-I-Frosch.csv|4|12|4
uber|über|03-249-3-I-Frosch.csv|12|35|12
Teisch|Teich|03-249-3-I-Frosch.csv|3|5|3
Froch|Frosch|03-249-3-I-Frosch.csv|18|77|18
seerosenBlate|Seerosenblatt|03-249-3-I-Frosch.csv|1|6|1
Jargt|jagt|03-253-3-I-Frosch.csv|1|6|1
Gen|gehen|03-253-3-I-Frosch.csv|3|78|3
gasi|Gassi|03-253-3-I-Frosch.csv|8|19|8
raw|war|03-253-3-I-Frosch.csv|1|109|1
Gerand|gerannt|03-253-3-I-Frosch.csv|2|44|2
saiel|Seil|03-253-3-I-Frosch.csv|1|13|1
losgelasen|losgelassen|03-253-3-I-Frosch.csv|12|23|12
eien|einen|03-253-3-I-Frosch.csv|2|11|1
unde|und|03-253-3-I-Frosch.csv|3|106|3
wasa|Wasser|03-253-3-I-Frosch.csv|1|29|1
geplust|geplumpst|03-253-3-I-Frosch.csv|1|1|1
Blad|Blatt|03-253-3-I-Frosch.csv|3|19|3
Gerlacht|gelacht|03-253-3-I-Frosch.csv|1|10|1
rent|rennt|03-261-3-I-Frosch.csv|96|167|96
mer|mehr|03-261-3-I-Frosch.csv|69|84|68
lest|lässt|03-261-3-I-Frosch.csv|39|72|39
dan|dann|03-261-3-I-Frosch.csv|627|651|621
loss|los|03-261-3-I-Frosch.csv|6|9|6
jakt|jagt|03-261-3-I-Frosch.csv|2|6|2
renen|rennen|03-261-3-I-Frosch.csv|28|33|27
schpringt|springt|03-261-3-I-Frosch.csv|9|80|9
maua|Mauer|03-261-3-I-Frosch.csv|14|44|14
schpringt|springt|03-261-3-I-Frosch.csv|9|80|9
dan|dann|03-261-3-I-Frosch.csv|627|651|621
maua|Mauer|03-261-3-I-Frosch.csv|14|44|14
inz|ins|03-261-3-I-Frosch.csv|12|16|12
geschprongen|gesprungen|03-261-3-I-Frosch.csv|1|26|1
jetz|jetzt|03-261-3-I-Frosch.csv|17|75|17
jetz|jetzt|03-261-3-I-Frosch.csv|17|75|17
spaziren|spazieren|03-265-3-I-Frosch.csv|22|116|21
schneler|schneller|03-265-3-I-Frosch.csv|11|16|11
ihrgentein|irgendein|03-265-3-I-Frosch.csv|1|1|1
loslasen|loslassen|03-265-3-I-Frosch.csv|3|3|3
wehgehgetan|wehgetan|03-265-3-I-Frosch.csv|1|17|1
gehsehen|gesehen|03-265-3-I-Frosch.csv|14|97|14
hinterheher|hinterher|03-265-3-I-Frosch.csv|1|38|1
gehrannt|gerannt|03-265-3-I-Frosch.csv|1|44|1
hienterher|hinterher|03-265-3-I-Frosch.csv|7|38|7
sprienk|spring|03-265-3-I-Frosch.csv|1|8|1
fält|fällt|03-265-3-I-Frosch.csv|31|198|31
wehk|weg|03-268-3-I-Frosch.csv|2|94|2
im|um|03-268-3-I-Frosch.csv|60|5|1
geganen|gegangen|03-268-3-I-Frosch.csv|9|57|9
nich|nicht|03-268-3-I-Frosch.csv|110|135|109
mer|mehr|03-268-3-I-Frosch.csv|69|84|68
richt|riecht|03-268-3-I-Frosch.csv|9|8|8
siet|sieht|03-268-3-I-Frosch.csv|54|159|50
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
spint|springt|03-268-3-I-Frosch.csv|2|80|2
wek|weg|03-268-3-I-Frosch.csv|33|94|31
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
sprinkt|springt|03-268-3-I-Frosch.csv|14|80|14
sprinkt|springt|03-268-3-I-Frosch.csv|14|80|14
sprienkt|springt|03-268-3-I-Frosch.csv|1|80|1
waser|Wasser|03-268-3-I-Frosch.csv|18|29|18
Fros|Frosch|03-268-3-I-Frosch.csv|6|77|6
sizt|sitzt|03-268-3-I-Frosch.csv|14|40|14
spaciren|spazieren|03-270-3-I-Frosch.csv|2|116|2
gans|ganz|03-270-3-I-Frosch.csv|30|48|30
farückt|verrückt|03-270-3-I-Frosch.csv|1|10|1
lest|lässt|03-270-3-I-Frosch.csv|39|72|39
hintaher|hinterher|03-270-3-I-Frosch.csv|5|38|5
pasirt|passiert|03-270-3-I-Frosch.csv|18|75|18
wass|was|03-270-3-I-Frosch.csv|6|15|6
pasiren|passieren|03-270-3-I-Frosch.csv|2|11|2
muste|musste|03-270-3-I-Frosch.csv|24|26|24
wall|weil|03-270-3-I-Frosch.csv|5|82|4
hintaher|hinterher|03-270-3-I-Frosch.csv|5|38|5
enen|einen|03-270-3-I-Frosch.csv|2|11|2
Seerosenbatt|Seerosenblatt|03-270-3-I-Frosch.csv|1|6|1
erzelten|erzählten|03-270-3-I-Frosch.csv|1|1|1
ales|alles|03-270-3-I-Frosch.csv|35|37|34
iren|ihren|03-270-3-I-Frosch.csv|25|38|25
get|geht|03-274-3-I-Frosch.csv|56|85|56
Spatziren|spazieren|03-274-3-I-Frosch.csv|4|116|4
Spatziren|spazieren|03-274-3-I-Frosch.csv|4|116|4
ziht|zieht|03-274-3-I-Frosch.csv|13|63|13
dol|doll|03-274-3-I-Frosch.csv|8|16|8
das|dass|03-274-3-I-Frosch.csv|985|1017|981
lost,läst|loslässt|03-274-3-I-Frosch.csv|1|1|1
dan|dann|03-274-3-I-Frosch.csv|627|651|621
weck|weg|03-274-3-I-Frosch.csv|26|94|26
kom|komm|03-274-3-I-Frosch.csv|29|32|28
wider|wieder|03-274-3-I-Frosch.csv|178|207|178
bleit|bleibt|03-274-3-I-Frosch.csv|1|1|1
schten|stehen|03-274-3-I-Frosch.csv|2|16|2
Jahrck|jag|03-274-3-I-Frosch.csv|1|1|1
schneler|schneller|03-274-3-I-Frosch.csv|11|16|11
Flus|Fluss|03-274-3-I-Frosch.csv|3|5|3
dan|dann|03-274-3-I-Frosch.csv|627|651|621
rennd|rennt|03-274-3-I-Frosch.csv|10|167|10
Flus|Fluss|03-274-3-I-Frosch.csv|3|5|3
Feld|fällt|03-274-3-I-Frosch.csv|2|198|2
Flus|Fluss|03-274-3-I-Frosch.csv|3|5|3
spaziren|spazieren|03-275-3-I-Frosch.csv|22|116|21
eimal|einmal|03-275-3-I-Frosch.csv|29|62|29
Kan|kann|03-275-3-I-Frosch.csv|5|54|4
Laine|Leine|03-275-3-I-Frosch.csv|2|5|2
mer|mehr|03-275-3-I-Frosch.csv|69|84|68
Kom|Komm|03-275-3-I-Frosch.csv|4|5|2
Kom|komm|03-275-3-I-Frosch.csv|4|32|2
Koum|Komm|03-275-3-I-Frosch.csv|1|5|1
herchen|Herrchen|03-275-3-I-Frosch.csv|1|2|1
dan|dann|03-275-3-I-Frosch.csv|627|651|621
spilt|spielt|03-275-3-I-Frosch.csv|4|5|4
froch|Frosch|03-275-3-I-Frosch.csv|24|77|24
ader|aber|03-275-3-I-Frosch.csv|9|60|9
froch|Frosch|03-275-3-I-Frosch.csv|24|77|24
for|vor|03-275-3-I-Frosch.csv|48|66|48
umd|und|03-275-3-I-Frosch.csv|1|106|1
froch|Frosch|03-275-3-I-Frosch.csv|24|77|24
eime|eine|03-275-3-I-Frosch.csv|3|9|3
eime|eine|03-275-3-I-Frosch.csv|3|9|3
maua|Mauer|03-275-3-I-Frosch.csv|14|44|14
eimal|einmal|03-275-3-I-Frosch.csv|29|62|29
üba|über|03-275-3-I-Frosch.csv|7|35|7
hinta|hinter|03-275-3-I-Frosch.csv|5|31|5
flus|Fluss|03-275-3-I-Frosch.csv|2|5|2
nas|nass|03-275-3-I-Frosch.csv|19|26|19
gewoten|geworden|03-275-3-I-Frosch.csv|1|4|1
lahen|lachen|03-275-3-I-Frosch.csv|3|7|3
sparziren|spazieren|03-277-3-I-Frosch.csv|4|116|4
ructe|rutschte|03-277-3-I-Frosch.csv|1|5|1
Henden|Händen|03-277-3-I-Frosch.csv|1|3|1
ap|ab|03-277-3-I-Frosch.csv|26|30|26
dan|dann|03-277-3-I-Frosch.csv|627|651|621
farükten|Verrückten|03-277-3-I-Frosch.csv|1|1|1
om|um|03-277-3-I-Frosch.csv|1|5|1
schaf=en|schaffen|03-277-3-I-Frosch.csv|1|2|1
pice|pitsche|03-277-3-I-Frosch.csv|1|1|1
pace|patsche|03-277-3-I-Frosch.csv|1|1|1
nas|nass|03-277-3-I-Frosch.csv|19|26|19
farükt|verrückt|03-277-3-I-Frosch.csv|1|10|1
spazirgang|Spaziergang|03-279-3-I-Frosch.csv|4|10|4
rent|rennt|03-279-3-I-Frosch.csv|96|167|96
wek|weg|03-279-3-I-Frosch.csv|33|94|31
dan|dann|03-279-3-I-Frosch.csv|627|651|621
roschte|rutschte|03-279-3-I-Frosch.csv|1|5|1
im|ihm|03-279-3-I-Frosch.csv|60|61|58
im|ihm|03-279-3-I-Frosch.csv|60|61|58
im|ihm|03-279-3-I-Frosch.csv|60|61|58
lantete|landete|03-279-3-I-Frosch.csv|1|2|1
waser|Wasser|03-279-3-I-Frosch.csv|18|29|18
serose|Seerose|03-279-3-I-Frosch.csv|2|2|2
frölig|fröhlich|03-279-3-I-Frosch.csv|3|92|3
schpaziren|spazieren|03-281-3-I-Frosch.csv|1|116|1
wil|will|03-281-3-I-Frosch.csv|95|157|95
wecKlaufen|weglaufen|03-281-3-I-Frosch.csv|1|2|1
abar|aber|03-281-3-I-Frosch.csv|1|60|1
last|lasst|03-281-3-I-Frosch.csv|18|26|18
in|ihn|03-281-3-I-Frosch.csv|261|270|260
wecKgelaufen|weggelaufen|03-281-3-I-Frosch.csv|1|26|1
maht|macht|03-281-3-I-Frosch.csv|5|9|5
Komzeischen|Kommzeichen|03-281-3-I-Frosch.csv|1|2|1
abdr|aber|03-281-3-I-Frosch.csv|1|60|1
wil|will|03-281-3-I-Frosch.csv|95|157|95
Komen|kommen|03-281-3-I-Frosch.csv|2|17|2
loh|Loch|03-281-3-I-Frosch.csv|1|1|1
gefalen|gefallen|03-281-3-I-Frosch.csv|50|69|50
traurich|traurig|03-281-3-I-Frosch.csv|54|119|54
laht|lacht|03-281-3-I-Frosch.csv|2|5|2
schprinKt|springt|03-281-3-I-Frosch.csv|1|80|1
dafon|davon|03-281-3-I-Frosch.csv|10|12|10
laht|lacht|03-281-3-I-Frosch.csv|2|5|2
weita|weiter|03-281-3-I-Frosch.csv|1|17|1
schpinKt|springt|03-281-3-I-Frosch.csv|1|80|1
uba|über|03-281-3-I-Frosch.csv|1|35|1
Mauar|Mauer|03-281-3-I-Frosch.csv|2|44|2
schprinK|spring|03-281-3-I-Frosch.csv|1|8|1
auh|auch|03-281-3-I-Frosch.csv|9|19|9
ubar|über|03-281-3-I-Frosch.csv|1|35|1
Mauar|Mauer|03-281-3-I-Frosch.csv|2|44|2
gluKlich|glücklich|03-281-3-I-Frosch.csv|2|163|2
Abar|Aber|03-281-3-I-Frosch.csv|1|19|1
teisch|Teich|03-281-3-I-Frosch.csv|2|5|2
nas|nass|03-281-3-I-Frosch.csv|19|26|19
gluKlich|glücklich|03-281-3-I-Frosch.csv|2|163|2
renen|rennen|03-284-3-I-Frosch.csv|28|33|27
mer|mehr|03-284-3-I-Frosch.csv|69|84|68
rend|rennt|03-284-3-I-Frosch.csv|42|167|42
hinteher|hinterher|03-284-3-I-Frosch.csv|6|38|6
hort|hört|03-285-3-I-Frosch.csv|5|10|5
steken|stecken|03-285-3-I-Frosch.csv|3|7|3
sizt|sitzt|03-285-3-I-Frosch.csv|14|40|14
gehgahngen|gegangen|03-286-3-I-Frosch.csv|1|57|1
hinte|hinter|03-286-3-I-Frosch.csv|4|31|4
spasieren|spazieren|03-287-3-I-Frosch.csv|4|116|4
zit|zieht|03-287-3-I-Frosch.csv|16|63|15
nich|nicht|03-287-3-I-Frosch.csv|110|135|109
lest|lässt|03-287-3-I-Frosch.csv|39|72|39
rend|rennt|03-287-3-I-Frosch.csv|42|167|42
schnel|schnell|03-287-3-I-Frosch.csv|60|76|60
renen|rennen|03-287-3-I-Frosch.csv|28|33|27
hiterher|hinterher|03-287-3-I-Frosch.csv|4|38|4
rend|rennt|03-287-3-I-Frosch.csv|42|167|42
rend|rennt|03-287-3-I-Frosch.csv|42|167|42
leuft|läuft|03-288-3-I-Frosch.csv|27|45|27
zimlich|ziemlich|03-288-3-I-Frosch.csv|2|2|2
schnel|schnell|03-288-3-I-Frosch.csv|60|76|60
einmall|einmal|03-288-3-I-Frosch.csv|19|62|19
zurük|zurück|03-288-3-I-Frosch.csv|21|61|21
renen|rennen|03-288-3-I-Frosch.csv|28|33|27
jakt|jagt|03-288-3-I-Frosch.csv|2|6|2
schnel|schnell|03-288-3-I-Frosch.csv|60|76|60
renen|rennen|03-288-3-I-Frosch.csv|28|33|27
hinteher|hinterher|03-288-3-I-Frosch.csv|6|38|6
hinteher|hinterher|03-288-3-I-Frosch.csv|6|38|6
wuste|wusste|03-288-3-I-Frosch.csv|38|42|38
das|dass|03-288-3-I-Frosch.csv|985|1017|981
hinte|hinter|03-288-3-I-Frosch.csv|4|31|4
Froch|Frosch|03-288-3-I-Frosch.csv|18|77|18
Froch|Frosch|03-289-3-I-Frosch.csv|18|77|18
konte|konnte|03-289-3-I-Frosch.csv|24|31|24
Froch|Frosch|03-289-3-I-Frosch.csv|18|77|18
hinterhergerant|hinterhergerannt|03-289-3-I-Frosch.csv|2|3|2
Froch|Frosch|03-289-3-I-Frosch.csv|18|77|18
sprigt|springt|03-289-3-I-Frosch.csv|2|80|2
hinder|hinter|03-289-3-I-Frosch.csv|4|31|4
waser|Wasser|03-289-3-I-Frosch.csv|18|29|18
gluglich|glücklich|03-289-3-I-Frosch.csv|6|163|6
sgt|sagt|03-290-3-I-Frosch.csv|6|52|6
cher|her|03-290-3-I-Frosch.csv|2|7|2
hihrher|hierher|03-290-3-I-Frosch.csv|1|5|1
rennd|rennt|03-290-3-I-Frosch.csv|10|167|10
hinta|hinter|03-290-3-I-Frosch.csv|5|31|5
