original|corrected|filename|freq_ori|freq_cor|freq_tup
sein|sien|02-140-2-IV-Weg.csv|2|2|2
Numer|Nummer|02-140-2-IV-Weg.csv|9|28|9
geschriben|geschrieben|02-140-2-IV-Weg.csv|6|10|6
Telefonselle|Telefonzelle|02-140-2-IV-Weg.csv|1|1|1
klinge|klingel|02-140-2-IV-Weg.csv|1|3|1
Plakte|Plakate|02-143-2-IV-Weg.csv|5|88|5
ferschwuden|verschwunden|02-143-2-IV-Weg.csv|1|41|1
überalh|überall|02-143-2-IV-Weg.csv|1|35|1
hengen|hängen|02-143-2-IV-Weg.csv|3|5|3
emand|jemand|02-143-2-IV-Weg.csv|2|46|2
anruffen|anrufen|02-143-2-IV-Weg.csv|1|1|1
würd|würde|02-143-2-IV-Weg.csv|5|3|3
watete|wartete|02-143-2-IV-Weg.csv|7|19|7
watte|wartete|02-143-2-IV-Weg.csv|3|19|2
nimand|niemand|02-143-2-IV-Weg.csv|5|18|5
rufd|ruft|02-143-2-IV-Weg.csv|4|15|4
kommaen|kommen|02-143-2-IV-Weg.csv|1|17|1
ttrenen|Tränen|02-143-2-IV-Weg.csv|1|15|1
Entlich|Endlich|02-143-2-IV-Weg.csv|2|6|2
fran|freuen|02-143-2-IV-Weg.csv|1|11|1
glebt|klebt|02-154-2-IV-Weg.csv|2|9|2
siht|sieht|02-154-2-IV-Weg.csv|25|159|24
irgendwan|irgendwann|02-160-2-IV-Weg.csv|1|5|1
Sagd|sagt|02-160-2-IV-Weg.csv|2|52|2
forbei|vorbei|02-160-2-IV-Weg.csv|10|20|10
tühr|Tür|02-160-2-IV-Weg.csv|1|15|1
Sacht|sagt|02-160-2-IV-Weg.csv|1|52|1
schmekt|schmeckt|02-160-2-IV-Weg.csv|1|1|1
dah|da|02-161-2-IV-Weg.csv|12|86|12
hente|hängte|02-161-2-IV-Weg.csv|2|23|2
esten|ersten|02-161-2-IV-Weg.csv|1|2|1
trofen|tropften|02-161-2-IV-Weg.csv|9|1|1
heruter|herunter|02-161-2-IV-Weg.csv|1|6|1
iner|immer|02-161-2-IV-Weg.csv|2|59|1
lanzan|langsam|02-161-2-IV-Weg.csv|1|13|1
wut|wurde|02-161-2-IV-Weg.csv|1|5|1
besokt|besorgt|02-161-2-IV-Weg.csv|1|2|1
feruckt|verrückt|02-161-2-IV-Weg.csv|2|10|2
klinklelink|klingeling|02-161-2-IV-Weg.csv|2|3|2
klink|kling|02-161-2-IV-Weg.csv|1|1|1
traurik|traurig|02-161-2-IV-Weg.csv|5|119|5
gefeut|gefreut|02-161-2-IV-Weg.csv|1|24|1
verlohren|verloren|02-163-2-IV-Weg.csv|3|52|3
säter|später|02-166-2-IV-Weg.csv|1|32|1
Kurtz|Kurz|02-166-2-IV-Weg.csv|5|3|3
ieren|ihren|02-167-2-IV-Weg.csv|5|38|5
ferloen|verloren|02-167-2-IV-Weg.csv|1|52|1
wass|was|02-167-2-IV-Weg.csv|6|15|6
tuen|tun|02-167-2-IV-Weg.csv|3|11|3
Anrft|Anruft|02-167-2-IV-Weg.csv|1|1|1
Tellefon|Telefon|02-167-2-IV-Weg.csv|2|39|2
Klinelt|Klingelt|02-167-2-IV-Weg.csv|2|1|1
Halo|Hallo|02-167-2-IV-Weg.csv|5|10|5
bies|bins|02-167-2-IV-Weg.csv|7|4|1
gefunten|gefunden|02-167-2-IV-Weg.csv|1|40|1
schbete|später|02-167-2-IV-Weg.csv|1|32|1
diendan|dingdong|02-167-2-IV-Weg.csv|1|2|1
Fenste|Fenster|02-167-2-IV-Weg.csv|11|80|11
Hundefuter|Hundefutter|02-167-2-IV-Weg.csv|6|23|6
Gescheng|Geschenk|02-167-2-IV-Weg.csv|2|21|2
Madschen|Mädchen|02-170-2-IV-Weg.csv|1|32|1
Eiemal|Einmal|02-170-2-IV-Weg.csv|1|1|1
jemamd|jemand|02-170-2-IV-Weg.csv|1|46|1
Angruf|Anruf|02-170-2-IV-Weg.csv|1|12|1
Stat|Stadt|02-172-2-IV-Weg.csv|3|27|3
mach|nach|02-172-2-IV-Weg.csv|3|37|3
kan|kam|02-172-2-IV-Weg.csv|39|129|2
Verlorne|verlorene|02-176-2-IV-Weg.csv|2|16|2
wail|weil|02-176-2-IV-Weg.csv|1|82|1
warted|wartet|02-176-2-IV-Weg.csv|13|67|13
Stul|Stuhl|02-176-2-IV-Weg.csv|3|7|3
dengt|denkt|02-176-2-IV-Weg.csv|8|9|8
soford|sofort|02-176-2-IV-Weg.csv|3|24|3
gink|ging|02-181-2-IV-Weg.csv|1|19|1
Burgersteik|Bürgersteig|02-181-2-IV-Weg.csv|1|2|1
hecktig|hektisch|02-181-2-IV-Weg.csv|1|2|1
sar|sah|02-181-2-IV-Weg.csv|8|46|8
zimlich|ziemlich|02-181-2-IV-Weg.csv|2|2|2
redem|jedem|02-181-2-IV-Weg.csv|1|2|1
endlaufen|entlaufen|02-181-2-IV-Weg.csv|2|2|2
glingelte|klingelte|02-181-2-IV-Weg.csv|2|23|2
telfon|Telefon|02-181-2-IV-Weg.csv|1|39|1
forsichtik|vorsichtig|02-181-2-IV-Weg.csv|1|12|1
nete|nette|02-181-2-IV-Weg.csv|1|1|1
kante|kannte|02-181-2-IV-Weg.csv|3|3|3
kleich|gleich|02-181-2-IV-Weg.csv|1|7|1
herrein|herein|02-181-2-IV-Weg.csv|7|7|7
hegt|hängt|02-182-2-IV-Weg.csv|5|158|5
Blakate|Plakate|02-182-2-IV-Weg.csv|2|88|2
kett|geht|02-182-2-IV-Weg.csv|1|85|1
Uhrplözlich|urplötzlich|02-182-2-IV-Weg.csv|1|1|1
umarmdend|umarmten|02-182-2-IV-Weg.csv|1|7|1
ferlorene|verlorene|02-184-2-IV-Weg.csv|5|16|5
hies|hieß|02-184-2-IV-Weg.csv|8|16|8
mächer|Mädchen|02-184-2-IV-Weg.csv|1|32|1
ferschwant|verschwand|02-184-2-IV-Weg.csv|1|5|1
bilda|Bilder|02-184-2-IV-Weg.csv|4|8|4
jmant|jemand|02-184-2-IV-Weg.csv|1|46|1
froint|Freund|02-184-2-IV-Weg.csv|3|21|3
namh|nahm|02-184-2-IV-Weg.csv|1|18|1
fris|friss|02-184-2-IV-Weg.csv|3|4|3
fil|viel|02-184-2-IV-Weg.csv|6|9|1
wekgerant|weggerannt|02-185-2-IV-Weg.csv|2|12|2
wated|wartet|02-185-2-IV-Weg.csv|1|67|1
traureg|traurig|02-185-2-IV-Weg.csv|3|119|3
mer|mir|02-185-2-IV-Weg.csv|69|9|1
angerrufen|angerufen|02-185-2-IV-Weg.csv|1|11|1
zurükgekomin|zurückgekommen|02-185-2-IV-Weg.csv|1|2|1
weder|wieder|02-185-2-IV-Weg.csv|2|207|2
zurüggekomen|zurückgekommen|02-185-2-IV-Weg.csv|1|2|1
Lole|Lolli|02-185-2-IV-Weg.csv|2|259|2
hal|hat|02-185-2-IV-Weg.csv|1|131|1
wik|weg|02-185-2-IV-Weg.csv|2|94|2
hent|hängt|02-194-2-IV-Weg.csv|1|158|1
wartt|wartet|02-194-2-IV-Weg.csv|2|67|2
Antort|Antwort|02-194-2-IV-Weg.csv|1|3|1
plöztge|plötzlich|02-194-2-IV-Weg.csv|1|62|1
Fröden|Freude|02-194-2-IV-Weg.csv|1|16|1
Kingt|klingelt|02-194-2-IV-Weg.csv|1|66|1
Geschßent|Geschenk|02-194-2-IV-Weg.csv|1|21|1
Risen|riesen|02-194-2-IV-Weg.csv|1|3|1
Lauli|Lolli|02-194-2-IV-Weg.csv|1|259|1
glemnd|klemmt|02-197-2-IV-Weg.csv|1|1|1
baglade|Plakate|02-197-2-IV-Weg.csv|1|88|1
fand|Wand|02-197-2-IV-Weg.csv|1|5|1
bagladen|Plakaten|02-197-2-IV-Weg.csv|1|7|1
fewar|war|02-197-2-IV-Weg.csv|1|109|1
ferdich|fertig|02-197-2-IV-Weg.csv|1|43|1
geforden|geworden|02-197-2-IV-Weg.csv|1|4|1
draurich|traurig|02-197-2-IV-Weg.csv|2|119|2
biei|bei|02-197-2-IV-Weg.csv|1|16|1
zimer|Zimmer|02-197-2-IV-Weg.csv|4|9|4
hand|hat|02-197-2-IV-Weg.csv|20|131|20
gelmben|gelben|02-197-2-IV-Weg.csv|1|1|1
fileg|Füller|02-197-2-IV-Weg.csv|1|18|1
hendi|Handy|02-197-2-IV-Weg.csv|2|2|2
gesangnd|gesagt|02-197-2-IV-Weg.csv|2|37|2
gom|komm|02-197-2-IV-Weg.csv|1|32|1
der|dir|02-197-2-IV-Weg.csv|1|24|1
frdichgeind|Freudigkeit|02-197-2-IV-Weg.csv|1|1|1
gefeind|geweint|02-197-2-IV-Weg.csv|2|7|2
gesen|gesehen|02-197-2-IV-Weg.csv|33|97|33
hande|hatte|02-197-2-IV-Weg.csv|2|427|2
gebelnd|gebellt|02-197-2-IV-Weg.csv|1|36|1
geglingelnd|geklingelt|02-197-2-IV-Weg.csv|1|13|1
aufgemachnd|aufgemacht|02-197-2-IV-Weg.csv|1|2|1
mist|mit|02-197-2-IV-Weg.csv|1|18|1
geseingnd|gezeigt|02-197-2-IV-Weg.csv|1|7|1
geleufen|gelaufen|02-197-2-IV-Weg.csv|1|8|1
umarmnd|umarmt|02-197-2-IV-Weg.csv|1|40|1
suhrt|sucht|02-203-2-IV-Weg.csv|1|11|1
ichren|ihren|02-203-2-IV-Weg.csv|1|38|1
Klenl|Klingeln|02-203-2-IV-Weg.csv|1|2|1
Last|lasst|02-203-2-IV-Weg.csv|7|26|7
Schdift|Stift|02-203-2-IV-Weg.csv|2|24|2
lart|lacht|02-203-2-IV-Weg.csv|1|5|1
Klenlt|klingelt|02-203-2-IV-Weg.csv|1|66|1
Luscher|Lutscher|02-203-2-IV-Weg.csv|4|56|4
froit|freut|02-206-2-IV-Weg.csv|2|42|2
fensta|Fenster|02-206-2-IV-Weg.csv|3|80|3
froiit|freut|02-206-2-IV-Weg.csv|1|42|1
knikt|kriegt|02-206-2-IV-Weg.csv|3|51|1
Flu|Flur|02-207-2-IV-Weg.csv|1|4|1
maht|macht|02-207-2-IV-Weg.csv|5|9|5
soagen|Sorgen|02-207-2-IV-Weg.csv|1|4|1
frakt|fragt|02-207-2-IV-Weg.csv|2|9|2
gehsen|gesehen|02-207-2-IV-Weg.csv|13|97|13
Weill|weil|02-207-2-IV-Weg.csv|6|82|3
gukt|guckt|02-207-2-IV-Weg.csv|12|49|12
Schbigel|Spiegel|02-207-2-IV-Weg.csv|1|1|1
überaschung|Überraschung|02-207-2-IV-Weg.csv|11|27|11
umam|umarm|02-207-2-IV-Weg.csv|2|2|1
hundefuter|Hundefutter|02-207-2-IV-Weg.csv|3|23|3
telefonirt|telefoniert|02-208-2-IV-Weg.csv|3|13|3
umarmnt|umarmt|02-208-2-IV-Weg.csv|2|40|2
wehgen|wegen|02-208-2-IV-Weg.csv|1|5|1
geschengt|geschenkt|02-208-2-IV-Weg.csv|2|6|2
Loly|Lolli|02-210-2-IV-Weg.csv|24|259|24
nim|nimm|02-211-2-IV-Weg.csv|8|7|6
vorloren|verloren|02-218-2-IV-Weg.csv|1|52|1
häten|hängten|02-218-2-IV-Weg.csv|1|2|1
zätl|Zettel|02-218-2-IV-Weg.csv|1|16|1
Hllo|Hallo|02-218-2-IV-Weg.csv|1|10|1
bis|bins|02-218-2-IV-Weg.csv|6|4|1
gefunen|gefunden|02-218-2-IV-Weg.csv|3|40|3
fochbie|vorbei|02-218-2-IV-Weg.csv|1|20|1
bis|bist|02-218-2-IV-Weg.csv|6|8|5
Dreien|rein|02-218-2-IV-Weg.csv|1|8|1
Laucher|Lutscher|02-218-2-IV-Weg.csv|1|56|1
gächt|gebracht|02-218-2-IV-Weg.csv|1|10|1
hazt|hast|02-218-2-IV-Weg.csv|1|10|1
Te|The|02-218-2-IV-Weg.csv|1|7|1
Plockate|Plakate|02-220-2-IV-Weg.csv|2|88|2
fermist|vermisst|02-220-2-IV-Weg.csv|19|78|19
Kugte|kuckte|02-220-2-IV-Weg.csv|2|43|2
sonzt|sonst|02-220-2-IV-Weg.csv|2|9|2
haus|haust|02-220-2-IV-Weg.csv|1|1|1
walm|weil|02-224-2-IV-Weg.csv|1|82|1
jemant|jemand|02-226-2-IV-Weg.csv|10|46|10
jemat|jemand|02-226-2-IV-Weg.csv|2|46|2
tur|Tür|02-226-2-IV-Weg.csv|2|15|2
bäld|bellt|02-227-2-IV-Weg.csv|1|138|1
zeteln|Zetteln|02-229-2-IV-Weg.csv|2|2|2
sietzt|sitzt|02-229-2-IV-Weg.csv|1|40|1
umamnt|umarmt|02-229-2-IV-Weg.csv|1|40|1
futert|futtert|02-229-2-IV-Weg.csv|1|1|1
Klepte|klebte|02-230-2-IV-Weg.csv|1|4|1
stul|Stuhl|02-230-2-IV-Weg.csv|3|7|3
kukte|kuckte|02-230-2-IV-Weg.csv|21|43|21
lechelte|lächelte|02-230-2-IV-Weg.csv|5|9|5
worher|vorher|02-230-2-IV-Weg.csv|1|3|1
Bbätter|Blätter|02-231-2-IV-Weg.csv|1|7|1
Jemad|jemand|02-231-2-IV-Weg.csv|1|46|1
Geschek|Geschenk|02-231-2-IV-Weg.csv|1|21|1
weckgelaufen|weggelaufen|02-232-2-IV-Weg.csv|7|26|7
haber|aber|02-232-2-IV-Weg.csv|1|60|1
ga|gar|02-232-2-IV-Weg.csv|9|15|9
nicksten|nächsten|02-232-2-IV-Weg.csv|2|34|2
frest|fresst|02-232-2-IV-Weg.csv|2|4|2
wigen|wegen|02-232-2-IV-Weg.csv|1|5|1
Trauegen|traurigen|02-232-2-IV-Weg.csv|1|1|1
frags|fragt|02-236-2-IV-Weg.csv|1|9|1
has|hast|02-236-2-IV-Weg.csv|3|10|3
plackate|Plakate|02-237-2-IV-Weg.csv|8|88|8
aufgehengt|aufgehängt|02-237-2-IV-Weg.csv|9|15|9
ofen|offen|02-237-2-IV-Weg.csv|4|4|4
aleine|alleine|02-237-2-IV-Weg.csv|7|8|7
One|ohne|02-237-2-IV-Weg.csv|1|9|1
beser|besser|02-246-2-IV-Weg.csv|3|5|3
Keht|geht|02-246-2-IV-Weg.csv|1|85|1
Kukut|kuckt|02-246-2-IV-Weg.csv|1|152|1
Füla|Füller|02-246-2-IV-Weg.csv|1|18|1
flent|flennt|02-246-2-IV-Weg.csv|1|1|1
Würsichin|Würstchen|02-246-2-IV-Weg.csv|1|1|1
Ketan|getan|02-246-2-IV-Weg.csv|1|11|1
Freund,in|Freundin|02-246-2-IV-Weg.csv|1|4|1
kefunden|gefunden|02-246-2-IV-Weg.csv|3|40|3
klinelt|klingelt|02-246-2-IV-Weg.csv|3|66|3
luche|Lutscher|02-246-2-IV-Weg.csv|1|56|1
Frud|freut|02-246-2-IV-Weg.csv|1|42|1
famist|vermisst|02-253-2-IV-Weg.csv|4|78|4
hon|schon|02-253-2-IV-Weg.csv|1|20|1
gerfrüut|gefreut|02-253-2-IV-Weg.csv|1|24|1
Weckgehlaufen|weggelaufen|02-261-2-IV-Weg.csv|1|26|1
dis|bis|02-261-2-IV-Weg.csv|3|21|3
früt|freut|02-261-2-IV-Weg.csv|2|42|2
rausch|raus|02-261-2-IV-Weg.csv|1|26|1
geden|geben|02-261-2-IV-Weg.csv|2|3|2
freschen|fressen|02-261-2-IV-Weg.csv|1|3|1
faschwundene|verschwundene|02-265-2-IV-Weg.csv|1|14|1
klienelt|klingelt|02-265-2-IV-Weg.csv|1|66|1
sargt|sagt|02-265-2-IV-Weg.csv|4|52|4
mus|muss|02-265-2-IV-Weg.csv|20|23|20
fehnster|Fenster|02-265-2-IV-Weg.csv|4|80|4
darr|da|02-265-2-IV-Weg.csv|1|86|1
schutelt|schüttelt|02-265-2-IV-Weg.csv|1|2|1
abens|abends|02-265-2-IV-Weg.csv|1|1|1
suhcht|sucht|02-268-2-IV-Weg.csv|3|11|3
suhchtplakat|Suchplakat|02-268-2-IV-Weg.csv|1|1|1
numer|Nummer|02-268-2-IV-Weg.csv|12|28|12
gmelde|gemeldet|02-268-2-IV-Weg.csv|1|3|1
bkarm|bekam|02-268-2-IV-Weg.csv|1|18|1
gefönden|gefunden|02-268-2-IV-Weg.csv|1|40|1
haustüra|Haustüre|02-268-2-IV-Weg.csv|1|1|1
alls|alles|02-268-2-IV-Weg.csv|9|37|1
widr|wieder|02-268-2-IV-Weg.csv|1|207|1
dol|doll|02-274-2-IV-Weg.csv|8|16|8
Stad|Stadt|02-274-2-IV-Weg.csv|11|27|11
hänckte|hängte|02-274-2-IV-Weg.csv|2|23|2
nemand|niemand|02-274-2-IV-Weg.csv|1|18|1
juhnge|Junge|02-274-2-IV-Weg.csv|1|8|1
halo|hallo|02-274-2-IV-Weg.csv|10|12|9
hholo|hallo|02-274-2-IV-Weg.csv|1|12|1
diech|dich|02-274-2-IV-Weg.csv|3|5|3
schonn|schon|02-274-2-IV-Weg.csv|6|20|6
bieschen|bisschen|02-274-2-IV-Weg.csv|1|57|1
Mituden|Minuten|02-274-2-IV-Weg.csv|1|3|1
schperter|später|02-274-2-IV-Weg.csv|1|32|1
horte|hörte|02-274-2-IV-Weg.csv|3|7|3
taz|das|02-274-2-IV-Weg.csv|1|66|1
laehte|lachte|02-274-2-IV-Weg.csv|1|4|1
winer|wieder|02-274-2-IV-Weg.csv|1|207|1
Ires|ihres|02-274-2-IV-Weg.csv|1|1|1
Frü|Früh|02-275-2-IV-Weg.csv|1|1|1
Stit|steht|02-275-2-IV-Weg.csv|1|37|1
amf|auf|02-275-2-IV-Weg.csv|1|17|1
kukct|kuckt|02-275-2-IV-Weg.csv|1|152|1
nurkemzwo|nirgendwo|02-275-2-IV-Weg.csv|1|3|1
stit|steht|02-275-2-IV-Weg.csv|1|37|1
git|geht|02-275-2-IV-Weg.csv|4|85|4
Wastet|wartet|02-275-2-IV-Weg.csv|1|67|1
nab|hab|02-275-2-IV-Weg.csv|1|8|1
schurch|schon|02-275-2-IV-Weg.csv|1|20|1
din|den|02-275-2-IV-Weg.csv|2|103|1
beschlosen|beschlossen|02-277-2-IV-Weg.csv|2|4|2
hegen|hängen|02-277-2-IV-Weg.csv|1|5|1
Telofonnumer|Telefonnummer|02-277-2-IV-Weg.csv|1|33|1
rase=|Rasse|02-277-2-IV-Weg.csv|1|1|1
nartürlisch|natürlich|02-277-2-IV-Weg.csv|1|19|1
Anru=f|Anruf|02-277-2-IV-Weg.csv|2|12|2
gefonden|gefunden|02-277-2-IV-Weg.csv|1|40|1
bes=chlosen|beschlossen|02-277-2-IV-Weg.csv|1|4|1
gleisch|gleich|02-277-2-IV-Weg.csv|2|7|2
gap|gab|02-277-2-IV-Weg.csv|2|10|2
sofard|sofort|02-277-2-IV-Weg.csv|1|24|1
adrese|Adresse|02-277-2-IV-Weg.csv|5|11|5
gehörd|gehört|02-277-2-IV-Weg.csv|1|14|1
belen|Bellen|02-277-2-IV-Weg.csv|15|8|5
gluglis=ch|glücklich|02-277-2-IV-Weg.csv|1|163|1
soger|sogar|02-277-2-IV-Weg.csv|10|17|10
ausgeschteld|rausgestellt|02-277-2-IV-Weg.csv|1|2|1
du|da|02-277-2-IV-Weg.csv|1|86|1
umarmd|umarmt|02-277-2-IV-Weg.csv|3|40|3
sofurd|sofort|02-277-2-IV-Weg.csv|1|24|1
gescheng|Geschenk|02-277-2-IV-Weg.csv|1|21|1
dunke|danke|02-277-2-IV-Weg.csv|1|13|1
Liebed|lieber|02-277-2-IV-Weg.csv|1|3|1
gefeld|gefehlt|02-277-2-IV-Weg.csv|1|1|1
geschteld|gestellt|02-277-2-IV-Weg.csv|1|16|1
lip|lieb|02-277-2-IV-Weg.csv|1|2|1
nochmalß|nochmals|02-277-2-IV-Weg.csv|1|1|1
Steckbrife|Steckbriefe|02-279-2-IV-Weg.csv|7|23|7
traurg|traurig|02-279-2-IV-Weg.csv|3|119|3
wemand|jemand|02-279-2-IV-Weg.csv|2|46|2
Kricht|kriegt|02-279-2-IV-Weg.csv|2|51|1
freundentrenen|Freudentränen|02-279-2-IV-Weg.csv|2|36|2
famiste|vermisste|02-281-2-IV-Weg.csv|1|8|1
Kuke|kucke|02-281-2-IV-Weg.csv|1|1|1
schtift|Stift|02-281-2-IV-Weg.csv|3|24|3
hant|Hand|02-281-2-IV-Weg.csv|15|22|15
Telofonire|telefoniere|02-281-2-IV-Weg.csv|1|1|1
frole|freue|02-281-2-IV-Weg.csv|1|1|1
encklich|endlich|02-281-2-IV-Weg.csv|2|20|2
klngelt|klingelt|02-281-2-IV-Weg.csv|1|66|1
gehlaufen|gelaufen|02-285-2-IV-Weg.csv|3|8|3
auserdem|außerdem|02-285-2-IV-Weg.csv|1|1|1
findes|findest|02-285-2-IV-Weg.csv|1|1|1
Lolly|Lolli|02-285-2-IV-Weg.csv|42|259|42
plakarte|Plakate|02-287-2-IV-Weg.csv|7|88|7
Fnster|Fenster|02-287-2-IV-Weg.csv|4|80|4
freud|freut|02-287-2-IV-Weg.csv|11|42|10
seher|sehr|02-288-2-IV-Weg.csv|8|67|7
Fresen|Fressen|02-288-2-IV-Weg.csv|1|4|1
hingeselt|hingestellt|02-288-2-IV-Weg.csv|1|11|1
angrufen|angerufen|02-288-2-IV-Weg.csv|1|11|1
ersaunt|erstaunt|02-288-2-IV-Weg.csv|1|7|1
gfragt|gefragt|02-288-2-IV-Weg.csv|1|5|1
op|ob|02-288-2-IV-Weg.csv|5|14|5
sahr|sah|02-288-2-IV-Weg.csv|17|46|16
wicht|wischt|02-288-2-IV-Weg.csv|1|1|1
Lutcher|Lutscher|02-288-2-IV-Weg.csv|6|56|6
mitgbracht|mitgebracht|02-288-2-IV-Weg.csv|1|9|1
gesichte|Geschichte|02-288-2-IV-Weg.csv|2|14|2
glafen|gelaufen|02-288-2-IV-Weg.csv|1|8|1
vermiszetel|Vermisstzettel|02-289-2-IV-Weg.csv|1|1|1
nigs|nix|02-289-2-IV-Weg.csv|3|13|3
gerüjet|gerührt|02-289-2-IV-Weg.csv|1|1|1
zun|zum|02-289-2-IV-Weg.csv|5|11|5
Gluk|Glück|02-289-2-IV-Weg.csv|1|18|1
kluklich|glücklich|02-289-2-IV-Weg.csv|1|163|1
Fermist|vermisst|02-290-2-IV-Weg.csv|1|78|1
sich|sie|02-290-2-IV-Weg.csv|3|86|3
gechent|gehängt|02-290-2-IV-Weg.csv|1|2|1
Kukt|kuckt|02-290-2-IV-Weg.csv|6|152|6
telofonichet|telefoniert|02-290-2-IV-Weg.csv|1|13|1
Var|war|02-290-2-IV-Weg.csv|2|109|2
lolipop|Lollipop|02-290-2-IV-Weg.csv|3|44|3
seigt|zeigt|02-290-2-IV-Weg.csv|8|12|7
gecht|geht|02-290-2-IV-Weg.csv|5|85|5
esen|Essen|02-290-2-IV-Weg.csv|22|18|10
yemant|jemand|02-291-2-IV-Weg.csv|3|46|3
Kugt|kuckt|02-291-2-IV-Weg.csv|7|152|7
fohr|vor|02-291-2-IV-Weg.csv|7|66|7
Das|Dass|02-291-2-IV-Weg.csv|41|11|11
biessien|bisschen|02-291-2-IV-Weg.csv|1|57|1
Telefonumer|Telefonnummer|02-303-2-IV-Weg.csv|3|33|3
lechelt|lächelt|02-303-2-IV-Weg.csv|7|11|7
unger|Hunger|02-303-2-IV-Weg.csv|2|8|2
rgeht|geht|02-307-2-IV-Weg.csv|1|85|1
weinnent|weinend|02-307-2-IV-Weg.csv|1|15|1
Strasen|Straßen|02-307-2-IV-Weg.csv|1|1|1
Wende|Wände|02-307-2-IV-Weg.csv|3|6|3
Fota|Foto|02-307-2-IV-Weg.csv|1|2|1
aufgehangt|aufgehängt|02-307-2-IV-Weg.csv|1|15|1
weist|weißt|02-307-2-IV-Weg.csv|12|14|12
tatzechlich|tatsächlich|02-307-2-IV-Weg.csv|1|7|1
kingelt|klingelt|02-307-2-IV-Weg.csv|1|66|1
Ferlohren|verloren|02-310-2-IV-Weg.csv|2|52|2
plackarte|Plakate|02-310-2-IV-Weg.csv|1|88|1
giehng|ging|02-310-2-IV-Weg.csv|1|19|1
Dunn|Dann|02-310-2-IV-Weg.csv|2|197|2
kliengelte|klingelte|02-310-2-IV-Weg.csv|4|23|4
gehgangen|gegangen|02-310-2-IV-Weg.csv|9|57|9
cklingelte|klingelte|02-310-2-IV-Weg.csv|2|23|2
Tühr|Tür|02-310-2-IV-Weg.csv|3|15|3
Lutschelr|Lutscher|02-310-2-IV-Weg.csv|1|56|1
enkt|hängt|02-313-2-IV-Weg.csv|1|158|1
nimat|niemand|02-313-2-IV-Weg.csv|2|18|2
Kesen|gesehen|02-313-2-IV-Weg.csv|1|97|1
Huse|Hause|02-313-2-IV-Weg.csv|5|14|5
kekan|gegangen|02-313-2-IV-Weg.csv|1|57|1
Kefaint|geweint|02-313-2-IV-Weg.csv|1|7|1
fua|vor|02-313-2-IV-Weg.csv|1|66|1
Telefun|Telefon|02-313-2-IV-Weg.csv|2|39|2
sain|sein|02-313-2-IV-Weg.csv|1|20|1
Fruint|Freund|02-313-2-IV-Weg.csv|1|21|1
ankerufen|angerufen|02-313-2-IV-Weg.csv|1|11|1
ais|heißt|02-313-2-IV-Weg.csv|4|23|1
Kefruit|gefreut|02-313-2-IV-Weg.csv|1|24|1
wekgelaufen|weggelaufen|02-316-2-IV-Weg.csv|7|26|7
Sekbrife|Steckbriefe|02-316-2-IV-Weg.csv|1|23|1
futernopf|Futternapf|02-316-2-IV-Weg.csv|1|7|1
schlus|Schluss|02-316-2-IV-Weg.csv|4|6|4
falid|verliert|02-317-2-IV-Weg.csv|1|5|1
schpanzin|spazieren|02-317-2-IV-Weg.csv|1|116|1
tarlisch|traurig|02-317-2-IV-Weg.csv|1|119|1
telefornert|telefoniert|02-324-2-IV-Weg.csv|1|13|1
wekgelafen|weggelaufen|02-324-2-IV-Weg.csv|1|26|1
augehangen|aufgehangen|02-324-2-IV-Weg.csv|1|1|1
Waind|weint|02-326-2-IV-Weg.csv|1|67|1
bai|weil|02-326-2-IV-Weg.csv|2|82|1
Weck|weg|02-326-2-IV-Weg.csv|1|94|1
uartet|wartet|02-326-2-IV-Weg.csv|1|67|1
Telewoniniem|telefonieren|02-326-2-IV-Weg.csv|1|2|1
froin|freuen|02-326-2-IV-Weg.csv|1|11|1
froien|freuen|02-326-2-IV-Weg.csv|1|11|1
nimant|niemand|02-327-2-IV-Weg.csv|2|18|2
Trokenfutter|Trockenfutter|02-327-2-IV-Weg.csv|1|1|1
keines|kleines|02-328-2-IV-Weg.csv|1|1|1
Mätchen|Mädchen|02-328-2-IV-Weg.csv|5|32|5
Pakatte|Plakate|02-328-2-IV-Weg.csv|1|88|1
klibt|klebt|02-329-2-IV-Weg.csv|1|9|1
ist|ich|02-329-2-IV-Weg.csv|55|11|1
sih|sich|02-329-2-IV-Weg.csv|11|55|2
aluer|aber|02-329-2-IV-Weg.csv|1|60|1
zuh|zur|02-329-2-IV-Weg.csv|3|6|1
Tuhe|Türe|02-329-2-IV-Weg.csv|2|3|2
deurl|doll|02-329-2-IV-Weg.csv|1|16|1
deuldlih|deutlich|02-329-2-IV-Weg.csv|1|1|1
unarmen|umarmen|02-329-2-IV-Weg.csv|1|15|1
fsest|fresst|02-329-2-IV-Weg.csv|1|4|1
abet|aber|02-329-2-IV-Weg.csv|1|60|1
laragsama|langsamer|02-329-2-IV-Weg.csv|1|1|1
gehenkt|gehängt|02-332-2-IV-Weg.csv|1|2|1
wall|weil|02-332-2-IV-Weg.csv|5|82|4
gesehn|gesehen|02-332-2-IV-Weg.csv|17|97|17
Brigen|bringen|02-332-2-IV-Weg.csv|1|6|1
oke|okay|02-332-2-IV-Weg.csv|4|26|4
watte|warte|02-332-2-IV-Weg.csv|3|4|1
gloglich|glücklich|02-332-2-IV-Weg.csv|1|163|1
