|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
567|biete|bitte|01-161-2-III-Eis.csv|3|12|3|biete|
568|biete|bitte|01-161-2-III-Eis.csv|3|12|3|biete|
569|dakechön|dankeschön|01-161-2-III-Eis.csv|1|3|1|dakechön|['Dankeschön']
570|seit|sei|01-161-2-III-Eis.csv|3|3|1|seit|
571|krist|kriegst|01-161-2-III-Eis.csv|2|8|2|krist|['kreist', 'trist', 'Frist', 'Kristall']
572|keie|keine|01-161-2-III-Eis.csv|1|1|1|keie|['keine', 'keile', 'keime', 'keife', 'knie', 'kein', 'Keile']
573|Das|dass|01-161-2-III-Eis.csv|41|1017|30|Das|
574|nist|nichts|01-161-2-III-Eis.csv|2|25|2|nist|['niest', 'ist', 'niste', 'niet', 'bist', 'List', 'Mist', 'n ist']
575|gegiben|gegeben|01-161-2-III-Eis.csv|1|6|1|gegiben|['gegeben', 'begingen', 'begeben', 'begegnen', 'beginnen']
576|merz|merkst|01-161-2-III-Eis.csv|1|1|1|merz|['Merz', 'merk', 'Nerz', 'Terz', 'Herz', '-erz']
577|Das|dass|01-161-2-III-Eis.csv|41|1017|30|Das|
578|runtafelt|runterfällt|01-161-2-III-Eis.csv|1|3|1|runtafelt|['untadelhaft']
579|Das|dass|01-161-2-III-Eis.csv|41|1017|30|Das|
580|ist|isst|01-161-2-III-Eis.csv|55|57|54|ist|
581|ubs|ups|01-161-2-III-Eis.csv|2|2|2|ubs|['Pubs', 'Hubs', 'uns', 'ums']
582|ubs|ups|01-161-2-III-Eis.csv|2|2|2|ubs|['Pubs', 'Hubs', 'uns', 'ums']
583|schmils|schmilz|01-161-2-III-Eis.csv|1|1|1|schmils|['schmiss', 'schmilz', 'Schmiss']
584|es|ist|01-161-2-III-Eis.csv|1|33|1|es|
585|toch|doch|01-161-2-III-Eis.csv|1|6|1|toch|['doch', 'noch', 'roch', 'hoch', 'koch', 'Joch', 'Loch', 'Hoch', 'Koch']
586|ist|isst|01-161-2-III-Eis.csv|55|57|54|ist|
587|schlagte|schleckte|01-163-2-III-Eis.csv|1|5|1|schlagte|['schlage', 'schlagt', 'schlagt e', 'schlagfeste', 'schlachte', 'schlagfest', 'schlackte']
588|fom|vom|01-163-2-III-Eis.csv|13|16|13|fom|['vom', 'Rom', 'Tom', 'Dom', 'Form']
589|steupart|stolpert|01-163-2-III-Eis.csv|1|27|1|steupart|['Sparte', 'starte']
590|hatt|hat|01-163-2-III-Eis.csv|68|131|67|hatt|['hat', 'hatte', 'satt', 'hast', 'hart', 'halt', 'haut', 'matt', 'habt', 'hakt', 'Watt', 'hat t']
591|teielte|teilte|01-163-2-III-Eis.csv|1|2|1|teielte|['teilte']
592|Eistand|Eisstand|01-166-2-III-Eis.csv|1|8|1|Eistand|['Eisstand', 'Einstand', 'Eilstand', 'Eissand', 'Eisrand', 'Eisland', 'Eishand', 'Eisband', 'Eistank', 'Eiswand', 'Eistanz', 'Ei stand', 'Beistand', 'Erstand']
593|Spater|Später|01-166-2-III-Eis.csv|1|7|1|Spater|['Sparte', 'Spaten', 'Sparer', 'Spatel', '-pater', 'Später', 'Pater', 'Patenter']
594|dan|dann|01-166-2-III-Eis.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
595|fellt|fällt|01-166-2-III-Eis.csv|9|198|9|fellt|['feilt', 'fallt', 'gellt', 'pellt', 'hellt', 'fehlt', 'bellt', 'wellt', 'fällt', 'füllt', 'fell-', 'Fell', 'täfelt', 'tafelt']
596|fellt|fällt|01-166-2-III-Eis.csv|9|198|9|fellt|['feilt', 'fallt', 'gellt', 'pellt', 'hellt', 'fehlt', 'bellt', 'wellt', 'fällt', 'füllt', 'fell-', 'Fell', 'täfelt', 'tafelt']
597|lekt|leckt|01-166-2-III-Eis.csv|20|42|19|lekt|['lenkt', 'leckt', 'lest', 'legt', 'lebt', 'Sekt', 'Lektor']
598|fom|vom|01-166-2-III-Eis.csv|13|16|13|fom|['vom', 'Rom', 'Tom', 'Dom', 'Form']
599|Eisorte|Eissorte|01-166-2-III-Eis.csv|1|1|1|Eisorte|
600|leken|lecken|01-166-2-III-Eis.csv|14|17|14|leken|['lenken', 'lecken', 'ekeln', 'lenke', 'lesen', 'legen', 'leben', 'Lenken', 'Lecken', 'keilen']
601|wolen|wollen|01-167-2-III-Eis.csv|8|10|8|wolen|['wohlen', 'wollen', 'wogen', 'holen', 'Molen', 'Polen']
602|chded|steht|01-167-2-III-Eis.csv|1|37|1|chded|['Schwede']
603|Eischdan|Eisstand|01-167-2-III-Eis.csv|1|8|1|Eischdan|['Anheischig']
604|schbazieren|spazieren|01-167-2-III-Eis.csv|1|116|1|schbazieren|['scheinbareren', 'Scharnieren', 'Schiebereien', 'Schmierereien']
605|istt|isst|01-167-2-III-Eis.csv|2|57|2|istt|['ist', 'isst', 'ist t']
606|schabert|schlabbert|01-167-2-III-Eis.csv|1|1|1|schabert|['schauert', 'schlabbert', 'Schubert', 'schattiert', 'schabe']
607|äber|aber|01-167-2-III-Eis.csv|1|60|1|äber|['aber', 'ober', 'über', 'Eber', 'Ober', 'Gräber', 'ergäbe']
608|felt|fällt|01-167-2-III-Eis.csv|93|198|90|felt|['fehlt', 'fielt', 'feilt', 'elft', 'fest', 'fett', 'fegt', 'Welt', 'Zelt']
609|runder|runter|01-167-2-III-Eis.csv|18|60|18|runder|
610|hielft|hilft|01-167-2-III-Eis.csv|1|1|1|hielft|['hilft', 'helft', 'hielt']
611|varwiert|verwirrt|01-167-2-III-Eis.csv|1|10|1|varwiert|['variiert', 'verwittert']
612|ist|isst|01-167-2-III-Eis.csv|55|57|54|ist|
613|Schbazieren|spazieren|01-167-2-III-Eis.csv|1|116|1|Schbazieren|['Scheinbareren', 'Scharnieren', 'Schiebereien', 'Schmierereien']
614|Eisman|Eismann|01-170-2-III-Eis.csv|5|10|5|Eisman|['Eismain', 'Eismann', 'Eissan', 'Eismai', 'Eismal', 'Eisfan', 'Eismaß', 'Eis man', 'Eis-man', 'Talisman']
615|Aeis|Eis|01-170-2-III-Eis.csv|2|30|2|Aeis|['Anis', 'Amis', 'Abis', 'Reis', '-eis', 'Ameise']
616|Aeis|Eis|01-170-2-III-Eis.csv|2|30|2|Aeis|['Anis', 'Amis', 'Abis', 'Reis', '-eis', 'Ameise']
617|äsen|essen|01-170-2-III-Eis.csv|1|14|1|äsen|
618|Kaufem|kaufen|01-172-2-III-Eis.csv|1|6|1|Kaufem|['Kaufems', 'Kaufes', 'Kaufei', 'Kaufe', 'Kaufen', 'Kaufe m']
619|sisch|sich|01-172-2-III-Eis.csv|4|55|4|sisch|['sich', 'siech', 'misch', 'wisch', 'zisch', 'Tisch', 'Fisch', 'Wisch', 'musisch', 'basisch', 'hessisch', 'schiss']
620|ahen|ein|01-172-2-III-Eis.csv|1|26|1|ahen|['ahne', 'sahen', 'nahen', 'ahnen', 'ahmen', 'nahe', 'amen', 'aßen', 'Ehen', 'Ahnen']
621|esen|essen|01-172-2-III-Eis.csv|22|14|12|esen|['essen', 'lesen', 'Lesen', 'Besen', 'Wesen', 'eben', 'äsen', 'Ösen']
622|feld|fällt|01-172-2-III-Eis.csv|11|198|11|feld|['Feld', '-feld', 'feld-', 'Geld', 'Held']
623|isd|ist|01-172-2-III-Eis.csv|3|33|3|isd|['ist', 'iss']
624|waend|weint|01-172-2-III-Eis.csv|1|67|1|waend|['wand', 'watend', 'wagend', 'wankend', 'warnend']
625|taelt|teilt|01-172-2-III-Eis.csv|1|6|1|taelt|['tadelt', 'tafelt', 'takelt', 'delta', 'Delta']
626|gen|gehen|01-183-2-III-Eis.csv|31|78|31|gen|
627|wolte|wollte|01-183-2-III-Eis.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
628|auh|auch|01-183-2-III-Eis.csv|9|19|9|auh|['au', 'auch', 'hau', 'aus', 'ach', 'auf', 'Kuh', 'au h']
629|haden|haben|01-183-2-III-Eis.csv|6|19|6|haden|['hadern', 'laden', 'hauen', 'baden', 'haben', 'faden', 'haken', 'Laden', 'Maden', 'Faden', 'Waden', 'Schaden', 'schaden', 'Halden']
630|Dan|Dann|01-183-2-III-Eis.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
631|wahren|waren|01-183-2-III-Eis.csv|7|40|7|wahren|
632|unterwex|unterwegs|01-183-2-III-Eis.csv|1|6|1|unterwex|['unterwerfe', 'Unterwerfen']
633|na|nach|01-183-2-III-Eis.csv|12|37|12|na|['nah', 'an', 'a', 'n', 'ja', 'da', 'n a']
634|gen|gehen|01-183-2-III-Eis.csv|31|78|31|gen|
635|krikt|kriegt|01-183-2-III-Eis.csv|8|51|8|krikt|['Kritik']
636|laft|lauft|01-183-2-III-Eis.csv|2|3|2|laft|['lauft', 'last', 'laut', 'lagt', 'labt', 'Saft', 'Taft', 'Haft']
637|fuss|Fuß|01-183-2-III-Eis.csv|1|5|1|fuss|['muss', 'Nuss', 'Guss', 'Kuss', 'Fluss']
638|jezt|jetzt|01-183-2-III-Eis.csv|14|75|14|jezt|['jetzt', 'jette']
639|felt|fällt|01-183-2-III-Eis.csv|93|198|90|felt|['fehlt', 'fielt', 'feilt', 'elft', 'fest', 'fett', 'fegt', 'Welt', 'Zelt']
640|schnapt|schnappt|01-183-2-III-Eis.csv|2|2|2|schnapt|['schnappt', 'Schnaps']
641|siech|sich|01-183-2-III-Eis.csv|24|55|24|siech|
642|lktt|leckt|01-183-2-III-Eis.csv|1|42|1|lktt|['litt', 'geulkt']
643|runtar|runter|01-183-2-III-Eis.csv|1|60|1|runtar|['runter']
644|trösded|tröstet|01-183-2-III-Eis.csv|1|8|1|trösded|['tröstend']
645|frojt|freut|01-183-2-III-Eis.csv|1|42|1|frojt|['frort']
646|gen|gehen|01-183-2-III-Eis.csv|31|78|31|gen|
647|na|nach|01-183-2-III-Eis.csv|12|37|12|na|['nah', 'an', 'a', 'n', 'ja', 'da', 'n a']
648|gen|gehen|01-185-2-III-Eis.csv|31|78|31|gen|
649|hulen|holen|01-185-2-III-Eis.csv|1|11|1|hulen|['heulen', 'huren', 'holen', 'hupen', 'Eulen', 'schulen', 'Schulen']
650|gegesen|gegessen|01-185-2-III-Eis.csv|15|21|15|gegesen|['gegessen', 'genesen', 'gelesen', 'gegeben', 'gewesen']
651|dan|dann|01-185-2-III-Eis.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
652|geStolpat|gestolpert|01-185-2-III-Eis.csv|1|14|1|geStolpat|['gestolpert']
653|trareg|traurig|01-185-2-III-Eis.csv|1|119|1|trareg|['tragbar']
654|likt|leckt|01-185-2-III-Eis.csv|1|42|1|likt|['licht', 'linkt', 'litt']
655|ap|ab|01-185-2-III-Eis.csv|26|30|26|ap|['p', 'a', 'Kap', 'an', 'ad', 'au', 'am', 'ab', 'kp', 'aß', 'a p', 'API']
656|besjen|bisschen|01-185-2-III-Eis.csv|1|57|1|besjen|['besten', 'besessen', 'Besen']
657|ap|ab|01-185-2-III-Eis.csv|26|30|26|ap|['p', 'a', 'Kap', 'an', 'ad', 'au', 'am', 'ab', 'kp', 'aß', 'a p', 'API']
658|fon|von|01-185-2-III-Eis.csv|63|76|61|fon|['von', 'Ion', 'Ton', 'Don', 'Bon', 'Xon', 'Äon', 'Font']
659|Sen|sein|01-185-2-III-Eis.csv|1|20|1|Sen|['Seen', 'Sein', 'Senf', 'Sven', 'See', 'San', 'Set', 'Den', 'Sun', 'Gen', 'Wen', 'Sex', 'Ren', 'Ben', 'Yen', 'Äsen', 'Säen', 'Ösen', 'Sei', 'Seren', 'Sehen', 'Essen']
660|ale|alle|01-185-2-III-Eis.csv|34|39|33|ale|['aale', 'alte', 'alle', 'adle', 'male', 'Aale', 'Wale', 'als', 'alt', 'all', 'ade', 'öle', 'Öle', 'Allee']
661|ale|alle|01-185-2-III-Eis.csv|34|39|33|ale|['aale', 'alte', 'alle', 'adle', 'male', 'Aale', 'Wale', 'als', 'alt', 'all', 'ade', 'öle', 'Öle', 'Allee']
662|send|sind|01-185-2-III-Eis.csv|1|66|1|send|['sende', 'äsend', 'säend', 'sind', 'seid', 'Senden', 'Sender', 'sehend', 'sengend']
663|glügleg|glücklich|01-185-2-III-Eis.csv|1|163|1|glügleg|['weglege']
664|Gischichte|Geschichte|01-194-2-III-Eis.csv|1|14|1|Gischichte|['Geschichte', 'Geschichtete', 'Geschichtet', 'Schichtete', 'Urgeschichte']
665|EisStant|Eisstand|01-194-2-III-Eis.csv|2|8|2|EisStant|['Eisstand', 'Eisstaat', 'Eisstart', 'Eisstadt', 'Eisstunt', 'Eisspant']
666|gekaut|gekauft|01-194-2-III-Eis.csv|2|4|2|gekaut|
667|Dan|Dann|01-194-2-III-Eis.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
668|gegen|gegangen|01-194-2-III-Eis.csv|5|57|2|gegen|
669|dan|dann|01-194-2-III-Eis.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
670|gestrpt|gestolpert|01-194-2-III-Eis.csv|1|14|1|gestrpt|['gestresst', 'gesteppt']
671|rundtgefalen|runtergefallen|01-194-2-III-Eis.csv|1|28|1|rundtgefalen|['heruntergefallen']
672|töstet|tröstet|01-194-2-III-Eis.csv|1|8|1|töstet|['döstet', 'tötet', 'tröstet', 'tötest', 'testet', 'tastet', 'töntet', 'röstet', 'tostet', 'löstet']
673|glükich|glücklich|01-194-2-III-Eis.csv|1|163|1|glükich|['glücklich']
674|gimd|gibt|01-197-2-III-Eis.csv|2|42|2|gimd|['Gilde']
675|geschmolsen|geschmolzen|01-197-2-III-Eis.csv|1|1|1|geschmolsen|['geschmolzen', 'geschmorten', 'geschmissen', 'geschlossenen', 'geschlossen']
676|denn|den|01-197-2-III-Eis.csv|88|103|87|denn|
677|gestolbart|gestolpert|01-197-2-III-Eis.csv|1|14|1|gestolbart|['gestolpert']
678|runder|runter|01-197-2-III-Eis.csv|18|60|18|runder|
679|gefalen|gefallen|01-197-2-III-Eis.csv|50|69|50|gefalen|['gefallen', 'Gefallen', 'gefalzten', 'gefalle', 'gefangen']
680|legd|leckt|01-197-2-III-Eis.csv|1|42|1|legd|['legt', 'leg', 'lege', 'leg d']
681|denn|den|01-197-2-III-Eis.csv|88|103|87|denn|
682|fun|von|01-197-2-III-Eis.csv|1|76|1|fun|['nun', 'tun', 'Sun', 'Run', 'Tun', 'Funk']
683|feind|weint|01-197-2-III-Eis.csv|5|67|5|feind|
684|gimd|gibt|01-197-2-III-Eis.csv|2|42|2|gimd|['Gilde']
685|fawel|Waffel|01-197-2-III-Eis.csv|1|3|1|fawel|['Fabel']
686|witer|wieder|01-197-2-III-Eis.csv|1|207|1|witer|['wider', 'weiter', 'Eiter', 'Liter']
687|glüglich|glücklich|01-197-2-III-Eis.csv|18|163|18|glüglich|['glücklich', 'füglich', 'glich']
688|had|hat|01-197-2-III-Eis.csv|5|131|4|had|['hat', 'ad', 'hau', 'hab', 'Rad', 'Bad', 'h ad']
689|chest|jetzt|01-197-2-III-Eis.csv|2|75|2|chest|['stächest', 'tuschest', 'steche', 'stäche']
690|chest|jetzt|01-197-2-III-Eis.csv|2|75|2|chest|['stächest', 'tuschest', 'steche', 'stäche']
691|gen|gehen|01-206-2-III-Eis.csv|31|78|31|gen|
692|EisferKafer|Eisverkäufer|01-206-2-III-Eis.csv|1|4|1|EisferKafer|['Eisfreier']
693|frist|frisst|01-206-2-III-Eis.csv|30|38|30|frist|['frisst', 'Frist', 'freist', 'friste', '-frist', 'friss', 'trist', 'fräst']
694|Eietrofen|Eistropfen|01-206-2-III-Eis.csv|1|2|1|Eietrofen|['Eiterofen', 'Eierofen', 'Eingetroffen', 'Getroffenen', 'Betroffen', 'Getroffen']
695|felt|fällt|01-206-2-III-Eis.csv|93|198|90|felt|['fehlt', 'fielt', 'feilt', 'elft', 'fest', 'fett', 'fegt', 'Welt', 'Zelt']
696|wil|will|01-206-2-III-Eis.csv|95|157|95|wil|['weil', 'will', 'wild', 'wie', 'wir', 'Nil', 'Willi']
697|fresen|fressen|01-206-2-III-Eis.csv|5|3|2|fresen|['fressen', 'fiesen', 'freien', 'freuen', 'fräsen', 'Tresen']
698|get|geht|01-206-2-III-Eis.csv|56|85|56|get|['geht', 'et', 'gebt', 'gen', 'gut', 'geh', 'Set', 'Jet', 'g et']
699|lekt|leckt|01-206-2-III-Eis.csv|20|42|19|lekt|['lenkt', 'leckt', 'lest', 'legt', 'lebt', 'Sekt', 'Lektor']
700|Eisi|Eis|01-206-2-III-Eis.csv|1|30|1|Eisi|['Eis', 'Eisei', 'Eishi', 'Eis-', 'Eis i', 'Eisig', 'Isis']
701|Kipt|gibt|01-206-2-III-Eis.csv|1|42|1|Kipt|['Kit', 'Kitt', 'Kippt', 'Kipp']
702|si|sie|01-206-2-III-Eis.csv|51|86|46|si|['sie', 'i', 's', 'sei', 'so', 'pi', 'xi', 'Ei', 'Hi', 's i']
703|gen|gehen|01-206-2-III-Eis.csv|31|78|31|gen|
704|na|nach|01-206-2-III-Eis.csv|12|37|12|na|['nah', 'an', 'a', 'n', 'ja', 'da', 'n a']
705|huse|Hause|01-206-2-III-Eis.csv|3|14|3|huse|['hause', 'huste', 'hure', 'hupe', 'Muse', 'Zuse']
706|Eeischtant|Eisstand|01-208-2-III-Eis.csv|1|8|1|Eeischtant|['Eintauscht', 'Antistatisch', 'Eintausch']
707|Eeis|Eis|01-208-2-III-Eis.csv|12|30|12|Eeis|['Eies', 'Eis', 'Elis', 'Reis', '-eis']
708|frist|frisst|01-208-2-III-Eis.csv|30|38|30|frist|['frisst', 'Frist', 'freist', 'friste', '-frist', 'friss', 'trist', 'fräst']
709|tröpfen|Tropfen|01-208-2-III-Eis.csv|1|14|1|tröpfen|['tröpfeln', 'töpfern', 'tropfen', 'Kröpfen', 'Tröpfchen', 'Töpfen']
710|ausgerunscht|ausgerutscht|01-208-2-III-Eis.csv|1|9|1|ausgerunscht|['ausgerutscht', 'ausgetauscht', 'ausgerichtet', 'ausgereicht', 'ausgeforscht']
711|möschte|möchte|01-208-2-III-Eis.csv|2|14|2|möschte|['möchte', 'mischte', 'löschte']
712|aufgegesen|aufgegessen|01-208-2-III-Eis.csv|2|3|2|aufgegesen|['aufgegessen', 'aufgelesen', 'aufgegeben']
713|gefalen|gefallen|01-208-2-III-Eis.csv|50|69|50|gefalen|['gefallen', 'Gefallen', 'gefalzten', 'gefalle', 'gefangen']
714|ist|isst|01-208-2-III-Eis.csv|55|57|54|ist|
715|tajlt|teilt|01-208-2-III-Eis.csv|1|6|1|tajlt|['Jalta']
716|Betagt|bedankt|01-208-2-III-Eis.csv|1|4|1|Betagt|
717|wolte|wollte|01-210-2-III-Eis.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
718|krikt|kriegt|01-210-2-III-Eis.csv|8|51|8|krikt|['Kritik']
719|felt|fällt|01-210-2-III-Eis.csv|93|198|90|felt|['fehlt', 'fielt', 'feilt', 'elft', 'fest', 'fett', 'fegt', 'Welt', 'Zelt']
720|gefalen|gefallen|01-210-2-III-Eis.csv|50|69|50|gefalen|['gefallen', 'Gefallen', 'gefalzten', 'gefalle', 'gefangen']
721|lekte|leckte|01-210-2-III-Eis.csv|9|14|9|lekte|['lenkte', 'leckte', 'leite', 'legte', 'lebte', 'Sekte', 'Kollekte']
722|gipt|gibt|01-210-2-III-Eis.csv|18|42|18|gipt|['gilt', 'gibt', 'Gips']
723|sint|sind|01-211-2-III-Eis.csv|20|66|20|sint|['sind', 'sinnt', 'singt', 'sinkt', 'eint', 'sing']
724|geganen|gegangen|01-211-2-III-Eis.csv|9|57|9|geganen|['gegangen', 'getanen', 'begangenen', 'begangen', 'begannen', 'gegebenen']
725|sih|sie|01-211-2-III-Eis.csv|11|86|8|sih|['sieh', 'sich', 'sie', 'sah']
726|ham|haben|01-211-2-III-Eis.csv|3|19|2|ham|['am', 'hat', 'hau', 'hab', 'kam', 'Sam', 'h am']
727|sih|sie|01-211-2-III-Eis.csv|11|86|8|sih|['sieh', 'sich', 'sie', 'sah']
728|wider|wieder|01-211-2-III-Eis.csv|178|207|178|wider|
729|geganen|gegangen|01-211-2-III-Eis.csv|9|57|9|geganen|['gegangen', 'getanen', 'begangenen', 'begangen', 'begannen', 'gegebenen']
730|hingefalen|hingefallen|01-211-2-III-Eis.csv|5|11|5|hingefalen|['hingefallen', 'hineingefallen', 'eingefallen', 'hingehalten', 'hineinfallen']
731|gans|ganz|01-211-2-III-Eis.csv|30|48|30|gans|['sang', 'Gans', 'ans', '-gans', 'ganz', 'Jans', 'Pans', 'Hans', 'Fans', 'g ans']
732|Dol|doll|01-211-2-III-Eis.csv|1|16|1|Dol|['Don', 'Dom', 'Hol', 'Dow', 'Mol', 'Pol', 'Idol', 'Dolly']
733|hate|hatte|01-211-2-III-Eis.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
734|mär|mehr|01-211-2-III-Eis.csv|2|84|2|mär|['mir', 'mäh', 'Bär', 'März']
735|hate|hatte|01-211-2-III-Eis.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
736|Eede|Idee|01-211-2-III-Eis.csv|2|34|2|Eede|['Eide', 'Jede', 'Ende', 'Rede', 'Erde', 'Reeder']
737|hate|hatte|01-211-2-III-Eis.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
738|Eede|Idee|01-211-2-III-Eis.csv|2|34|2|Eede|['Eide', 'Jede', 'Ende', 'Rede', 'Erde', 'Reeder']
739|getlt|geteilt|01-211-2-III-Eis.csv|2|6|2|getlt|['gellt', 'geölt', 'geteilt', 'getollt', 'geltet']
740|beid|beide|01-211-2-III-Eis.csv|2|5|2|beid|['bei', 'beide', 'seid', 'beim', 'Neid', 'Leid', '-eid', 'bei-', 'bei d', 'Beileid']
741|warn|waren|01-211-2-III-Eis.csv|20|40|20|warn|['war', 'waren', 'warne', 'warnt', 'warn-', 'wann', 'wart', 'ward', 'warm', 'warb', 'warf', 'Garn', 'Harn', 'Farn', 'war n', 'Warnen']
742|wider|wieder|01-211-2-III-Eis.csv|178|207|178|wider|
743|glüklich|glücklich|01-211-2-III-Eis.csv|54|163|54|glüklich|['glücklich', 'kläglich']
744|wolt|wollt|01-218-2-III-Eis.csv|2|2|1|wolt|['wollt', 'wogt', 'holt', 'Colt', 'Volt']
745|fnt|fängt|01-218-2-III-Eis.csv|1|29|1|fnt|['fit', 'Font']
746|llt|fällt|01-218-2-III-Eis.csv|1|198|1|llt|['alt', 'ölt', 'lt.']
747|nien|nein|01-218-2-III-Eis.csv|1|5|1|nien|['nein', 'inne', 'nie', 'knien', 'Knien', 'niet', 'Wien', 'nie n', 'Nieten', 'Nieren']
748|wl|will|01-218-2-III-Eis.csv|1|157|1|wl|['l', 'w', 'wo', 'Öl', 'w l', 'WLAN']
749|Dan|Dann|01-218-2-III-Eis.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
750|ist|isst|01-218-2-III-Eis.csv|55|57|54|ist|
751|aas|das|01-218-2-III-Eis.csv|2|66|1|aas|['Aas', 'Maas', '-aas', 'ans', 'las', 'als', 'aal', 'das', 'aus', 'was', 'Gas']
752|Bonen|Boden|01-218-2-III-Eis.csv|1|9|1|Bonen|['Bohnen', 'Bonn', 'Bonren', 'Bongen', 'Bonzen', 'Bonei', 'Bojen', 'Boten', 'Boden', 'Bogen', 'Boxen', 'Bozen', 'Ionen', 'Tonen', 'Zonen', 'Äonen']
753|frat|fragt|01-218-2-III-Eis.csv|1|9|1|frat|['traf', 'fragt', 'fraßt', 'trat', 'frag', 'brat', 'fraß', 'Grat', '-rat', 'Fratze']
754|ist|isst|01-218-2-III-Eis.csv|55|57|54|ist|
755|Wek|Weg|01-224-2-III-Eis.csv|2|5|2|Wek|['Werk', 'Weg', 'Weh', 'Welk', 'Wen', 'Wer', 'Wem', 'Web']
756|hinLang|entlang|01-224-2-III-Eis.csv|1|2|1|hinLang|['hin Lang', 'hin-lang', 'Hingang']
757|ligt|liegt|01-224-2-III-Eis.csv|14|18|14|ligt|['liegt', 'gilt', 'legt', 'lagt', 'litt', 'logt', 'lugt', 'lägt', 'lügt']
758|weind|weint|01-224-2-III-Eis.csv|45|67|45|weind|['weint', 'wein', 'winde', 'weine', 'feind', 'Feind', 'wein-', 'wein d']
759|schlegt|schleckt|01-224-2-III-Eis.csv|3|4|2|schlegt|['schlagt', 'schlugt', 'schlägt', 'Schlegel', 'schlecht']
760|ir|ihr|01-224-2-III-Eis.csv|27|40|27|ir|['r', 'i', 'irr', 'dir', 'mir', 'ihr', 'wir', 'Sir', 'Kir', 'er', 'in', 'im', 'Ar', 'Mr', 'Fr', 'i r', 'IRC']
761|ir|ihr|01-224-2-III-Eis.csv|27|40|27|ir|['r', 'i', 'irr', 'dir', 'mir', 'ihr', 'wir', 'Sir', 'Kir', 'er', 'in', 'im', 'Ar', 'Mr', 'Fr', 'i r', 'IRC']
762|Jetz|jetzt|01-224-2-III-Eis.csv|15|75|7|Jetz|['Jet', 'Jets', 'Netz', 'Metz', 'Jet z', 'Jetzt', 'Jetzige']
763|Jeber|jeder|01-224-2-III-Eis.csv|1|6|1|Jeber|['Leber', 'Geber', 'Heber', 'Weber', '-eber', 'Jener', 'Jeder', 'Jeher', 'Eber', 'Erbebe']
764|ale|alle|01-224-2-III-Eis.csv|34|39|33|ale|['aale', 'alte', 'alle', 'adle', 'male', 'Aale', 'Wale', 'als', 'alt', 'all', 'ade', 'öle', 'Öle', 'Allee']
765|glüklich|glücklich|01-224-2-III-Eis.csv|54|163|54|glüklich|['glücklich', 'kläglich']
766|Abbar|Aber|01-226-2-III-Eis.csv|1|19|1|Abbar|['Abbau', 'Abbat', 'Ab bar', 'Abbaubar', 'Abart', 'Bar']
767|Wil|will|01-226-2-III-Eis.csv|3|157|3|Wil|['Wild', 'Wal', 'Wim', 'Nil', 'Weil', 'Will', 'Wie', 'Wir', 'Willi']
768|lekt|leckt|01-226-2-III-Eis.csv|20|42|19|lekt|['lenkt', 'leckt', 'lest', 'legt', 'lebt', 'Sekt', 'Lektor']
769|Aaus|aus|01-226-2-III-Eis.csv|2|15|1|Aaus|['Aus', 'Aas', 'Raus', 'Aals', 'Laus', 'Maus', 'Haus', 'Baus', 'A aus']
770|Pözlich|Plötzlich|01-226-2-III-Eis.csv|2|117|2|Pözlich|['Plötzlich']
