|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
2031|erschrekt|erschreckt|03-105-3-I-Frosch.csv|18|30|18|erschrekt|['erschreckt', 'erschrakt', 'erschrickt', 'erschrecke']
2032|jedefa|ebenfalls|03-105-3-I-Frosch.csv|1|4|1|jedefa|['jede']
2033|ladet|landet|03-105-3-I-Frosch.csv|1|3|1|ladet|
2034|spartziergang|Spaziergang|03-108-3-I-Frosch.csv|1|10|1|spartziergang|['partizipieren']
2035|Bleb|Bleib|03-108-3-I-Frosch.csv|1|1|1|Bleb|['Blei', 'Kleb', 'Blieb', 'Bleib', 'Lebe']
2036|nichs|nichts|03-108-3-I-Frosch.csv|10|25|10|nichs|['nichts', 'nicht', 'wichs']
2037|Kom|komm|03-110-3-I-Frosch.csv|4|32|2|Kom|['Kot', 'Vom', 'Rom', 'Tom', 'Dom', 'Km', 'Komm', 'Kam', 'Komik']
2038|stadesen|stattdessen|03-110-3-I-Frosch.csv|1|1|1|stadesen|['stattdessen', 'Gestaden', 'Stadien', 'Stauden']
2039|Her|Herr|03-110-3-I-Frosch.csv|3|20|3|Her|
2040|wangen|fangen|03-110-3-I-Frosch.csv|1|4|1|wangen|['Wangen', 'wagen', 'wrangen', 'zwangen', '-wangen', 'sangen', 'rangen', 'langen', 'wanden', 'bangen', 'fangen', 'wanken', 'Tangen', 'Zangen']
2041|schaft|schafft|03-110-3-I-Frosch.csv|7|7|7|schaft|['Schaft', 'schlaft', 'schafft', '-schaft', 'schart', 'schalt', 'schuft', 'schaut', 'schabt', 'schaff', 'schaf-']
2042|ader|aber|03-110-3-I-Frosch.csv|9|60|9|ader|['Ader', 'der', 'ade', 'fader', 'Lader', 'Kader', '-ader', 'ader-', 'oder', 'aber', 'öder', 'Eder', 'a der', 'ad er', 'ade r']
2043|Hern|Herrn|03-110-3-I-Frosch.csv|4|4|4|Hern|['Herrn', 'Hirn', 'Harn', 'Hera', 'Herr', 'Horn', 'Herd', 'Gern', 'Fern', 'Herz', 'Bern', 'Kern', 'Her', 'Heran', 'Herb', 'Her n', 'Heuern', 'Hebern']
2044|schdringt|springt|03-110-3-I-Frosch.csv|1|80|1|schdringt|['durchdringt']
2045|uer|über|03-110-3-I-Frosch.csv|1|35|1|uer|['er', 'euer', 'quer', 'der', 'per', 'her', 'wer', 'u er']
2046|serose|Seerose|03-110-3-I-Frosch.csv|2|2|2|serose|['Rose', 'Eros', 'moser', 'Moser']
2047|daswegen|deswegen|03-113-3-I-Frosch.csv|6|6|6|daswegen|['deswegen', 'Gaswegen', 'das wegen', 'das-wegen', 'weswegen', 'dagewesen', 'dagegen']
2048|ausgerust|ausgerutscht|03-113-3-I-Frosch.csv|1|9|1|ausgerust|['ausgeruht', 'ausgereist', 'ausgerüstet', 'ausgeraubt', 'ausgemustert']
2049|blat|Blatt|03-113-3-I-Frosch.csv|5|19|5|blat|['bat', 'blast', 'labt', 'brat', 'blau', 'Blatt']
2050|nemlich|nämlich|03-113-3-I-Frosch.csv|9|21|9|nemlich|['neulich', 'nämlich', 'ziemlich']
2051|inz|ins|03-113-3-I-Frosch.csv|12|16|12|inz|['in', 'Linz', 'Hinz', 'ins', 'in z']
2052|müsten|müssten|03-120-3-I-Frosch.csv|5|5|5|müsten|['müssten', 'müssen', 'misten', 'rüsten', 'mosten', 'mühten', 'wüsten', 'mästen', 'Rüsten', 'Lüsten', 'Büsten', 'Küsten']
2053|kurwe|Kurve|03-120-3-I-Frosch.csv|3|4|3|kurwe|['kure', 'kurte', 'kurve', 'kurze']
2054|Blutzlich|Plötzlich|03-122-3-I-Frosch.csv|1|117|1|Blutzlich|['Zusätzlich']
2055|sprinngt|springt|03-122-3-I-Frosch.csv|1|80|1|sprinngt|['springt', 'spring', 'Sprint']
2056|rusch|rutsch|03-122-3-I-Frosch.csv|1|2|1|rusch|['rutsch', 'rasch', 'wusch', 'Tusch', 'Busch', 'russisch', 'Rutsch']
2057|wenigsten|wenigstens|03-122-3-I-Frosch.csv|1|2|1|wenigsten|
2058|Plasch|platsch|03-124-3-I-Frosch.csv|1|2|1|Plasch|['Plausch', 'Plüsch', 'Platsch', 'Plastisch']
2059|bischien|bisschen|03-124-3-I-Frosch.csv|1|57|1|bischien|['beschien', 'Bischöfen', 'bisschen', 'diebischen', 'Schienen']
2060|gasi|Gassi|03-127-3-I-Frosch.csv|8|19|8|gasi|['gas-', 'Gassi']
2061|Wrosch|Frosch|03-127-3-I-Frosch.csv|4|77|4|Wrosch|['Drosch', 'Frosch']
2062|kontge|konnte|03-127-3-I-Frosch.csv|1|31|1|kontge|['kontre', 'gekonnte', 'gekonnt']
2063|renen|Rennen|03-127-3-I-Frosch.csv|28|1|1|renen|['renne', 'reinen', 'rennen', 'regnen', 'Arenen', 'jenen', 'denen', 'reden', 'regen', 'Genen', 'Venen', 'Rennen', 'Rennern', 'Renner']
2064|losgelaen|losgelassen|03-127-3-I-Frosch.csv|1|23|1|losgelaen|['losgelassen', 'losgelegten', 'losgegangen', 'losgelösten']
2065|Weill|Weil|03-127-3-I-Frosch.csv|6|4|3|Weill|['Wille', 'Will', 'Weil', 'Weile', 'Weilt', 'Weil l', 'Weiler']
2066|gehoschen|gehorchen|03-127-3-I-Frosch.csv|1|1|1|gehoschen|['gehorchen', 'geschehenen', 'geschehen', 'Geschehen', 'Geschossen']
2067|gehorschen|Gehorchen|03-127-3-I-Frosch.csv|1|1|1|gehorschen|['gehorchen', 'gehorsamen', 'geforschten', 'gehorche', 'geschehenen']
2068|spazian|spazieren|03-128-3-I-Frosch.csv|1|116|1|spazian|['spazieren']
2069|feshalten|festhalten|03-128-3-I-Frosch.csv|1|4|1|feshalten|['festhalten', 'festgehalten', 'festzuhalten', 'festhalte', 'fernhalten']
2070|schpazien|spazieren|03-129-3-I-Frosch.csv|3|116|3|schpazien|['pazifischen']
2071|heer|her|03-132-3-I-Frosch.csv|1|7|1|heer|['her', 'eher', 'ehre', 'Heer', 'heuer', '-heer', 'hier', 'leer', 'Teer', 'Meer']
2072|wekk|weg|03-132-3-I-Frosch.csv|1|94|1|wekk|['welk']
2073|hehr|her|03-132-3-I-Frosch.csv|2|7|1|hehr|['her', 'sehr', 'mehr', 'kehr', 'zehr', 'Behr', 'Wehr']
2074|flus|Fluss|03-132-3-I-Frosch.csv|2|5|2|flus|['flugs', 'plus', 'Fluss']
2075|losgelaße|losgelassen|03-135-3-I-Frosch.csv|1|23|1|losgelaße|['losgelassen']
2076|püber|rüber|03-135-3-I-Frosch.csv|1|7|1|püber|['über', 'p über']
2077|plitschenass|pitschnass|03-135-3-I-Frosch.csv|1|3|1|plitschenass|['klitschnass', 'pitschnass', 'plantschen']
2078|sparzien|spazieren|03-136-3-I-Frosch.csv|1|116|1|sparzien|['spazieren', 'Sparen', 'sparen']
2079|zeit|sieht|03-136-3-I-Frosch.csv|1|159|1|zeit|
2080|festalten|festhalten|03-136-3-I-Frosch.csv|1|4|1|festalten|['festhalten', 'gestalten', 'Gestalten', 'fest alten', 'fest-alten']
2081|sprint|springt|03-136-3-I-Frosch.csv|5|80|5|sprint|['Sprint', 'sprinte', 'springt', '-sprint', 'spring']
2082|Sparzirgang|Spaziergang|03-138-3-I-Frosch.csv|1|10|1|Sparzirgang|['Sparziergang']
2083|Leuft|läuft|03-143-3-I-Frosch.csv|4|45|4|Leuft|['Luft', 'Lauft', 'Läuft', 'Leute']
2084|hienterher|hinterher|03-143-3-I-Frosch.csv|7|38|7|hienterher|['hinterher']
2085|zohg|zog|03-143-3-I-Frosch.csv|1|1|1|zohg|['zog']
2086|stran|stramm|03-143-3-I-Frosch.csv|1|3|1|stran|['straf', '-tran', 'Strand', 'Strang', 'strande', 'Tran']
2087|konen|können|03-143-3-I-Frosch.csv|1|11|1|konen|['klonen', 'Ikonen', 'Ionen', 'Tonen', 'Zonen', 'Äonen', 'Konten', 'Kolonnen', 'konnten']
2088|ranten|rannten|03-143-3-I-Frosch.csv|11|13|11|ranten|['raten', 'rannten', 'raunten', 'rankten', 'rannte', 'rasten', 'rauten', 'ragten', 'rangen', 'kanten', 'ranken', 'Tanten', 'Kanten', 'Xanten']
2089|san|sah|03-143-3-I-Frosch.csv|4|46|1|san|['sahn', 'San', 'an', 'sann', 'sang', 'sank', '-san', 'ans', 'ran', 'sag', 'man', 'sah', 'van', 'saß', 'Jan', 'Pan', 'Fan', 's an']
2090|gonte|konnte|03-149-3-I-Frosch.csv|1|31|1|gonte|['Monte', 'geklonte']
2091|gehzogen|gezogen|03-149-3-I-Frosch.csv|1|5|1|gehzogen|['gezogen', 'geh zogen', 'geh-zogen']
2092|endegt|entdeckt|03-149-3-I-Frosch.csv|2|9|2|endegt|['endet', 'endest']
2093|iergentwas|irgendwas|03-154-3-I-Frosch.csv|1|8|1|iergentwas|['irgendetwas']
2094|renntt|rennt|03-154-3-I-Frosch.csv|1|167|1|renntt|['rennt', 'trennt', 'rennst', 'rennt t', 'Trennen', 'trennen', 'retten', 'Retten']
2095|weiler|weiter|03-154-3-I-Frosch.csv|2|17|2|weiler|['Weiler', 'weile', '-weiler', 'weiser', 'weilen', 'weiter', 'geiler', 'heiler', 'weißer', 'Seiler', 'Teiler', 'Heiler', 'Keiler', 'weil er', 'weil-er', 'weile r']
2096|farliert|verliert|03-154-3-I-Frosch.csv|1|5|1|farliert|['verliert']
2097|wiert|wird|03-154-3-I-Frosch.csv|8|27|8|wiert|['wert', 'widert', 'wiest', 'wirrt', 'giert', 'wiegt', 'viert', 'ziert', 'wiehert', 'wienert', 'wittert']
2098|zit|zieht|03-160-3-I-Frosch.csv|16|63|15|zit|['zeit', 'mit', 'fit', 'Hit', 'Bit', 'Kit', 'Zitat']
2099|trefen|treffen|03-160-3-I-Frosch.csv|16|22|16|trefen|['triefen', 'treffen', 'tiefen', 'trafen', 'treten', 'treuen', 'träfen', 'Treffen', 'Treffern', 'treffe', 'Referent']
2100|passirt|passiert|03-160-3-I-Frosch.csv|11|75|11|passirt|['passiert']
2101|Jez|Jetzt|03-160-3-I-Frosch.csv|5|27|2|Jez|['Jet', 'Fez', 'Je', 'Je z']
2102|zuruk|zurück|03-160-3-I-Frosch.csv|3|61|3|zuruk|['Zuruf']
2103|müsen|müssen|03-160-3-I-Frosch.csv|5|9|5|müsen|['müssen', 'müden', 'mühen', 'Düsen']
2104|nasen|Nassen|03-160-3-I-Frosch.csv|2|3|1|nasen|['nassen', 'Nasen', '-nasen', 'nasen-', 'rasen', 'lasen', 'nagen', 'nahen', 'Oasen', 'Gasen', 'Hasen', 'Basen', 'Vasen']
2105|Bark|Park|03-161-3-I-Frosch.csv|2|15|2|Bark|
2106|Früling|Frühling|03-161-3-I-Frosch.csv|2|2|2|Früling|['Frühling', 'Prüfling']
2107|komich|komisch|03-161-3-I-Frosch.csv|2|3|2|komich|['komisch', 'kosmisch']
2108|wusten|wussten|03-161-3-I-Frosch.csv|8|8|8|wusten|['wussten', 'pusten', 'husten', 'wüsten']
2109|hta|hat|03-161-3-I-Frosch.csv|2|131|2|hta|['hat', 'Uta']
2110|plöstlich|Plötzlich|03-161-3-I-Frosch.csv|3|117|2|plöstlich|['östlich', 'plötzlich', 'löslich']
2111|weggerant|weggerannt|03-161-3-I-Frosch.csv|7|12|7|weggerant|['weggetragen', 'weggetan', 'angerannt', 'gerannt']
2112|geschwiste|geschwitzte|03-161-3-I-Frosch.csv|2|2|2|geschwiste|['Geschwister', 'geschwisterlos', 'Geschwülste', 'geschweißte']
2113|hende|Hände|03-161-3-I-Frosch.csv|3|4|3|hende|['ende', 'sende', 'wende', 'Lende', '-ende', 'h ende', 'Enden', 'Ende']
2114|gerisen|gerissen|03-161-3-I-Frosch.csv|3|7|3|gerisen|['gerissen', 'greisen']
2115|nei|nein|03-161-3-I-Frosch.csv|2|5|2|nei|['nie', 'nein', 'ein', 'sei', 'neu', 'bei', '-ei', 'eigne']
2116|anung|Ahnung|03-161-3-I-Frosch.csv|4|4|4|anung|['anging']
2117|ein|ein|03-161-3-I-Frosch.csv|2|26|2|ein|
2118|filach|vielleicht|03-161-3-I-Frosch.csv|2|27|2|filach|['flach']
2119|sons|sonst|03-161-3-I-Frosch.csv|4|9|4|sons|['sonst', 'Ions', 'Tons', 'Bons', 'Äons', 'Solons']
2120|verliren|verlieren|03-161-3-I-Frosch.csv|2|3|2|verliren|['verlieren', 'verloren']
2121|höfst|hüpft|03-161-3-I-Frosch.csv|2|12|2|höfst|['hörst']
2122|gespungen|gesprungen|03-163-3-I-Frosch.csv|1|26|1|gespungen|['gesungen', 'gesprungen', 'Gesinnungen', 'gespulten', 'entsprungen', 'gesprengten']
2123|schspaziren|spazieren|03-167-3-I-Frosch.csv|1|116|1|schspaziren|['spazieren', 'pazifischen']
2124|hienderheer|hinterher|03-167-3-I-Frosch.csv|1|38|1|hienderheer|['verheerender', 'verheerend', 'Herdentier', 'Verhindern']
2125|hiderheer|hinterher|03-167-3-I-Frosch.csv|1|38|1|hiderheer|['hierher']
2126|Plat|Blatt|03-167-3-I-Frosch.csv|1|19|1|Plat|['Plato', 'Platz', 'Plan', 'Plot', 'Plant', 'Platt', 'Plagt', 'Platte', 'Plakat']
2127|Teisch|Teich|03-167-3-I-Frosch.csv|3|5|3|Teisch|['Tisch', 'Teich', 'Tische', 'Teichs', 'Technisch', 'Schreite', 'Scheitel']
2128|spaziern|spazieren|03-170-3-I-Frosch.csv|1|116|1|spaziern|['spazieren', 'spaziere', 'spaziert', 'spazier-', 'Spaniern', 'Spanier']
2129|plözliech|plötzlich|03-170-3-I-Frosch.csv|1|62|1|plözliech|['plötzlich']
2130|spatsieren|spazieren|03-172-3-I-Frosch.csv|1|116|1|spatsieren|['spazieren', 'Spalieren', 'passieren', 'pausieren']
2131|mid|mit|03-172-3-I-Frosch.csv|3|18|3|mid|['mied', 'mit', 'mild', 'mir', 'Eid', 'Lid']
2132|reist|reißt|03-172-3-I-Frosch.csv|32|34|32|reist|
2133|brüben|drüben|03-172-3-I-Frosch.csv|1|1|1|brüben|['trüben', 'brüten', 'drüben', 'brühen', 'Trüben', '-rüben', 'Rüben', 'verüben', 'Brühen', 'Üben']
2134|stechn|stecken|03-176-3-I-Frosch.csv|1|7|1|stechn|['stechen', 'steche', 'stecht', 'stech-', 'Stechern', 'technisch']
2135|kommherzeichen|Komm-her-Zeichen|03-176-3-I-Frosch.csv|1|1|1|kommherzeichen|['hereinzukommen', 'hereinkommen']
2136|stele|Stelle|03-176-3-I-Frosch.csv|1|1|1|stele|['stehle', 'steile', 'stelle', 'stelze', 'stete', 'stell', 'stehe']
2137|fligt|fliegt|03-176-3-I-Frosch.csv|16|29|16|fligt|['fliegt', 'flogt']
2138|Tant|tarnt|03-176-3-I-Frosch.csv|1|1|1|Tant|['Tand', 'Tat', 'Tante', 'Tang', 'Taft', 'Takt', 'Tank', 'Tanz', 'Kant', 'Tarnt', 'Tankt', 'Tanzt', 'Taut', 'Tagt', 'Tönt']
2139|saua|sauer|03-176-3-I-Frosch.csv|1|2|1|saua|['saue', 'saut', 'Sau']
2140|beschefdigt|beschäftigt|03-181-3-I-Frosch.csv|1|6|1|beschefdigt|['beschädigt', 'bescheinigt', 'beschuldigt', 'beschäftigt']
2141|siest|siehst|03-181-3-I-Frosch.csv|2|2|2|siest|['siehst', 'seist', 'siegst', 'spiest', 'siebst', 'niest', 'liest', 'siegt', 'sieht', 'siebt', 'wiest', 'Biest']
2142|verwolgen|verfolgen|03-182-3-I-Frosch.csv|2|3|2|verwolgen|['verfolgen', 'Verfolgen', 'verworren', 'verwegenen', 'verwegen']
2143|erschrikt|erschrickt|03-182-3-I-Frosch.csv|1|2|1|erschrikt|['erschrickt', 'erschrakt', 'erschreckt']
2144|lossgelasen|losgelassen|03-183-3-I-Frosch.csv|1|23|1|lossgelasen|['losgelassen', 'ausgelassen', 'loslassen', 'gelassenen', 'losgerissen']
2145|hinnterher|hinterher|03-183-3-I-Frosch.csv|1|38|1|hinnterher|['hinterher', 'hintergehe', 'hinterster', 'Hintergehen', 'hinuntergehe']
2146|plichenass|plitschnass|03-183-3-I-Frosch.csv|1|6|1|plichenass|['leichenblass']
2147|staziren|spazieren|03-184-3-I-Frosch.csv|1|116|1|staziren|['Pistazien']
2148|weklauen|weglaufen|03-184-3-I-Frosch.csv|1|2|1|weklauen|['beklauen', 'klauen']
2149|plitcheplachenass|plitscheplatschenass|03-184-3-I-Frosch.csv|1|1|1|plitcheplachenass|?
2150|hatet|hattet|03-185-3-I-Frosch.csv|3|2|2|hatet|['hatte', 'hastet', 'hattet', 'haltet', 'chatet', 'hautet', 'haftet', 'haktet', 'ratet', 'tatet', 'batet', 'habet', 'watet', 'hütet', 'hat et', 'hat-et', 'chate']
2151|sorük|zurück|03-185-3-I-Frosch.csv|1|61|1|sorük|['Kursor']
2152|zürck|zurück|03-185-3-I-Frosch.csv|2|61|2|zürck|['zück']
2153|steken|stecken|03-185-3-I-Frosch.csv|3|7|3|steken|['stechen', 'stecken', 'staken', 'steten', 'stehen']
2154|geblben|geblieben|03-185-3-I-Frosch.csv|1|8|1|geblben|['gelben', 'geblieben', 'gegeben', 'begeben', 'Geben']
2155|Henterher|hinterher|03-185-3-I-Frosch.csv|1|38|1|Henterher|['Hinterher', 'Hintergehen', 'Herunter', 'Herantreten']
2156|bleb|bleib|03-185-3-I-Frosch.csv|1|2|1|bleb|['blieb', 'bleib', 'kleb', 'lebe']
2157|schten|stehen|03-185-3-I-Frosch.csv|2|16|2|schten|['sichten', 'sachten', 'suchten', 'echten', 'schien', 'achten', 'ächten', 'Achten', 'Ächten', 'schichten', 'Schichten', 'schlichten', 'Schlichten']
2158|forosch|Frosch|03-185-3-I-Frosch.csv|1|77|1|forosch|['forsch', 'Frosch', 'Forscher']
2159|wel|will|03-185-3-I-Frosch.csv|4|157|2|wel|['weil', 'welk', 'wen', 'wer', 'weg', 'wem', 'weh', 'web', 'Gel', 'welle', 'Welle', 'Wedel']
2160|wode|wurde|03-185-3-I-Frosch.csv|1|5|1|wode|['rode', 'Tode', 'Code', 'Mode', '-ode', 'wo de', 'worden']
2161|gluklesch|glücklich|03-185-3-I-Frosch.csv|1|163|1|gluklesch|['Geschmäckle']
2162|Schteken|stecken|03-185-3-I-Frosch.csv|1|7|1|Schteken|['Schichten', 'Schächten', 'Schlechten']
2163|gebleben|geblieben|03-185-3-I-Frosch.csv|1|8|1|gebleben|['geblieben', 'Webleben', 'geblendeten', 'geblendet', 'gegebenen', 'geblasenen']
2164|teisch|Teich|03-185-3-I-Frosch.csv|2|5|2|teisch|['technisch', 'Teich', 'schreite', 'Scheitel']
2165|Lalen|Leinen|03-194-3-I-Frosch.csv|1|1|1|Lalen|['Laien', 'Aalen', 'Laden', 'Lagen', 'Malen', 'Laben', 'Laken', 'Walen', 'Allen', 'Lallen', 'Lasen', 'Lauen', 'Laxen', 'Lalle', 'Annalen']
2166|Forsch|Frosch|03-194-3-I-Frosch.csv|2|77|2|Forsch|
2167|Mauea|Mauer|03-194-3-I-Frosch.csv|1|44|1|Mauea|['Mauer']
2168|Pach|patsch|03-194-3-I-Frosch.csv|1|1|1|Pach|['Ach', 'Patch', 'Pacht', 'Pech', 'Nach', 'Lach', 'Mach', 'Fach', 'Wach', 'Dach', 'Bach', 'P ach']
2169|parg|Park|03-197-3-I-Frosch.csv|1|15|1|parg|['arg', 'barg', 'karg', 'Sarg', 'p arg', 'Paar']
2170|Folden|wollten|03-197-3-I-Frosch.csv|1|22|1|Folden|['Folien', 'Golden', 'Folgen', 'Holden', 'Solden']
2171|sparsiren|spazieren|03-197-3-I-Frosch.csv|1|116|1|sparsiren|['sparsamen', 'Sparren', 'ersparen', 'Einsparen']
2172|fegendan|wehgetan|03-197-3-I-Frosch.csv|1|17|1|fegendan|['fegenden', 'fegend an', 'fegend-an', 'dagegen']
2173|cha|ja|03-197-3-I-Frosch.csv|1|7|1|cha|['ach', 'chi', 'Hauch']
2174|wreigelasen|freigelassen|03-197-3-I-Frosch.csv|1|2|1|wreigelasen|['freigelassen', 'eingelassen']
2175|Fegedan|wehgetan|03-197-3-I-Frosch.csv|1|17|1|Fegedan|['Gedanke']
2176|hannd|hat|03-197-3-I-Frosch.csv|1|131|1|hannd|['Hand', 'anhand']
2177|aper|aber|03-197-3-I-Frosch.csv|2|60|2|aper|['per', 'aber', 'Oper', 'a per']
2178|feg|weg|03-197-3-I-Frosch.csv|3|94|3|feg|['fege', 'feig', 'fegt', 'reg', 'leg', 'weg', 'Weg']
2179|hinder|hinter|03-197-3-I-Frosch.csv|4|31|4|hinder|['hinter', 'hindre', 'hindere', 'hindern', 'hindert', 'linder', 'minder', 'Rinder', 'Binder', 'Finder', 'Kinder', '-inder', 'hin der', 'hin-der']
2180|grönen|grünen|03-197-3-I-Frosch.csv|1|1|1|grönen|['grölen', 'frönen', 'krönen', 'grünen', 'Krönen', 'Größen']
2181|pland|Blatt|03-197-3-I-Frosch.csv|1|19|1|pland|['plant', 'plane', '-land']
2182|wolde|wollte|03-197-3-I-Frosch.csv|2|201|2|wolde|['wilde', 'wolle', 'holde', 'Solde']
2183|ausgeruchnd|ausgerutscht|03-197-3-I-Frosch.csv|1|9|1|ausgeruchnd|['ausgerechnet']
2184|dass|das|03-197-3-I-Frosch.csv|49|66|48|dass|
2185|gestregnd|gestreckt|03-197-3-I-Frosch.csv|1|1|1|gestregnd|['gestresst', 'gestreng', 'gestrandet']
2186|nichnd|nicht|03-197-3-I-Frosch.csv|1|135|1|nichnd|['nickend']
2187|uun|und|03-197-3-I-Frosch.csv|1|106|1|uun|['nun', 'tun', 'Sun', 'Run', 'Tun', 'UN']
2188|hapen|haben|03-197-3-I-Frosch.csv|1|19|1|hapen|['hapern', 'hupen', 'hauen', 'haben', 'haken']
2189|ausgelachnd|ausgelacht|03-197-3-I-Frosch.csv|2|4|2|ausgelachnd|['ausgelacht']
2190|faser|Wasser|03-197-3-I-Frosch.csv|1|29|1|faser|['Faser', '-faser', 'faser-', 'fader', 'Laser']
2191|verlirt|verliert|03-200-3-I-Frosch.csv|1|5|1|verlirt|['verliert', 'verlort']
2192|schnüwelt|schnüffelt|03-200-3-I-Frosch.csv|1|5|1|schnüwelt|['schnüffelt', 'schnellt', 'schwelt', 'schwellt']
2193|Frasch|Frosch|03-200-3-I-Frosch.csv|1|77|1|Frasch|['Rasch', 'Frosch', 'Frisch', 'F rasch']
2194|einfch|einfach|03-200-3-I-Frosch.csv|1|9|1|einfch|['einfach', 'einfahre']
2195|stopen|stoppen|03-200-3-I-Frosch.csv|4|4|3|stopen|['stoppen', 'stopfen', 'stoßen', 'Stopfen', 'Stoppeln', 'Stoppern', 'stoppe']
2196|schrbrigt|springt|03-203-3-I-Frosch.csv|2|80|2|schrbrigt|['schriebt']
2197|wegleift|wegläuft|03-206-3-I-Frosch.csv|1|1|1|wegleift|['weglegt']
2198|sPasieren|spazieren|03-206-3-I-Frosch.csv|1|116|1|sPasieren|['passieren', 'spazieren', 'Spalieren', 'passivieren', 'pausieren', 'rasieren']
2199|sPninkt|springt|03-206-3-I-Frosch.csv|1|80|1|sPninkt|['Instinkt']
2200|ausgeacht|ausgelacht|03-206-3-I-Frosch.csv|1|4|1|ausgeacht|['ausgelacht', 'ausgedacht', 'ausgemacht', 'ausgetauscht', 'ausgesucht', 'ausgebucht', 'ausgekocht']
2201|Schbasin|spazieren|03-207-3-I-Frosch.csv|1|116|1|Schbasin|['Basisch']
2202|Plöslich|Plötzlich|03-207-3-I-Frosch.csv|1|117|1|Plöslich|['Löslich', 'P löslich', 'Plötzlich']
2203|inn|ihn|03-207-3-I-Frosch.csv|4|270|3|inn|['in', 'inne', 'Sinn', 'Kinn', 'Zinn', 'ins', 'ihn', 'in n']
2204|Ferfolkt|verfolgt|03-207-3-I-Frosch.csv|1|4|1|Ferfolkt|['Erfolgt']
2205|Ties|Tier|03-207-3-I-Frosch.csv|1|1|1|Ties|['Tiers', 'Tiefs', 'Tees', 'Tier', 'Lies', 'Dies', 'Mies', 'Tims', 'Fies', 'Tief', 'Wies', 'Eies', 'Ries', 'Kies']
2206|plischnass|plitschnass|03-207-3-I-Frosch.csv|1|6|1|plischnass|['pitschnass']
2207|gezoggen|gezogen|03-210-3-I-Frosch.csv|1|5|1|gezoggen|['gezogen', 'bezogenen', 'bezogen', 'entzogen', 'erzogenen']
2208|gechprungen|gesprungen|03-210-3-I-Frosch.csv|1|26|1|gechprungen|['gesprungenen', 'gesprungen', 'entsprungen', 'gerungenen']
2209|Spasirgan|Spaziergang|03-211-3-I-Frosch.csv|1|10|1|Spasirgan|['Sinnesorgan']
2210|schnela|schneller|03-211-3-I-Frosch.csv|2|16|2|schnela|['schnell', 'Schnabel']
2211|ferfolgen|verfolgen|03-211-3-I-Frosch.csv|1|3|1|ferfolgen|['erfolgen', 'Uferfolgen', 'verfolgen', 'Verfolgen', '-erfolgen', 'f erfolgen', 'Erfolgen', 'Verfolgern', 'erfolglosen', 'gefolgerten']
2212|schnelar|schneller|03-211-3-I-Frosch.csv|1|16|1|schnelar|['schnell', 'schnarche']
2213|hinterbeinwe|Hinterbeine|03-211-3-I-Frosch.csv|1|1|1|hinterbeinwe|['Hinterbliebene', 'hintertreibe', 'hineinarbeite', 'hineinwerfe']
2214|ferfolgt|verfolgt|03-211-3-I-Frosch.csv|1|4|1|ferfolgt|['erfolgt', 'verfolgt', 'f erfolgt', 'erfolge', 'Erfolg', 'folgert']
2215|sprink|spring|03-211-3-I-Frosch.csv|1|8|1|sprink|['spring', 'Sprint']
2216|ebensfals|ebenfalls|03-211-3-I-Frosch.csv|1|4|1|ebensfals|['ebenfalls']
2217|serosenblat|Seerosenblatt|03-211-3-I-Frosch.csv|1|6|1|serosenblat|['Inseratenbüro']
2218|nasen|nassen|03-211-3-I-Frosch.csv|2|1|1|nasen|['nassen', 'Nasen', '-nasen', 'nasen-', 'rasen', 'lasen', 'nagen', 'nahen', 'Oasen', 'Gasen', 'Hasen', 'Basen', 'Vasen']
2219|Gsiise|Gassi|03-218-3-I-Frosch.csv|1|19|1|Gsiise|['Gesimse']
2220|rennet|rennt|03-218-3-I-Frosch.csv|1|167|1|rennet|['rennt', 'renne', 'trenne', 'rennst', 'rennen', 'regnet', 'renne t', 'Rennen', 'Renner', 'retten', 'Retten']
2221|inen|hin|03-218-3-I-Frosch.csv|8|17|2|inen|['inne', 'einen', 'innen', 'ihnen', 'Minen', 'nein', 'eine']
2222|Fröch|Frosch|03-218-3-I-Frosch.csv|1|77|1|Fröch|['Frech', 'Frösche']
2223|gesperugen|gesprungen|03-218-3-I-Frosch.csv|1|26|1|gesperugen|['gesperrten', 'gesprungenen', 'gesprungen', 'gerungenen']
2224|spint|springt|03-218-3-I-Frosch.csv|2|80|2|spint|['spinnt', 'spiet', 'Splint', 'Sprint', 'Spin']
2225|Uder|über|03-218-3-I-Frosch.csv|1|35|1|Uder|['Der', 'Ude', 'User', 'Oder', 'Ufer', 'Öder', 'Eder', 'Ader', 'Ude r', 'Ruder', 'Luder', 'Puder', 'Fuder', 'U der']
2226|Mumer|Mauer|03-218-3-I-Frosch.csv|1|44|1|Mumer|['Sumerer']
2227|niss|nass|03-218-3-I-Frosch.csv|1|26|1|niss|['iss', 'nass', 'riss', 'miss', 'biss', 'Riss', 'Biss', 'n iss']
2228|geworen|geworden|03-218-3-I-Frosch.csv|1|4|1|geworen|['geworden', 'geworben', 'geworfen', 'gewogen', 'geboren', 'gewonnen']
2229|Fröchen|Frosch|03-218-3-I-Frosch.csv|1|77|1|Fröchen|['Röchen', 'Fröschen', 'Frechen', 'F röchen', 'Röckchen']
2230|Glüch|Glück|03-218-3-I-Frosch.csv|1|18|1|Glüch|['Glück', 'Glüh', 'Glich', 'Glücklich']
