	original	corrected	filename	freq_ori	freq_cor	freq_tup	unchanged_original	suggestions	possible	original_cs	corrected_cs	suggestions_cs	found	dict_index	ind0
2793	kister	kiste	04-062-3-II-Jenga.csv	2	27	1	kister	['knister', 'mister']	True	kister	Kiste	['knister', 'Mister']	False		False
2794	bauklöze	bauklötze	04-063-3-II-Jenga.csv	3	15	3	Bauklöze	['bauklötze', 'bauklöße', 'baumele']	False	Bauklöze	Bauklötze	['Bauklötze', 'Bauklöße', 'Baumele']	True	0.0	True
2795	baun	bauen	04-063-3-II-Jenga.csv	2	2	2	baun	['bauen', 'braun', 'baue', 'baut', 'bahn', 'faun', 'zaun', 'bau-']	False	baun	Bauen	['bauen', 'braun', 'baue', 'baut', 'bahn', 'Faun', 'Zaun', 'bau-']	True	0.0	True
2796	langsum	langsam	04-063-3-II-Jenga.csv	1	13	1	langsum	['langsam', 'umschlang']	True	langsum	langsam	['langsam', 'umschlang']	True	0.0	True
2797	kaputgegangen	kaputtgegangen	04-063-3-II-Jenga.csv	9	17	9	kaputgegangen	['kaputtgegangen', 'gutgegangen', 'entgegengegangen', 'kaputtgehen', 'angegangenen']	True	kaputgegangen	kaputtgegangen	['kaputtgegangen', 'gutgegangen', 'entgegengegangen', 'kaputtgehen', 'angegangenen']	True	0.0	True
2798	gefalln	gefallen	04-063-3-II-Jenga.csv	2	69	2	gefalln	['gefallen', 'gefalle', 'gefallt']	True	gefalln	gefallen	['gefallen', 'gefalle', 'gefallt']	True	0.0	True
2799	momend	moment	04-063-3-II-Jenga.csv	2	4	2	momend	['zoomend', 'boomend', 'kommend']	True	momend	Moment	['zoomend', 'boomend', 'kommend']	False		False
2800	erschroken	erschrocken	04-063-3-II-Jenga.csv	24	38	24	erschroken	['erschrocken', 'erschraken', 'erschrecken', 'verschroben', 'erschrecke', 'verschränken']	True	erschroken	erschrocken	['erschrocken', 'erschraken', 'erschrecken', 'verschroben', 'erschrecke', 'verschränken']	True	0.0	True
2801	gekischert	gekichert	04-063-3-II-Jenga.csv	1	3	1	gekischert	['gekichert', 'getischlert', 'gescheitert', 'geschert', 'gekreischt']	True	gekischert	gekichert	['gekichert', 'getischlert', 'gescheitert', 'geschert', 'gekreischt']	True	0.0	True
2802	gehtnichmehr	gehtnichtmehr	04-063-3-II-Jenga.csv	1	2	1	gehtnichmehr	['nichtgenehmigt']	False	gehtnichmehr	Gehtnichtmehr	['nichtgenehmigt']	False		False
2803	meue	neue	04-064-3-II-Jenga.csv	1	1	1	meue	['neue', 'reue', 'meutere']	True	meue	neue	['neue', 'Reue', 'meutere']	True	0.0	True
2804	feherapredet	verabredet	04-064-3-II-Jenga.csv	2	7	2	feherapredet	['herausredet']	True	feherapredet	verabredet	['herausredet']	False		False
2805	konzendriert	konzentriert	04-064-3-II-Jenga.csv	1	11	1	konzendriert	['konzentriert']	True	konzendriert	konzentriert	['konzentriert']	True	0.0	True
2806	moch	noch	04-064-3-II-Jenga.csv	1	15	1	moch	['noch', 'mich', 'mach', 'roch', 'doch', 'hoch', 'koch', 'joch', 'loch', 'hoch', 'koch', 'mochte']	True	moch	noch	['noch', 'mich', 'mach', 'roch', 'doch', 'hoch', 'koch', 'Joch', 'Loch', 'Hoch', 'Koch', 'mochte']	True	0.0	True
2807	bemergt	bemerkt	04-064-3-II-Jenga.csv	7	18	7	bemergt	['bemerkt', 'bergt']	True	bemergt	bemerkt	['bemerkt', 'bergt']	True	0.0	True
2808	turn	turm	04-064-3-II-Jenga.csv	1	24	1	turn	[]	True	turn	Turm		False		False
2809	gluck	glück	04-064-3-II-Jenga.csv	5	18	5	gluck	['guck', 'gluckse']	True	gluck	Glück	['guck', 'gluckse']	False		False
2810	bauklöze	bauklötze	04-064-3-II-Jenga.csv	2	15	2	bauklöze	['baumele']	False	bauklöze	Bauklötze	['baumele']	False		False
2811	hust	huscht	04-064-3-II-Jenga.csv	1	1	1	hust	['just', 'huste', 'haust', 'hurst', 'hupst', 'hast', 'hurt', 'tust', 'hupt', 'lust', 'wust']	True	hust	huscht	['just', 'huste', 'haust', 'hurst', 'hupst', 'hast', 'hurt', 'tust', 'hupt', 'Lust', 'Wust']	False		False
2812	vorlezten	vorletzten	04-065-3-II-Jenga.csv	2	2	2	vorlezten	['vorletzten', 'vorlegten', 'vorlebten', 'vorletzte']	True	vorlezten	vorletzten	['vorletzten', 'vorlegten', 'vorlebten', 'vorletzte']	True	0.0	True
2813	trauf	drauf	04-065-3-II-Jenga.csv	1	6	1	trauf	['drauf', 'trau', 'traf', 'rauft', 'traue', 'traut']	True	trauf	drauf	['drauf', 'trau', 'traf', 'rauft', 'traue', 'traut']	True	0.0	True
2814	ferstehen	verstehen	04-065-3-II-Jenga.csv	2	2	2	ferstehen	['erstehen', 'verstehen', 'uferstehen', '-erstehen', 'feststehen', 'auferstehe', 'hervorstehen', 'erstechen']	True	ferstehen	verstehen	['erstehen', 'Verstehen', 'Uferstehen', '-erstehen', 'feststehen', 'auferstehe', 'hervorstehen', 'erstechen']	True	1.0	False
2815	wiso	wieso	04-065-3-II-Jenga.csv	9	8	7	wiso	['wieso']	True	wiso	wieso	['wieso']	True	0.0	True
2816	sönes	schönes	04-073-3-II-Jenga.csv	1	1	1	sönes	['schönes']	True	sönes	schönes	['schönes']	True	0.0	True
2817	gehkommen	gekommen	04-073-3-II-Jenga.csv	1	26	1	gehkommen	['gekommen']	True	gehkommen	gekommen	['gekommen']	True	0.0	True
2818	holzklotze	holzklötze	04-073-3-II-Jenga.csv	1	2	1	Holzklotze	['holzklotz', 'holzklötze', 'hotzenplotz']	False	Holzklotze	Holzklötze	['Holzklotz', 'Holzklötze', 'Hotzenplotz']	True	1.0	False
2819	gehbracht	mitgebracht	04-073-3-II-Jenga.csv	2	9	1	gehbracht	['gebracht']	True	gehbracht	mitgebracht	['gebracht']	False		False
2820	ware	war	04-073-3-II-Jenga.csv	2	109	1	ware	['wahre', 'ware', 'wate', 'war', 'waren', 'warne', 'warte', 'warme', '-ware', 'rare', 'wart', 'ward', 'wage', 'gare', 'warm']	True	ware	war	['wahre', 'Ware', 'wate', 'war', 'waren', 'warne', 'warte', 'warme', '-ware', 'rare', 'wart', 'ward', 'wage', 'gare', 'warm']	True	3.0	False
2821	kapputgeht	kaputtgeht	04-073-3-II-Jenga.csv	1	2	1	kapputgeht	['kaputtgeht', 'kaputtgehe', 'kaputtgemacht']	True	kapputgeht	kaputtgeht	['kaputtgeht', 'kaputtgehe', 'kaputtgemacht']	True	0.0	True
2822	ihnsehtzen	hinsetzen	04-073-3-II-Jenga.csv	1	20	1	ihnsehtzen	['hinsetzen']	True	ihnsehtzen	hinsetzen	['hinsetzen']	True	0.0	True
2823	nihgs	nix	04-073-3-II-Jenga.csv	1	13	1	nihgs	['nichts']	False	nihgs	nix	['nichts']	False		False
2824	hol-zklotzen	holzklötzen	04-073-3-II-Jenga.csv	1	2	1	Hol-zklotzen	['hol-klotzigen', 'hol-glotzen', 'hol-kotzen', 'hotzenplotz']	False	Hol-zklotzen	Holzklötzen	['Hol-klotzigen', 'Hol-glotzen', 'Hol-kotzen', 'Hotzenplotz']	False		False
2825	weinug	meinung	04-073-3-II-Jenga.csv	1	1	1	weinug	['weinen']	True	weinug	Meinung	['weinen']	False		False
2826	glücklig	glücklich	04-073-3-II-Jenga.csv	1	163	1	Glücklig	['glücklich', 'glückselig', 'glück']	True	Glücklig	glücklich	['Glücklich', 'Glückselig', 'Glück']	True	0.0	True
2827	ahben	haben	04-073-3-II-Jenga.csv	1	19	1	ahben	['haben', 'ahnen', 'ahmen', 'bejahen']	True	ahben	haben	['haben', 'ahnen', 'ahmen', 'bejahen']	True	0.0	True
2828	gehbaut	gebaut	04-073-3-II-Jenga.csv	1	2	1	gehbaut	['gebaut']	True	gehbaut	gebaut	['gebaut']	True	0.0	True
2829	alar	aber	04-075-3-II-Jenga.csv	1	19	1	Alar	['aral', 'altar', 'alarm', 'klar']	False	Alar	Aber	['Aral', 'Altar', 'Alarm', 'Klar']	False		False
2830	sezt-	setzt	04-075-3-II-Jenga.csv	1	20	1	sezt-	['sekt-']	True	sezt-	setzt	['sekt-']	False		False
2831	uor	wo	04-075-3-II-Jenga.csv	1	8	1	uor	['vor', 'tor']	True	uor	wo	['vor', 'Tor']	False		False
2832	rausgekomen	rausgekommen	04-075-3-II-Jenga.csv	2	5	2	rausgekomen	['herausgekommen', 'ausgekommen', 'herausgenommen', 'ausgenommenen']	False	rausgekomen	rausgekommen	['herausgekommen', 'ausgekommen', 'herausgenommen', 'ausgenommenen']	False		False
2833	gelaht	gelacht	04-075-3-II-Jenga.csv	2	10	2	gelaht	['gelacht', 'gelahmt', 'gelabt', 'gelatcht']	True	gelaht	gelacht	['gelacht', 'gelahmt', 'gelabt', 'gelatcht']	True	0.0	True
2834	boby	bobby	04-077-3-II-Jenga.csv	4	4	4	Boby	['bob', 'boy', 'bobs', 'baby', 'bob-']	False	Boby	Bobby	['Bob', 'Boy', 'Bobs', 'Baby', 'Bob-']	False		False
2835	katog	karton	04-077-3-II-Jenga.csv	6	260	6	Katog	['katalog']	True	Katog	Karton	['Katalog']	False		False
2836	siets	sitzt	04-077-3-II-Jenga.csv	1	40	1	siets	['seist', 'stets', 'sieht']	True	siets	sitzt	['seist', 'stets', 'sieht']	False		False
2837	all	alle	04-077-3-II-Jenga.csv	1	39	1	all	[]	True	all	alle		False		False
2838	sezt	setzt	04-087-3-II-Jenga.csv	3	20	3	sezt	['setzt', 'seit', 'seht', 'seufzt']	True	sezt	setzt	['setzt', 'seit', 'seht', 'seufzt']	True	0.0	True
2839	komt	kommt	04-087-3-II-Jenga.csv	1	69	1	koMt	['kommt', 'kamt', 'komm', 'kämt', 'komet']	True	koMt	kommt	['kommt', 'kamt', 'komm', 'kämt', 'Komet']	True	0.0	True
2840	kertong	karton	04-087-3-II-Jenga.csv	1	260	1	Kertong	['knatterton']	True	Kertong	Karton	['Knatterton']	False		False
2841	jeims	james	04-088-3-II-Jenga.csv	1	1	1	jeims	['seims', 'reims', 'heims', 'keims', 'heimse']	True	jeims	James	['Seims', 'Reims', 'Heims', 'Keims', 'heimse']	False		False
2842	pond	bond	04-088-3-II-Jenga.csv	1	1	1	pond	['mond', 'fond', 'pochend']	False	pond	Bond	['Mond', 'Fond', 'pochend']	False		False
2843	gebat	gebaut	04-088-3-II-Jenga.csv	1	2	1	gebat	['gebar', 'gebt', 'gebart', 'gebaut', 'gebot']	True	gebat	gebaut	['gebar', 'gebt', 'gebart', 'gebaut', 'gebot']	True	3.0	False
2844	fersteckt	versteckt	04-088-3-II-Jenga.csv	9	44	9	fersteckt	['versteckt', 'feststeckt', 'erstreckt', 'festgesteckt', 'feststecke']	True	fersteckt	versteckt	['versteckt', 'feststeckt', 'erstreckt', 'festgesteckt', 'feststecke']	True	0.0	True
2845	hingesezt	hingesetzt	04-088-3-II-Jenga.csv	3	7	3	hingesezt	['hingesetzt', 'hineingesetzt', 'hingesehen', 'eingesetzt']	True	hingesezt	hingesetzt	['hingesetzt', 'hineingesetzt', 'hingesehen', 'eingesetzt']	True	0.0	True
2846	umgefalen	umgefallen	04-088-3-II-Jenga.csv	3	5	3	umgefalen	['umgefallen', 'aufgefallen', 'zugefallen', 'ausgefallen', 'gefallenen']	True	umgefalen	umgefallen	['umgefallen', 'aufgefallen', 'zugefallen', 'ausgefallen', 'gefallenen']	True	0.0	True
2847	gewunderd	gewundert	04-088-3-II-Jenga.csv	1	4	1	gewunderd	['gewunden', 'bewundernd', 'wundernd', 'wundern']	False	gewunderd	gewundert	['gewunden', 'bewundernd', 'wundernd', 'wundern']	False		False
2848	kricht	kriecht	04-088-3-II-Jenga.csv	2	14	1	Kricht	['bricht', 'kriecht', 'krocht', 'kracht']	True	Kricht	kriecht	['Bricht', 'Kriecht', 'Krocht', 'Kracht']	True	1.0	False
2849	pakt	packt	04-090-3-II-Jenga.csv	1	2	1	pakt	['pakt', 'parkt', 'packt', 'paukt', '-pakt', 'hakt', 'takt', 'fakt', '-akt']	True	pakt	packt	['Pakt', 'parkt', 'packt', 'paukt', '-pakt', 'hakt', 'Takt', 'Fakt', '-akt']	True	2.0	False
2850	fäst	fest	04-090-3-II-Jenga.csv	2	18	2	fäst	['äst', 'fräst', 'fest', 'säst', 'fast']	True	fäst	fest	['äst', 'fräst', 'fest', 'säst', 'fast']	True	2.0	False
2851	kloz	klotz	04-095-3-II-Jenga.csv	1	1	1	kloz	['klon']	True	kloz	Klotz	['klon']	False		False
2852	katonk	karton	04-095-3-II-Jenga.csv	4	260	4	Katonk	['kanton']	True	Katonk	Karton	['Kanton']	False		False
2853	driene	drin	04-095-3-II-Jenga.csv	2	25	2	driene	['irdene', 'diene', 'dreien', 'griene', 'drinnen']	True	driene	drin	['irdene', 'diene', 'dreien', 'griene', 'drinnen']	False		False
2854	ihn	in	04-095-3-II-Jenga.csv	12	21	9	ihn	[]	True	ihn	in		False		False
2855	kartonk	karton	04-095-3-II-Jenga.csv	4	260	4	Kartonk	['karton', 'kartons', 'karton-', 'kartoniere']	True	Kartonk	Karton	['Karton', 'Kartons', 'Karton-', 'Kartoniere']	True	0.0	True
2856	drine	drin	04-095-3-II-Jenga.csv	13	25	13	drine	['deine', 'drin', 'dringe', 'drein', 'rinne']	True	drine	drin	['deine', 'drin', 'dringe', 'drein', 'rinne']	True	1.0	False
2857	neugirisch	neugierig	04-097-3-II-Jenga.csv	1	7	1	neugirisch	['neuralgisch', 'generisch', 'energisch']	True	neugirisch	neugierig	['neuralgisch', 'generisch', 'energisch']	False		False
2858	setst	setzt	04-097-3-II-Jenga.csv	2	20	2	setst	['stets', 'seist', 'setzt', 'setzest']	True	setst	setzt	['stets', 'seist', 'setzt', 'setzest']	True	2.0	False
2859	piestole	pistole	04-097-3-II-Jenga.csv	1	1	1	piestole	['pietätvolle']	True	piestole	Pistole	['pietätvolle']	False		False
2860	rausgehschossen	rausgeschossen	04-097-3-II-Jenga.csv	1	1	1	rausgehschossen	['rausgeschossen']	True	rausgehschossen	rausgeschossen	['rausgeschossen']	True	0.0	True
2861	treud	freund	04-102-3-II-Jenga.csv	1	21	1	Treud	['treue', 'trend', 'freud', 'treu']	True	Treud	Freund	['Treue', 'Trend', 'Freud', 'Treu']	False		False
2862	kartan	karton	04-102-3-II-Jenga.csv	2	260	2	Kartan	['karten', 'karton']	True	Kartan	Karton	['Karten', 'Karton']	True	1.0	False
2863	passirte	passierte	04-102-3-II-Jenga.csv	2	18	2	passirte	['passierte', 'passiert']	True	passirte	passierte	['passierte', 'passiert']	True	0.0	True
2864	umgeffalen	umgefallen	04-102-3-II-Jenga.csv	1	5	1	umgeffalen	['umgefallenen', 'umgefallen', 'aufgefallen', 'gefallenen']	True	umgeffalen	umgefallen	['umgefallenen', 'umgefallen', 'aufgefallen', 'gefallenen']	True	1.0	False
2865	fasst	fast	04-102-3-II-Jenga.csv	9	22	9	fasst	[]	True	fasst	fast		False		False
2866	häftigen	heftigen	04-102-3-II-Jenga.csv	1	1	1	häftigen	['heftigen', 'geschäftigen', 'geschäftig']	True	häftigen	heftigen	['heftigen', 'geschäftigen', 'geschäftig']	True	0.0	True
2867	natülich	natürlich	04-105-3-II-Jenga.csv	1	19	1	natülich	['natürlich', 'monatlich']	True	natülich	natürlich	['natürlich', 'monatlich']	True	0.0	True
2868	tsteht	steht	04-105-3-II-Jenga.csv	1	37	1	tsteht	['steht', 'steh', 'eheste', 'stets']	True	tsteht	steht	['steht', 'steh', 'eheste', 'stets']	True	0.0	True
2869	drinen	drinnen	04-105-3-II-Jenga.csv	15	24	15	drinen	['deinen', 'drinnen', 'dringen', 'rinnen', 'drin']	True	drinen	drinnen	['deinen', 'drinnen', 'dringen', 'rinnen', 'drin']	True	1.0	False
2870	higeset	hingesetzt	04-105-3-II-Jenga.csv	1	7	1	higeset	['hingesetzt']	True	higeset	hingesetzt	['hingesetzt']	True	0.0	True
2871	wakelt	wackelt	04-105-3-II-Jenga.csv	11	17	11	wakelt	['wackelt', 'takelt']	True	wakelt	wackelt	['wackelt', 'takelt']	True	0.0	True
2872	blos	bloß	04-108-3-II-Jenga.csv	2	2	2	blos	['los', 'bloß', 'klos', '-los']	True	blos	bloß	['los', 'bloß', 'Klos', '-los']	True	1.0	False
2873	forsichtig	vorsichtig	04-108-3-II-Jenga.csv	5	12	5	forsichtig	['vorsichtig', 'fernsichtig']	True	forsichtig	vorsichtig	['vorsichtig', 'fernsichtig']	True	0.0	True
2874	fänkt	fängt	04-108-3-II-Jenga.csv	2	29	2	fänkt	['funkt', 'fängt', 'tränkt']	True	fänkt	fängt	['funkt', 'fängt', 'tränkt']	True	1.0	False
2875	wakeln	wackeln	04-108-3-II-Jenga.csv	2	3	2	wakeln	['wackeln', 'takeln']	True	wakeln	wackeln	['wackeln', 'takeln']	True	0.0	True
2876	kipt	kippt	04-108-3-II-Jenga.csv	2	4	2	kipt	['kippt', 'kipp']	True	kipt	kippt	['kippt', 'kipp']	True	0.0	True
2877	seftz	seufzt	04-108-3-II-Jenga.csv	1	1	1	seftz	['setze']	True	seftz	seufzt	['setze']	False		False
2878	hlfe	hilfe	04-108-3-II-Jenga.csv	1	2	1	Hlfe	['hilfe', 'hefe', 'hofe', 'hufe', 'höfe', 'elfe', 'helfe', 'fehl']	True	Hlfe	Hilfe	['Hilfe', 'Hefe', 'Hofe', 'Hufe', 'Höfe', 'Elfe', 'Helfe', 'Fehl']	True	0.0	True
2879	bauklöte	bauklötze	04-108-3-II-Jenga.csv	1	15	1	Bauklöte	['bauklötze', 'baukröte', 'bauflöte', 'bauklöße', 'auflötete']	False	Bauklöte	Bauklötze	['Bauklötze', 'Baukröte', 'Bauflöte', 'Bauklöße', 'Auflötete']	True	0.0	True
2880	geschnapt	geschnappt	04-108-3-II-Jenga.csv	4	5	4	geschnapt	['geschnappt', 'geschnarcht', 'geschwappt']	True	geschnapt	geschnappt	['geschnappt', 'geschnarcht', 'geschwappt']	True	0.0	True
2881	ferstegt	versteckt	04-110-3-II-Jenga.csv	4	44	4	ferstegt	['ersteigt', 'erstiegt']	True	ferstegt	versteckt	['ersteigt', 'erstiegt']	False		False
2882	hinsetsen	hinsetzen	04-110-3-II-Jenga.csv	5	20	5	hinsetsen	['hinsetzen', 'hineinsetzen', 'hinsetze', 'hinsehen', 'hineinsetze']	True	hinsetsen	hinsetzen	['hinsetzen', 'hineinsetzen', 'hinsetze', 'hinsehen', 'hineinsetze']	True	0.0	True
2883	kibt	kippt	04-110-3-II-Jenga.csv	1	4	1	kibt	['gibt']	True	kibt	kippt	['gibt']	False		False
2884	wer	wär	04-110-3-II-Jenga.csv	13	8	7	wer	[]	False	wer	wär		False		False
2885	zaubergiste	zauberkiste	04-110-3-II-Jenga.csv	1	1	1	zaubergiste	['gezauberte', 'bezauberte']	False	zaubergiste	Zauberkiste	['gezauberte', 'bezauberte']	False		False
2886	schpetr	später	04-110-3-II-Jenga.csv	1	32	1	schpetr	['scheppern']	True	schpetr	später	['scheppern']	False		False
2887	unlen	unten	04-110-3-II-Jenga.csv	1	5	1	unlen	['unken', 'unten', 'unlenksam']	True	unlen	unten	['unken', 'unten', 'unlenksam']	True	1.0	False
2888	wid	wieder	04-110-3-II-Jenga.csv	2	207	1	wid	['wird', 'wild', 'wie', 'wir', 'eid', 'lid', 'widme']	True	wid	wieder	['wird', 'wild', 'wie', 'wir', 'Eid', 'Lid', 'widme']	False		False
2889	bauklötzchin	bauklötzchen	04-111-3-II-Jenga.csv	1	2	1	Bauklötzchin	['bauklötzchen', 'bauchpinseln']	False	Bauklötzchin	Bauklötzchen	['Bauklötzchen', 'Bauchpinseln']	True	0.0	True
2890	wakelte	wackelte	04-111-3-II-Jenga.csv	9	9	9	wakelte	['wackelte', 'takelte', 'waltete', 'walte']	True	wakelte	wackelte	['wackelte', 'takelte', 'waltete', 'walte']	True	0.0	True
2891	kartog	karton	04-111-3-II-Jenga.csv	2	260	2	kartog	['kalkartig']	True	kartog	Karton	['kalkartig']	False		False
2892	wertich	fertig	04-111-3-II-Jenga.csv	2	43	2	wertich	['wert ich', 'wert-ich', 'erweiche']	True	wertich	fertig	['wert ich', 'wert-ich', 'erweiche']	False		False
2893	gevallen	gefallen	04-111-3-II-Jenga.csv	1	69	1	gevallen	['gefallen', 'gellen']	True	gevallen	gefallen	['gefallen', 'gellen']	True	0.0	True
2894	wolten	wollte	04-111-3-II-Jenga.csv	15	201	1	wolten	['wollten', 'walten', 'wollen', 'holten']	True	wolten	wollte	['wollten', 'walten', 'wollen', 'holten']	False		False
2895	baar	aber	04-113-3-II-Jenga.csv	2	60	1	baar	['bar', 'paar', 'maar', 'paar', 'haar']	True	baar	aber	['bar', 'paar', 'Maar', 'Paar', 'Haar']	False		False
2896	bauklözen	bauklötzen	04-116-3-II-Jenga.csv	1	3	1	Bauklözen	['bauklötzen', 'bauklößen', 'abzuklären']	False	Bauklözen	Bauklötzen	['Bauklötzen', 'Bauklößen', 'Abzuklären']	True	0.0	True
2897	fiele	viele	04-116-3-II-Jenga.csv	1	4	1	fiele	[]	True	fiele	viele		False		False
2898	lezte	letzte	04-116-3-II-Jenga.csv	1	2	1	lezte	['zelte', 'letzte', 'leite', 'legte', 'lebte', 'lechzte']	True	lezte	letzte	['zelte', 'letzte', 'leite', 'legte', 'lebte', 'lechzte']	True	1.0	False
2899	krabelt	krabbelt	04-116-3-II-Jenga.csv	9	15	9	krabelt	['kabelt', 'krabbelt', 'krakeelt', 'kabbelt']	True	krabelt	krabbelt	['kabelt', 'krabbelt', 'krakeelt', 'kabbelt']	True	1.0	False
2900	gerada	gerade	04-116-3-II-Jenga.csv	1	8	1	gerada	['gerade']	True	gerada	gerade	['gerade']	True	0.0	True
2901	draf	drauf	04-116-3-II-Jenga.csv	2	6	2	draf	['traf', 'darf', 'drauf', 'dran', 'graf']	True	draf	drauf	['traf', 'darf', 'drauf', 'dran', 'Graf']	True	2.0	False
2902	rundergefallen	runtergefallen	04-116-3-II-Jenga.csv	1	28	1	rundergefallen	['runder gefallen', 'runder-gefallen', 'wundergefallen', 'heruntergefallen', 'niedergefallenen', 'niedergefallen', 'hergefallenen']	False	rundergefallen	runtergefallen	['runder gefallen', 'runder-gefallen', 'Wundergefallen', 'heruntergefallen', 'niedergefallenen', 'niedergefallen', 'hergefallenen']	False		False
2903	wallte	wollte	04-120-3-II-Jenga.csv	1	201	1	wallte	[]	True	wallte	wollte		False		False
2904	pasiert	passiert	04-120-3-II-Jenga.csv	22	75	22	pasiert	['passiert', 'pausiert', 'paniert', 'pariert', 'rasiert', 'posiert', 'basiert']	True	pasiert	passiert	['passiert', 'pausiert', 'paniert', 'pariert', 'rasiert', 'posiert', 'basiert']	True	0.0	True
2905	runtagefallen	runtergefallen	04-120-3-II-Jenga.csv	1	28	1	runtagefallen	['heruntergefallen', 'herunterfallen']	False	runtagefallen	runtergefallen	['heruntergefallen', 'herunterfallen']	False		False
2906	halz	hals	04-120-3-II-Jenga.csv	1	1	1	Halz	['hals', 'harz', 'halt', 'holz', 'hall', 'halm', 'salz', 'malz', 'falz', 'halb', 'half']	True	Halz	Hals	['Hals', 'Harz', 'Halt', 'Holz', 'Hall', 'Halm', 'Salz', 'Malz', 'Falz', 'Halb', 'Half']	True	0.0	True
2907	sasen	saßen	04-122-3-II-Jenga.csv	7	10	7	sasen	['sausen', 'rasen', 'lasen', 'sauen', 'sagen', 'sahen', 'saßen', 'nasen', 'oasen', 'gasen', 'hasen', 'basen', 'vasen']	True	sasen	saßen	['sausen', 'rasen', 'lasen', 'sauen', 'sagen', 'sahen', 'saßen', 'Nasen', 'Oasen', 'Gasen', 'Hasen', 'Basen', 'Vasen']	True	6.0	False
2908	langweiten	langweilen	04-122-3-II-Jenga.csv	1	1	1	Langweiten	[]	True	Langweiten	langweilen		False		False
2909	blöslich	plötzlich	04-122-3-II-Jenga.csv	1	62	1	blöslich	['löslich', 'blässlich', 'löblich']	True	blöslich	plötzlich	['löslich', 'blässlich', 'löblich']	False		False
2910	woll	wohl	04-122-3-II-Jenga.csv	6	10	6	woll	['will', 'wolle', 'wollt', 'woll-', 'soll', 'roll', 'toll', 'wohl', 'voll', 'moll', 'zoll']	True	woll	wohl	['will', 'wolle', 'wollt', 'woll-', 'soll', 'roll', 'toll', 'wohl', 'voll', 'Moll', 'Zoll']	True	7.0	False
2911	nartbarschaft	nachbarschaft	04-122-3-II-Jenga.csv	1	2	1	Nartbarschaft	['hartbarschaft', 'bartbarschaft', '-artbarschaft', 'nachbarschaft', 'partnerschaft', 'barschaft', 'anwartschaft']	True	Nartbarschaft	Nachbarschaft	['Hartbarschaft', 'Bartbarschaft', '-artbarschaft', 'Nachbarschaft', 'Partnerschaft', 'Barschaft', 'Anwartschaft']	True	3.0	False
2912	begruste	begrüßte	04-122-3-II-Jenga.csv	1	3	1	begruste	['überkruste']	True	begruste	begrüßte	['überkruste']	False		False
2913	nimmich	nämlich	04-122-3-II-Jenga.csv	1	21	1	nimmich	['nimm ich', 'nimm-ich', 'nimmt']	True	nimmich	nämlich	['nimm ich', 'nimm-ich', 'nimmt']	False		False
2914	domminick	dominick	04-122-3-II-Jenga.csv	1	1	1	Domminick	['dominik']	False	Domminick	Dominick	['Dominik']	False		False
2915	umtern	untern	04-122-3-II-Jenga.csv	1	1	1	umtern	['unterm', 'ämtern', 'umsteuern']	False	umtern	untern	['unterm', 'Ämtern', 'umsteuern']	False		False
2916	beweckte	bewegte	04-122-3-II-Jenga.csv	1	3	1	beweckte	['bezweckte', 'bedeckte', 'geweckte', 'erweckte']	True	beweckte	bewegte	['bezweckte', 'bedeckte', 'geweckte', 'erweckte']	False		False
2917	ruste	rutschte	04-122-3-II-Jenga.csv	1	5	1	ruste	['rauste', 'kruste', 'raste', 'roste', 'puste', 'ruhte', 'huste', 'rüste', 'röste', 'robuste']	True	ruste	rutschte	['rauste', 'Kruste', 'raste', 'roste', 'puste', 'ruhte', 'huste', 'rüste', 'röste', 'robuste']	False		False
2918	knalte	knallte	04-122-3-II-Jenga.csv	17	20	17	knalte	['kalte', 'knallte', 'kalten', 'knalle', 'knallrote']	True	knalte	knallte	['kalte', 'knallte', 'kalten', 'knalle', 'knallrote']	True	1.0	False
2919	gengen	gegen	04-122-3-II-Jenga.csv	1	5	1	gengen	['gegen', 'engen', 'genügen', 'sengen', 'geigen', 'gingen', 'mengen', 'mengen', '-engen', 'gen gen', 'gen-gen', 'gengen', '-gengen', 'gegangen', 'gelangen']	True	gengen	gegen	['gegen', 'engen', 'genügen', 'sengen', 'geigen', 'gingen', 'mengen', 'Mengen', '-engen', 'gen gen', 'gen-gen', 'Gengen', '-gengen', 'gegangen', 'gelangen']	True	0.0	True
2920	gihn	ging	04-122-3-II-Jenga.csv	1	19	1	gihn	['ihn']	True	gihn	ging	['ihn']	False		False
2921	seitgte	zeigte	04-122-3-II-Jenga.csv	1	8	1	seitgte	['beseitigte']	True	seitgte	zeigte	['beseitigte']	False		False
2922	bauklöse	bauklötze	04-124-3-II-Jenga.csv	1	15	1	Bauklöse	['bauölöse', 'bauklöße', 'auslöse']	False	Bauklöse	Bauklötze	['Bauölöse', 'Bauklöße', 'Auslöse']	False		False
2923	torm	turm	04-127-3-II-Jenga.csv	8	24	8	Torm	['tor', 'tom', 'tore', 'term', 'tors', 'tori', 'turm', 'torf', 'vorm', 'norm', 'form', 'tor-']	True	Torm	Turm	['Tor', 'Tom', 'Tore', 'Term', 'Tors', 'Tori', 'Turm', 'Torf', 'Vorm', 'Norm', 'Form', 'Tor-']	True	6.0	False
2924	jengatorm	jengaturm	04-127-3-II-Jenga.csv	1	2	1	JengaTorm	['generator']	False	JengaTorm	Jengaturm	['Generator']	False		False
